Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
222328990954242,Phoenix Rescue Coalition,These ads ran without a disclaimer,≤100,1
100149601798929,Cascades PRO,These ads ran without a disclaimer,≤100,1
108509315444834,Projet Sac d'école,These ads ran without a disclaimer,≤100,1
398167563371694,Passmemic,These ads ran without a disclaimer,≤100,2
351873544675175,EL-services,These ads ran without a disclaimer,≤100,1
249932318354859,Festival Stradivaria,These ads ran without a disclaimer,≤100,1
236775942846519,Claudine Storness-Bliss,BC United,≤100,2
333613176493036,Luckybeity,These ads ran without a disclaimer,≤100,7
255623207824623,tentree,These ads ran without a disclaimer,≤100,1
222905537583257,Mid-Lakes ProLife,These ads ran without a disclaimer,≤100,2
540125996125426,Ottawa Public Library / Bibliothèque publique d'Ottawa,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
121114881278553,Nature Clean,These ads ran without a disclaimer,≤100,1
193523820679435,Chinese Canadian National Council Toronto Chapter,These ads ran without a disclaimer,≤100,1
183332455018035,FSC Canada,These ads ran without a disclaimer,≤100,1
225848504092752,Insulators Union,These ads ran without a disclaimer,≤100,1
103960677794787,Made In Palestine,These ads ran without a disclaimer,≤100,1
122095290680006377,WIN House,These ads ran without a disclaimer,≤100,1
0,Instagram User 2041939971,These ads ran without a disclaimer,≤100,1
274948479044388,Seasondutti,These ads ran without a disclaimer,≤100,8
345444881269,Visitez Montréal / Visit Montréal,These ads ran without a disclaimer,≤100,1
133671859840444,She-on-trend,These ads ran without a disclaimer,≤100,9
341728549027780,_wyatt_rorick_,These ads ran without a disclaimer,≤100,1
458250250901379,Herizon House,These ads ran without a disclaimer,≤100,1
108993692217337,SchlepLocal,These ads ran without a disclaimer,≤100,1
102619642896719,Bellenini us,These ads ran without a disclaimer,≤100,4
0,Instagram User 5857773736,These ads ran without a disclaimer,≤100,1
306814092524254,Dresstefo-online,These ads ran without a disclaimer,≤100,2
102254859403991,Emphasisk,These ads ran without a disclaimer,≤100,9
127410280446668,MyQuest Farms,These ads ran without a disclaimer,≤100,1
217295835352945,NightfallPhantom,These ads ran without a disclaimer,≤100,1
101030639595105,Home Theater Marketing Pros,These ads ran without a disclaimer,≤100,1
102918108583505,Lovessales_home,These ads ran without a disclaimer,≤100,3
100185571534177,Ayan Resources,These ads ran without a disclaimer,≤100,1
101418535562588,Fab Crunch Fashionista,These ads ran without a disclaimer,≤100,1
107399028904509,Vitality Research,These ads ran without a disclaimer,≤100,1
155883154272308,Cardvae,These ads ran without a disclaimer,≤100,3
362582680262869,Luise Dias,These ads ran without a disclaimer,≤100,1
102125064590937,Rick Hard,These ads ran without a disclaimer,≤100,1
107559024998057,Dreamshoop,These ads ran without a disclaimer,≤100,2
101113255951389,Continuety,These ads ran without a disclaimer,≤100,13
678647845497710,"Child and Adult Relationships and Environments Lab, University of Ottawa",These ads ran without a disclaimer,≤100,1
112239101793758,darcysuzanne18,These ads ran without a disclaimer,≤100,1
102868505771805,FIN HUB,These ads ran without a disclaimer,≤100,1
101654386146637,MATW Project Canada,These ads ran without a disclaimer,≤100,1
368116483041038,Information-6.14-4,These ads ran without a disclaimer,≤100,6
411598405359828,association_africaine_aases,These ads ran without a disclaimer,≤100,1
317233964803384,Iceicee,These ads ran without a disclaimer,≤100,3
0,Instagram User 8445555021,These ads ran without a disclaimer,≤100,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,2
365854409942973,Espresso CA,These ads ran without a disclaimer,≤100,1
107534938852462,Jogos Adlove,These ads ran without a disclaimer,≤100,1
140728189299467,Association de la construction du Québec,These ads ran without a disclaimer,≤100,2
21513483927,Green Majority Radio,These ads ran without a disclaimer,≤100,1
110478361801170,Primmitive,These ads ran without a disclaimer,≤100,7
106124131902433,Barods,These ads ran without a disclaimer,≤100,4
101441181847559,Aaliyah  shop,These ads ran without a disclaimer,≤100,8
639491102750080,Government of Newfoundland and Labrador,These ads ran without a disclaimer,≤100,1
343414478857615,Camping for Care Association,These ads ran without a disclaimer,≤100,1
138856579307569,regeneratex,These ads ran without a disclaimer,≤100,2
111611414988498,dalia_store94,These ads ran without a disclaimer,≤100,1
0,Instagram User 8370576297,These ads ran without a disclaimer,≤100,1
403041359548807,Zhixun-012,These ads ran without a disclaimer,≤100,1
105002749145694,Ahmed Elsayed,These ads ran without a disclaimer,≤100,1
221730514532252,COMSEP,These ads ran without a disclaimer,≤100,1
430091707124351,WPSHC Foundation,These ads ran without a disclaimer,≤100,1
106615845804115,Dollarwise,These ads ran without a disclaimer,≤100,1
378511932011165,Solidarity for Bangladeshi Students,These ads ran without a disclaimer,≤100,1
394928570361193,togo_canada,These ads ran without a disclaimer,≤100,1
340047869194055,Gifty Dalexis,These ads ran without a disclaimer,≤100,1
359199690613250,SongChat.AI,These ads ran without a disclaimer,≤100,2
351141808083494,Natacha Leblanc,These ads ran without a disclaimer,≤100,1
0,Instagram User 513976563,These ads ran without a disclaimer,≤100,1
241136475740305,The Heavy Cup,These ads ran without a disclaimer,≤100,1
186833281170074,cookingwithcoombs,These ads ran without a disclaimer,≤100,1
0,Instagram User 5601390501,These ads ran without a disclaimer,≤100,1
110014348623465,Ontario Energy Rebate,These ads ran without a disclaimer,≤100,1
101489452866104,Oakwell Mental Health Services Inc.,These ads ran without a disclaimer,≤100,2
263894683467197,Sidebar Live,These ads ran without a disclaimer,≤100,1
105670225613966,Partilespod,These ads ran without a disclaimer,≤100,3
101448839254043,Soulfuldepict.com,These ads ran without a disclaimer,≤100,3
205235473218742,ArcoBio,These ads ran without a disclaimer,≤100,1
126811270517123,Save Ontario's Science Centre,These ads ran without a disclaimer,≤100,1
106943848705513,Abdhair,These ads ran without a disclaimer,≤100,4
308084075725770,Mysunnie,These ads ran without a disclaimer,≤100,4
106169072086646,Opportunuity,These ads ran without a disclaimer,≤100,3
282539701618377,lukaka8432,These ads ran without a disclaimer,≤100,1
104351629186312,Roosevelt B Balboa,These ads ran without a disclaimer,≤100,1
0,Instagram User 5892714669,These ads ran without a disclaimer,≤100,1
228336613704884,Lineneen,These ads ran without a disclaimer,≤100,1
562275800465559,Lazeez Shawarma,These ads ran without a disclaimer,≤100,1
328441607010519,Sussmen.us,These ads ran without a disclaimer,≤100,5
147221511807657,Perna Siebor Luke,These ads ran without a disclaimer,≤100,3
0,Instagram User 5300254983,These ads ran without a disclaimer,≤100,1
104357122591102,"Embro-UA Embroidered T-shirts, Sweatshirts, Hoodies",These ads ran without a disclaimer,≤100,2
339285185933345,Service03-look,These ads ran without a disclaimer,≤100,1
225811103959919,Rooted in Retail Podcast,These ads ran without a disclaimer,≤100,1
247861641752960,Maturelion 4.0,These ads ran without a disclaimer,≤100,3
113720153328360,Chilliwack PRIDE,These ads ran without a disclaimer,≤100,1
260804487127047,Temuwear,These ads ran without a disclaimer,≤100,6
249768228224863,Modernwearings,These ads ran without a disclaimer,≤100,5
378455885343386,herman_forwood_books,These ads ran without a disclaimer,≤100,1
273905445799886,Lunabuys#s,These ads ran without a disclaimer,≤100,3
270566472407,Susan Swan,These ads ran without a disclaimer,≤100,1
1106858329329093,Epic Water Filters,These ads ran without a disclaimer,≤100,1
115735423142244,Beinmarkets,These ads ran without a disclaimer,≤100,1
354641344404500,Gov Glance,These ads ran without a disclaimer,≤100,1
187429968296722,Harvard Online,These ads ran without a disclaimer,≤100,1
297150000154260,Vicsuna,These ads ran without a disclaimer,≤100,1
235525330498604,Raven Benwait,These ads ran without a disclaimer,≤100,1
213091805211757,Julie Séguin  Prescott-Russell-Cumberland,These ads ran without a disclaimer,≤100,1
278780941994868,Suibstantialy,These ads ran without a disclaimer,≤100,4
0,Instagram User 6836325119,These ads ran without a disclaimer,≤100,2
105865879258039,Comfyboutiques,These ads ran without a disclaimer,≤100,12
489179047956298,Allwork.Space,These ads ran without a disclaimer,≤100,1
112092955052711,Adjaceny,These ads ran without a disclaimer,≤100,3
373363305850020,Carbon Shredder,These ads ran without a disclaimer,≤100,1
113208543730413,Comprehensive Oilfield Service & Supply Database - COSSD,These ads ran without a disclaimer,≤100,1
354688461060860,The Health Hub,These ads ran without a disclaimer,≤100,1
108351848785304,Cohen's Path to Wealth,These ads ran without a disclaimer,≤100,1
100244696037157,Midea Heating & Cooling North America,These ads ran without a disclaimer,≤100,3
250997824771530,Fairylita,These ads ran without a disclaimer,≤100,4
362175150550688,Nonolily,These ads ran without a disclaimer,≤100,6
100461436365323,Bold Oversize,These ads ran without a disclaimer,≤100,3
64639136366,Truthdig,These ads ran without a disclaimer,≤100,1
105093195627832,Stepwihters,These ads ran without a disclaimer,≤100,5
152735454589654,Pulliam Otersen Kevin,These ads ran without a disclaimer,≤100,4
110321551990129,The Falls Food Hub,These ads ran without a disclaimer,≤100,1
296282510245087,Mizlily,These ads ran without a disclaimer,≤100,3
158815967315564,Labadé,Labadé,≤100,3
130928173447575,Dailycloths,These ads ran without a disclaimer,≤100,10
402052193189194,Siemens,These ads ran without a disclaimer,≤100,3
260189260818837,YWCA St. John's,These ads ran without a disclaimer,≤100,1
399120503273711,Capitaine Célébrations,These ads ran without a disclaimer,≤100,1
107481224509820,Houweed,These ads ran without a disclaimer,≤100,3
102551396264690,Chillling,These ads ran without a disclaimer,≤100,11
423114431082643,CUPE SCFP 1190,These ads ran without a disclaimer,≤100,1
116956951266960,theaustinmayor,These ads ran without a disclaimer,≤100,1
189311407592731,SMA Dua İkra'ya Umut Ol,These ads ran without a disclaimer,≤100,4
102578075785015,conscious_humanity_777,These ads ran without a disclaimer,≤100,1
8345730249,Société des arts technologiques [SAT],These ads ran without a disclaimer,≤100,1
110778810616421,Communauté francophone accueillante du Haut-Saint-Jean,These ads ran without a disclaimer,≤100,1
108164509004365,Chambers Grand Lake Estates,These ads ran without a disclaimer,≤100,1
453869744679181,PGLM,These ads ran without a disclaimer,≤100,1
109952091934455,Sophisticatk,These ads ran without a disclaimer,≤100,5
384481825423883,Fateh Law Corporation,These ads ran without a disclaimer,≤100,2
102334689474605,Ciciful Shop,These ads ran without a disclaimer,≤100,1
104898252366985,Geniusnuine,These ads ran without a disclaimer,≤100,20
200250363179289,Research Plus International,These ads ran without a disclaimer,≤100,1
95710929413,Alberta Views magazine,These ads ran without a disclaimer,≤100,1
135959499596181,Defense Magazine,These ads ran without a disclaimer,≤100,1
104078736313557,Momentum Mag,These ads ran without a disclaimer,≤100,1
103043476150329,Travel with Raihan Rajon,These ads ran without a disclaimer,≤100,1
193394557345243,Devex,These ads ran without a disclaimer,≤100,2
157183717479726,Zoozah,These ads ran without a disclaimer,≤100,1
78753328415,Dogwood BC,These ads ran without a disclaimer,≤100,2
322360894297209,Zozak Agha Rwanduzi,These ads ran without a disclaimer,≤100,1
325515300645685,Gens d'affaires - Val-David,These ads ran without a disclaimer,≤100,1
110322153786987,Asian Development Bank Partnerships,These ads ran without a disclaimer,≤100,1
160236723849616,Dave Gouthro for Albert-Riverview,These ads ran without a disclaimer,≤100,2
109007595273678,Formica Group North America,These ads ran without a disclaimer,≤100,2
226633923874553,Panda Publishing Agency,These ads ran without a disclaimer,≤100,1
102144692594480,Introducelm,These ads ran without a disclaimer,≤100,7
0,Instagram User 928575931,These ads ran without a disclaimer,≤100,1
228499133687770,Shine 516 Christian Church,These ads ran without a disclaimer,≤100,1
2862753667132199,spearheadtamara,These ads ran without a disclaimer,≤100,1
741326532661198,Israel and Golda Koschitzky Centre for Jewish Studies at York University,These ads ran without a disclaimer,≤100,1
104203662597495,strangebrewpodcast,These ads ran without a disclaimer,≤100,1
363771060152842,sophia_a_odwar,These ads ran without a disclaimer,≤100,1
295713860300622,فلسطين حرة,These ads ran without a disclaimer,≤100,1
114773698161530,Kalinka International,These ads ran without a disclaimer,≤100,2
1733080310262363,Économie sociale Bas-Saint-Laurent,These ads ran without a disclaimer,≤100,1
371031389429208,The Langley Monitor,These ads ran without a disclaimer,≤100,1
126043453931843,South Peace Crime Prevention Assoc.,These ads ran without a disclaimer,≤100,1
104940257555871,Ovry,These ads ran without a disclaimer,≤100,1
134867359720426,jphiliprousseau,These ads ran without a disclaimer,≤100,1
101476018258325,WAN DY,These ads ran without a disclaimer,≤100,1
107103264336337,My Radio 580AM,These ads ran without a disclaimer,≤100,1
148083078714007,International Humanitarian Relief - IHR,These ads ran without a disclaimer,≤100,1
107303339083493,Mookom,These ads ran without a disclaimer,≤100,1
101938945999010,Losmason.us,These ads ran without a disclaimer,≤100,3
362725223585006,Wellclothings,These ads ran without a disclaimer,≤100,7
114144598208089,Marvelmerit,These ads ran without a disclaimer,≤100,4
127605123918385,Broadview Magazine,These ads ran without a disclaimer,≤100,1
106976192287822,Outwardsk,These ads ran without a disclaimer,≤100,5
101217895562439,Sarnia Lambton Chamber of Commerce,These ads ran without a disclaimer,≤100,1
155814747813175,Pacific Institute for Climate Solutions,These ads ran without a disclaimer,≤100,1
171708052684258,Unigifta,These ads ran without a disclaimer,≤100,1
109045128560346,Beascocened,These ads ran without a disclaimer,≤100,3
310639678796905,Walid shoman,These ads ran without a disclaimer,≤100,2
93901634330,Children's Health Foundation of Vancouver Island,These ads ran without a disclaimer,≤100,2
104761285791926,Revive Israel,These ads ran without a disclaimer,≤100,1
101506784671896,l’Escouade itinérance,These ads ran without a disclaimer,≤100,1
281152021754666,Lindsey Brouwers Design,These ads ran without a disclaimer,≤100,1
0,Instagram User 6848262521,These ads ran without a disclaimer,≤100,1
111710758340198,Martils Books,These ads ran without a disclaimer,≤100,1
366020189919225,Eleganlstyle,These ads ran without a disclaimer,≤100,6
355657327630277,Councillor Darrell Belyk,These ads ran without a disclaimer,≤100,1
339403997128,SkeptiCal Conference,These ads ran without a disclaimer,≤100,1
266237593249701,Finance Minister,These ads ran without a disclaimer,≤100,2
370397766150810,cjsyorku,These ads ran without a disclaimer,≤100,1
0,Instagram User 4115195298,These ads ran without a disclaimer,≤100,1
357251517467292,Local services1,These ads ran without a disclaimer,≤100,1
1519279805036300,Pens & Patron,These ads ran without a disclaimer,≤100,3
372115085976858,Freelifey,These ads ran without a disclaimer,≤100,4
156305054232190,Walifeem,These ads ran without a disclaimer,≤100,2
397897430070599,Geeknerdygear,These ads ran without a disclaimer,≤100,1
334586379737684,Vitalvigouryofficial,These ads ran without a disclaimer,≤100,2
107117445556367,Dragons Tell Tales,These ads ran without a disclaimer,≤100,2
396718613514814,inspire_withus24,These ads ran without a disclaimer,≤100,1
2018201745064762,ECADE - Eastern Caribbean Alliance,These ads ran without a disclaimer,≤100,1
343442278852633,The Goldrap Project,These ads ran without a disclaimer,≤100,1
100357153076242,Sitvarem,These ads ran without a disclaimer,≤100,2
113821521604666,Asar Hakimi,These ads ran without a disclaimer,≤100,1
0,Instagram User 9449517590,These ads ran without a disclaimer,≤100,1
297318053472698,D5a7w67e4d,These ads ran without a disclaimer,≤100,1
101614109581774,Jafull,These ads ran without a disclaimer,≤100,5
340705199128364,Iceeyi,These ads ran without a disclaimer,≤100,2
1036964143009941,Conseil de quartier du Vieux-Limoilou,Conseil de quartier du Vieux-Limoilou,≤100,1
237772883272306,ONSUR - International Association for Relief and Development,These ads ran without a disclaimer,≤100,1
179713878564871,Maturelion,These ads ran without a disclaimer,≤100,2
105629509109985,Cherry Kitten,These ads ran without a disclaimer,≤100,1
588836851216131,Sartorial Wealth of Raymond James Ltd.,These ads ran without a disclaimer,≤100,1
103444897936934,Melissa Patterson,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
164521443417323,Innovate Landfill Solution,These ads ran without a disclaimer,≤100,3
294923133705294,Matthew Kenslow,These ads ran without a disclaimer,≤100,1
113234768364589,American Salars,These ads ran without a disclaimer,≤100,1
304849702705674,Gordon Williams for ARBA Vice President,These ads ran without a disclaimer,≤100,1
1763607123931725,Sexfluent,These ads ran without a disclaimer,≤100,1
1771796723059358,Innersejuk,These ads ran without a disclaimer,≤100,2
291050057428088,Rhonda Kirkland,Rhonda Kirkland Nomination Campaign,≤100,1
101409661703085,Soletanche Freyssinet group,These ads ran without a disclaimer,≤100,1
134944113025304,Voracious B,These ads ran without a disclaimer,≤100,1
199475703258663,Village Val-David - Un monde à partager,These ads ran without a disclaimer,≤100,1
185129231535049,Brasil de Fato,These ads ran without a disclaimer,≤100,3
255177487682058,Jennifer Smith,These ads ran without a disclaimer,≤100,1
404636626055892,"WTAF, BC?",These ads ran without a disclaimer,≤100,1
122095911584010816,Apalad,These ads ran without a disclaimer,≤100,3
107666741913416,Fifth Cove,These ads ran without a disclaimer,≤100,2
205661705960463,Themakgroup,These ads ran without a disclaimer,≤100,1
116202058174134,TIME APPOINTED,These ads ran without a disclaimer,≤100,1
0,Instagram User 5124585235,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,2
112117138458880,Geographyi.com,These ads ran without a disclaimer,≤100,5
297856066749635,Beatlyheart,These ads ran without a disclaimer,≤100,1
6533373917,Ottawa Citizen,These ads ran without a disclaimer,≤100,1
330895130105536,Edward Roundpoint - Grand Chief Candidate,These ads ran without a disclaimer,≤100,1
436262950542,L'Affranchi,These ads ran without a disclaimer,≤100,1
355889217610588,Property Finder-EG,These ads ran without a disclaimer,≤100,3
333716113159184,SooConnect,These ads ran without a disclaimer,≤100,1
366611543198558,Bamboolike,These ads ran without a disclaimer,≤100,4
176585044433,FRANCE 24 English,These ads ran without a disclaimer,≤100,2
225680840618759,Soul Revolution.ICU,These ads ran without a disclaimer,≤100,1
117764728024624,Moomoo,These ads ran without a disclaimer,≤100,1
359882417204671,JdkrkB,These ads ran without a disclaimer,≤100,1
187998337731736,Fun magazine central,These ads ran without a disclaimer,≤100,4
370534452807293,Yousufzai Bab,These ads ran without a disclaimer,≤100,2
719008145181724,ZoRaw Chocolates,These ads ran without a disclaimer,≤100,1
240707309126700,Future Door Properties,These ads ran without a disclaimer,≤100,1
33730130515,Metro Vancouver,These ads ran without a disclaimer,≤100,1
270548686321298,Bühler Group,These ads ran without a disclaimer,≤100,1
7258206754,Jeune Afrique,These ads ran without a disclaimer,≤100,4
279217105265819,OHR TORAH interfaith center,These ads ran without a disclaimer,≤100,1
112265151453655,Suibstantial,These ads ran without a disclaimer,≤100,3
103980515919742,Marie Gardiner,These ads ran without a disclaimer,≤100,1
319347687927548,Quit Club,These ads ran without a disclaimer,≤100,1
102187366064699,Quarterlyt.shop,These ads ran without a disclaimer,≤100,4
505662499495564,VINCI Construction,These ads ran without a disclaimer,≤100,2
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,2
110409000535617,Aspire Hub Canada,These ads ran without a disclaimer,≤100,1
115134624511404,Gabriola Health Care Foundation,These ads ran without a disclaimer,≤100,1
103252317700354,Mindvalley En Español,These ads ran without a disclaimer,≤100,3
403167099833231,CUHK Business School,These ads ran without a disclaimer,≤100,2
102479128843816,Harbingers’ Magazine,These ads ran without a disclaimer,≤100,1
0,Instagram User 6615416525,These ads ran without a disclaimer,≤100,1
364797210048735,New Capital Project,These ads ran without a disclaimer,≤100,1
0,Instagram User 8227020575,These ads ran without a disclaimer,≤100,2
321879177683803,life_in_.gaza,These ads ran without a disclaimer,≤100,4
217408545829465,John Copenhaver,These ads ran without a disclaimer,≤100,1
345523438642004,Tuftedrugshop,These ads ran without a disclaimer,≤100,1
101512779421553,Global Yo.,These ads ran without a disclaimer,≤100,2
302865479574021,Chiclookk,These ads ran without a disclaimer,≤100,3
115574903688372,Markham International Film Festival,These ads ran without a disclaimer,≤100,1
400746616446096,Dave Bjorkman,These ads ran without a disclaimer,≤100,1
122293087629543,Lteoatl-US,These ads ran without a disclaimer,≤100,4
364706690052663,Tchad j'ai pété,These ads ran without a disclaimer,≤100,1
569138429820246,Stu News,These ads ran without a disclaimer,≤100,1
396451336875341,Sinarchic,These ads ran without a disclaimer,≤100,1
110281772069622,Interestingt,These ads ran without a disclaimer,≤100,2
0,Instagram User 882469828,These ads ran without a disclaimer,≤100,1
315603771494,Milaap,These ads ran without a disclaimer,≤100,1
113775144967352,Valor Veterans,These ads ran without a disclaimer,≤100,2
355638737634088,lana.abu.hassira,These ads ran without a disclaimer,≤100,1
421053334621240,Liu,These ads ran without a disclaimer,≤100,1
251631644709894,Zeeshan Wahla,These ads ran without a disclaimer,≤100,1
114684098397228,Voracious B.,These ads ran without a disclaimer,≤100,2
172802309398509,European Jewish Congress,These ads ran without a disclaimer,≤100,1
184197442480974,Conservation Frontlines,These ads ran without a disclaimer,≤100,4
111237125287210,We Ballin',These ads ran without a disclaimer,≤100,4
340965069106763,Elżbieta Kolasa,These ads ran without a disclaimer,≤100,1
1481267128811354,UN International Residual Mechanism for Criminal Tribunals,These ads ran without a disclaimer,≤100,1
333353923199672,S M Iqbal Sarkar,These ads ran without a disclaimer,≤100,1
269465562912060,PLM,These ads ran without a disclaimer,≤100,2
102192992845573,Festival International Afro & Diversités de Cornwall SDG,These ads ran without a disclaimer,≤100,1
102518054765634,Ben Shy,These ads ran without a disclaimer,≤100,1
590014684342735,"Coal, a feline leader from Parliament Hill - Coal, un félin de la Colline",These ads ran without a disclaimer,≤100,1
165421103319259,Attix Simon Brandy,These ads ran without a disclaimer,≤100,2
680546349073569,Estenoveturkey,These ads ran without a disclaimer,≤100,1
443505056444107,LexTalk World,These ads ran without a disclaimer,≤100,1
109175605200165,Native Pride,These ads ran without a disclaimer,≤100,4
114319561948157,PCRF - Palestine Children's Relief Fund,These ads ran without a disclaimer,≤100,1
389129157610264,Funwardrobe,These ads ran without a disclaimer,≤100,2
100689209646372,simbasportindustry,These ads ran without a disclaimer,≤100,1
191235511694146,TheFutureEconomy.ca,TheFutureEconomy.ca,≤100,3
645599708856041,Gentas GROUP,These ads ran without a disclaimer,≤100,1
1601555680081592,Southern Chiefs' Organization,These ads ran without a disclaimer,≤100,1
524477178015621,Pacific Arts Market,These ads ran without a disclaimer,≤100,1
1896993947201599,Basso.official,These ads ran without a disclaimer,≤100,1
116156674806442,Far & Wide,These ads ran without a disclaimer,≤100,1
112129948486119,National Poll,These ads ran without a disclaimer,≤100,3
68644810672,"Liorel, Art from Israel",These ads ran without a disclaimer,≤100,1
300834666444802,Dowdot,These ads ran without a disclaimer,≤100,2
0,Instagram User 3377597001,These ads ran without a disclaimer,≤100,1
286357401237320,Amelia Healthy Plasticity,These ads ran without a disclaimer,≤100,2
165753109957481,beyondbirththerapist,These ads ran without a disclaimer,≤100,1
190726447954503,B TV,These ads ran without a disclaimer,≤100,6
226951444012509,Rahul Mishra,These ads ran without a disclaimer,≤100,1
115746854864349,on point Magazine,These ads ran without a disclaimer,≤100,1
102777742581332,Rex Diabolic,These ads ran without a disclaimer,≤100,1
108971081017978,"Bashiir Xaaji Cali ""Jamaal""",These ads ran without a disclaimer,≤100,1
102900556093353,SANDY McIntyre,These ads ran without a disclaimer,≤100,1
333824869821280,thepinkperspectivee,These ads ran without a disclaimer,≤100,1
251832491354065,Emily Thompson,These ads ran without a disclaimer,≤100,1
1783518065251434,Wire Stork,These ads ran without a disclaimer,≤100,1
342533875615627,News24,These ads ran without a disclaimer,≤100,1
103479379087369,Mowist,These ads ran without a disclaimer,≤100,1
306805905853213,Our Story from GAZA,These ads ran without a disclaimer,≤100,1
294154967125154,emilyzumchak,These ads ran without a disclaimer,≤100,2
170880472777827,fabrealtors_,These ads ran without a disclaimer,≤100,1
346652045194492,Voicerts,These ads ran without a disclaimer,≤100,2
101112068651177,God is love,These ads ran without a disclaimer,≤100,2
350014001518362,Rococody,These ads ran without a disclaimer,≤100,3
103175622598437,Myclubstar,These ads ran without a disclaimer,≤100,1
138822119319488,ivfdaddies,These ads ran without a disclaimer,≤100,1
112517958498784,Content  Knight,These ads ran without a disclaimer,≤100,1
303488246173826,Misr Properties,These ads ran without a disclaimer,≤100,1
432331916962027,Baca Business Specialist - Notary Public,These ads ran without a disclaimer,≤100,1
305686582630958,Ici au Québec,These ads ran without a disclaimer,≤100,1
203853296298919,Québec cité,These ads ran without a disclaimer,≤100,1
116486416467415,Geoponts Properties,These ads ran without a disclaimer,≤100,1
318349504704335,Goeco collaborators volunteers,These ads ran without a disclaimer,≤100,1
109725215092123,RFI Українською,These ads ran without a disclaimer,≤100,5
1542936165951043,OTIP,These ads ran without a disclaimer,≤100,1
323712167497026,Mcsayhomes Lagos,These ads ran without a disclaimer,≤100,1
331291726731903,EGY EXPO,These ads ran without a disclaimer,≤100,1
0,Instagram User 1257694338,These ads ran without a disclaimer,≤100,1
114542621684308,The Lifestyle Lens,These ads ran without a disclaimer,≤100,6
166265953434145,National Boating Safety School (Boating License),These ads ran without a disclaimer,≤100,1
468200360675867,Arise and Shine Homes And Investment,These ads ran without a disclaimer,≤100,1
188789377812793,Kongsberg Gruppen,These ads ran without a disclaimer,≤100,1
106702321571601,CDR Australia VIP,These ads ran without a disclaimer,≤100,1
118260291229933,Palky,These ads ran without a disclaimer,≤100,1
215413801660563,Maestro Unicornio Negro,These ads ran without a disclaimer,≤100,1
104101928995326,kanwalsengh,These ads ran without a disclaimer,≤100,1
102892417916,Voice of Tibet,These ads ran without a disclaimer,≤100,2
1073898459322300,Kathleen Black Inc.,These ads ran without a disclaimer,≤100,1
0,Instagram User 5512632741,These ads ran without a disclaimer,≤100,1
2051147648440792,Canadian Food Focus,These ads ran without a disclaimer,≤100,1
364003796789355,Thi Hộ Chứng chỉ Ngoại Ngữ IELTS PTE TOEIC VSTEP,These ads ran without a disclaimer,≤100,1
267011243162758,مشروعات العاصمة الادارية-New Capital Projects,These ads ran without a disclaimer,≤100,2
194874140385209,Poder da Manifestação,These ads ran without a disclaimer,≤100,2
161666143844859,Sandvik,These ads ran without a disclaimer,≤100,3
110708534594465,karito_212121,These ads ran without a disclaimer,≤100,1
0,Instagram User 7478606518,These ads ran without a disclaimer,≤100,1
108425434716453,Dehors par URBANIA,URBANIA MEDIA,≤100,1
114398024969883,"Lương Y Phạm Văn Thanh , Người Thầy Y Đức",These ads ran without a disclaimer,≤100,1
1642655442725765,Figuramoda- Fashion for Change,These ads ran without a disclaimer,≤100,1
195828973623193,عادل ئەلیاسی,These ads ran without a disclaimer,≤100,1
0,Instagram User 9314128099,These ads ran without a disclaimer,≤100,1
503569446649440,التحالف الدولي,These ads ran without a disclaimer,≤100,6
112750911873021,KAYA Rehab Asia,These ads ran without a disclaimer,≤100,1
103673299263115,Boketto Collections,These ads ran without a disclaimer,≤100,1
106519795633885,Our Kids' Health Network,These ads ran without a disclaimer,≤100,1
106052474512900,Drive A Boat Canada,These ads ran without a disclaimer,≤100,2
102788732910914,anotherjacobrant,These ads ran without a disclaimer,≤100,1
63358436494,Naître et grandir,These ads ran without a disclaimer,≤100,1
119137567796017,captain_ebuka.bruce.chigbo,These ads ran without a disclaimer,≤100,1
174072539131529,Le projet Bonheur intérieur brut,These ads ran without a disclaimer,≤100,1
109896572037195,Baby Games Video,These ads ran without a disclaimer,≤100,2
0,Instagram User 9161807598,These ads ran without a disclaimer,≤100,1
351906661339758,officialcsiservices,These ads ran without a disclaimer,≤100,1
104825305800741,Chepazfoods,These ads ran without a disclaimer,≤100,1
108043284274059,Oovedoo,These ads ran without a disclaimer,≤100,1
399035300243693,QonJay Jamal,These ads ran without a disclaimer,≤100,1
396046163583634,kutty_stores_25,These ads ran without a disclaimer,≤100,1
222755641101265,House Of Buray  (H.O.B),These ads ran without a disclaimer,≤100,1
113147788501251,Mayor of Compton,These ads ran without a disclaimer,≤100,2
335238326331013,نُبَشِّرُكَ,These ads ran without a disclaimer,≤100,1
103237672440693,Awale Dayr,These ads ran without a disclaimer,≤100,1
228475343691695,linguaphile.mag,These ads ran without a disclaimer,≤100,1
113903637875347,Escolinha da PAz f c,These ads ran without a disclaimer,≤100,1
0,Instagram User 9839715940,These ads ran without a disclaimer,≤100,1
