Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
104275598382358,Khabar Abhi Abhi,Charan Singh,≤100,1
542010592633135,Dr Mangal Yadav,Vijendra Singh,≤100,1
112142894659387,Ravinder Singh Balyan,Arun Kumar Sharma,≤100,1
102510639488150,offical_inder_handa,These ads ran without a disclaimer,≤100,1
1631896890420217,Ishwar Parmar,Jay Rajeshbhai Mehta,≤100,1
142099779224371,Shobin Mathew ഷോബിൻ മാത്യു,Shobin Mathew ഷോബിൻ മാത്യു,≤100,1
109884418239342,The Morcha,These ads ran without a disclaimer,≤100,1
111200228634326,Team Abhiram,These ads ran without a disclaimer,≤100,1
1584395508448696,Manash Borah,These ads ran without a disclaimer,≤100,1
1180038722130928,YogiRaj_Real_Estate_Ahmedabad,These ads ran without a disclaimer,≤100,1
126139633770740,rajanaggarwal.1981,These ads ran without a disclaimer,≤100,1
111437185188325,Devpal Yadav Tijara,These ads ran without a disclaimer,≤100,1
115610844784312,Newswriter.in,Suraj Kaul,≤100,1
115766304826617,Rajasthani Club,These ads ran without a disclaimer,≤100,1
1294840390536633,पंडित संजीव तिवारी भाजपा,पंडित संजीव तिवारी भाजपा,≤100,1
158781714472976,Pankaj Malik,Vaibhav Mittal,≤100,1
577204189638568,Amit Chaudhary,These ads ran without a disclaimer,≤100,1
1813243422291770,Priya Agarwal,Nitin Kumar,≤100,1
744510998926282,Vinod Agarwal,Nitin Kumar,≤100,1
100159649692184,159News,These ads ran without a disclaimer,≤100,1
110163644792512,जन अदालत,Shiv Chandra Jha,≤100,1
113593987987343,Anshul Mittal,These ads ran without a disclaimer,≤100,2
1713549268774460,Elisha Mayor official,These ads ran without a disclaimer,≤100,1
615604752174539,CHAYA MORE,Asad Uddin Khan,≤100,1
100430516339555,प्रतीक तिवारी,These ads ran without a disclaimer,≤100,1
110392347260594,Sahil Shekh Gwalior,Sahil Qureshi,≤100,1
115852358142277,Sanjay More,These ads ran without a disclaimer,≤100,1
100467869611544,Adv Kalyan Babar,These ads ran without a disclaimer,≤100,1
120411884354820,ललित कुमार जयसवाल,Imran Khan,≤100,1
114431964821388,Pradeep Yadav,These ads ran without a disclaimer,≤100,1
107552275028849,superman_5700,These ads ran without a disclaimer,≤100,1
102659915265438,India news10,These ads ran without a disclaimer,≤100,3
102416838119611,Narendra Mahesh Chandrawanshi,These ads ran without a disclaimer,≤100,1
102514739300663,vishalrawatjobat,These ads ran without a disclaimer,≤100,1
427192931141349,Sunny Nara,These ads ran without a disclaimer,≤100,1
110258611539150,Gayatri Hospital & Ortho Centre,These ads ran without a disclaimer,≤100,1
103927215924346,Gurwinder Singh Chahal,These ads ran without a disclaimer,≤100,1
207579059999896,Shiv Kumar Bansal,Kanishk Bansal,≤100,1
1482079158780446,Shobha Chauhan,Ganesh Thapa,≤100,1
108022221724914,Keyur Patel,These ads ran without a disclaimer,≤100,1
105781735798588,ravijoshi7570,These ads ran without a disclaimer,≤100,1
332956141276662,Abhimanyu verma,Abhimanyu Verma,≤100,1
137775936298821,HoneyTrek,These ads ran without a disclaimer,≤100,1
100272095783585,Visit Heilongjiang,These ads ran without a disclaimer,≤100,1
114751934918631,Lin-bmd-04,These ads ran without a disclaimer,≤100,5
102786036073748,grahastiinusa,These ads ran without a disclaimer,≤100,1
118562497812908,People's Daily Online_BM,These ads ran without a disclaimer,≤100,2
102457574536726,Tahafuz,These ads ran without a disclaimer,≤100,1
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,1
118840707814586,Photos of food with us,These ads ran without a disclaimer,≤100,1
141382225905204,Keki Adhikari,These ads ran without a disclaimer,≤100,1
142914269087072,Cornell Lab of Ornithology,These ads ran without a disclaimer,≤100,1
20533054080,Duct Tape Marketing,These ads ran without a disclaimer,≤100,1
105126998797019,Starbright317,These ads ran without a disclaimer,≤100,1
49496547500,Rehan Allahwala,These ads ran without a disclaimer,≤100,1
102271312631185,BadPage02,These ads ran without a disclaimer,≤100,1
102830746104447,AIOM,These ads ran without a disclaimer,≤100,1
100976946045172,Education Botswana Journal,These ads ran without a disclaimer,≤100,1
1165428293488172,Energy Source & Distribution,These ads ran without a disclaimer,≤100,1
113954948330653,Rajkumari Maurya Purv Parshad,Rajakumari Maurya,≤100,1
2007408652850454,Patanjali Arogya Kendra Dibai,These ads ran without a disclaimer,≤100,1
111156628096827,NetGeek,These ads ran without a disclaimer,≤100,1
121819880887709,vikarant casino Hacker,These ads ran without a disclaimer,≤100,1
101869835533919,Gyan Ranjan,Gyan Ranjan,≤100,1
106968671231361,Dr Abinav kumar,These ads ran without a disclaimer,≤100,2
109247668687984,Banshilal Patidar,These ads ran without a disclaimer,≤100,1
112402381727467,Manoj Namdeo II,These ads ran without a disclaimer,≤100,2
325602694251353,Rajeev Rai,These ads ran without a disclaimer,≤100,1
598431323673085,Gajendra sonkar Gajju,These ads ran without a disclaimer,≤100,1
114208538303766,Chirag Singh Parmar,These ads ran without a disclaimer,≤100,1
790601257793004,Karan Singh Rathore,These ads ran without a disclaimer,≤100,1
637396573005494,Keraleeyam,These ads ran without a disclaimer,≤100,1
126487900349950,Ksurendranbjpkerala,These ads ran without a disclaimer,≤100,2
111451851406598,TMC Jalpaiguri,Ujjal Ray,≤100,1
335158386655198,Jai Kumar Jain,These ads ran without a disclaimer,≤100,1
110703354834782,Jansatta Bharat,Jansatta Bharat,≤100,1
2009423802461842,Devendra Singh,Anurag Sharma,≤100,2
105122315268171,rajnishsingh.beltara,These ads ran without a disclaimer,≤100,1
101418575146562,The Venkatesh Group,These ads ran without a disclaimer,≤100,2
535362786927879,Bayzoo Bawra,These ads ran without a disclaimer,≤100,1
110527742019438,सभासद प्रत्याशी वार्ड नं 6 नुपुर त्रिपाठी पत्नी नरेन्द्र त्रिपाठी,These ads ran without a disclaimer,≤100,1
117216407912482,_lokendra_mehta_,These ads ran without a disclaimer,≤100,1
101757896245143,कविता प्रियदर्शी भाजपा नगर पंचायत खिरौनी-सुचित्तागंज,These ads ran without a disclaimer,≤100,2
100224905907374,satendragoswamii,These ads ran without a disclaimer,≤100,1
102575272601927,Indianveganmama,These ads ran without a disclaimer,≤100,1
297407581009018,Dr. Ranganath Abhimanigala Balaga Kunigal,These ads ran without a disclaimer,≤100,1
104153902491086,sh.weta8233,These ads ran without a disclaimer,≤100,1
109445841527679,Chintu Haldar,Chintu Haldar,≤100,2
108676838577709,pages_pen_heena,These ads ran without a disclaimer,≤100,1
111885365166462,Vijeta Davda,These ads ran without a disclaimer,≤100,1
100275471506378,The Team Hospitals,Thulasiram Banduchode,≤100,1
118821871189434,Samajwadi party Sirathu,These ads ran without a disclaimer,≤100,1
899092420138226,Yogesh Pal Aroraa,These ads ran without a disclaimer,≤100,1
110041900802477,Magahi News,magahi news,≤100,1
146478142610386,Superhit Shevgaon,These ads ran without a disclaimer,≤100,1
107658738874112,Bundeli Breking 24 News,These ads ran without a disclaimer,≤100,2
106976794163000,RK Advertising & Promotion,Sananta Kumar Maharana,≤100,1
101571189184547,Gnanam GDR,These ads ran without a disclaimer,≤100,6
210159213036995,"Dnyansagar Gurukul,Baramati",These ads ran without a disclaimer,≤100,1
112753855132819,Dr Era Srivastava,These ads ran without a disclaimer,≤100,1
1667074330074062,Haricheth,These ads ran without a disclaimer,≤100,1
104498502444076,Tra-Cana-Luis,These ads ran without a disclaimer,≤100,1
101170985773344,Avnish Pandey,Ankaj Tiwari,≤100,1
110248141618027,Vishal Yadav - Producer,Vishal Kumar Yadav,≤100,2
368304223267388,NTNN: Nayi Taza News,These ads ran without a disclaimer,≤100,1
110900615241269,रामानुज शर्मा,Concept Digital Marketing,≤100,1
117720434567348,Ambedkar Prime,These ads ran without a disclaimer,≤100,3
150351949067093,Lasya Dance Academy,Lasya Dance Academy,≤100,1
108257088911505,Alka Pandey,These ads ran without a disclaimer,≤100,2
107279858679761,vinodpatil.official,These ads ran without a disclaimer,≤100,1
108001538954695,Online PM Kusum Yojana,These ads ran without a disclaimer,≤100,1
100334636377637,प्रीति सिंह/राजू ठाकुर जनपद अध्यक्ष दमोह,These ads ran without a disclaimer,≤100,5
102201349534270,Dhani finance loan service,These ads ran without a disclaimer,≤100,1
104915874357396,Affordable Housing Scheme,These ads ran without a disclaimer,≤100,1
101449481308802,Sat Rung Productions,These ads ran without a disclaimer,≤100,1
103903242665534,Manoranjan Singh,These ads ran without a disclaimer,≤100,1
101095809630899,rajesh rawat,These ads ran without a disclaimer,≤100,1
104058504560539,Kamnath Real Estate,These ads ran without a disclaimer,≤100,1
117875041200977,Apoorva jain,These ads ran without a disclaimer,≤100,1
103467792718141,Ruchi Vidit Tripathi,Ruchi Tripathi,≤100,1
117563600047608,पक्की ख़बर,These ads ran without a disclaimer,≤100,1
1427079930877756,Chintala Ramachandra Reddy,Chintala Ramachandra Reddy,≤100,1
106385155303417,Gopal Sharma,Surendra Raigar,≤100,1
1204722032907727,ABHILASH AYODHYA,ABHILASH AYODHYA,≤100,1
109382103918342,Rising Bharat,These ads ran without a disclaimer,≤100,1
106071532347441,Gonda News 24,These ads ran without a disclaimer,≤100,1
492006497964193,Stoxkart,These ads ran without a disclaimer,≤100,1
394527180935580,Talks with Dr. Rishikesh,These ads ran without a disclaimer,≤100,1
112720078078762,Republic Haryana,Neeraj Mehta,≤100,1
127092826964281,Leader_KSurendran,These ads ran without a disclaimer,≤100,2
176014332603244,Jan Sewa Self Help Group,Ram Kumar Verma,≤100,1
105335538688327,aradhana_resource_centre,These ads ran without a disclaimer,≤100,1
105777255846967,Mahaveer Meena,Akash Singh,≤100,2
108150458910334,বিদ্যুৎ মৈত্র,These ads ran without a disclaimer,≤100,2
103870666027437,P M M Yojana,These ads ran without a disclaimer,≤100,1
1576884272387011,Indian Digital Pracharak,These ads ran without a disclaimer,≤100,1
1042051285845573,MBD Neopolis Mall Jalandhar,These ads ran without a disclaimer,≤100,1
111842258224131,Udit Sharma,These ads ran without a disclaimer,≤100,1
271561733476987,JagannathUniversity,These ads ran without a disclaimer,≤100,1
1573426146230946,"Bhagirath IAS Academy, Pune",These ads ran without a disclaimer,≤100,1
112236865145394,Amit Pandey,These ads ran without a disclaimer,≤100,1
100258436394755,toni_kharwar,These ads ran without a disclaimer,≤100,1
107883998823081,L. S Dhaker,These ads ran without a disclaimer,≤100,1
110386972042720,coin selling head branch,These ads ran without a disclaimer,≤100,1
912145542311838,Ecotroop Foundation,These ads ran without a disclaimer,≤100,1
105768205347459,News Times,These ads ran without a disclaimer,≤100,1
100739075978254,᭄ß𝐚𝐝 𝐛ø𝐲••,These ads ran without a disclaimer,≤100,1
115227918168517,prabhakarpanchayat,These ads ran without a disclaimer,≤100,1
242027457732812,Aazad Alankar News,These ads ran without a disclaimer,≤100,1
415378652133145,Rajesh Nama Bansiwala,Karan Rathore,≤100,1
968191846531398,Shobhakarandlaje abhimanigalu,These ads ran without a disclaimer,≤100,2
265545487204822,Sanjay Yadav MLA,Sanjay Yadav MLA,≤100,3
1822315464483038,Taraori aas pass,These ads ran without a disclaimer,≤100,2
2225762697682363,Mohan dan ujjwal mandal,These ads ran without a disclaimer,≤100,1
106095687953083,Refined Soyabean Oil,These ads ran without a disclaimer,≤100,1
117669504603193,Sandeep Kumar,These ads ran without a disclaimer,≤100,7
103952159324025,surendra_barla9,These ads ran without a disclaimer,≤100,1
113653028026688,Medanjali,These ads ran without a disclaimer,≤100,1
107142807803207,Avinash Barman,These ads ran without a disclaimer,≤100,1
108213351910829,Dr. Ankit Tomar - Lung Care,These ads ran without a disclaimer,≤100,1
1856076637963873,I Support Yogi,These ads ran without a disclaimer,≤100,1
2024443171107004,Manoj Sharma BJP,These ads ran without a disclaimer,≤100,1
105101567925267,Purushottam Kanwar,Mandy Sahu,≤100,1
106429308893380,One Nation,These ads ran without a disclaimer,≤100,1
106720292415088,Pen pencil Peking ka job selry 30000 advance 15000 Ghar par karna hai,These ads ran without a disclaimer,≤100,1
109270607118235,Yuvraj Singh Chauhan,Yuvraj Singh Chauhan,≤100,1
112662628474088,Reddy Anna Online Book,These ads ran without a disclaimer,≤100,1
102856775182731,Annai Fashions,These ads ran without a disclaimer,≤100,3
667541187208516,Vineet Sharma Ward 84 Rajnagar,Vineet Sharma Ward 84 Rajnagar,≤100,1
100309122339189,MD Kalam,These ads ran without a disclaimer,≤100,1
109756361870034,astrobuddy_ajeetjoshi,These ads ran without a disclaimer,≤100,1
100068425548597,,These ads ran without a disclaimer,≤100,1
122135487528172,World Council for Women Rights -Tamilnadu,World Council for Women Rights,≤100,3
227693391259714,International Human Rights & Social Justice Council,INTERNATIONAL HUMAN RIGHTS AND SOCIAL JUSTICE COUNCIL,≤100,1
101553165748756,Samprabhu Media,Saurabh Singh,≤100,1
103697094932100,Dibyajyoti Hazarika,Dibya Jyoti Hazarika,≤100,1
383824851643331,Pardeep Gill,These ads ran without a disclaimer,≤100,1
100365056371625,Kiran rathour,These ads ran without a disclaimer,≤100,1
341257593030059,ನಮ್ಮ ನಾಯಕ ಶ್ರೀ ಕೆ.ಗೋಪಾಲ ಪೂಜಾರಿ,These ads ran without a disclaimer,≤100,1
103214121868036,PREA - Purvanchal Real Estate Association,These ads ran without a disclaimer,≤100,1
627890167247866,EDOTCO Group,These ads ran without a disclaimer,≤100,1
102799532594500,pradhwi,These ads ran without a disclaimer,≤100,1
737841569665170,Sudershan Gautam,These ads ran without a disclaimer,≤100,1
105509018162813,Hariram Bana,These ads ran without a disclaimer,≤100,1
101657432455302,Dr Vattsalya Upadhyay,Vatsalya Upadhyay,≤100,1
101863579485485,Hussainreddy Macherla,These ads ran without a disclaimer,≤100,1
103421928669418,The Green Squad Team Pasighat,These ads ran without a disclaimer,≤100,1
110162693705316,Er Aman Kumar.,These ads ran without a disclaimer,≤100,1
100307808451377,Ankur Raj Tiwari,These ads ran without a disclaimer,≤100,1
474262322687328,Ambooj Sharma,Ambooj Sharma,≤100,1
2003145139944498,Rohtash Khileri,These ads ran without a disclaimer,≤100,1
101413592751198,Dpal,These ads ran without a disclaimer,≤100,1
102516176146470,Rajesh Shukla,Roshan Dnyaneshwar Koli,≤100,5
108543794953284,Dr.Sidharth Aswal,Shiv Shankar Acharya,≤100,3
101852578201434,Sandeep Deshpande,Sandip Deshpande,≤100,1
100091807333269,,These ads ran without a disclaimer,≤100,1
102774928097482,Sri Dungargarh Times,These ads ran without a disclaimer,≤100,1
122367547428303,manish_prajapati_2,These ads ran without a disclaimer,≤100,1
105739829169210,Jobs Fred Working,These ads ran without a disclaimer,≤100,1
110460781982688,योगराज सरकार,These ads ran without a disclaimer,≤100,1
1303497013074026,Mahindra Unnati Motors Pune,These ads ran without a disclaimer,≤100,1
1084957681593680,बिहार कौशल विकास मिशन,These ads ran without a disclaimer,≤100,1
