Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
110610365217910,Moti Singh Shekhawat,Nilesh Sharma,2657,5
106299185623786,"Vivek Seth ""मोनू""",Ajay Kumar Shukla,2656,24
110998305293432,Munegowda,Vigneshbalaji S C,2655,2
107677485317141,Vijay Sharma,Priyadarshan Singh,2650,3
116019408129402,Rama Sharma Inglash,Karan Singh,2645,12
105326871082473,Dollars Divakara Reddy,Vutla Vinod,2643,9
100192125372848,Sambaiah Koraboina,Sambaiah Koraboina,2642,2
114142491616490,Hanuman Sahay Gurjar,Indra Kumar Chopra,2642,1
101227132700026,Ashok Rohani,These ads ran without a disclaimer,2641,1
105612955847467,अजय पाण्डेय - सत्यम,Pankaj Kumar Pal,2636,5
178813168851171,Arjun Modhwadia,Karan P Modhwadiya,2636,12
100590562125244,Praveen raj singh,Kuldeep Sharma,2631,30
213353202192205,Rabindra Kumar Jena,Utpan Kumar,2631,17
130795077597478,Oxford School - Nagarabhavi,Oxford School - Nagarabhavi,2630,1
111112337095269,Sivasaami Kandasamy,Sivasaamik,2627,1
110570145044943,Sanjay Gupta,Enlarge Media Pvt Ltd,2622,1
2159484957646626,Mahant Daleep Rawat,Daleep,2620,4
104897397548712,YV Care,YV Care,2616,1
154161255255794,Gyaneshwar Patil,Rajnarayan Gurjar,2616,1
108828628393591,Lakshay Chauhan,Akash Singh,2612,10
527713340733138,Ashish Choudhery,Ashish Choudhery,2610,2
629892770538849,Kailas Patil - कैलास पाटील,Sagar Sarangdhar Randive,2609,1
102320046175940,Rajkumar Chauhan,V MEDIA CREATIVE,2605,7
1382896445102043,Poonam Tai Rajesh Pawar,Poonam Tai Rajesh Pawar,2602,3
601126407216463,राकेश जायसवाल बृजमनगंज,Yash Jaiswal,2601,7
2082424261866450,Vii Media,Bhalinder Singh,2600,6
107236877319745,Inaaya Khan,Pawan Kumar Sharma,2599,6
107575285603993,We Support Tankadhar Tripathy,We Support Tankadhar Tripathy,2599,3
113024921612467,Dr.Challagundla Srinivas,Gottimukkala Surendra,2596,5
115043814891752,Sudha ShivarameGowda,Lemon Dot Media Pvt Ltd,2593,6
1344803972217616,Sanjay mundhra,The Graphic Bench,2589,2
1901972250039198,Manju Singh Ex-MLA,Akash Singh,2587,20
403015529809070,Pradeep Jain Aditya,GOIMCONSULTANCYLLP,2586,4
108637275212344,Deshraj Kharera advocate,Deshraj Kharera advocate,2585,3
106163284605046,Sanjay Singh,Sanjay Singh,2573,17
106612542205687,Chennayin Udhay anna - சென்னையின்  உதய் அண்ணா,Chennayin Udhay anna - சென்னையின்  உதய் அண்ணா,2570,15
111872195073358,Kusum Sharma - Mona,Kusum Sharma - Mona,2566,21
107946518029943,Sheelu Sahu,Naveen Singhal,2566,26
107594498397701,Kajer Manush Aroop Biswas-কাজের মানুষ অরূপ বিশ্বাস,Nargis Khatun,2561,1
1048136221903005,Neelima Katiyar,Vivek Kumar Singh,2560,4
106606755536103,Doddanagouda H Patil,Doddanagouda H Patil,2560,4
493269781148188,Siddharth Malaiya,Siddharth Malaiya,2557,7
445128048892339,Mohit Santosh Verma,Chamansingh Solanki,2556,5
607483269682857,Shahadat Khan Supporters,Shahadat Khan,2555,4
367432803594902,Suresh Gowda MLA,Suresh Gowda MLA,2553,7
373846293058164,Gaurav Solanki -BJP,Prabhat Shahi,2551,2
551666371561915,Criyagen Agri & Biotech Private Limited,These ads ran without a disclaimer,2551,1
107377891768160,CanWinn Foundation,Aman Sharma,2548,16
112053926911766,Navnit Kumar Jha,Navneet Kumar,2547,7
839657476205502,Sunil Nainwani,Dilip Bansal,2546,5
2289292054651400,Malhar Patil,Trimurti Techserv Pvt. Ltd.,2543,5
104634862268270,Dr.Kulkirti Singh Thakur,Amit Kumar Sharma,2543,2
1002191723202473,Suresh Sindal,Suresh Kumar Sindal,2542,2
426854497508656,Dr.Phoolchand Bhinda,Phool Chand Bhinda,2542,3
524995284234159,Vivek Yadav,Vivek Yadav,2542,4
785949371491605,Vikas Bhaskar,Vikas Bhaskar,2542,6
106944578673011,Manoj Tarwala,Manoj Tarwala,2542,5
116206813095249,Vinay Nair,Vinay Nair,2542,5
488445034624008,Saawan Sonkar,Shashikant Joshi,2542,1
104779455945727,Talbehat News,Om Prakash Sinha,2542,2
114150218324097,मौ० अजमल,Somil Agarwal,2541,2
615865985165198,Devineni Avinash,Brands2be,2540,1
102495502700858,Rakesh Pal Singh,Rakesh Pal Singh,2539,3
199197300819344,Vaibhav Sadashivrao Patil - वैभव सदाशिवराव पाटील,Vaibhav Sadashivrao Patil - वैभव सदाशिवराव पाटील,2538,2
180133898856688,Tulsi Silawat,Tulsi Silawat,2537,2
491493311391901,नगरसेवक अजय आप्पासाहेब खेडेकर,PG Group Of Business,2537,1
109767327457194,Apna Bareilly,Mohit Johari,2536,2
283340209147626,Dr O.P. Tripathi,Suman Media Broadcasting Pvr. Ltd.,2535,13
100423322637137,Kawasi lakhma,Dhaval Kumar Jain,2529,28
110412248460469,"राजेश अग्रहरी ""मसाला"" अमेठी",Bhavesh Chandel,2527,7
644400709346753,Adv.Uma Shanker Sharma,Adv.Uma Shanker Sharma,2526,2
100745809671565,ಸತೀಶ್ ಸೈಲ್,Yogesh Gonda,2526,2
197461687105300,Nirahua,atlytic,2525,9
796727237089860,Action India,Rakesh Bhardwaj,2520,12
102793649458674,Anshal Kumar-Advocate HC,Anshal Kumar,2519,6
107081225202487,Dr.Anil Dabbu,Unikudos Software,2517,10
161044807756784,Hameer Singh Bhayal,Rahul Rathi,2517,2
101803909573227,Vimla Goswami and Dr. K M Goswami,Piyush Krishna Goswami,2514,5
100403686380523,नगर पंचायत कटरा,Priyanshu Sharma,2513,18
103037346504236,News Karnataka,Quick Advisory and Digital,2512,1
107567597838557,Dr CM Rajesh Gowda,Nagendra H N,2512,1
100118461349090,Bhawna Bohra,The VoloPV,2511,3
108776888018439,Kolhapur Real Estate Properties,Prashant Prakash Sawant,2511,1
100183672985561,CSP ID Provider,Satyam Kumar Sahni,2508,1
102616298277409,Afaque ahmad,Afaque ahmad,2500,7
1912485192388596,Jeetbo Chhattisgarh,DesignBoxed,2500,7
641322422989192,Shut The Fake Up,DesignBoxed,2500,8
107183428120144,Dr C Saraswathi,Dr. C. Saraswathi,2500,1
258346668217101,Latha Super Speciality,These ads ran without a disclaimer,2500,1
112207347583826,Congressor 5 Guarantee,DesignBoxed,2500,7
110999281412981,Congress Kahale,DesignBoxed,2500,7
118295871840311,Yogesh Tilekar,Yogesh Padmakarrao Pawar,2500,1
142154439693756,Team Harender Singhal - THS,Team Harender Singhal - THS,2500,5
323075205797314,Assam Bachao,DesignBoxed,2500,7
100901499046231,Youth For Politics,Youth For Politics,2500,7
586551268422664,Bande Mein Hai Dum,DesignBoxed,2500,8
289614678602417,Chowkidar Ka Report Card,DesignBoxed,2500,8
338791202812647,Earth Care Awards,Prabhindar Singh Chopra,2499,2
106681545350233,The Sunday Guardian,The Sunday Guardian,2497,1
1692446997478851,Divy Trivedi,Vikas Acharya,2494,1
107545897823033,For Men India,Antara Das,2494,1
104513162414797,Dr Sanghmitra Maurya,Click2Public Technologies OPC Pvt. Ltd.,2494,1
106394871443089,Amit Kumar Singh,Amit Kumar Singh,2492,4
1782812372049168,Swapnil Bansode - स्वप्निल बनसोडे,Swapnil B Bansode,2492,5
101879689437036,Dharmendra Agrawal,Karan Singh,2492,12
1780378335513078,Sandeep Singh,Sandeep Kumar Singh,2491,6
103833782263290,Arvind Singh Bhati,Engitech Media,2488,2
1834369746850103,Ankit Bansal,Ankit Bansal,2486,21
2032561010136642,Girish Mishra,These ads ran without a disclaimer,2485,2
132859090587882,Surajit Datta,Surajit Datta,2484,3
492055251233588,Ramniwas Surjakhera,Anurag Mishra,2481,25
276872492452193,Mukesh Godara,Mukesh Godara,2480,3
268390446955602,Malayali Media,MALAYALI MEDIA,2478,1
412137415598665,Kulwant Singh,Manmeet Singh Garcha,2473,3
102124532876081,Chittapur BJP,Vijay Kumar Tapadia,2471,2
616572395111604,Mahendra Singh Ralawata,Mahendra Singh Ralawata,2470,25
101206052272845,Devi Singh Shekhawat,Lekhraj Kumawat,2470,2
242426286149904,Dr K B Tripathi,Kul Bhooshan Tripathi,2469,6
105999155405710,Pandit Avadh Sharma,Pawan Kumar Sharma,2469,39
117948114595982,E-Mudra,SUNTEC REMEDIES PVT LTD,2468,1
100681372000647,Muhammad Jamil Merchant,These ads ran without a disclaimer,2467,1
163117930522603,Kommune,Kommune,2466,3
109928268751552,Fatima Raza Mission 2023,Sartaj Ali Khan,2466,3
623384268030608,Pradeep Lariya,Shivendra Singh Kushwah,2460,3
101303142733896,Bada Business Ayush Agarwal,These ads ran without a disclaimer,2460,3
106942281023549,Vinay Vilas Kadam,Vaibhav Vilas Kadam,2458,3
507223876102771,Shivtejsinh Mohite Patil,Shivtejsinh Mohite Patil,2457,26
110137135193206,Akhilesh Yadav ' Aksh',Akhilesh Kumar,2454,1
150568511802483,Paras Jain,Shubham Arendiya,2454,3
106747718765267,ನಿಮ್ಮ ಸೇವಕ ದೊಡ್ಡನಗೌಡ ಜೀ ಪಾಟೀಲ್ ಹುನಗುಂದ - ಇಲಕಲ್ಲ,Sidramappa,2454,3
106697569030382,Shankar Lal Sharma,TSM,2453,9
103496415729591,Nikhil Wadhwa,Nikhil Wadhwa,2450,2
106793072059605,Police Chandra Shekhar Reddy - Makthal Constituency,Morthala Rajesh,2448,5
109709397316526,Dr. Ashraf Ali,Aameer Aazam,2447,4
1875855236012679,Anakapalle Express,Anakapalle Express,2444,1
835481029818511,Rahul Tiwari,Shivam Dubey,2439,3
311725339195090,MLA Murli Morwal,Karan Morwal,2436,36
101895555846480,Healthy Baby App,Siddh Divyang Foundation,2434,1
362309980970515,Afsaana-Health and Wellness Hub,Anmolika Watal,2433,11
1267404519972230,Amit Sahu,Amit Sahu,2431,10
113768884982048,RLP Jhunjhunu,Rashtriya Loktantrik Party,2430,2
106863140858330,Munendra kumar,Eshwar Deepak,2427,5
105813284380310,Dee4unews,Deepak Kumar Bhandari,2426,26
104051531611577,CV Ganesan,J Arunkumar,2425,1
1985963528306977,Utkarsh Classes,These ads ran without a disclaimer,2422,1
111678684790364,APP Live Rajsthan,APP Live Rajsthan,2419,13
104172211668670,Rajkaran Chaudhary,WEBTIX,2417,19
101336485851893,Dr Hanuman Barala,Dr Hanuman Barala,2415,1
116946521356162,Ramhet Patel,Ankul Mishra,2401,28
194414817948470,BJP Udupi District,BJP Udupi District,2400,1
1744909255724698,DeccanDigest,DeccanDigest,2400,14
272526582847236,Navin Jaiswal,Navin Jaiswal,2399,1
1048373418595463,Dr Syed Mohid Altaf,Syed Mohid Altaf,2397,2
116217541436909,MLA Tanveer Sait Official,Abrar Mohammed,2392,6
104616115291200,Ganga Pandey,Ganga Pandey,2391,3
2520433251371103,Renu Rana,Arun Kumar Sharma,2390,4
104330998254948,Lachit Gogoi,DAX FAALCON,2390,4
238629133729053,Manphool Choudhary,Manphool Choudhary,2378,2
116270968094379,News N Punjabi,Neeraj Kumar,2376,2
114378188271716,RLP Dungarpur,Rashtriya Loktantrik Party,2374,2
102632652751968,Team Dr Ajay Meena,Punit Agarwal,2373,17
111115548194467,Arvind Singh Rathore,Lekhraj Kumawat,2373,1
1727859277354436,Bhuwan Vikram भुवन विक्रम,Bhuwan Vikram Singh,2372,1
104441248861952,Neelam Aggarwal,Pankaj Sharma,2369,23
101061866275971,RLP Kota,Rashtriya Loktantrik Party,2367,2
1857502787600333,Abhishek Bablu Sharma,Pawan Paliwal,2366,4
108853645419746,Mayur Vaidya - मयूर वैद्य,Harshal Subhash Wani,2366,3
1067862503344056,University of Aberdeen - School of Biological Sciences,These ads ran without a disclaimer,2365,2
414181298705433,Dr. Brij Mohan Saharan,Jaswinder Singh,2364,9
108531887221779,Ramesh Godara Jakhod,Ramesh Chander Godara,2358,7
100691879647901,RLP Rajsamand,Rashtriya Loktantrik Party,2355,2
104831868860974,Narender Ghintala,Webtix,2354,41
120475050990715,RLP Bundi,Rashtriya Loktantrik Party,2350,2
116234638084780,RLP Pali,Rashtriya Loktantrik Party,2350,2
154680184946903,Superplastic,These ads ran without a disclaimer,2349,1
108156992053327,BYBIndia- India's Best Video Marketing Company,Sunita Singh,2348,3
115753534763810,RLP Banswara,Rashtriya Loktantrik Party,2347,2
115771468091818,RLP Karauli,Rashtriya Loktantrik Party,2347,2
257377204357471,PRT News Journalist Rashmi Kant Rathore,Rashmi Kant,2346,8
119405151097133,RLP Baran,Rashtriya Loktantrik Party,2346,2
114111938284618,RLP Churu,Rashtriya Loktantrik Party,2345,2
1958673024455049,Sattu Mallesh,Sattu Mallesh,2343,5
1477892872456549,Rajkumar Chahar,Karan Singh,2341,1
1768664639823669,छैलु सिंह आमला,छैलु सिंह आमला,2341,3
100411413009834,RLP Hanumangarh,Rashtriya Loktantrik Party,2340,2
115026194844509,RLP Udaipur,Rashtriya Loktantrik Party,2340,2
102596172785609,RLP Alwar,Rashtriya Loktantrik Party,2339,2
115160151483585,RLP Sirohi,Rashtriya Loktantrik Party,2338,2
115119201487719,RLP Pratapgarh,Rashtriya Loktantrik Party,2338,2
898286727215266,Webstruck Stream Solutions Pvt. Ltd,Kanav Kathuria,2338,1
115416261475363,RLP Barmer,Rashtriya Loktantrik Party,2337,2
834432743328746,Prakash Dwivedi,Prakash Chandra Dwivedi,2336,4
114123891539568,Vimal Seth,These ads ran without a disclaimer,2336,2
100328386389752,इंजी0 प्रशांत कुमार कुशवाहा,Ankita Singh,2336,6
114688174884619,RLP Bhilwara,Rashtriya Loktantrik Party,2336,2
113675418342272,RLP Jalore,Rashtriya Loktantrik Party,2336,2
115464531448044,RLP Sawai Madhopur,Rashtriya Loktantrik Party,2336,2
101667499547440,RLP Bikaner,Rashtriya Loktantrik Party,2336,2
102619042598122,Social विचार,Kavita,2336,1
114886181553887,RLP Jaisalmer,Rashtriya Loktantrik Party,2335,2
121666084241854,Mangote Rudresh,Bhadravathi Vishwanath Rao Charan Rao,2331,4
116646814709837,RLP Sri Ganganagar,Rashtriya Loktantrik Party,2329,2
109506311490230,स्वामी दर्शन भारती,Devender Singh Panwar,2328,7
114967584878217,RLP Dausa,Rashtriya Loktantrik Party,2325,2
120160141023605,RLP Bharatpur,Rashtriya Loktantrik Party,2324,2
600269386793704,Instytut Pileckiego,These ads ran without a disclaimer,2324,1
359726167827402,Bhuneshwar Singh Baghel,Bhuneshwar Singh Baghel,2323,18
105584892517470,Kuldeep Thakur,Kuldeep Thakur,2322,5
114859964888232,RLP Sikar,Rashtriya Loktantrik Party,2322,2
104765761522667,Pankaj Dawar,The Social Prachar,2321,1
105331745445757,Omprakash Khichar Advocate,Rohit Githala,2320,33
103603769386211,Dinesh Chandra Gupta,Bhavesh Chandel,2320,2
109546308136398,Sankar Dutta - শংকর দত্ত,Bholanath Dey,2320,29
100485575080050,Maheshwar Singh Chauhan - Pandu,Manoj Kumar,2319,4
1433583803429953,Rahat Hussain,Rahat Hussain,2318,3
115787714760392,Jan Jagaran Yatra,Dharmendra Chhonkar,2314,1
210251616112761,India Development Review,India Development Review,2314,7
105671432426669,Ghasiram Shakya BJP,Ghasiram Shakya BJP,2314,7
103771114684559,Subhash Ram Charitra,Shivendra Singh Kushwah,2305,2
626040200837891,Ashwini Paranjpe,Trivikram Kashinath Paranjpe,2302,13
106842235006487,HyderabadyouDeserve,Ramesh Tamannagari,2302,1
1972460923052035,Jan Ghoshnapatra Rajasthan,DesignBoxed,2300,7
179042675994764,Jawab Dega Himachal,DesignBoxed,2300,6
100204332997540,5 Star Meghalaya,Design Boxed,2300,6
264699524484395,Congress Hai Na,DesignBoxed,2300,7
107300401176257,With Karnataka Youth Congress,Vishwajit Singh,2300,6
346935972414841,Gurdaspur Di Awaaz,DesignBoxed,2300,6
1600372970052966,Hun Badlega Ludhiana,DesignBoxed,2300,6
116699854727610,Amit Rai,Kunjal Seth,2296,25
1241460589284311,Janaushadhi Medical Store,Arun Kumar G,2296,4
1773399826269484,Rakesh Kallur,Rakesh Kallur,2291,1
111246851875120,We Support Rahul Jha,Amit Kumar,2291,1
109612708106177,Harshit Agnihotry,Harshit Agnihotry,2291,9
243905136121906,Dr. Jury Sharma Bordoloi,Dr. Jury Sharma Bordoloi,2290,12
102480942466489,Jayateerth Katti,Vidyadhar,2290,2
704847062939121,Ranbir Nandan,Ranbir Nandan,2288,24
119288454472518,Sunita Saxena,Ankit Kumar Saxena,2288,5
112299140114374,Narendra Singh,Arun Pratap Singh,2284,7
103495822523586,Dr V Muthuraja MLA,Asarudeenm,2284,1
115078198158735,RLP Chittorgarh,Rashtriya Loktantrik Party,2280,2
102123206166735,RLP Ajmer,Rashtriya Loktantrik Party,2279,2
108558100489665,IHW Council,IHW Council,2278,16
995736330506807,Lovely Rakesh Sharma,Shubham Shukla,2277,13
119422824429265,RLP Dholpur,Rashtriya Loktantrik Party,2276,2
136804713571547,Nilkanth Singh Munda,Nilkanth Singh Munda,2275,5
101075809539349,Banofi Leather,These ads ran without a disclaimer,2273,1
116458781310492,Abhiram Singh,Abhiram Singh,2268,2
924791427628665,Sunil Kelanka,Shivendra Shailendra Tiwari,2264,2
184278081698180,Ashok Gehlot,Ashok Gehlot,2259,1
108323312241944,R. K. Ramesh - The Hope Of Bengaluru South,These ads ran without a disclaimer,2257,5
109893211236605,Rahul mahala,Lekhraj Kumawat,2256,3
101411891718161,Rehan graphic design,Mohd Rehan,2256,6
101883268426116,Kotla Kiran Kumar Reddy,Gogireddy Sai Vaibhav Reddy,2255,25
120476534351024,Chandrabhan Singh Moyna,AAJneeti Advertising,2254,4
111200893854840,Tipparaju Hawaldar,Amita Joshi,2251,7
2287198564853830,Raghu Rama Krishna Raju,Ganga Prasad Degala,2250,28
107495595657999,पीतम सिंह साबोरिया,Yatendra Sukla,2250,2
398129227010954,Bhanu Prakash Mishra,Sanjay Tiwari,2249,1
1561939470716058,Kuldeep Kumar,Balram Singh,2246,13
118752781189073,Kamini Rathore,Kamini Rathaur,2241,3
109855255421830,वार्ड 50 सीता नगर रामबाग आगरा,Shivam Singh Chauhan,2241,7
324431637935197,We Support Narendra Modi,Adv Tech,2240,4
103853825953918,vicky_khurhna123,These ads ran without a disclaimer,2238,2
100366573049375,Die-Hard fans of R.K. Ramesh,These ads ran without a disclaimer,2236,4
105761930819708,Raj Mani Kol,Ankaj Tiwari,2235,1
104741981091967,Sanan Afandi,Sanan Afandi,2234,1
293824977667889,Shakti Pratap Singh Rathore,Shakti Pratap Singh Rathore,2233,13
114985134901141,अंबिका हिंगमिरे,Ambika Ajay Hingmire,2233,6
330228123709826,Sonu Singh,Arun Pratap Singh,2233,13
195732130515043,NextDest Technologies,NextDest Technologies,2229,7
113547448334699,Online E Mudra Loan,Ramlakhan Basor,2229,2
103402372505935,Nisha Tiwari,Kishan Singh,2228,7
163042274261671,Rajesh Kumar,Manish Kumar,2228,1
139944462818441,udChalo,These ads ran without a disclaimer,2226,1
184147401792785,Neeldaman Khatri,Click2Public Technologies OPC Pvt. Ltd.,2223,1
225469604484322,"GI Tagged - Geographical Indications, India",GiTAGGED,2222,1
101597309476756,सरफ़राज़ आलम-मंसूर,सरफ़राज़ आलम-मंसूर,2221,9
2264426423868017,Charles & Darwish Associates,These ads ran without a disclaimer,2216,1
108159201571035,अरविन्द जायसवाल,Avadesh  Kumar,2216,11
107931575229176,Kishor Mahanand,Kishor Mahanand,2215,3
118703124492953,मुरारी लाल धाकड़,Manish Kumar Vats,2215,18
114313664879530,Divya Rawat-The Mushroom Girl,Divya Rawat,2213,9
104932221042125,Office - Indra Choudhary,Office - Indra Choudhary,2212,2
101006589650710,Modern Muse,Pankaj Kumar Pal,2210,7
109192571757090,dnablock.ai,These ads ran without a disclaimer,2209,1
571167629925037,Ravi Boseraju,Somchandra Penumatcha,2208,7
108780447922686,SV Srinivas,Renuka Prasad Mi,2208,7
114099518295428,Son of Jhanjharpur-Rahul Jha,Amit Kumar,2204,2
110661088572997,Sumita Virk,Sumita Virk,2202,1
1687182014850361,Sanjay Rathod-संजय राठोड,Sanjay Rathod-संजय राठोड,2200,9
543069616178253,Zeeshan Alam Urf Guddu,These ads ran without a disclaimer,2200,9
1949802628682701,Rana Sujeet Singh,Rana Sujeet Singh,2200,11
109046802169655,Rahul Jagdish Nayar,Click2Public Technologies OPC Pvt. Ltd.,2199,1
1656810004631832,Youth 4 BJP,Adv Tech,2199,5
405946399503906,Vishnu Chetani BJP,Vishnu Chetani BJP,2196,16
102198342513360,Pankaj Jain - BJP BahadurGarh,Pankaj Jain,2195,9
146702709146110,Ashu Singh Surpura,Tinkershala,2188,2
109024531917635,Vaishali Suryawanshi - वैशाली सुर्यवंशी,Sunny Dilip Shirode,2186,3
1451713601732629,PK Verma,Dheeraj Kumar Verma,2184,25
105364719162618,N M Noor Ahmed,N M Noor Ahmed,2183,1
110822130490378,Abhijeet Singh Sanga,Vivek Kumar Singh,2182,33
117227037967403,राजस्थान किसान संघर्ष समिति जालोर - बाड़मेर,Himmat Singh Gurjar,2182,3
564295077289076,Rajkumar Gaur MLA Sriganganagar,Raj Kumar Gaur,2180,2
1260752167386562,Chhatrabali Singh,Rajnandini Singh,2178,10
155263828420124,Deomani Dwivedi,Akash Singh,2177,9
102584546049699,Kamal Nahi Kamalnath,Kamal Nahi Kamalnath,2177,5
259540637731180,Shahnawaz Mangal,Aksh Bhargava,2174,2
106332112196008,Shiv Shankar Singh,Shiv Shankar Singh,2173,8
312270156154705,G M Harish Balayogi,Politics for Impact,2171,2
322531835234894,Mohinder Goyal,Kanav Kathuria,2171,3
112552897745539,सुभाष चन्द्र गुप्ता सूरतगढ़,सुभाष चन्द्र गुप्ता सूरतगढ़,2169,2
105700875090617,Zuber khan,Zuber khan,2168,4
1842309969424143,Avnish Kant Gupta,Ashwani Shalya,2166,15
629977310955589,Krishna Sharma,Ankit Sood,2164,6
113850920931537,Halchal Music,Prem Pritam Ray,2161,2
163577014441724,Subhash Gangoli MLA,Dinesh,2161,6
2156789771066526,Archi's Galaxy,Archis Galaxy,2160,1
101657601467250,Gandhi Jewellers,Suraj Suresh Wankhede,2160,24
125771020474249,PINKI Lovekush RAWAT,Vatshalya Sharma,2159,22
116138854792751,Natraj pen and pencil Peking work from home job all India services,These ads ran without a disclaimer,2156,1
114369779926872,Suryakant Kamble - सुर्यकांत कांबळे,Akshaykumar Shesherao Barve,2155,5
112489523852283,Hari Krishna M B,Hari Krishna M B,2154,7
100315825419820,इंडिया Live,Kavita,2152,1
344685686218168,বসুন্ধরা TV,These ads ran without a disclaimer,2149,5
113414111553268,बब्बू भैया सभासद प्रत्याशी द्वारिकापुरी,Prashant Agarwal,2148,6
103624912075029,Swadesh Sharma,Swadesh Sharma,2147,1
115515114803569,RLP Jhalawar,Rashtriya Loktantrik Party,2145,2
109277980686467,Mohammad Mushir Khan Tarin,Shabana Kausar,2143,5
398130620306151,Raj Bahadur Chauhan,Raj Bahadur Chauhan,2143,2
612242939232599,Poliarc Media,Vijender Singh,2137,2
112254203542311,Dr Kemparaju K Gauribidanuru Constituency,Prajwal R,2136,143
116400054677478,Pappu Pulakesh,Pappu Pulakesh,2132,41
107904105470394,Ankit Yadav,Ankit Yadav,2130,1
988113031199582,Dr. Ramesh Chand Tomar,Ashutosh Mishra,2128,21
101038215243427,Youth Voice Foundation,Gagandeep Singh Dhatt,2126,9
100263475893177,Parimalsinh Rana,Parimalsinh Rana,2122,29
123581025711861,Sharanu Salagar,Sharanu Salagar,2119,3
103128038354073,NRI CELL BJP Haryana,Navdeep Sehrawat,2118,8
105358418230271,Indian National Congress- Porbandar,Karan P Modhwadiya,2117,10
105791528533183,ವಿಕಾಸ ಕಾರ್ಕಳ Vikasa Karkala,Avinash M V,2116,1
113225357041804,ITDP,ITDP,2114,4
104542225914652,Saare Kaavali Kaare Raavali,Mavuluri Rajesh,2113,3
435129856992845,Shailendra Bhargava,Prakash Jaiswal,2110,1
108437191907485,Replanet,Prabhindar Singh Chopra,2108,1
283809382061377,Heeralal Nagar,Gradient Softech,2106,1
100475508592062,Sitaram Poswal,Dinesh Singh,2104,1
106807332390687,Alka Kanwar,Shubhankar Sood,2103,5
1671958869723400,Sudhanshu Singh,Sudhanshu Singh,2102,11
116539751422865,Vimla Devi BJP,Rahul Kumar,2100,11
100233879550570,Satya Narayan Jaiswal,Easy Social,2100,11
111295831938314,Brijesh Kumar Gupta,Digvijay Singh,2100,1
414411056070410,తెలుగు NEWJ,Anant Bhardwaj,2100,3
109320538808049,Roop Kaur Sandhu,Gurinder  Singh,2099,1
1496424467320334,Bhagirath Yadav,Pukhraj Choudhary,2099,6
109445450810428,Maulana Ubaidur Rahman Qasimi,North East India Webs,2098,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,2097,1
108482478848453,अब की बार किसान सरकार,Mavuluri Rajesh,2094,2
106949818442504,The Water Chronicles,Prithviraj Nath,2093,5
1802087953245529,Pavan Singh Rajput,Prakhar Kashyap Singh,2088,1
119437514443295,Vijay Mevawala,Avi Kumar Patel,2087,1
108666228855496,Ashok Kheny For Bidar,Sai Kishor Thatikanti,2084,5
346967155652729,Rajveer Diler,Kuldeep Sharma,2084,22
102571638081024,Vipra sena,Pawan Kumar Sharma,2084,23
243633052417235,whispersinthecorridors.com,These ads ran without a disclaimer,2083,1
361031561139301,Rakesh Jangir,Rajesh Kumar,2082,27
107540595411022,Shreechand Khichar,Nand Kishore,2076,2
100843953005749,Hashmat Malik,Vaibhav Mittal,2071,3
102109188059703,MANOJ GUPTA,Akash Singh,2069,9
109634868660579,dr_umesh_gautam,These ads ran without a disclaimer,2069,2
102465501806712,Gunnala Sunithakka Sena,Gunnala Sunithakka Sena,2068,9
112995098423790,Himani Agarwal,Yogesh Kumar Sharma,2067,2
105530752376295,"Shiromani Akali Dal, Delhi Unit",Harjap Singh Dhingra,2066,23
821430017924241,Sungrow,These ads ran without a disclaimer,2065,3
355960981192280,Digital Firozabad,Digital Firozabad,2063,3
103170676103783,One to step,These ads ran without a disclaimer,2063,1
106239798467587,Bootes Impex Tech Pvt. Ltd.,These ads ran without a disclaimer,2062,1
115708754832402,Prithvi Gupta,Naveen Singhal,2062,22
283366758968671,Kumbh Singh Patawat,Engitech Media,2061,2
110886308650755,Dinesh Singh,Filmitics,2061,16
101775905747048,Ishu kalra,Ishu Kalra,2060,9
158304157570734,Mahindra Group,These ads ran without a disclaimer,2059,1
109022618722480,Prof. Nasir Ahmed,Prof. Nasir Ahmed,2059,3
1468706606690304,Dr. S A Sampath Kumar INC,Dr. S A Sampath Kumar INC,2058,4
106690474610761,Bareillywood,Shaheem Khan,2052,6
105284295455332,Raghuraj Singh Yadav,Raghuraj Singh Yadav,2051,1
113664460314175,Shrikant Bharatiya,Shrikant Tara Pandit Bharatiya,2050,3
101029398843512,artoflightandshadow,These ads ran without a disclaimer,2046,1
101311315795641,अचिंत मित्तल भारतीय जनता पार्टी,अचिंत मित्तल भारतीय जनता पार्टी,2046,4
124939914843922,Om Bishnoi,Om Bishnoi,2045,15
1619332168387269,Anurag singh MLA,Ankaj Tiwari,2044,5
196768577546553,Sandip Joshi,Sandip Joshi,2043,2
1938673766349210,Girish Dwivedi   BJP,Utsav Kumar Dwivedi,2037,5
114814137885012,हमर भैया शिव डहरिया,हमर भैया शिव डहरिया,2036,1
108453878905885,"वर्तिका गुप्ता "" Vartika Gupta """,Kishan Singh,2036,7
139336407890,"StellarNet, Inc.",These ads ran without a disclaimer,2034,1
102643838573054,Badam Devi Verma,Bhagwan Sahai Shyoran,2031,2
105940717778089,Dr. Priti Rajpurohit,Priti Rajpurohit,2030,2
595788243959016,Jitender Chaudhary,Jitender Chaudhary,2030,5
