Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
101942925313108,Educación para todos,These ads ran without a disclaimer,≤100,5
233407833719715,Raíces - Red de Asistencia Integral y Capacitación Específica en Salud,These ads ran without a disclaimer,≤100,2
101884255172772,"Centro De Capacitación Técnica ""Bolivia""",These ads ran without a disclaimer,≤100,1
103436911914610,Tecnología Ahora Si,These ads ran without a disclaimer,≤100,1
107751414332037,Hospitales Moviles,These ads ran without a disclaimer,≤100,1
1174091096006585,Fundació General de la Universitat de València,These ads ran without a disclaimer,≤100,1
1955356898052410,Carpinteando,These ads ran without a disclaimer,≤100,3
115900081468148,Terrenos en la zona de Urubó,These ads ran without a disclaimer,≤100,1
100421178670997,Grande mi Oruro,These ads ran without a disclaimer,≤100,1
206871509410716,Clacso - Consejo Latinoamericano de Ciencias Sociales,These ads ran without a disclaimer,≤100,8
105100752121400,Aprende Con Futuro,These ads ran without a disclaimer,≤100,1
108485211613988,Fabricio's Travel,These ads ran without a disclaimer,≤100,14
374540636411988,Rep Games,These ads ran without a disclaimer,≤100,1
100280919248485,Amanda Souza,These ads ran without a disclaimer,≤100,95
158733667366,Much Better Adventures,These ads ran without a disclaimer,≤100,1
652561301499368,Colegio Medico Departamental de La Paz,These ads ran without a disclaimer,≤100,1
111618294491115,Hector Saldias Callejas,These ads ran without a disclaimer,≤100,1
109862414188910,My Business Caught on Fire now Homeless need help Go Fund Me,These ads ran without a disclaimer,≤100,1
1372882749439173,Jardin Infantil Peluchin,These ads ran without a disclaimer,≤100,1
504465989721195,AjíBolivia,These ads ran without a disclaimer,≤100,1
101239425438677,Apply for China,These ads ran without a disclaimer,≤100,1
93745060700,CARE,These ads ran without a disclaimer,≤100,6
549587335230718,Partido AICO,These ads ran without a disclaimer,≤100,1
110488636960617,Coordinación de Rotary Zona 23 B,These ads ran without a disclaimer,≤100,1
113502287096979,I Luv Australia,These ads ran without a disclaimer,≤100,2
104479805335958,Naps,These ads ran without a disclaimer,≤100,1
182300452327998,Historia Política,These ads ran without a disclaimer,≤100,1
101335494783260,️ifbitcoin️ Oficial,These ads ran without a disclaimer,≤100,1
2105046246251717,Marcelo Medina,These ads ran without a disclaimer,≤100,1
101703548591873,Autonomias y autogobierno,These ads ran without a disclaimer,≤100,2
108415244036537,CABOLCORP,These ads ran without a disclaimer,≤100,1
117094657087376,Icy Heart,These ads ran without a disclaimer,≤100,1
106874254592730,Boredom Police,These ads ran without a disclaimer,≤100,28
409215839877796,Atlantic Fellows for Health Equity,These ads ran without a disclaimer,≤100,1
423448734844676,Nearsure,These ads ran without a disclaimer,≤100,2
103471505614805,Kehua Digital Energy,These ads ran without a disclaimer,≤100,5
846996508759200,Actitud Femenina,These ads ran without a disclaimer,≤100,2
106460994839830,Nilton Cuellar,These ads ran without a disclaimer,≤100,6
565225540184937,CGTN,These ads ran without a disclaimer,≤100,41
1569567223290971,Isidoro Quispe Senador,Reynaldo Richard Ramos Montecinos,≤100,1
102059495453265,Marketing Exponencial,These ads ran without a disclaimer,≤100,2
7975984239,Desiring God,These ads ran without a disclaimer,≤100,7
176477290802590,Noticias Ocultas,These ads ran without a disclaimer,≤100,1
559057107609200,Pannis,These ads ran without a disclaimer,≤100,1
102011348642481,Prensa Fencomin R. L.,These ads ran without a disclaimer,≤100,1
256172641494184,Imperivm,These ads ran without a disclaimer,≤100,12
1451525075080740,ELFEC,These ads ran without a disclaimer,≤100,2
101045928718840,CuPe Marketing,These ads ran without a disclaimer,≤100,3
353185345195139,Hoxton Capital Management,These ads ran without a disclaimer,≤100,2
1765540570394655,Prof. Hélio Venâncio,These ads ran without a disclaimer,≤100,2
103061592394639,Flor Liz,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,2
104992342372275,Mattia Surtees,These ads ran without a disclaimer,≤100,12
104733908042078,Irmaoferreira,These ads ran without a disclaimer,≤100,1
104195872086365,Pós-Plantão Podcast,These ads ran without a disclaimer,≤100,1
104561778918856,Ewerton Luna Advocacia,These ads ran without a disclaimer,≤100,1
603541499659662,Hiper Teia Notícias,These ads ran without a disclaimer,≤100,1
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,≤100,2
102570387827628,Juscirlene Ribeiro Advogada,These ads ran without a disclaimer,≤100,2
1439594899492505,Pro Helvetia South America,These ads ran without a disclaimer,≤100,2
219198074950248,Lucero Del Alba,These ads ran without a disclaimer,≤100,1
116314330227993,Ana María Castillo Negrete Senadora por Potosí,These ads ran without a disclaimer,≤100,1
373194016844745,El Patriota,These ads ran without a disclaimer,≤100,1
111627307305360,La GRAN RED AZÚL,These ads ran without a disclaimer,≤100,1
109951487515371,Renew Bracelets,These ads ran without a disclaimer,≤100,46
114418778285165,ASOCIACIÓN DE CONCEJALAS TARIJA,These ads ran without a disclaimer,≤100,1
100920521973546,Что подскажут карты таро?,These ads ran without a disclaimer,≤100,1
104507962060679,The Best Search,These ads ran without a disclaimer,≤100,3
105900552270698,Sofia Adara,These ads ran without a disclaimer,≤100,9
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100,3
111777834009849,Café Pastoral,These ads ran without a disclaimer,≤100,3
270082823183144,Canton Fair,These ads ran without a disclaimer,≤100,9
101586134796148,Lino Dávila Maldonado,These ads ran without a disclaimer,≤100,1
104540777955759,Yadive Ascimani,These ads ran without a disclaimer,≤100,2
111827148225737,Mauricio Leite,These ads ran without a disclaimer,≤100,1
100773891887664,Dr. Nostalgia,These ads ran without a disclaimer,≤100,4
109752198208404,Ecoturismo,These ads ran without a disclaimer,≤100,1
318884398128732,Asociacion de la Comunidad Islamica Sunnita Bolivia,These ads ran without a disclaimer,≤100,1
106120175623925,A-thletes.media,These ads ran without a disclaimer,≤100,7
111301338430160,Especializate en la Universidad Siglo XX - Bolivia,These ads ran without a disclaimer,≤100,1
183593462423861,Antídoto360,These ads ran without a disclaimer,≤100,7
107264711400868,ARQ. Davor Krellac Alcalde  de ORURO  2021-2026,These ads ran without a disclaimer,≤100,1
100544534882590,Nereida,These ads ran without a disclaimer,≤100,2
106405035308887,andre_prosperino,These ads ran without a disclaimer,≤100,1
116511393533638,Juventudes FUCU,These ads ran without a disclaimer,≤100,1
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,≤100,15
100155875245522,Unidos por La Paz,These ads ran without a disclaimer,≤100,1
491324347606513,GizTab,These ads ran without a disclaimer,≤100,1
1424520294513188,Revista Virtual Quimera,These ads ran without a disclaimer,≤100,2
250499465899771,Alejandra Escuela Sanar,These ads ran without a disclaimer,≤100,2
122068885860590,GustosoStore2,These ads ran without a disclaimer,≤100,1
102873977781976,"Farfalla, Farfalla Vendetta",These ads ran without a disclaimer,≤100,2
102857798192248,Los Dos Olivos,These ads ran without a disclaimer,≤100,2
1176062739229094,TEDI LatAm,These ads ran without a disclaimer,≤100,1
100495134884821,MAS IPSP  Digital Bolivia,These ads ran without a disclaimer,≤100,1
103526044709428,Books and Toons Bolivia,These ads ran without a disclaimer,≤100,1
915774502144003,Promotora del Hogar-ORURO / Empresa Inmobiliaria,These ads ran without a disclaimer,≤100,1
100680192331662,Jojoo-Porozmawiaj ze mną,These ads ran without a disclaimer,≤100,1
102272815144157,Salvador Pérez,These ads ran without a disclaimer,≤100,7
102544368249045,quemeriendas,These ads ran without a disclaimer,≤100,2
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
897020423708544,Machupicchu Kingdom - Tours en Cusco Perú,These ads ran without a disclaimer,≤100,1
145867699174439,KOHLER BY COPRODUMAT,These ads ran without a disclaimer,≤100,1
1041214405979705,Michel Iniestra R,These ads ran without a disclaimer,≤100,1
384470105339529,SALMI Internacional,These ads ran without a disclaimer,≤100,1
106440047921314,Tipos de Visa para EE.UU,These ads ran without a disclaimer,≤100,1
402259016510052,Casa de la Mujer Bolivia,These ads ran without a disclaimer,≤100,2
103198127703980,Geronimo Palacios Asambleista Lista 20,These ads ran without a disclaimer,≤100,5
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
324362870949625,LatinAmerican Post,These ads ran without a disclaimer,≤100,5
393961804450932,Piscícola Milagro,These ads ran without a disclaimer,≤100,1
638298683189782,Topclass Academy,These ads ran without a disclaimer,≤100,1
111423881189324,Georgina Music,These ads ran without a disclaimer,≤100,1
111418244757560,Elecnova,These ads ran without a disclaimer,≤100,1
209423929079677,Claims Conference (Conference on Jewish Material Claims Against Germany),These ads ran without a disclaimer,≤100,1
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,≤100,2
448909178847124,Roxana Alba López,These ads ran without a disclaimer,≤100,1
160221644080693,En Donde Correr,These ads ran without a disclaimer,≤100,3
202331158499816,Krisia  Montoya Calderón,These ads ran without a disclaimer,≤100,1
715762288554905,METAL MANIA,These ads ran without a disclaimer,≤100,1
1945562579018025,彎彎繞灣灣,These ads ran without a disclaimer,≤100,1
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,2
108195557750632,Anonymous Bolivia,These ads ran without a disclaimer,≤100,1
110637938447632,Comteco nacional y transparente,Erick Jaime Balderrama Ramirez,≤100,1
100658552236188,Fuerza Salud 2021-2025 FCSH,These ads ran without a disclaimer,≤100,2
469806750443012,AgroGlobal,These ads ran without a disclaimer,≤100,2
100112321852817,AprendeOnline,These ads ran without a disclaimer,≤100,20
107071794119345,Build Show Network,These ads ran without a disclaimer,≤100,1
1576868069235362,PNUD en América Latina y el Caribe,These ads ran without a disclaimer,≤100,2
322468554369,La Voz de la Esperanza,These ads ran without a disclaimer,≤100,1
105181788465967,UnidosXestadística,These ads ran without a disclaimer,≤100,1
109148318069151,Academia de Cursos,These ads ran without a disclaimer,≤100,5
124193294267113,Medicable,These ads ran without a disclaimer,≤100,1
717005188506080,Relvis Fonseca,These ads ran without a disclaimer,≤100,1
449058495858109,Lily Zurita,These ads ran without a disclaimer,≤100,1
100573788486582,,These ads ran without a disclaimer,≤100,1
437292513519543,NEW ARANJUEZ RESTAURANTE,These ads ran without a disclaimer,≤100,2
101140718195227,Blanca Lopez Sandoval,These ads ran without a disclaimer,≤100,3
536402899757101,LearnChile,These ads ran without a disclaimer,≤100,5
100831995031891,Rodolfo Lehmann,These ads ran without a disclaimer,≤100,1
101982171439825,Org. Madres Luchonas,These ads ran without a disclaimer,≤100,1
100791248689995,𝓜𝓸𝓭𝓮𝓵 𝓐𝓰𝓮𝓷𝓬𝔂 𝓢𝔂𝓖,These ads ran without a disclaimer,≤100,1
252745489716,Renzo Aguirre,These ads ran without a disclaimer,≤100,2
102036312485838,Los Proverbios de Salomón,These ads ran without a disclaimer,≤100,3
937970269626046,Tio Memes,These ads ran without a disclaimer,≤100,1
556197067779916,SEROFCA,These ads ran without a disclaimer,≤100,1
355242475207401,Fernando Hernandez Q.,These ads ran without a disclaimer,≤100,1
102844348387518,Bajo mi sombrero verde,These ads ran without a disclaimer,≤100,1
21757014286,Cantando Aprendo a Hablar,These ads ran without a disclaimer,≤100,1
206013353671660,DailyBee,These ads ran without a disclaimer,≤100,9
113860331311065,Unusual building,These ads ran without a disclaimer,≤100,12
1840882036024110,Kipu Visual,These ads ran without a disclaimer,≤100,2
118187888198787,מדברים｜כי אלוהים שווה שיחה,These ads ran without a disclaimer,≤100,1
102937228527434,RUTH Argollo Concejal,These ads ran without a disclaimer,≤100,1
1582687355102069,Secretaría Municipal de Desarrollo Humano,These ads ran without a disclaimer,≤100,1
112347431228351,Oxímoron Podcast,These ads ran without a disclaimer,≤100,1
315603771494,Milaap,These ads ran without a disclaimer,≤100,44
103120834457764,NI QUE FUERA POLÍTICA,These ads ran without a disclaimer,≤100,1
105588015131522,ReInventa,These ads ran without a disclaimer,≤100,4
110188804092039,Dazzaedt,These ads ran without a disclaimer,≤100,2
104537315193982,COP26 Accommodation,These ads ran without a disclaimer,≤100,2
107794167478402,Blow,These ads ran without a disclaimer,≤100,2
109244204824687,Captive Creator,These ads ran without a disclaimer,≤100,15
188872144758,CCTV,These ads ran without a disclaimer,≤100,5
262484895607449,Campus Vida Verde,These ads ran without a disclaimer,≤100,6
102536645161497,Pierre Chain - C O N C E J A L,These ads ran without a disclaimer,≤100,1
110408131405941,Parchis Club,These ads ran without a disclaimer,≤100,1
207013372805,BeSoccer,These ads ran without a disclaimer,≤100,5
144639479449243,Ambiente de Leitura Carlos Romero,These ads ran without a disclaimer,≤100,5
111807257983367,CDN Bolivia,These ads ran without a disclaimer,≤100,1
103931225371006,Concejo Municipal de Villazón,These ads ran without a disclaimer,≤100,1
105143981952671,Jewish Peoplehood עמיות יהודית,These ads ran without a disclaimer,≤100,2
