Page ID,Page name,Disclaimer,Amount spent (PYG),Number of ads in Library
105951684150779,José Chechito López,These ads ran without a disclaimer,588,1
622647887780477,Fundación Instituto Latinoamericano de Desarrollo Social y Salud,These ads ran without a disclaimer,587,1
597859916903978,Nomad Africa Magazine,These ads ran without a disclaimer,587,2
170771236307408,Red Latinoamericana contra el Trabajo Infantil,These ads ran without a disclaimer,585,2
107989308686004,EFK Platform,These ads ran without a disclaimer,581,1
100920521973546,Что подскажут карты таро?,These ads ran without a disclaimer,579,1
2260464364166055,Hannah Schzde,These ads ran without a disclaimer,579,1
104926611720853,Nelly Gicho,These ads ran without a disclaimer,579,5
100254824748185,Jensog-UK,These ads ran without a disclaimer,579,13
7243996982,Voices of Youth,These ads ran without a disclaimer,579,2
479651518888274,SM Radio,These ads ran without a disclaimer,579,2
320129849418,מכללת יוזמות-אנשים יוזמים הצלחות,These ads ran without a disclaimer,577,2
100467399073793,md.luizhenrique,These ads ran without a disclaimer,569,1
102534312388651,Help Ukraine,These ads ran without a disclaimer,565,1
110975248546462,foralulacorrupto,These ads ran without a disclaimer,565,1
299756937371188,Cristian Valverde,These ads ran without a disclaimer,565,1
100623495609029,miguelangelgallegos_,These ads ran without a disclaimer,562,2
109148318069151,Academia de Cursos,These ads ran without a disclaimer,562,5
100341782709319,Global Economy 2022,These ads ran without a disclaimer,559,1
110715114450765,Sección de Ciencia,These ads ran without a disclaimer,559,1
2108988286047538,ATP iluminación,These ads ran without a disclaimer,559,1
259594367419772,Cámara Argentina de Seguridad,These ads ran without a disclaimer,558,1
103844595298374,Salam_Spain 2,These ads ran without a disclaimer,555,1
113308084686127,Santuario Mayor del Amarre,These ads ran without a disclaimer,554,1
119354225577592,Paulina López,These ads ran without a disclaimer,554,2
138145003721610,Cesu Gómez - Escritora,These ads ran without a disclaimer,554,1
407615769604377,Mutante,These ads ran without a disclaimer,550,1
107444114261581,Foro Humanos,These ads ran without a disclaimer,547,1
109703764560181,Lic. Karina Benítez,These ads ran without a disclaimer,546,1
500201810135069,Amazon Launchpad,These ads ran without a disclaimer,545,1
103111638491784,Damián Cardozo,These ads ran without a disclaimer,537,1
104567421911285,CoinGape Español,These ads ran without a disclaimer,531,1
103288244992723,sororidadpodcast,These ads ran without a disclaimer,523,1
101467979106764,Imperioromano_oficial,These ads ran without a disclaimer,521,1
1703167899722234,Iván Ambroggio,These ads ran without a disclaimer,521,1
1588578941427153,Partido Colorado San Antonio,These ads ran without a disclaimer,517,1
104412535169736,Less Machos More Apapachos,These ads ran without a disclaimer,515,3
105703067719777,Diosnel Ferloni 2021,These ads ran without a disclaimer,513,4
102136504488591,Hermes Gómez 2022,These ads ran without a disclaimer,511,5
102059495453265,Marketing Exponencial,These ads ran without a disclaimer,509,2
110847254582099,David Ozuna Concejal 2021 - 2025,These ads ran without a disclaimer,508,1
105274544955569,Peachat,These ads ran without a disclaimer,507,1
110180158293914,Style Of Grace Home Decor,These ads ran without a disclaimer,507,1
107679847621232,Metal Pilgrim,These ads ran without a disclaimer,507,1
494311614045639,The World is My Country,These ads ran without a disclaimer,507,1
1576868069235362,PNUD en América Latina y el Caribe,These ads ran without a disclaimer,507,2
109386503839531,Juliana Andrade,These ads ran without a disclaimer,506,13
107564631419895,La Profe Any,These ads ran without a disclaimer,506,1
2131484293532325,Impacto Político,These ads ran without a disclaimer,506,1
100109735505453,Pedro Pablo Benitez,These ads ran without a disclaimer,505,1
186996945520642,Cultura Verde,These ads ran without a disclaimer,503,1
100365208581323,Revolución Eñame,These ads ran without a disclaimer,503,2
104722751816273,Diplomatura en Bioarquitectura,These ads ran without a disclaimer,495,2
114509151986942,Kalciyan Tecnología del Vidrio S.A.,These ads ran without a disclaimer,494,1
474476579990574,100% Roque Alonso,These ads ran without a disclaimer,493,1
113715322041008,Semillas para la Democracia,These ads ran without a disclaimer,492,1
444959115580641,RedLacTrans,These ads ran without a disclaimer,489,3
346516206181540,SMM & Targeting,These ads ran without a disclaimer,488,4
103065562020175,Mal'akh,These ads ran without a disclaimer,486,1
107669818257679,Ricardo Palacio,These ads ran without a disclaimer,482,3
104114074737618,Adrián Muñoz,These ads ran without a disclaimer,480,1
102720845289986,Ana,These ads ran without a disclaimer,480,1
144244628930681,VikingGenetics,These ads ran without a disclaimer,480,1
173109093395356,Legado,These ads ran without a disclaimer,480,2
103992288141312,WingFoil Racing,These ads ran without a disclaimer,480,1
111954628822578,SAE Barcelona,These ads ran without a disclaimer,480,1
1939895749579622,Point de Vue,These ads ran without a disclaimer,480,7
109459618392455,tuorloglobal,These ads ran without a disclaimer,480,2
145031582191863,Mi Amigo Es Gay,These ads ran without a disclaimer,471,1
590195648175191,Cipsela Corp.,These ads ran without a disclaimer,471,1
105913338009116,Software Millennium MLM,These ads ran without a disclaimer,465,1
105080675178133,Cristina Souza Campos,These ads ran without a disclaimer,463,3
105157221698425,Richmond Solution,These ads ran without a disclaimer,463,1
104363452271556,D456,These ads ran without a disclaimer,462,2
824632301207853,Jorge Gonzalez,These ads ran without a disclaimer,460,1
1808656802728401,Uniepilepsias,These ads ran without a disclaimer,459,1
100526351926200,Chat Marketing Academy,These ads ran without a disclaimer,459,7
103402568243634,DigitalHizohistoria,These ads ran without a disclaimer,457,1
2416354325073314,Psienred,These ads ran without a disclaimer,456,1
104876291932729,El Enamorado,These ads ran without a disclaimer,456,1
144858089034875,Kudos: Science needs Stories,These ads ran without a disclaimer,454,1
101589739286507,Óscar González Senador,These ads ran without a disclaimer,449,1
101598968991427,Ines Soto Editora,These ads ran without a disclaimer,449,1
117036884684307,Manuel Garcia,These ads ran without a disclaimer,448,1
107935894688657,docfliq,These ads ran without a disclaimer,442,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,439,1
110431427159816,Keren Kayemeth LeIsrael - Jewish National Fund,These ads ran without a disclaimer,438,1
138034613357806,Brock Obama 2.0,These ads ran without a disclaimer,435,2
103023169261614,Expo Health Tourism,These ads ran without a disclaimer,434,2
450948088259723,Enfoque a la Familia Ecuador,These ads ran without a disclaimer,434,1
161954975246,Hilary Roberts,These ads ran without a disclaimer,434,2
213000859039052,SANY Group,These ads ran without a disclaimer,434,2
402685743676956,E-Volve Energy,These ads ran without a disclaimer,434,1
112240047726713,Silk Maison,These ads ran without a disclaimer,434,7
102632438543194,Rivers Are Life,These ads ran without a disclaimer,434,1
681988395205674,Esto no es casualidad,These ads ran without a disclaimer,434,1
100704405579086,Claudel Noubissie International Consulting,These ads ran without a disclaimer,434,1
109122911320479,Noir Archivist,These ads ran without a disclaimer,434,1
101056649075799,丁丁的lens,These ads ran without a disclaimer,434,4
1481025645466205,LCR EB-5 Capital Partners,These ads ran without a disclaimer,434,1
110496334007723,Art for Introvert,These ads ran without a disclaimer,434,1
145643245456953,Jack Hibbs,These ads ran without a disclaimer,434,2
130136833750497,IELTS Official,These ads ran without a disclaimer,434,1
232169030639003,Dr. Sheena C. Howard,These ads ran without a disclaimer,434,1
110646790417113,dmontalvan,These ads ran without a disclaimer,434,2
103189258800580,Aprendiendo.club Curso Instalacion de paneles solares,These ads ran without a disclaimer,434,2
911589982259614,Виктория Круть Трансформационный тренер,These ads ran without a disclaimer,434,4
324253041382779,Xavier Cormier,These ads ran without a disclaimer,434,3
1456172994602986,Beacon of Hope,These ads ran without a disclaimer,434,2
104238192067446,Fox'oclock,These ads ran without a disclaimer,434,3
103733191524431,Liuxininbeijing,These ads ran without a disclaimer,434,12
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,434,2
292351509697,Jerusalem Prayer Team,These ads ran without a disclaimer,434,2
101339345828321,Psicóloga Thamiris Carlos,These ads ran without a disclaimer,434,1
107793987500269,Miguel Fretes,These ads ran without a disclaimer,433,1
104440518523500,Dina Cabañas,These ads ran without a disclaimer,432,1
608895432851133,Waymaker,These ads ran without a disclaimer,430,1
547319678764868,El FOCO producciones - Fotografía,These ads ran without a disclaimer,429,2
212732770186,Tom MacDonald,These ads ran without a disclaimer,425,4
117531371235659,Inspirinia Ok,These ads ran without a disclaimer,424,2
282537524017,Home of SOMA,These ads ran without a disclaimer,423,1
1145434585496254,Psicóloga Mónica Triana,These ads ran without a disclaimer,423,1
100852648143172,Anibal Gotelli,These ads ran without a disclaimer,419,1
106734071700397,French Flow,These ads ran without a disclaimer,418,3
113860331311065,Unusual building,These ads ran without a disclaimer,418,12
257468324335526,Claves,These ads ran without a disclaimer,417,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,413,10
103339035528222,레이스튜디오/배우프로필,These ads ran without a disclaimer,411,2
466173110104582,"El-Shaddai Ministry, Jesus Is Alive Global Worship Centre",These ads ran without a disclaimer,408,2
452025935579071,GetPublished,These ads ran without a disclaimer,406,2
100659939116114,Cursos online,These ads ran without a disclaimer,405,1
600983369941567,Instituto de Tecnología Avanzada,These ads ran without a disclaimer,402,2
105770787601359,Francisco Gayoso 2021,These ads ran without a disclaimer,402,1
104555278436751,Bennytin's Posting,These ads ran without a disclaimer,402,1
1596795187238956,Ímpetu Ac,These ads ran without a disclaimer,402,1
197184453658823,Mujer Verso a Verso,These ads ran without a disclaimer,402,1
787809211585299,Nails Monterrey,These ads ran without a disclaimer,402,1
106264001671215,Concejal Rolando Luján,These ads ran without a disclaimer,398,1
240794266010710,Ceva Santé Animale,These ads ran without a disclaimer,396,1
103662962638860,globaldiplomacyleadership,These ads ran without a disclaimer,394,1
106805778147619,Fabián Báez A la Conducción nacional JLRA,These ads ran without a disclaimer,392,1
1408474549421296,IFE Conference del Tecnológico de Monterrey,These ads ran without a disclaimer,390,1
255963405063733,HackSureste,These ads ran without a disclaimer,388,1
103898431895055,La Alianza del Seguro,These ads ran without a disclaimer,385,2
108329574681036,SA Women's Clinic,These ads ran without a disclaimer,385,1
103253332910,misionesonline.net,These ads ran without a disclaimer,378,1
101267625340498,Esperanza Republicana - Katuete,These ads ran without a disclaimer,378,1
111900214454395,Bloosom Trend,These ads ran without a disclaimer,378,5
103348818560176,abg.victorgonzalez,These ads ran without a disclaimer,375,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,375,11
376542932403755,創價學會,These ads ran without a disclaimer,373,1
112701474205505,Unidad Primereña Para El Cambio,These ads ran without a disclaimer,371,1
259541051455719,Fundapden. Paraguay,These ads ran without a disclaimer,369,1
370692657043394,Juntos podemos Herederos,These ads ran without a disclaimer,368,2
1039675682714205,스브스뉴스,These ads ran without a disclaimer,368,8
100172476278127,Easy Study,These ads ran without a disclaimer,366,1
161704781305446,The Spark Company,These ads ran without a disclaimer,363,7
106356778338964,Pastor Will,These ads ran without a disclaimer,363,1
279757413823392,"Артем Нестеренко ""Большая игра в МЛМ""",These ads ran without a disclaimer,362,3
110906265860,The Andrew Schulz,These ads ran without a disclaimer,362,6
107189864668127,Prof. Laura Argüello 2021,These ads ran without a disclaimer,361,2
105675775231858,Mission Impact,These ads ran without a disclaimer,361,1
100302908938123,AntropoCanal,These ads ran without a disclaimer,358,1
118187888198787,מדברים｜כי אלוהים שווה שיחה,These ads ran without a disclaimer,358,2
109083171495452,Egidio Martínez Concejal 2021/25,These ads ran without a disclaimer,356,1
1869566233070452,NakaDima,These ads ran without a disclaimer,352,1
105786227838304,Instituto de Formación Docente San Nicolás,These ads ran without a disclaimer,352,1
102019361967334,Alianza Mbarete - Ñemby,These ads ran without a disclaimer,351,1
105270894943956,Nene Pelizza,These ads ran without a disclaimer,349,1
100996039228411,fernandolorenz_photogallery,These ads ran without a disclaimer,347,1
100783459405207,Carlos Lima,These ads ran without a disclaimer,347,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,346,4
1408940389400897,Más Ciudadanía es Más Seguridad,These ads ran without a disclaimer,346,1
877443532445318,Emanuel Macedo,These ads ran without a disclaimer,342,2
211219822244084,Centro Virtual de Aprendizaje,These ads ran without a disclaimer,342,1
101919468285443,TravelHop,These ads ran without a disclaimer,341,2
106802041266795,Trip Thunder,These ads ran without a disclaimer,339,4
101971347894515,Trend Guru,These ads ran without a disclaimer,339,6
206013353671660,DailyBee,These ads ran without a disclaimer,339,8
102737908598361,Corporación Educativa Interactiva,These ads ran without a disclaimer,338,1
1269662783066883,Conpsyencia. Psicología y Desarrollo Humano,These ads ran without a disclaimer,338,1
375281245833162,Televisión Española Internacional (TVE Internacional),These ads ran without a disclaimer,338,1
71966074735,The CaPTA Group,These ads ran without a disclaimer,336,1
115794808480477,SPW,These ads ran without a disclaimer,333,1
137986639725842,Dra. Vanderléa Coelho,These ads ran without a disclaimer,333,2
105898939096628,Domani Media,These ads ran without a disclaimer,331,1
1189749074435365,Natalia Ospina - Maestría para el Alma,These ads ran without a disclaimer,326,1
101419841493393,Alianza Independencia,These ads ran without a disclaimer,326,1
101539366235792,Loving from BTS/Blink Supporter,These ads ran without a disclaimer,326,1
110638213894259,Artemisas,These ads ran without a disclaimer,323,1
352241224948686,GeniusU,These ads ran without a disclaimer,322,1
1531061756960312,Tomás Olmedo Intendente 2021-2025,These ads ran without a disclaimer,321,1
1968805059911549,Camara de Comercio Paraguayo Croata,These ads ran without a disclaimer,320,1
1901923636498747,Magped,These ads ran without a disclaimer,320,1
424832597598732,EOHSJ Malta,These ads ran without a disclaimer,319,2
196130093764828,The Headline,These ads ran without a disclaimer,319,1
220898724599599,Ação da Cidadania,These ads ran without a disclaimer,318,2
124193294267113,Medicable,These ads ran without a disclaimer,318,1
335547285501,Redagricola,These ads ran without a disclaimer,315,3
180811907349125,Relato,These ads ran without a disclaimer,315,1
105525088241192,Nilda Venialgo,These ads ran without a disclaimer,314,1
182300452327998,Historia Política,These ads ran without a disclaimer,314,1
102309421190764,Sylwia Madeńska,These ads ran without a disclaimer,314,1
456246364757595,Diego Fanta Dávalos Diputado 2023,These ads ran without a disclaimer,308,1
104142782419349,Manifeste Abundância,These ads ran without a disclaimer,304,3
594757194321118,Alucino,These ads ran without a disclaimer,299,1
105401264902260,chismecito_internacional_,These ads ran without a disclaimer,294,1
436791896382535,Red Eco Alternativo,These ads ran without a disclaimer,293,1
108834028542806,cartography.maps,These ads ran without a disclaimer,291,1
724633634257146,Connectas/Lab,These ads ran without a disclaimer,290,1
106712808491049,Travelpedia,These ads ran without a disclaimer,290,1
116894658364960,Red Latinoamericana de Acogimiento Familiar,These ads ran without a disclaimer,290,1
486126954919213,Gurdeep Singh,These ads ran without a disclaimer,290,2
274400273295605,Programa Papo de Bola,These ads ran without a disclaimer,289,1
130945296934084,Trina Solar,These ads ran without a disclaimer,289,1
372597139998575,American College of Surgeons Capítulo Chileno,These ads ran without a disclaimer,289,1
246754518748255,Orthometric,These ads ran without a disclaimer,288,1
207268042645317,Macquarie Group,These ads ran without a disclaimer,288,2
1542909566001517,Fundación Henry Dunant América Latina,These ads ran without a disclaimer,288,1
177854402389449,Imdosoc,These ads ran without a disclaimer,286,2
928552160508722,Maria Elena Oviedo,These ads ran without a disclaimer,284,2
108130517491829,Iglesia Sabiduría del Rey,These ads ran without a disclaimer,278,1
515292708481100,Cambio Climático & Calentamiento Global,These ads ran without a disclaimer,276,3
383105495226481,Winds Of Change Church,These ads ran without a disclaimer,276,2
497878716894775,Jazmín Narváez,These ads ran without a disclaimer,274,1
345626636056884,Wild,These ads ran without a disclaimer,272,2
657355227712563,Rueda Internacional,These ads ran without a disclaimer,270,1
106057831076326,ACR Mundo,These ads ran without a disclaimer,269,1
1508684459364082,Tadeo Zarratea,These ads ran without a disclaimer,269,1
112233410615796,Obreros del bien comun,These ads ran without a disclaimer,269,2
204862942932993,Nikkei Asia,These ads ran without a disclaimer,266,3
103995231844142,Entrenamientos Online,These ads ran without a disclaimer,263,11
113631217603555,Militancia Radical,These ads ran without a disclaimer,261,1
393020820825898,EnfConcursos,These ads ran without a disclaimer,260,1
184247610348850,Alessandra Silva,These ads ran without a disclaimer,260,3
112210295510027,World Zionist Organization - ההסתדרות הציונית העולמית,These ads ran without a disclaimer,259,1
110369823846029,Academia formativa de entrenadores deportivos,These ads ran without a disclaimer,258,1
101984925178130,Carolina Centurión,These ads ran without a disclaimer,257,2
300841574176,Table Mountain Aerial Cableway,These ads ran without a disclaimer,257,1
118811254812343,BollywoodHungama.com,These ads ran without a disclaimer,256,1
106466481259280,jorgegomez1988_,These ads ran without a disclaimer,253,1
343731779325769,Pastor Tinu George,These ads ran without a disclaimer,249,1
111544614532431,ifla2022,These ads ran without a disclaimer,249,3
110311041115034,Futuro Inmediato,These ads ran without a disclaimer,249,6
283132325082901,Esperanza Martínez,These ads ran without a disclaimer,248,1
386081914814521,Martin Burt,Fundación Paraguaya,248,1
106913951687900,Unfiltered Alerts,These ads ran without a disclaimer,248,2
101164241374646,F&A LEGAL,These ads ran without a disclaimer,247,1
1600429610174539,Ing.Carlos Aguilera Alto Paraná,These ads ran without a disclaimer,247,1
104501371762675,cientistas.legais,These ads ran without a disclaimer,246,1
575427902657234,Espanhol de Verdade,These ads ran without a disclaimer,246,3
333246690343865,Emmanuel Corels Tech Blog,These ads ran without a disclaimer,243,2
702918479750558,Conferencia Interamericana de Seguridad Social,These ads ran without a disclaimer,241,1
254386404605838,Carlos Segovia,These ads ran without a disclaimer,241,2
276004372428994,Prysmian Group,These ads ran without a disclaimer,240,6
102199481857500,Circular Economy Alliance,These ads ran without a disclaimer,240,3
765302097170348,Línea Cero,These ads ran without a disclaimer,239,1
106803101568646,Thorkil Sonne,These ads ran without a disclaimer,235,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,235,2
110903018170553,inna_tliashinova,These ads ran without a disclaimer,235,1
102318395133426,Iveth Serna,These ads ran without a disclaimer,233,1
470457379814832,RSM Latin America,These ads ran without a disclaimer,233,1
100587315250728,The DARK Zone,These ads ran without a disclaimer,233,1
904243949772631,TMBK Satire,These ads ran without a disclaimer,233,4
142592947660576,Carlos Russo,These ads ran without a disclaimer,232,2
105244505002925,alan_oliverr,These ads ran without a disclaimer,231,1
148840748657294,Roberto Vazquez,These ads ran without a disclaimer,230,1
103117054576699,Kelsen Institute for Advanced Thinking,These ads ran without a disclaimer,229,3
154272121450264,Fundacion Tierra Sin Mal,These ads ran without a disclaimer,228,1
207978659265042,Iloverunn,These ads ran without a disclaimer,228,1
265345800469382,Hyundai Motor Group,These ads ran without a disclaimer,222,1
116310878056949,Mandy Wong Chatgpt,These ads ran without a disclaimer,221,1
109213424098851,Ciberwarmis - Mujeres ayudando a mujeres,These ads ran without a disclaimer,220,5
1109886105793023,Vivo India Tamilnadu,These ads ran without a disclaimer,218,1
2191689721044092,IU Digital de Antioquia,These ads ran without a disclaimer,218,1
104119542473088,Kylin Studio,These ads ran without a disclaimer,217,1
102651488955596,Rainbows Today,These ads ran without a disclaimer,217,6
1591075117807581,Association of African Universities,These ads ran without a disclaimer,217,1
1585865071741042,DANDY,These ads ran without a disclaimer,217,2
1623035814584075,Eppendorf do Brasil,These ads ran without a disclaimer,217,1
1389566268031945,Journal of the Brazilian Chemical Society,These ads ran without a disclaimer,217,2
113269038081122,Daniel Perez,These ads ran without a disclaimer,217,1
382588672576418,Falken Latam,These ads ran without a disclaimer,216,1
104979284820672,CIEEN,These ads ran without a disclaimer,215,1
341463286960,Educación Continua - UBP,These ads ran without a disclaimer,214,2
105242967999187,Soka Gakkai - español,These ads ran without a disclaimer,213,1
247065869323661,Japan Alliance on Global NTDs,These ads ran without a disclaimer,213,2
101008362140137,Principios de Derechos Humanos en la Política Fiscal,These ads ran without a disclaimer,212,2
161665000537800,Global Water Partnership,These ads ran without a disclaimer,212,1
104766224487721,Fival Lotes a Cuotas,These ads ran without a disclaimer,211,1
103053225493193,Victor Llamosas,These ads ran without a disclaimer,207,1
1446073072342557,International Schooling,These ads ran without a disclaimer,207,1
868044726559677,Asalra,These ads ran without a disclaimer,206,1
107622754019613,Elvio Barua Acosta,These ads ran without a disclaimer,204,1
106636844752991,Aníbal Bogado,These ads ran without a disclaimer,203,1
272003093249781,Thiago Jeremias,These ads ran without a disclaimer,203,1
105745092069271,psiraimundomaracaipe,These ads ran without a disclaimer,203,1
260411577472305,Revista Humboldt,These ads ran without a disclaimer,203,2
108918596155475,Playscores,These ads ran without a disclaimer,203,2
1675691709362077,Beautiful News,These ads ran without a disclaimer,202,11
105429785177207,Hugo Carísimo 2021,These ads ran without a disclaimer,199,3
104735534383163,junges.netzwerk,These ads ran without a disclaimer,196,1
1549214008631115,Quinta Montaña,These ads ran without a disclaimer,196,1
634562943228727,Fundación de Estudios Ambientales para America Latina,These ads ran without a disclaimer,196,1
103294513037828,Carla Rey,These ads ran without a disclaimer,196,1
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,193,9
206982849458229,Miko cosplay,These ads ran without a disclaimer,192,2
112342921129230,CLICK and SHOP,These ads ran without a disclaimer,191,4
108378011512939,dyexxn,These ads ran without a disclaimer,189,1
1225842184220131,Fuera Cristian Kriskovich,These ads ran without a disclaimer,189,1
1471783819760706,TazArt,These ads ran without a disclaimer,187,1
107108974663306,suma_smart_solutions,These ads ran without a disclaimer,185,1
2097970796971280,Medistate Hospital Istanbul,These ads ran without a disclaimer,182,1
112347431228351,Oxímoron Podcast,These ads ran without a disclaimer,182,1
101672002258572,Red Paraguaya de Afrodescendientes,These ads ran without a disclaimer,182,1
179855312221800,SERNA GROUP,These ads ran without a disclaimer,181,2
108584418189515,Paublo Jimenez Intendente 2021 Oficial,These ads ran without a disclaimer,181,1
100614911587224,aine_online,These ads ran without a disclaimer,181,1
107322961119442,Might Creations,These ads ran without a disclaimer,181,1
108328360843089,Researcher.life,These ads ran without a disclaimer,177,2
161666143844859,Sandvik,These ads ran without a disclaimer,176,6
109727914924471,Nb Apps,These ads ran without a disclaimer,176,2
2451006471788220,Gonza Gimenez,These ads ran without a disclaimer,175,1
551170948341751,Ярослав Самойлов,These ads ran without a disclaimer,174,4
277162423161679,Carlosgonzález,These ads ran without a disclaimer,173,1
108401407964565,Alfredo Diosnel Benitez Silva,These ads ran without a disclaimer,173,1
529491587137957,피키캐스트,These ads ran without a disclaimer,168,1
105834671803671,Batucada 24/7,These ads ran without a disclaimer,166,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,165,9
677651265605368,Javier Pereira Rieve,These ads ran without a disclaimer,164,1
103889608454784,Vendo internet.,These ads ran without a disclaimer,162,1
596858787607676,Ciudades Verdes,These ads ran without a disclaimer,162,1
447918769373957,CoC Playful Minds,These ads ran without a disclaimer,160,1
122064391180645,Asian Development Bank Institute,These ads ran without a disclaimer,160,1
1722695314623649,EIT InnoEnergy Master School,These ads ran without a disclaimer,160,7
399758823954288,Sabiduría de los Maestros Ascendidos para la Nueva Era,These ads ran without a disclaimer,159,2
605447116479685,History 101,These ads ran without a disclaimer,159,5
290093935076427,CHAUVET DJ LATAM,These ads ran without a disclaimer,157,1
109076095187370,Youthoppia,These ads ran without a disclaimer,156,7
129733687114013,Universidad Católica Campus Itapúa,These ads ran without a disclaimer,153,1
907426756068520,Dinámicamente,These ads ran without a disclaimer,153,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,148,9
333014073461514,Babel,These ads ran without a disclaimer,148,1
1520817248199898,Yutong Bus & Coach,These ads ran without a disclaimer,147,8
462848513792011,国家大剧院National Centre for the Performing Arts,These ads ran without a disclaimer,145,1
233621290015019,Fundación Educacional Oportunidad,These ads ran without a disclaimer,144,1
492092810839820,"Facultad de Ciencias, Sede Bogotá, Universidad Nacional de Colombia",These ads ran without a disclaimer,142,2
2147647568636587,微头条,These ads ran without a disclaimer,137,2
109311897533814,Terrabits,These ads ran without a disclaimer,137,1
170885046257708,Jorge Meléndez,These ads ran without a disclaimer,137,1
108049001626600,Prof. Edgar Gómez - Concejal,These ads ran without a disclaimer,135,1
197514970302188,El Doctor en Casa PY,These ads ran without a disclaimer,135,1
100617472209320,La Guachafita,These ads ran without a disclaimer,134,2
114114068669333,Sylvia Villarreal Imagen,These ads ran without a disclaimer,133,3
134312420466438,Unace Dani Fleitas,These ads ran without a disclaimer,130,2
112463142115566,Placeres Perfectos,These ads ran without a disclaimer,130,1
102182361753225,Remotely Latam,These ads ran without a disclaimer,130,1
343268849091745,Lamanuc,These ads ran without a disclaimer,130,1
115991253560535,FODEN - Instrumentación Quirúrgica,These ads ran without a disclaimer,129,1
1175283209338350,Zayed The Inspirer,These ads ran without a disclaimer,127,1
112130824696028,Honor Colorado,These ads ran without a disclaimer,126,1
168509893338655,Secretaría Nacional de la Juventud del Paraguay,These ads ran without a disclaimer,125,1
111535028099492,New Reality,These ads ran without a disclaimer,123,1
103238251093320,Marcelo Caballero Concejal Municipal - ITA,These ads ran without a disclaimer,122,1
112475353823172,Olivier Chassot,These ads ran without a disclaimer,121,1
437744646395515,BigFish,These ads ran without a disclaimer,121,3
1791471294438285,مؤسسة مشكاة نور الثقافية الخيرية - Mishkat Nour Foundation,These ads ran without a disclaimer,120,2
730636484346388,Angel Reyes 2021,These ads ran without a disclaimer,119,1
593483960666081,Fundación WWB Colombia,These ads ran without a disclaimer,119,1
176239140716602,IYAFP Latinoamérica,These ads ran without a disclaimer,117,1
109236987414785,lachicadelmaiz_,These ads ran without a disclaimer,117,1
1559901027613381,TRT World,These ads ran without a disclaimer,116,2
101459974844546,Jump_conf,These ads ran without a disclaimer,115,1
104658921415377,Todos juntos podemos fdo de la mora,These ads ran without a disclaimer,115,1
685668218515732,Diplomatura Superior en Derechos del Animal,These ads ran without a disclaimer,115,2
109074368245224,juliorobertotrinidadpy,These ads ran without a disclaimer,114,1
188789377812793,Kongsberg Gruppen,These ads ran without a disclaimer,113,3
1556459647960046,Alfonzo Romero Correa,These ads ran without a disclaimer,110,1
17678507849,Revista Ambientes,These ads ran without a disclaimer,108,1
104140718887506,Support Ukraine,These ads ran without a disclaimer,108,1
114221310926619,HUAYU New Energy,These ads ran without a disclaimer,108,1
104302659010976,Ismael Rojas Concejal por Central 2023,These ads ran without a disclaimer,107,1
1831781540482667,Student Competitions,These ads ran without a disclaimer,106,2
120134306496650,Lalo Solaligue,These ads ran without a disclaimer,104,1
229834470372784,Cristiano Ronaldo (CR7),These ads ran without a disclaimer,103,1
2336078226419398,EDWIN REIMER/Senador Nacional 2023,These ads ran without a disclaimer,102,1
259786717484301,Laura Luv,These ads ran without a disclaimer,≤100,1
105953807950158,Tiệm Nail Z,These ads ran without a disclaimer,≤100,1
106074568776744,iswhatspoppin,These ads ran without a disclaimer,≤100,1
386711102050135,EducaTer,These ads ran without a disclaimer,≤100,1
1840993842581996,Corciem,These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,5
113570650971407,Ana de Jesús Benitez Concejal 2021,These ads ran without a disclaimer,≤100,1
260222380664974,Red de Mujeres LAC en Gestión de Organizaciones / RedWim,These ads ran without a disclaimer,≤100,1
2081242738816473,RTV del Sur,These ads ran without a disclaimer,≤100,1
782447735186010,Nelson Mora,These ads ran without a disclaimer,≤100,1
68115033929,Consejo de Redacción,These ads ran without a disclaimer,≤100,2
249382711785018,Morukuru Family Madikwe,These ads ran without a disclaimer,≤100,1
104247355290347,humbe_9,These ads ran without a disclaimer,≤100,1
109122674223518,Itacurubi del Rosario informa,These ads ran without a disclaimer,≤100,1
363343250416029,Sain Medicaments Pvt. Ltd,These ads ran without a disclaimer,≤100,1
100538998934941,China Merchants Group,These ads ran without a disclaimer,≤100,7
296334033272,RT en Español,These ads ran without a disclaimer,≤100,1
1430302827198523,PaloMatria - una Radio Visuales,These ads ran without a disclaimer,≤100,1
103964088904105,OffHok,These ads ran without a disclaimer,≤100,1
107496981860047,Video Downloader,These ads ran without a disclaimer,≤100,4
100555339154376,ETV Token,These ads ran without a disclaimer,≤100,1
1453997771525853,Impact Guru,These ads ran without a disclaimer,≤100,8
