Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
616130968414525,Radikale Venstre Dragør,Radikale Venstre Dragør,3639,4
6013004059,The Economist,These ads ran without a disclaimer,3639,101
113682151995658,Venstre i Varde kommune,Lotte Tang,3637,4
114114360916049,Allan Juhl Feddersen - Venstre,Allan Juhl Feddersen,3637,17
810476755802044,Kathrine Olldag,Mette Beltoft Smidt Olesen,3633,4
109975801362210,Thomas Germann i Gladsaxe byråd,Thomas Lynggaard Germann,3629,6
307605949293437,GrejFreak.dk,These ads ran without a disclaimer,3627,3
109221014326736,Susanne Stenstrop Thorsen,Susanne Stenstrop Thorsen,3624,65
104693408170099,Thomas Vangsaa,Thomas Stoustrup Vangsaa,3622,19
142032195992619,Mit Fredensborg,Fredensborg Kommune,3621,27
106294441587137,Diana-Ester Eriksen,Det Konservative Folkeparti,3610,7
137423296291470,Effektivt Landbrug,These ads ran without a disclaimer,3608,3
237293506626815,Landsforeningen af Menighedsråd,Landsforeningen af Menighedsråd,3607,42
825530637550624,Søren Kusk i Aalborg Byråd,Søren Kusk,3606,21
296563097175534,"Saint-Gobain Isover, Danmark",These ads ran without a disclaimer,3603,1
838842776216160,Økonomi og ledelse i landbruget,SEGES,3603,10
101004062323305,Joan Hansen/Herning Byråd,Joan Randi Hansen,3599,24
109951948543639,Verarca,These ads ran without a disclaimer,3598,3
290002241436781,Thomas Kampmann,Thomas Kampmann,3591,27
2079067062409423,Mona Juul,These ads ran without a disclaimer,3585,12
109367057136352,Socialdemokratiet Region Hovedstaden,Socialdemokratiet Region Hovedstaden,3577,13
104313945356518,Mogens Jespersen,Mogens Eduard Jespersen,3574,4
178349728974150,Venstre i Svendborg,Christina Lund Clausen,3570,18
306341992712886,Det Centrale Handicapråd,Det Centrale Handicapråd,3567,6
184099751700712,ordrestyring.dk,These ads ran without a disclaimer,3566,2
107302911489536,Anders Jensen - Medlem af Viborg Byråd,Anders Jensen,3564,22
1890967664336169,LIFE Fonden,These ads ran without a disclaimer,3561,1
194771717759266,"Tine Vinther Clausen - Lokalpolitiker, Lolland",Tine Clausen,3558,32
108739547717990,Lone Clausen - Kandidat til Regionsrådsvalget,Lone Clausen,3557,16
104496184800887,Louise Theilade Thomsen,Louise Theilade Thomsen,3554,15
105208574382757,Bedsteforældrenes Klimaaktion Silkeborg,Andersen Mikkel Zøllner,3549,10
452752838070713,"Skovskolen, Københavns Universitet",These ads ran without a disclaimer,3545,17
2073614022864330,Ole Revsgaard Andersen,Andersen Ole Thyrsted Revsgaard,3545,7
714994145193106,Nej til Ring 5,These ads ran without a disclaimer,3542,2
131743616884687,Venstre i Hillerød,Truelsen Jakob Bring,3539,17
102744149091447,Johan Kahl,Johan Frederik Kahl Aagaard,3539,29
1438373589730446,Claus Hjort Frederiksen,Rasmussen Gitte Line,3538,10
412665418794113,Claus Jensen,These ads ran without a disclaimer,3532,3
294100527910006,Energivenlig,These ads ran without a disclaimer,3532,6
1467165436874935,Skovdyrkerne,These ads ran without a disclaimer,3526,7
185869861744510,LLO - Lejernes Landsorganisation Danmark,Lejernes Landsorganisation Danmark,3526,1
276757269200305,Statens Kunstfond,These ads ran without a disclaimer,3523,3
218282924993236,Nils Ulrik Nielsen,Nils Ulrik Nielsen,3519,35
264009771074617,Niels Fuglsang,Emilie Bruun Sandbye,3517,8
578794455809279,Bo Sandroos Venstre i København,Sandroos Bo,3515,7
103434168308079,Nikolaj Bjørk Christensen,Nikolaj Bjørk Christensen,3505,8
934605789950561,Dansk Folkeparti - Nicolai Estrup,Nicolai Estrup,3503,14
100253831736320,Bo i Kirkebjerg,These ads ran without a disclaimer,3500,1
512961532554394,Camilla Lydiksen,Lydiksen Camilla Louise,3499,13
284123584959387,Socialdemokratiet i Herning Kommune,Socialdemokratiet i Herning Kommune,3499,5
52824116986,Testrup Højskole,Testrup Højskole,3498,1
194149643999770,AutoMester,These ads ran without a disclaimer,3497,1
531302376960785,Jens Kr. Mølby Folketingskandidat for KD,These ads ran without a disclaimer,3492,15
149388638416537,Riddersalen,Teatret Riddersalen,3490,3
342716189117135,Sparekassen Danmark,These ads ran without a disclaimer,3486,2
100463174876939,Rejsen til Utopia,Rejsen til Utopia,3482,54
1528056894159744,Bedre Psykiatri - Odense,Bedre Psykiatri Odense,3479,13
150525528940862,Byrådsmedlem Lars Jensen for Venstre i Horsens,Lars Jensen,3475,21
106345361667727,Katja Ivesøe,Mikkelsen Helle,3473,3
664883653575619,Få tingene til at ske - Stem på Ole P.,Pedersen Ole Filstru,3472,33
143022755731834,Islam Net,These ads ran without a disclaimer,3472,37
148523741917817,Wedo,These ads ran without a disclaimer,3472,11
668779076570888,Konservative i Odder,Ole Sander,3469,17
102030337882383,Ronni Mark Nielsen - Byrådsmedlem i Greve Kommune,Ronni Mark Nielsen,3469,32
561507140593570,Hans Andersen,These ads ran without a disclaimer,3468,1
193095440720666,SF Herning,Kirsten Kronborg,3465,7
163476518711020,Amalie Thomsen - Det Konservative Folkeparti,Amalie Bredmose Thomsen,3464,7
256932138237638,Hizb ut Tahrir Danmark,Shoaib Umais Usman,3462,10
111331637712922,lex.dk,These ads ran without a disclaimer,3459,21
1822254634537356,Nye tider,These ads ran without a disclaimer,3457,6
109595554768202,Claus Berggren - Borgmesterkandidat Venstre,Claus Berggren - Borgmesterkandidat Venstre,3457,7
103844018497097,Halima Elabassi,Halima Elabassi,3456,21
111949160683308,SF Skanderborg,SF Skanderborg,3451,27
186532251781059,Michael Skaaning Johansen - Radikale venstre,Johansen Michael Skaaning,3447,12
733402370767875,Sten Byriel,Sten Kristian Byriel,3443,22
147206859132230,Cheanne Nielsen,Dansk Folkeparti,3441,16
112062581142547,Jørgen Schwensen,Jorgen Schwensen,3440,4
108995671479317,Rasmus Ryrberg Høyer,Rasmus Ryrberg Høyer,3440,10
675912309250460,DF Brian Mørch,Morch Brian,3439,20
821837038202097,ClimateSavior,Jon Tranæs,3436,33
1924899181139876,Thue Grum-Schwensen i EU,Grum-Schwensen Thue,3434,16
1905135733092099,Anette Kaae-Bødker - Radikale Venstre,Anette Kaae-Bødker,3432,10
131512583370694,Karoline Lindgaard,Karoline Lindgaard,3432,6
138585902878677,Jensen Beds,These ads ran without a disclaimer,3431,1
291062434566865,ATL - Transportens Arbejdsgivere,ATL,3431,10
1500222236906875,LAG MANK,Anders Holmskov,3430,2
240614786590964,Det Kulørte Udvalg,Malene Hald Studio,3429,1
176457959174031,Simon Aggesen,Lundberg Peter Mark,3416,12
713214965445668,Nye Borgerliges Ungdom,Nye Borgerliges Ungdom,3415,11
889336074581535,Egedal Optik,Nyt Syn Danmark,3414,5
335511863690502,Lasse Bork Schmidt - kandidat til ?,Schmidt Lasse Bork,3414,15
107331721164,Djøf for studerende,These ads ran without a disclaimer,3411,4
378400486022108,Kafé Kloden,Kafé Kloden,3410,15
109016738226367,Karen Lagoni,Karen Jørgensen,3410,37
251812144895355,Odense Jagt & Fritid,Odense Jagt & Fritid,3407,8
101551975334994,Golriz Kjeldgaard Ghozati,Aarhus Konservative Vælgerforening,3406,10
125510817480152,Metal Ungdom,Metal Ungdom,3400,7
100594252277871,Byrådskandidat Morten Bak Josefsen for Venstre i Aarhus,Morten Bak Josefsen,3399,17
185168072363292,NUance,VisionPilot,3398,19
183614251650125,Forbrugerrådet Tænk Kemi,These ads ran without a disclaimer,3394,1
102088401763448,Morten Noppenau - Lokallisten,Morten Grundahl Noppenau,3390,24
107055111336180,Markus Munk Jensen,Markus Munk Jensen,3387,8
106678798277080,Lotte Friis Böing,Aarhus Konservative Vælgerforening,3383,12
105486621860800,Bodil Hellemann - Venstre,Bodil Charlotte Tange Hellemann,3383,19
157624987745386,"Jesper Smaling, Sønderborg Byråd",Jesper Emil Smaling,3380,16
111889071641920,reelly_dk,These ads ran without a disclaimer,3380,10
105571318598326,Henrik Lange,Henrik Smith Lange,3379,32
104276430981567,Mandesundhed,These ads ran without a disclaimer,3372,1
106387581765127,Freddy Knecht,Cecilie Knecht,3372,6
151384671651394,Phønix Tag Materialer A/S,These ads ran without a disclaimer,3371,5
220210991487359,Line Mørk,Mørk Line,3370,20
1553723344881866,Jens Salling,Aarhus Konservative Vælgerforening,3366,12
200902533274743,Nordea Danmark,These ads ran without a disclaimer,3362,4
2071183673144991,Pernille Weiss,These ads ran without a disclaimer,3361,6
145129535541435,Lars Engelberth,Hamsen Lars Engelberth,3359,13
108935964886990,Kathrine Jøhnk Carn - SF Aarhus,SF,3349,8
248986568895243,Speechify,These ads ran without a disclaimer,3344,34
100114205665334,Thorbjørn Jacobsen,Thorbjorn Futtrup Jacobsen,3344,18
1774679129283138,Waterdrop,These ads ran without a disclaimer,3338,11
415708428521239,Jens S. Højland - Venstre,Jens Højland,3334,20
106930928386022,A-holdet fra Hadsund,Nielsen Per Husted,3331,25
126648500204,Enhedslisten Svendborg,Enhedslisten Svendborg,3331,15
473087829512066,Enhedslistens Landskontor,Enhedslisten,3331,3
1875899649300807,Tom Andkjær,Tom Andkjær Camargo,3330,13
102946614706280,Susanne Utoft,Susanne Utoft,3326,18
106681427740101,Jesper Dyhrberg - SF Furesø,Sonja Agerbæk-Petersen,3325,4
104568345343456,Charlotte Riis Engelbrecht - Sønderborg Byråd,Charlotte Riis Engelbrecht,3323,18
371163919965024,Andreas Karlsen,Andreas Karlsen,3321,9
481321862286152,Anders G. Jacobsen - Folketingskandidat for Venstre,Jacobsen Anders Grimnitz,3320,15
100535571937839,Sanne Ørskov Rishøj - Det Konservative Folkeparti,Sanne Rishøj,3315,19
102407877970634,Sebastian B. Støckler - Byrådsmedlem,Sebastian Bielefeldt Støckler,3313,17
412665418794113,Claus Jensen,Claus Jensen,3313,6
242886067639807,Thormod i byrådet nu,Henrik Thormod Andersen,3311,6
112067977297940,Lea Friedberg,Lea Friedberg,3310,28
765242370315553,Kim Malmberg Hansen,Kim Malmberg Hansen,3307,29
789502904512846,Brolæggermester Finn Klitgaard,These ads ran without a disclaimer,3307,1
100455314986095,KD Varde,Søren Pedersen,3305,44
394557140599225,Kim Dupont - Lokalpolitiker i Dragør,Kim Dupont,3303,15
294100527910006,Energivenlig,NRGi,3300,5
56810821434,HK Privat,These ads ran without a disclaimer,3300,32
242174339157676,Røde Kors Odense,Katrine Tyrrestrup Lassen Graversen,3300,8
1434852620064559,Hajg Zanazanian,Hajg Arakel Diran Zanazanian,3299,3
112387434288207,Anette Filtenborg - Venstre i Vejen,Anette Filtenborg,3299,21
2294334337472194,Søren Elbæk,These ads ran without a disclaimer,3298,11
104710641934016,Stem på Jesper Winther Andersen,Bettina Rübner,3296,26
566443056754736,Egil F. Hulgaard - Politik,Hulgaard Egil Fabritius,3296,19
143775352359728,Aarhus Maskinmesterskole,These ads ran without a disclaimer,3295,3
100443856758459,Christine Dal,Sebastian Lauge Just Madsen,3294,15
843073719237200,Skivemødet,These ads ran without a disclaimer,3294,2
1553723344881866,Jens Salling,These ads ran without a disclaimer,3290,1
105358415108931,Pia Kondrup Juul-Nielsen - Byrådsmedlem Nyborg Kommune,Pia Kondrup Hansen,3289,7
422222477793190,Metal Hovedstaden,Metal Hovedstaden,3288,18
213697112437535,Fasael Rehman - Frederiksberg,Fasael Rehman,3283,16
105847858597466,Malte Jäger,Malte Brovall Jäger,3282,14
634645486547010,Viborg Ungdomsråd - VUR,Viborg Ungdomsråd - VUR,3281,6
798507576997994,Allan S. Andersen,Allan Steenberg Andersen,3280,10
136177706424458,Blik- og Rørarbejderforbundet,Kiki Jano Nielsen,3280,11
297522764191243,Sofie Groth,These ads ran without a disclaimer,3277,22
213064375484432,Blå Kors Danmark,Simon Thidemann,3277,2
1002438993113445,Venstre Bornholm,Niklas Munk Stenbye,3277,6
115561162404453,Women In Negotiation,These ads ran without a disclaimer,3274,9
148503605321490,Gang i Helsingør - Radikale Venstre Helsingør,Mogensen Knud,3271,10
126649544104126,SF i Randers,Yde Rosa Lykke,3266,63
683811938485925,Trine Madsen - Fælles om et trygt København,Trine Madsen,3263,63
105217587964651,TJ Træpiller,These ads ran without a disclaimer,3262,2
303885753075453,Venstre Ringsted,These ads ran without a disclaimer,3262,3
123398562221,Jens Mandrup,Jens Rasmussen,3261,9
727989634001093,Karina Due - Dansk Folkeparti,Due Karina Friborg,3260,17
664883653575619,Få tingene til at ske - Stem på Ole P.,These ads ran without a disclaimer,3257,25
1492301517467484,Vivi Nør Jacobsen,Jensen Tina Mellergaard,3254,3
686929118126195,Virksom,Lederne,3248,2
127562727868012,Pernille Kromann Sams - nytgribskov,Pernille Kromann Sams,3245,10
171470109686552,Socialdemokratiet på Bornholm,Mikkel Holm Tved,3243,6
102945351184292,Omar El-Rifai,Omar El-Rifai,3240,2
1367395179980122,Timo Jensen,Timo Jensen,3240,17
424116131302140,Michael Stegger Jensen - Borgmester i Syddjurs Kommune,Michael Stegger Jensen,3239,12
345713935514777,Johan Brødsgaard,Johan Brødsgaard,3236,29
384096285727523,Lars Corvinius Olesen,Lars Corvinius Olesen,3232,20
147898505398168,Emrah Tuncer,Emrah Tuncer,3232,25
103178511659796,Jacqueline Hersing i kommunalbestyrelsen 2021,Jacqueline Lovgreen Hersing,3230,26
410251262405824,Enhedslisten Haderslev,Friis Rune Robert,3228,13
415460888804452,Jens Jensen - Socialdemokratiet,Jens Jensen,3227,13
244264125678491,Socialdemokratiet i Vejle kommune,Casper Herbert Overgaard,3225,16
762724337187611,Thomas Kielgast - Byrådspolitiker SF Køge,SF Køge,3224,14
385167808696640,Coop.dk,These ads ran without a disclaimer,3223,1
426710364116751,Kvæg,SEGES,3217,9
318682708274786,Gode Penge,Gode Penge,3217,10
717729004986072,PwC Danmark,PwC Danmark,3215,7
105383248294934,Laura Bryhl - Enhedslisten,Elsebeth Frederiksen,3213,6
101401435681467,Greve Fjernvarme,Greve Fjernvarme,3208,4
1976500075901181,Christian Vad Holm i Skive Byråd,Christian Vad Holm,3205,19
935600569947728,Verner i Folketinget,Kirk Søren Sand,3200,2
143281162411948,Efterskolen for Scenekunst,Efterskolen for Scenekunst,3200,5
1419830578231955,Socialdemokratiet i Ishøj,Socialdemokratiet Ishøj,3200,16
612493208870006,Kemp & Lauritzen A/S,Kemp & Lauritzen A/S,3200,2
162458609660,Atlantsammenslutningen - Danish Atlantic Council,Atlantsammenslutningen,3200,5
568131236968749,Nye Borgerlige  Skive,Morten Jensen,3199,21
105791732087827,Casper Øhlers,Casper Øhlers,3196,15
103690158788521,Poul Bach Rudersdal,Poul Bach,3194,6
158777500848771,Solidaritet,Morten Hammeken,3193,15
1448805368586044,Jacob Klivager,Vestergaard Jacob Klivager,3193,3
107935081058818,Siglar Carbon,These ads ran without a disclaimer,3192,1
1712295522389646,Jonas Sivertsen Silkeborg Byråd,Jonas Westergaard,3186,16
544430449074392,Molio Kurser,These ads ran without a disclaimer,3184,2
106952222676974,Liberal Alliance,These ads ran without a disclaimer,3179,2
101463938649027,Annette Schulz Jensen,Annette Schulz Jensen,3177,10
1234837770001991,Nuuday,These ads ran without a disclaimer,3177,1
1126354890874134,Patent- og Varemærkestyrelsen,These ads ran without a disclaimer,3176,3
109845107083417,Bravo novel,These ads ran without a disclaimer,3174,61
1048043375246337,Frederik Germann Byrådsmedlem i Halsnæs,Frederik Germann Pedersen,3169,30
153533101523674,Morten Slotved,Eriksen Jesper Bay,3168,8
130388840342741,Danske Bank,These ads ran without a disclaimer,3168,5
1137306026444938,Saxo Bank,These ads ran without a disclaimer,3166,1
529877860387822,Maria Temponeras,Hanne Maria Temponeras,3165,24
153533101523674,Morten Slotved,Det Konservative Folkeparti,3162,4
289067172885891,Hans Fedder Kley,Slesvigsk Parti,3160,3
1812193119002924,Sanne Skougaard Andersen - Odense Byråd.,These ads ran without a disclaimer,3157,25
107041178342290,Manelleh,These ads ran without a disclaimer,3157,4
1939822206288073,Poul Berggreen i Silkeborg Byråd samt Regionsrådet,Poul Berggreen,3155,16
109960121367988,Jesper Arbo Frederiksen - Byrådsmedlem Socialdemokratiet,Jesper Arbo Frederiksen,3152,12
110041024679861,Mads Lustrup Johansen,Mads Lustrup Johansen,3150,2
101256948859189,Hans-Jørgen Kirstein - Medlem af Greve Byråd for Moderaterne,Hans-Jørgen Hammer Kirstein,3143,24
487003461698892,Radikale Venstre Lejre,Lejre Radikale Venstre,3143,16
159933657497144,Lars Møller Pedersen,Lars Møller Pedersen,3143,19
147223497473004,Coco Kjærgaard - kandidat til byrådsvalget i Billund Kommune,Coco Mette Cecilie Kjærgaard,3141,17
171838436344468,Playground Production,Kristian Ussing Andersen,3138,8
1522666927799763,BCG in Denmark,These ads ran without a disclaimer,3137,48
798227683607349,Louise Schack Elholm,These ads ran without a disclaimer,3137,6
313450412078119,Plant et Træ,These ads ran without a disclaimer,3136,3
117643808033068,John Brandt - SF,John Brandt - SF,3135,19
100857642031055,Stem på Steffen Damborg til NRGi-valg,Steffen Damborg,3132,24
112737493973325,Sune Nors Glad - SF Slagelse,Socialistisk Folkeparti,3132,19
2266194023393170,Jino Victoria Doabi,Nouha El-Mouaki,3131,25
209150962290636,Renate Hendriksen - Danmarksdemokraterne,Renate Hendriksen - Danmarksdemokraterne,3130,4
216095383768438,Jesper Blomberg DF,Jesper Blomberg DF,3128,12
106068555605916,Søren Regenberg,Søren Regenberg,3124,26
334364090338587,Venstre - Vordingborg kommune,Venstres kommuneforening Vordingborg,3122,7
223861641419981,"Master in Management of Technology, Aalborg Universitet",These ads ran without a disclaimer,3122,1
101096835441561,Ole B.,Ole B.,3121,16
104136822054317,"Helle Lethmar, Politiker",Socialdemokratiet,3120,3
350212595109738,Venstre Struer,Poulsen Flemming,3117,12
169938849689771,Ane Halsboe-Jørgensen,These ads ran without a disclaimer,3115,7
1695889637360770,Hempire,These ads ran without a disclaimer,3111,22
1829972677264290,Enhedslisten  Frederikshavn - Læsø,Ostergaard Rasmus Falck,3109,8
108653361094548,Kræftbørn,CurlAID,3107,4
2195191114073865,TAKT,These ads ran without a disclaimer,3106,1
625627244117661,SF Esbjerg,SF Esbjerg,3106,36
789524734430298,Lyreco Danmark,These ads ran without a disclaimer,3104,9
107977080940140,Jonas Møller Simonsen,Jonas Moller Simonsen,3103,16
200765843356728,REO,Ren Energioplysning,3100,7
100392778767125,Lykke Rømer- Byrådskandidat for SF Køge,Lykke Rømer,3096,22
110037432525584,Demokraatit,These ads ran without a disclaimer,3080,12
113293562698846,René Fjeldsøe Sørensen - Guldborgsundlisten,René Fjeldsøe Sørensen,3078,8
314962322593667,Birgitte Bergman,These ads ran without a disclaimer,3076,5
255662998253921,Nils Sjøberg,Radikale Venstre Sønderborg,3073,7
115614388597922,Socialdemokratiet i Middelfart Kommune,Christiansen Finn Ole,3072,20
174887643104,Sisse Marie Welling,These ads ran without a disclaimer,3072,7
