Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
104246777788668,Desert Greenforming,These ads ran without a disclaimer,≤100,1
101773465938136,Fit for 55 - Explained,These ads ran without a disclaimer,≤100,1
103521741815401,AmericansPower,These ads ran without a disclaimer,≤100,1
100886268266395,SimulaM,These ads ran without a disclaimer,≤100,1
103618791089688,Luminous Terrace,These ads ran without a disclaimer,≤100,3
100789808330465,DORCO Global,These ads ran without a disclaimer,≤100,5
101279972995711,Hовости Дня,These ads ran without a disclaimer,≤100,2
110638707738658,Murersvendenes Brancheklub i København,These ads ran without a disclaimer,≤100,1
565271553609777,Tommy Degn - DF,These ads ran without a disclaimer,≤100,1
321655821036870,خالد شهاب الدين,These ads ran without a disclaimer,≤100,1
106331474473738,Esport Mobile,These ads ran without a disclaimer,≤100,1
108808791414494,Techzs EWE,These ads ran without a disclaimer,≤100,1
611456305695768,KD Køge Bugt,These ads ran without a disclaimer,≤100,1
2140358022716889,Camping Outdoor Danmark,These ads ran without a disclaimer,≤100,1
111969398555528,События Дня,These ads ran without a disclaimer,≤100,1
239625156180334,POPism,These ads ran without a disclaimer,≤100,1
158887400816820,SAP Sports & Entertainment,These ads ran without a disclaimer,≤100,1
105176875616885,the_nordic_seeress,These ads ran without a disclaimer,≤100,1
116989810428384,Entertainment Spotlight,These ads ran without a disclaimer,≤100,3
115619300086317,"Smart Translator - OCR, photo-1",These ads ran without a disclaimer,≤100,1
409665236257906,My H20n,These ads ran without a disclaimer,≤100,5
130932298379834,Dreame-wz,These ads ran without a disclaimer,≤100,1
2221080737914155,OnMyMind,These ads ran without a disclaimer,≤100,2
103857571884338,Bavogo,These ads ran without a disclaimer,≤100,2
103950772089766,The Goat Vibe,These ads ran without a disclaimer,≤100,1
100836626142844,Good Team,These ads ran without a disclaimer,≤100,1
100964178937872,hamed.karam1,These ads ran without a disclaimer,≤100,1
111838538209430,Globe-green.de,These ads ran without a disclaimer,≤100,1
195047610583003,Ehem. MEP Josef Weidenholzer,These ads ran without a disclaimer,≤100,2
112904854361065,Evo Group,These ads ran without a disclaimer,≤100,1
519027051956822,Customcuff,These ads ran without a disclaimer,≤100,2
100900028867155,I'm Not Your Enemy,These ads ran without a disclaimer,≤100,1
21987463952,McKinsey & Company,These ads ran without a disclaimer,≤100,4
110220890585105,Moohenbus,These ads ran without a disclaimer,≤100,1
104976842228217,Новости Дня,These ads ran without a disclaimer,≤100,1
154672365241037,Help for Ukrainian families,These ads ran without a disclaimer,≤100,2
615040838898606,Angry Birds Dream Blast,These ads ran without a disclaimer,≤100,1
160630887998827,Let Them Live,These ads ran without a disclaimer,≤100,3
649241958441407,Akademia Budownictwa Zeroemisyjnego,These ads ran without a disclaimer,≤100,1
693989260665193,Ghana Venskab,These ads ran without a disclaimer,≤100,1
115248570762405,Новости Дня,These ads ran without a disclaimer,≤100,4
340621956038178,Henrik Sørensen - Det Konservative Folkeparti,These ads ran without a disclaimer,≤100,1
100481271424715,Freelancer Jo Anne,These ads ran without a disclaimer,≤100,1
296231977397590,Iamrunbox,These ads ran without a disclaimer,≤100,1
344055505448945,События Сегодня,These ads ran without a disclaimer,≤100,2
131169181232,VOGUE JAPAN,These ads ran without a disclaimer,≤100,2
40317581032,Vueling,These ads ran without a disclaimer,≤100,2
719796491812437,Oy Prevex Ab,These ads ran without a disclaimer,≤100,5
1249630708423717,MUNER Motorvehicle University of Emilia-Romagna,These ads ran without a disclaimer,≤100,6
1963942027266663,Arcticus,These ads ran without a disclaimer,≤100,1
113335433357256,Ecosystems2030,These ads ran without a disclaimer,≤100,1
164810256936260,evangelischer-widerstand,These ads ran without a disclaimer,≤100,4
143343372342755,SKYLOTEC,These ads ran without a disclaimer,≤100,1
139279088075,Startup Commons,These ads ran without a disclaimer,≤100,2
118220611666850,Audioteka.lt,These ads ran without a disclaimer,≤100,4
529955580364212,SMA International,These ads ran without a disclaimer,≤100,8
109064288057391,camillo_calm_art,These ads ran without a disclaimer,≤100,1
104667701959793,Peer Justesen DF-kandidat KV21 Kalundborg Kommune,These ads ran without a disclaimer,≤100,1
291027478289432,Flere Med,These ads ran without a disclaimer,≤100,1
292986314092493,Dispenser Amenities,These ads ran without a disclaimer,≤100,4
2296590907066859,Przekrój Magazine,These ads ran without a disclaimer,≤100,4
843727425704873,Dejorge Patricio,These ads ran without a disclaimer,≤100,4
100206963025336,О Главном,These ads ran without a disclaimer,≤100,1
111214774079796,birthisceremony,These ads ran without a disclaimer,≤100,2
2304645696263363,Straw Of Steel,These ads ran without a disclaimer,≤100,4
1121885121253892,Esben Hedeager,These ads ran without a disclaimer,≤100,2
522880301107677,Enhedslisten Midtjylland,These ads ran without a disclaimer,≤100,1
542309695802789,International Tiger Project,These ads ran without a disclaimer,≤100,1
173930185985221,Museet for Samtidskunst,These ads ran without a disclaimer,≤100,1
107462838344639,Bettinas politikside - test,Bettina Rübner,≤100,1
103211952066425,The Pineapple,These ads ran without a disclaimer,≤100,2
107647731192762,Valuk,These ads ran without a disclaimer,≤100,1
105114185150807,Swedish Film Institute,These ads ran without a disclaimer,≤100,1
118303650076919,Liberty For LGBTQ,These ads ran without a disclaimer,≤100,8
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,13
645454272560971,Identiq,These ads ran without a disclaimer,≤100,4
700747296703613,New York Times Events,These ads ran without a disclaimer,≤100,1
402135246306304,sami_.xn5,These ads ran without a disclaimer,≤100,1
101429471956531,100061453803508 1,These ads ran without a disclaimer,≤100,2
110593377399735,Best Cartoons,These ads ran without a disclaimer,≤100,1
110175461161204,Green Sailing Greece,These ads ran without a disclaimer,≤100,2
102897375582862,Caminovela,These ads ran without a disclaimer,≤100,2
102433602310293,РБK Новости,These ads ran without a disclaimer,≤100,1
101524032456582,Jammidodger,These ads ran without a disclaimer,≤100,6
108452731838045,RecoveryNice-UK,These ads ran without a disclaimer,≤100,5
1181588521857104,Alibaba Cloud,These ads ran without a disclaimer,≤100,6
112429931104754,OrlenTrade,These ads ran without a disclaimer,≤100,1
103797059111719,Verdi Manilo,These ads ran without a disclaimer,≤100,1
108448478840312,Clove-jewelry.cj,These ads ran without a disclaimer,≤100,2
1986751961549256,SVTV Network,These ads ran without a disclaimer,≤100,4
448281071877305,Geoengineering Watch,These ads ran without a disclaimer,≤100,4
104477162237819,World News,These ads ran without a disclaimer,≤100,2
114279545092658,The Quiz Collective,These ads ran without a disclaimer,≤100,4
108074278645185,Allergi Aret,These ads ran without a disclaimer,≤100,3
110273638831026,Brain Boost,These ads ran without a disclaimer,≤100,1
1868765246771155,營養師 張語希,These ads ran without a disclaimer,≤100,1
114807996561805,adviice_bett,These ads ran without a disclaimer,≤100,4
1914785225460488,History All Day,These ads ran without a disclaimer,≤100,1
124284544097797,Met_Bon,These ads ran without a disclaimer,≤100,1
103462845695873,Κοмaндa Ηaвaльнοгο,These ads ran without a disclaimer,≤100,1
101956259655462,ABG GHOU,These ads ran without a disclaimer,≤100,1
100203875789081,Retell App,These ads ran without a disclaimer,≤100,1
103619018031191,Trend Property Masa Kini,These ads ran without a disclaimer,≤100,3
112082141132054,Nordic Social Promo & Nsppd Issuer,These ads ran without a disclaimer,≤100,1
105524878452342,Jesper Greth - Borgmester,These ads ran without a disclaimer,≤100,1
59678478979,OSCE – The Organization for Security and Co-operation in Europe,These ads ran without a disclaimer,≤100,2
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,≤100,2
102527209215235,Most Active,These ads ran without a disclaimer,≤100,5
110234347310543,Igreja de Quiriate-IESA,These ads ran without a disclaimer,≤100,1
635417983267569,Føroya Arbeiðarafelag,These ads ran without a disclaimer,≤100,2
103065135241321,A Cat's Life,These ads ran without a disclaimer,≤100,1
510776365606236,HAPPY SiNKS,These ads ran without a disclaimer,≤100,1
105175994560064,OCRE,These ads ran without a disclaimer,≤100,4
27483848246,Giro d'Italia,These ads ran without a disclaimer,≤100,1
115997651532332,Koolls7,These ads ran without a disclaimer,≤100,1
102767259461496,Info Sphere,These ads ran without a disclaimer,≤100,1
0,Instagram User 1211870412,These ads ran without a disclaimer,≤100,1
110784920425401,Ecohotel el Agua,These ads ran without a disclaimer,≤100,1
103766278329346,fatinharamos,These ads ran without a disclaimer,≤100,10
108480170626450,Five Four Communications,These ads ran without a disclaimer,≤100,1
103323051520359,NextClima,These ads ran without a disclaimer,≤100,4
105575195043052,History101 Stories,These ads ran without a disclaimer,≤100,5
582971565080979,Restaurant Bind,These ads ran without a disclaimer,≤100,1
107227481075527,ema_thecorgi,These ads ran without a disclaimer,≤100,2
100553324882964,Theresa Berg Andersen,These ads ran without a disclaimer,≤100,3
101956694745245,المركز العربي الدنماركي للثقافة والفنون والاعلام,These ads ran without a disclaimer,≤100,1
101357505080353,Kandidat Vibeke Westh,These ads ran without a disclaimer,≤100,1
101873078682191,Madkareten,These ads ran without a disclaimer,≤100,1
1843243672584912,Dansk Folkeparti Sønderborg,These ads ran without a disclaimer,≤100,1
109986351868062,ridvan_bade,These ads ran without a disclaimer,≤100,9
107173698926440,Rindiendo en casa,These ads ran without a disclaimer,≤100,10
1559901027613381,TRT World,These ads ran without a disclaimer,≤100,20
103884541751162,naturrefugium,These ads ran without a disclaimer,≤100,1
676185122472778,Agtrup Plast ApS,These ads ran without a disclaimer,≤100,1
0,Instagram User 51054149,These ads ran without a disclaimer,≤100,1
105360958907158,Profit Pioneers,These ads ran without a disclaimer,≤100,2
102853206050540,Aktualne programy,These ads ran without a disclaimer,≤100,1
130156563510582,Euro News,These ads ran without a disclaimer,≤100,1
140965502635514,РБК,These ads ran without a disclaimer,≤100,6
209945362405121,Gaurav Gupta,These ads ran without a disclaimer,≤100,2
100120512840618,BYD Europe,These ads ran without a disclaimer,≤100,1
101668682611759,Благодійний фонд A36,These ads ran without a disclaimer,≤100,1
468697149869823,Diageo Bar Academy,These ads ran without a disclaimer,≤100,6
120226814692997,Tikkun Global Family,These ads ran without a disclaimer,≤100,2
234514120351834,Straarup & Co,These ads ran without a disclaimer,≤100,1
392065934160007,Emilia van Hauen,These ads ran without a disclaimer,≤100,1
106431021810573,Studio by the Seaside,These ads ran without a disclaimer,≤100,4
1445193292374618,Cexxyhair,These ads ran without a disclaimer,≤100,2
198283316960686,Masters of Calm,These ads ran without a disclaimer,≤100,1
109237818553531,Yaya Toute,These ads ran without a disclaimer,≤100,2
105821778967864,Start Today,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,2
115297538177795,Новости Дня,These ads ran without a disclaimer,≤100,1
638067349584033,منظمة بنيان - Bonyan Organization,These ads ran without a disclaimer,≤100,1
132081383503163,Autodesk,These ads ran without a disclaimer,≤100,1
100162816151619,Fekoili Panioli,These ads ran without a disclaimer,≤100,2
105910042207806,Mark Smith,These ads ran without a disclaimer,≤100,5
398203261803,Hildebrand Project,These ads ran without a disclaimer,≤100,2
100388912778294,Alisiya Polka,These ads ran without a disclaimer,≤100,2
351244834736685,Conquer Countries,These ads ran without a disclaimer,≤100,2
108359281869808,Alto Great,These ads ran without a disclaimer,≤100,1
102491064831212,I can't,These ads ran without a disclaimer,≤100,3
100336622750142,DW Новости,These ads ran without a disclaimer,≤100,1
112498957731101,Paint by number deals,These ads ran without a disclaimer,≤100,2
118449001693410,Genius.Space,These ads ran without a disclaimer,≤100,2
1496330043948674,InsideRisk,These ads ran without a disclaimer,≤100,2
621796664656835,Ina ng Novaliches,These ads ran without a disclaimer,≤100,1
166618413413767,Jay Sekulow,American Center for Law and Justice,≤100,1
111097380359111,Sun Blossom Jewels,These ads ran without a disclaimer,≤100,8
500998506604927,Čínský rozhlas pro zahraničí,These ads ran without a disclaimer,≤100,4
109997185688716,Fulbright Ukraine,These ads ran without a disclaimer,≤100,1
107831435421935,Day Generation,These ads ran without a disclaimer,≤100,1
101608175018231,Strategia na rzecz sukcesu,These ads ran without a disclaimer,≤100,2
490153494688705,Aisha Usman,These ads ran without a disclaimer,≤100,7
462018777253886,UFC Fight Pass,These ads ran without a disclaimer,≤100,2
175064477474560,Great Romanum,These ads ran without a disclaimer,≤100,7
102207552798601,Youth clicks,These ads ran without a disclaimer,≤100,8
2233516833543406,Психолог-практик Белова Инна,These ads ran without a disclaimer,≤100,1
551910338666108,Tomo,These ads ran without a disclaimer,≤100,15
106085621065018,Personal Purifier,These ads ran without a disclaimer,≤100,1
103914638522503,Lyngs Auto,These ads ran without a disclaimer,≤100,1
282916375714746,Aarhus Geoscience,These ads ran without a disclaimer,≤100,1
100765026109468,Aminaa,These ads ran without a disclaimer,≤100,2
1671504553127398,HARDI,These ads ran without a disclaimer,≤100,1
107733908291729,iCURVEE,These ads ran without a disclaimer,≤100,1
105430098602309,Mental Talk,These ads ran without a disclaimer,≤100,1
562409717533782,S4C.news - Stand for Christians,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,81
114760121922747,Rockpanel,These ads ran without a disclaimer,≤100,1
144709575593854,EESC - European Economic and Social Committee,These ads ran without a disclaimer,≤100,3
56548319325,IESE Business School,These ads ran without a disclaimer,≤100,1
105723359008847,Solar jobs,These ads ran without a disclaimer,≤100,2
779926652399023,Namur Brand,These ads ran without a disclaimer,≤100,2
25480500554,BRAC,These ads ran without a disclaimer,≤100,6
371233590081972,TechDogs,These ads ran without a disclaimer,≤100,2
1492301517467484,Vivi Nør Jacobsen,These ads ran without a disclaimer,≤100,2
138242759561288,Engineers Without Borders Sweden / Ingenjörer utan gränser,These ads ran without a disclaimer,≤100,1
348773265323533,Pure Air Zone,These ads ran without a disclaimer,≤100,2
1704966443146643,Andreas Photography,These ads ran without a disclaimer,≤100,3
1405355586351630,Carlsbergfondet,These ads ran without a disclaimer,≤100,1
157155707643424,The Nordic Africa Institute,These ads ran without a disclaimer,≤100,1
385817508432506,Onelaw Agency,These ads ran without a disclaimer,≤100,1
110052982802990,Warp Institute,These ads ran without a disclaimer,≤100,3
417272949055832,ChemSec,These ads ran without a disclaimer,≤100,1
973882249325360,Lokallisten Jammerbugt,These ads ran without a disclaimer,≤100,1
389225655041971,True Act,These ads ran without a disclaimer,≤100,1
961309090593857,Typewrites,These ads ran without a disclaimer,≤100,1
100857642031055,Stem på Steffen Damborg til NRGi-valg,These ads ran without a disclaimer,≤100,1
130772714218971,Lace Laboratory,These ads ran without a disclaimer,≤100,4
109500132086017,woman.life.freedom.sweden,These ads ran without a disclaimer,≤100,1
106760364491229,Association for International Aid and Support for Belarus,These ads ran without a disclaimer,≤100,2
103654748737815,Per Nyborg,These ads ran without a disclaimer,≤100,1
1573027723018021,Omid Mahmoudi,These ads ran without a disclaimer,≤100,1
1691693781113337,Bardo Methodology,These ads ran without a disclaimer,≤100,1
109385927373278,OdakDünyam,These ads ran without a disclaimer,≤100,1
538885042915771,Svenska samlarprodukter AB,These ads ran without a disclaimer,≤100,2
101879416138374,remedyhealthclub,These ads ran without a disclaimer,≤100,1
100508796392247,National Board of Trade Sweden,These ads ran without a disclaimer,≤100,1
325295930950194,Business Park Nord - Mulighedernes hus,These ads ran without a disclaimer,≤100,1
0,Instagram User 5196589129,These ads ran without a disclaimer,≤100,2
328715280816383,Thy-Mors LigeHer.nu,These ads ran without a disclaimer,≤100,1
992162877621131,HK för ett bättre klimat,These ads ran without a disclaimer,≤100,1
590013651461219,Crowd1 Global Future,These ads ran without a disclaimer,≤100,1
589596714385323,Ninetone,These ads ran without a disclaimer,≤100,1
103540429179362,События 24,These ads ran without a disclaimer,≤100,1
810218512676407,mariellehhansen,These ads ran without a disclaimer,≤100,2
492334564253738,Мастерская коучинга и тренинга Леонида Кроля,These ads ran without a disclaimer,≤100,1
730269660417600,Varrak Mental Health Counselling & Coaching,These ads ran without a disclaimer,≤100,1
548293591914490,Business for Peace Foundation,These ads ran without a disclaimer,≤100,1
1487644254700251,Einar Schau,These ads ran without a disclaimer,≤100,1
111072326973671,Dimeq,These ads ran without a disclaimer,≤100,1
132095393514098,Sorze4,These ads ran without a disclaimer,≤100,1
62200804417,Gunhild Seim Music,These ads ran without a disclaimer,≤100,1
1039165992926917,Traveler from Japan,These ads ran without a disclaimer,≤100,2
708884412498262,Piemonte Girl,These ads ran without a disclaimer,≤100,1
1301838646507775,LuckyBomb Casino Slots,These ads ran without a disclaimer,≤100,1
515246805184076,RBLS,These ads ran without a disclaimer,≤100,1
128626113897734,Norges Kristne Råd,These ads ran without a disclaimer,≤100,1
140576599444211,danbolig Odense C,These ads ran without a disclaimer,≤100,1
506643986029813,Peace Research Institute Oslo (PRIO),These ads ran without a disclaimer,≤100,1
162387543615491,Коротко о главном,These ads ran without a disclaimer,≤100,1
130782580270490,Highride,These ads ran without a disclaimer,≤100,1
274168134435632,Jens-Christian Navarro Poulsen,These ads ran without a disclaimer,≤100,1
115146814795516,Ира Самсонова,These ads ran without a disclaimer,≤100,1
206197753093706,AmazingTalker,These ads ran without a disclaimer,≤100,3
105637775242917,青丘文化 Green Hills Publishing House,These ads ran without a disclaimer,≤100,1
101740135173193,Astoria Homes,These ads ran without a disclaimer,≤100,4
380411015334757,Charlotte Kjær,These ads ran without a disclaimer,≤100,1
255798081709264,Papua West,These ads ran without a disclaimer,≤100,1
111286743898599,SAM Marine Services Group,These ads ran without a disclaimer,≤100,1
299703420495558,Claus Kjeldsen,These ads ran without a disclaimer,≤100,1
176909522867847,Majbritt Iversen Venstre Hallund KV 2021,These ads ran without a disclaimer,≤100,1
102836641897493,MoNovel,These ads ran without a disclaimer,≤100,2
106317972442044,CMG Weekly US,These ads ran without a disclaimer,≤100,2
120780399775512,Pk news,These ads ran without a disclaimer,≤100,1
336054209589110,Exactrendy+36,These ads ran without a disclaimer,≤100,3
1645690099036978,Lilian Dinma,These ads ran without a disclaimer,≤100,1
279581679340572,Master Chef Universal,These ads ran without a disclaimer,≤100,6
603759283041700,Test Innovators,These ads ran without a disclaimer,≤100,3
115121024788993,Bio government,These ads ran without a disclaimer,≤100,1
1007951685928848,Real Vision,These ads ran without a disclaimer,≤100,12
286245391905898,Persobee,These ads ran without a disclaimer,≤100,1
288913191973417,Kitchen Toolkits,These ads ran without a disclaimer,≤100,3
1886118324803203,Мировые новости,These ads ran without a disclaimer,≤100,1
126571939696,The National Fragile X Foundation,National Fragile X Foundation,≤100,1
206454762888,Nashville Rescue Mission,Nashville Rescue Mission,≤100,1
1004085316445733,Chew 4 You,Chew 4 You,≤100,1
102629442614354,Day Black,These ads ran without a disclaimer,≤100,2
102142879130433,Sunshine ZZ,These ads ran without a disclaimer,≤100,2
108776415484952,Новости дня,These ads ran without a disclaimer,≤100,1
161412402684184,Ounijshop,These ads ran without a disclaimer,≤100,1
113453961372983,TeslaM,These ads ran without a disclaimer,≤100,2
102863587744303,Plantalist,These ads ran without a disclaimer,≤100,1
107562341786061,Dov Stories,These ads ran without a disclaimer,≤100,2
2079991985390610,Vusal abdullayev,These ads ran without a disclaimer,≤100,1
1435324283437974,Veda Центр c Валентином Даценко,These ads ran without a disclaimer,≤100,1
127836261453,Liberty - New York Water,New York American Water,≤100,2
378378255568881,Prizeo,These ads ran without a disclaimer,≤100,4
105068988430553,Carbon Credits,These ads ran without a disclaimer,≤100,5
289741017545569,ТRТ 1,These ads ran without a disclaimer,≤100,1
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,5
178355362032581,Daily fun magazine,These ads ran without a disclaimer,≤100,1
991373420956059,Денис Байгужин. Я выдаю девушек замуж,These ads ran without a disclaimer,≤100,6
1311844078860096,Sascha Faxe,Alternativet,≤100,1
108638637547456,Martin Iversen,These ads ran without a disclaimer,≤100,2
103153408902194,Krudtteltet - Odense Congress Center,These ads ran without a disclaimer,≤100,1
108280805945759,JRS Romania,These ads ran without a disclaimer,≤100,1
459169184282776,KRUK Romania,These ads ran without a disclaimer,≤100,1
110492602019675,EU - News,These ads ran without a disclaimer,≤100,1
2086704258277112,VIRE,These ads ran without a disclaimer,≤100,3
805599286149620,GOLD Midwifery Online Conference,These ads ran without a disclaimer,≤100,2
127495377330937,Himmelev Gymnasium,These ads ran without a disclaimer,≤100,1
244192865606024,People in Need,These ads ran without a disclaimer,≤100,11
101145642588376,Niels Grønlund,These ads ran without a disclaimer,≤100,1
92918963674,Unicorn University,These ads ran without a disclaimer,≤100,4
103924614869749,ChargeUp - EV charging solution,These ads ran without a disclaimer,≤100,2
1394543397447601,EASA Applied Anthropology Network,These ads ran without a disclaimer,≤100,1
451033721772549,Artinii,These ads ran without a disclaimer,≤100,2
204213840218405,Prague Media Point,These ads ran without a disclaimer,≤100,4
102454185160443,Toftlund Fjernvarme,These ads ran without a disclaimer,≤100,1
1017490151713022,ICOM General Conference,These ads ran without a disclaimer,≤100,2
220033616097919,YoggArtish,These ads ran without a disclaimer,≤100,1
102722405954081,red.eye.world,These ads ran without a disclaimer,≤100,1
172348652806226,DEKRA,These ads ran without a disclaimer,≤100,4
283294386329,Steven Van Belleghem,These ads ran without a disclaimer,≤100,2
111131098177941,Help Ukraine,These ads ran without a disclaimer,≤100,2
163464683526692,Срочные Новости,These ads ran without a disclaimer,≤100,3
109632468597379,Big News,These ads ran without a disclaimer,≤100,2
101609428445024,Katrine Skov-Hansen - Alternativet,These ads ran without a disclaimer,≤100,1
608887432806104,Ali Qais,These ads ran without a disclaimer,≤100,2
106133105609496,Tеslа,These ads ran without a disclaimer,≤100,1
103988259119799,European newss,These ads ran without a disclaimer,≤100,1
109247550460321,Mind the Democracy,These ads ran without a disclaimer,≤100,1
107209068619151,Știrile Pe Care Nu Le Vezi La TV,These ads ran without a disclaimer,≤100,2
173794866040315,Implement Consulting Group,These ads ran without a disclaimer,≤100,1
227642364102648,Luka & Jenalyn,These ads ran without a disclaimer,≤100,8
103964088904105,OffHok,These ads ran without a disclaimer,≤100,1
498974627160204,Anja Birch Alsøer - Medlem af Morsø kommunalbestyrelse,These ads ran without a disclaimer,≤100,1
802090139805877,Tony Marioghae,These ads ran without a disclaimer,≤100,37
400681537059614,newonce,These ads ran without a disclaimer,≤100,5
470801339766297,Antek Korzeniowski,These ads ran without a disclaimer,≤100,4
106577821136598,VORES Kommune - LTK,These ads ran without a disclaimer,≤100,1
1000420426715124,NGU FR,These ads ran without a disclaimer,≤100,2
226252737238136,Thai-police,These ads ran without a disclaimer,≤100,1
105967804192239,Giv uhelbredeligt syge bedre adgang til eksperiment behandling,These ads ran without a disclaimer,≤100,1
675106226337397,Life Proof Lab,These ads ran without a disclaimer,≤100,9
102386009265966,Aline Antunes,These ads ran without a disclaimer,≤100,5
188789377812793,Kongsberg Gruppen,These ads ran without a disclaimer,≤100,6
1981056668792891,MM2H Club,These ads ran without a disclaimer,≤100,1
507559565962956,KFUM's Sociale Arbejde,These ads ran without a disclaimer,≤100,2
168510039860513,Det Sker i Randers,These ads ran without a disclaimer,≤100,1
250621165095616,Peter Poulsen,These ads ran without a disclaimer,≤100,1
1668962933352995,Viden på Tværs,These ads ran without a disclaimer,≤100,2
1208673345910355,Frit Fjerkræ,These ads ran without a disclaimer,≤100,1
495360077952675,Lilliclove Lifestyle Store,These ads ran without a disclaimer,≤100,3
210360613174244,Penny’s Voice,These ads ran without a disclaimer,≤100,1
103659765532260,華夏focus,These ads ran without a disclaimer,≤100,13
110630077348843,Suesschen.com,These ads ran without a disclaimer,≤100,1
213755342685261,CLED,These ads ran without a disclaimer,≤100,1
117730514578220,Наши в Европе,These ads ran without a disclaimer,≤100,1
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100,1
350097562443914,Hippie Souls - Amzitee,These ads ran without a disclaimer,≤100,3
341989783913127,Flemming Skærbæk Byrådskandidat,These ads ran without a disclaimer,≤100,1
127276773973529,SEVA FOUNDATION,These ads ran without a disclaimer,≤100,1
206675229952663,"Відпочинковий комплекс ""Отаман""",These ads ran without a disclaimer,≤100,6
106712808491049,Travelpedia,These ads ran without a disclaimer,≤100,4
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,53
234535423558415,CGTN App,These ads ran without a disclaimer,≤100,2
105474945042875,Mission:JOY,These ads ran without a disclaimer,≤100,2
103830825583666,Keep Peace,These ads ran without a disclaimer,≤100,15
101696396580872,Plan International Pilipinas,These ads ran without a disclaimer,≤100,6
1279518315502371,Frisør Lulu Nuuk,These ads ran without a disclaimer,≤100,1
104937981825178,Kristian Egebæk i Sorø Kommmunalbestyrelse.,These ads ran without a disclaimer,≤100,1
103874475587980,Hinvegin,These ads ran without a disclaimer,≤100,1
101717949400657,Discover All Goods,These ads ran without a disclaimer,≤100,1
106891681824425,Land MDPI,These ads ran without a disclaimer,≤100,1
1761755333870464,Min Boligforening,These ads ran without a disclaimer,≤100,2
106822840697043,Inger Støjberg som statsminister,These ads ran without a disclaimer,≤100,1
238281056307741,Bo Skov Johansen,These ads ran without a disclaimer,≤100,2
110749911421363,Henrik Sloth - Kommunalvalg,These ads ran without a disclaimer,≤100,2
1510558112582964,Вірне Рішення,These ads ran without a disclaimer,≤100,1
142698495824224,Morristown Vineyards,These ads ran without a disclaimer,≤100,4
100106918464082,Tissue Online North America,These ads ran without a disclaimer,≤100,22
111889044486117,Sebastian Korda,These ads ran without a disclaimer,≤100,2
102263001696586,גרין אקדמי- בית ספר מקוון ללימודי קיימות וסביבה,These ads ran without a disclaimer,≤100,1
1470123676635866,User.com,These ads ran without a disclaimer,≤100,1
102587928903344,Julii - The Boardgame,These ads ran without a disclaimer,≤100,1
114973231566708,24EU FN,These ads ran without a disclaimer,≤100,1
486137054784694,Enhedslisten Skanderborg,These ads ran without a disclaimer,≤100,1
184409111610171,International Construction,These ads ran without a disclaimer,≤100,1
115142103207378,Dataswift,These ads ran without a disclaimer,≤100,1
2128264607300582,Purple Angel,These ads ran without a disclaimer,≤100,1
100586201896998,Decarb Connect,These ads ran without a disclaimer,≤100,3
243687655655793,OPUMO,These ads ran without a disclaimer,≤100,3
113282181277031,Crispy Zebra,These ads ran without a disclaimer,≤100,2
105190875049129,Edison Group,These ads ran without a disclaimer,≤100,6
42469203122,Principality of Sealand,These ads ran without a disclaimer,≤100,1
159164110761833,Parkinson's Europe,These ads ran without a disclaimer,≤100,1
1198498803640966,The East Gate,These ads ran without a disclaimer,≤100,10
80161254850,European Youth Forum,These ads ran without a disclaimer,≤100,1
111705295179070,Новости Дня,These ads ran without a disclaimer,≤100,1
474314055968372,fischer group,These ads ran without a disclaimer,≤100,1
116941867957052,Rotonjo,These ads ran without a disclaimer,≤100,2
104412382315840,fit4manhood,These ads ran without a disclaimer,≤100,1
359604667445161,TWV Group,These ads ran without a disclaimer,≤100,4
210741119863705,Climate- science. press,These ads ran without a disclaimer,≤100,2
113096180494419,Art Ally,These ads ran without a disclaimer,≤100,1
575176599330958,Raphaela Gromes,These ads ran without a disclaimer,≤100,1
447828135241448,Mente Poderosa,These ads ran without a disclaimer,≤100,1
161859689003114,Eva Maltese,These ads ran without a disclaimer,≤100,1
523743974671830,Proutist Universal,These ads ran without a disclaimer,≤100,3
562919117119873,Bärenreiter-Verlag,These ads ran without a disclaimer,≤100,1
389280808172899,GAîA,These ads ran without a disclaimer,≤100,4
296333200563687,Nørresundby Kirke,These ads ran without a disclaimer,≤100,1
705379076175718,Cocolabe Pets,These ads ran without a disclaimer,≤100,1
196586557019555,CPA Australia,These ads ran without a disclaimer,≤100,2
108597060484461,Oksana Litvintseva,These ads ran without a disclaimer,≤100,1
101125488417682,trineryttertravels,These ads ran without a disclaimer,≤100,1
1436644673227394,Lone E. Ravn,These ads ran without a disclaimer,≤100,1
1222967887793900,Søren Windell,These ads ran without a disclaimer,≤100,1
114534984581635,P-Pal,These ads ran without a disclaimer,≤100,1
272391440246842,Radu Dalas,These ads ran without a disclaimer,≤100,1
