Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
114251193649128,مهندس/ أحمد الشناوى. عمدة - نفيا -مركزطنطا,These ads ran without a disclaimer,≤100,1
112274656786681,中国驻埃及大使馆السفارة الصينية في مصر,These ads ran without a disclaimer,≤100,1
111801627201143,ازرع صح,These ads ran without a disclaimer,≤100,1
100625176351345,هيثم النحاس - Haitham Elnahas,Yousef Sayed,≤100,1
110283982161527,Ashraf Elhussiny,These ads ran without a disclaimer,≤100,3
101834588855259,Future Media Production,These ads ran without a disclaimer,≤100,6
329572543572979,مشاكل حي جنوب بورسعيد,These ads ran without a disclaimer,≤100,2
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,These ads ran without a disclaimer,≤100,1
107096734501088,النائبة منى عمر عضو مجلس النواب,These ads ran without a disclaimer,≤100,2
222801630909735,Echoes Of Palestine,These ads ran without a disclaimer,≤100,77
111549645304358,محمد مهيب,These ads ran without a disclaimer,≤100,7
185771248113677,Etihad Airways,These ads ran without a disclaimer,≤100,2
303990426130667,Mountain View Egypt,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,5
100342762418085,Blessing Light’ngozi,These ads ran without a disclaimer,≤100,3
103351702555137,على جاد,These ads ran without a disclaimer,≤100,2
100197752550940,الفيوم الجمهورية الجديدة,These ads ran without a disclaimer,≤100,1
104734782138593,Climathon Egyptian Cities 2023,These ads ran without a disclaimer,≤100,1
111179784841449,ا/ محمود محمد السباعي - لغة عربية,These ads ran without a disclaimer,≤100,1
107875024877688,عبدالحميد الوزير - Abdulhamid Elwazer,These ads ran without a disclaimer,≤100,3
103575697913117,Wooden Gifts design,These ads ran without a disclaimer,≤100,1
110146681963227,Aisha Ghoneimy  عائشه غنيمي,These ads ran without a disclaimer,≤100,2
103206265260431,عادل مسعود الحناوي .  Adel Masoud,These ads ran without a disclaimer,≤100,1
101956259655462,ABG GHOU,These ads ran without a disclaimer,≤100,1
604107476364544,علاء عبدالمالك,These ads ran without a disclaimer,≤100,3
102099187951902,Waleed Ismail وليد اسماعيل ــ,These ads ran without a disclaimer,≤100,1
105018515317641,عيادة دكتور محمد عتمان لجراحة الأنف والأذن والحنجرة وتجميل الانف,These ads ran without a disclaimer,≤100,2
424856677618626,ابراهيم نظير,These ads ran without a disclaimer,≤100,3
219035737402,عربي - Al-Mashareq,These ads ran without a disclaimer,≤100,2
114886828148570,cootiffany,These ads ran without a disclaimer,≤100,2
1475457499239012,Daly AbdEl-Naby - وزير الشغل,These ads ran without a disclaimer,≤100,1
296080353583583,مشروع الوصول إلى التعليم في الريف,These ads ran without a disclaimer,≤100,1
1491025441157544,المطرب حسام الشرقاوى - Hossam ElSharkawy,These ads ran without a disclaimer,≤100,2
504676853261074,جِوار - Jewar,These ads ran without a disclaimer,≤100,2
391115044276731,Estate Waves,These ads ran without a disclaimer,≤100,3
106321962111925,taboo_empower,These ads ran without a disclaimer,≤100,2
0,Instagram User 6233744033,These ads ran without a disclaimer,≤100,2
117526240158865,fshockry,These ads ran without a disclaimer,≤100,1
293133674053323,Berlitz Egypt,These ads ran without a disclaimer,≤100,2
106105099217207,الحريه لبرودجي وعدنان الحرازي,These ads ran without a disclaimer,≤100,2
109528261687811,chamblissnation.apparel,These ads ran without a disclaimer,≤100,1
267147901797669,Superhero_Mostafa,These ads ran without a disclaimer,≤100,1
162375966959339,M9.p,These ads ran without a disclaimer,≤100,8
632228990183262,Chinesische Volkszeitung Online,These ads ran without a disclaimer,≤100,11
1559901027613381,TRT World,These ads ran without a disclaimer,≤100,4
110993327879740,دكتور محمود راشد استشاري طب وجراحه العيون,These ads ran without a disclaimer,≤100,1
107955928970492,Rana store,These ads ran without a disclaimer,≤100,1
100759212864811,محمد هادي,These ads ran without a disclaimer,≤100,1
100172246358066,Go Deal Properties,These ads ran without a disclaimer,≤100,1
162004266995281,Tanta Today,Kareem Abdelaziz,≤100,1
261053567085023,Luxary investment,These ads ran without a disclaimer,≤100,3
122708137599447,St Petersburg University in Egypt,These ads ran without a disclaimer,≤100,2
102343475976904,Hisham El Khouly - هشام الخولي,These ads ran without a disclaimer,≤100,2
342485729105130,جريدة عنب بلدي Enab Baladi,These ads ran without a disclaimer,≤100,2
107374935040593,مصطفى حميده والي لبناء الابراج الحمام,These ads ran without a disclaimer,≤100,2
117057614648542,احمد عبد الواحد,These ads ran without a disclaimer,≤100,1
112140925252702,Shadi Zidat,These ads ran without a disclaimer,≤100,2
695431800508493,GO - Make your Adventure,These ads ran without a disclaimer,≤100,1
101532389309781,Liberal Amazon,These ads ran without a disclaimer,≤100,1
111068845134181,Taher Abdullah,These ads ran without a disclaimer,≤100,1
238089534793112,النائبة هناء أنيس رزق الله - عضو مجلس النواب,These ads ran without a disclaimer,≤100,17
115025943659209,المحاسب / أحمد الحسينى رفاعى,These ads ran without a disclaimer,≤100,4
108382655257868,Capital كابيتال,These ads ran without a disclaimer,≤100,7
103895257858597,Recovery House Clinic,These ads ran without a disclaimer,≤100,1
100125519576698,ahmadaltarrah83,These ads ran without a disclaimer,≤100,1
191399134327652,aramco,These ads ran without a disclaimer,≤100,3
111036680735852,مرشح الشباب للبرلمان  /محمد ممدوح الشعار.,These ads ran without a disclaimer,≤100,3
138254799382020,أسوان تؤيد الرئيس,These ads ran without a disclaimer,≤100,3
1822631654678982,النائب/ أحمد حماد,These ads ran without a disclaimer,≤100,1
456394627897268,مؤيدي النائب محمد الحمامي,These ads ran without a disclaimer,≤100,1
106216938810127,أيوتا للإنتاج الإعلامي,These ads ran without a disclaimer,≤100,1
445412829623714,Amr Saeed,These ads ran without a disclaimer,≤100,1
831121953636879,صحيفة ليبيا الآن,These ads ran without a disclaimer,≤100,1
106869012306237,كابوس - NighTmare,These ads ran without a disclaimer,≤100,2
102006842032350,EDGE LINE - All in One,These ads ran without a disclaimer,≤100,2
231155190348988,AlHadath Alyoum - الحدث اليوم,These ads ran without a disclaimer,≤100,4
241991005667012,Boخarest Black Cafe & Restaurant,These ads ran without a disclaimer,≤100,3
342526129176907,World Maritime University - headquarters,These ads ran without a disclaimer,≤100,2
106499284712761,العاصمة الأدارية مستقبل مصر,These ads ran without a disclaimer,≤100,2
927829383900542,وزارة التخطيط والتنمية الاقتصادية,These ads ran without a disclaimer,≤100,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,2
102880171396088,TECCO Global Education,These ads ran without a disclaimer,≤100,3
100986648366616,Trainer hebatullah,These ads ran without a disclaimer,≤100,1
111802065225153,Dima El Helwe,These ads ran without a disclaimer,≤100,4
332253660978560,Zainab wedding planner,These ads ran without a disclaimer,≤100,1
101696725306448,High Towers Real estate,These ads ran without a disclaimer,≤100,1
108220154753496,Modern buildings,These ads ran without a disclaimer,≤100,1
260452651403773,عيادة الغدةالدرقية والسكر والغدد الصماء دكتور ثروت عبدالمعطى,These ads ran without a disclaimer,≤100,2
636526659805314,El Fayrouz Hospital / مستشفى الفيروز,These ads ran without a disclaimer,≤100,1
175075725700229,حركة العدل والمساواة السودانية,These ads ran without a disclaimer,≤100,2
164684326724006,Khaled Butah,These ads ran without a disclaimer,≤100,1
109658144221568,Queen limousine C&M,These ads ran without a disclaimer,≤100,2
904909399651171,Hitham Bassam&Hany Saad Eldin,These ads ran without a disclaimer,≤100,2
112134256867806,ابن عشيرى,These ads ran without a disclaimer,≤100,1
150444665607139,الحبايب للسياحة,These ads ran without a disclaimer,≤100,3
218934818138980,Icon Creations,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,5
119846241093067,الشركة العالمية للادوات المنزلية,These ads ran without a disclaimer,≤100,1
101988642419305,مشويات سرايا الالفى - مصر,These ads ran without a disclaimer,≤100,3
544994355532917,الهيئة العامة للأوقاف والشؤون الإسلامية-دولة ليبيا,These ads ran without a disclaimer,≤100,1
377494175624325,عبدالناصر الواحي - Nasser Elwahy,These ads ran without a disclaimer,≤100,2
106871370841727,Energy & Utilities,These ads ran without a disclaimer,≤100,1
104100064825235,UAE Accountability Authority,These ads ran without a disclaimer,≤100,1
1469091106705711,Trends Research & Advisory,These ads ran without a disclaimer,≤100,4
113554360005572,Dr.Rasha Abu Elezz,These ads ran without a disclaimer,≤100,2
739140606178650,ليبافيا - Libafia,These ads ran without a disclaimer,≤100,2
103399745537584,geniusjuniorsbysa,These ads ran without a disclaimer,≤100,1
180521008731895,مستشفى الهلال الاخضر بالعاشر من رمضان,These ads ran without a disclaimer,≤100,2
103607555996001,j_deniro,These ads ran without a disclaimer,≤100,3
107576325321057,أحمد عصام شعبان Ahmed Essam Shabaan,These ads ran without a disclaimer,≤100,1
108550980978340,سمسم بوك,These ads ran without a disclaimer,≤100,1
174013725800697,كن معنا,These ads ran without a disclaimer,≤100,6
111458918418709,مركز تجميل داليا سليم,These ads ran without a disclaimer,≤100,1
103825585948827,karim_alsarrag,These ads ran without a disclaimer,≤100,1
140019072522544,مكتشف مواهب الاطفال - المخرج والاعلامي بركات كويلا,These ads ran without a disclaimer,≤100,1
107795395330285,الصحوة القومية - Nationalist Revival,These ads ran without a disclaimer,≤100,2
108572049805752,Solutions factory,These ads ran without a disclaimer,≤100,1
1878290559083050,قناة شو الأخبار What's Up,These ads ran without a disclaimer,≤100,1
112381973948499,مجاهد نصار - Megahed Nassar,These ads ran without a disclaimer,≤100,1
190323790830445,الصفحة الرسمية للأستاذ منتصر منتصر,These ads ran without a disclaimer,≤100,1
100444065759459,The Renata,These ads ran without a disclaimer,≤100,3
248646855814347,CSR Arabia,These ads ran without a disclaimer,≤100,1
1373535782719383,EL DOKAN,These ads ran without a disclaimer,≤100,2
109464735176311,Egy King paper,These ads ran without a disclaimer,≤100,1
104100904916531,محمد برسيم,These ads ran without a disclaimer,≤100,2
397333233660943,Azeem Haq Music,These ads ran without a disclaimer,≤100,1
119977681096923,EngAhmad Farwati,These ads ran without a disclaimer,≤100,1
170069262861701,GazaVoice,These ads ran without a disclaimer,≤100,3
101467134535008,مؤسسة ثمار الكرمة للمساعدات  الخيرية,These ads ran without a disclaimer,≤100,1
111647145072173,محمد سعيد جويلى,These ads ran without a disclaimer,≤100,2
