Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
920812614665323,Kajuests Preview,These ads ran without a disclaimer,893,3
106225585416579,Nasụigbo Television.,These ads ran without a disclaimer,892,1
105577797752221,STMT Media,These ads ran without a disclaimer,891,2
1050900451644988,GF Adetuberu Ministries,These ads ran without a disclaimer,890,1
102163779233008,poshtraventures,These ads ran without a disclaimer,890,1
103876587742194,OKash Nigeria,These ads ran without a disclaimer,887,2
1864236940464312,Sercle Inc,These ads ran without a disclaimer,887,2
728048947616740,kinglivelihood,These ads ran without a disclaimer,886,1
227181467391877,International Budget Partnership,These ads ran without a disclaimer,886,2
2231778826855334,New Hope International School,These ads ran without a disclaimer,886,1
102650939442149,b.u.t.t.e.r.f.l.y_e.f.f.e.c.ts,These ads ran without a disclaimer,886,2
108438835174708,Apostle E. O. James,These ads ran without a disclaimer,884,1
103358515765395,mcraysgengcommunity,These ads ran without a disclaimer,882,1
301280670506800,Engage Transform,These ads ran without a disclaimer,882,3
109607364897545,Dayspring Publications,These ads ran without a disclaimer,882,2
111749858303683,North Central Agenda for Asiwaju - NCAGA,These ads ran without a disclaimer,881,1
112392523718926,boyoleko,These ads ran without a disclaimer,880,1
108271701431768,ifeanyiabraham_,These ads ran without a disclaimer,880,1
105241632325513,Reachy,These ads ran without a disclaimer,878,1
203863963755261,Buckle It Up Clips,These ads ran without a disclaimer,877,1
267791841763190,The Constituent,These ads ran without a disclaimer,877,1
116679401363112,Kelce Jam,These ads ran without a disclaimer,877,1
113230658385867,Temple Of Wealth,These ads ran without a disclaimer,876,2
113676276761425,ezepnw,These ads ran without a disclaimer,875,1
107957192282282,Baba James,These ads ran without a disclaimer,875,16
106449690734893,TeamDanga4Ododo,These ads ran without a disclaimer,874,1
116012451432485,Tonye Cole Support Network,These ads ran without a disclaimer,873,1
297904423657616,The ICIR,These ads ran without a disclaimer,872,1
887289491336788,Like Really?,These ads ran without a disclaimer,872,1
220832481274508,Premier League,These ads ran without a disclaimer,871,2
102376402591903,nworaemenike,These ads ran without a disclaimer,871,1
100399866667930,Living Impact Christian Centre - LICC,These ads ran without a disclaimer,870,1
119921809408007,Don King Media,Fawole Abiola Mary,869,1
560059824335979,Oyogovernor2019.info vote for Olorunfemi Ogunbiyi to revive OYO STATE.,These ads ran without a disclaimer,868,1
172790036203099,Emnamu Media,These ads ran without a disclaimer,867,1
134576693722549,ISYAKU.COM,These ads ran without a disclaimer,867,1
100182385184951,"Office of the  Spokesman, Ijaw Youth Council Worldwide",These ads ran without a disclaimer,866,2
105991215654092,Traditional helper worldwide,These ads ran without a disclaimer,865,1
110924988382809,eventsbyoby,These ads ran without a disclaimer,865,1
113013081398463,Christiana Igbokwe,These ads ran without a disclaimer,864,1
494371110769791,Noxie Limited,These ads ran without a disclaimer,864,1
108764635336818,Sadiq & Company,These ads ran without a disclaimer,864,1
105268685019332,사마리안퍼스 코리아,These ads ran without a disclaimer,863,2
264622040877289,Roving Naija,These ads ran without a disclaimer,863,1
731271697600731,flowlaff,These ads ran without a disclaimer,861,1
674763165900563,Larrypro,These ads ran without a disclaimer,861,1
130465418685,GISMA Business School,These ads ran without a disclaimer,859,1
110544031660373,Enjoy Love Story,These ads ran without a disclaimer,859,2
103630888928199,Amb Dr Rufai M. Danmaje,These ads ran without a disclaimer,857,2
103353382600094,Nazif Sani Harun Hleb,These ads ran without a disclaimer,857,6
101019638373915,Kemi legba comedy,These ads ran without a disclaimer,857,3
109204013997512,hairretha,These ads ran without a disclaimer,853,1
107014728957216,Wild Africa Fund,These ads ran without a disclaimer,851,1
636547153442115,Hajiya Asma'u Inuwa Yahaya,These ads ran without a disclaimer,849,1
120409417978275,Hegai & Esther Makeup Solutions,These ads ran without a disclaimer,846,1
111129445240046,Toyin Amuzu walks the talk,These ads ran without a disclaimer,845,1
699885250056642,Private Sector Health Alliance,These ads ran without a disclaimer,845,1
165999283464815,African Great Lakes Action Network (AGLAN),These ads ran without a disclaimer,845,5
109926774968672,"Shenzhen Top-Peak Electronics Co.,Ltd.",These ads ran without a disclaimer,845,2
1761682957449608,Kongossa,These ads ran without a disclaimer,840,2
1954900581440909,Youths in politics Nigeria,These ads ran without a disclaimer,840,1
1826725924272981,Comr Alili Tochukwu Chidubem,These ads ran without a disclaimer,840,1
105560411920201,Reakapp,These ads ran without a disclaimer,839,1
467096970110166,Omotoke Abosede Jamiu,These ads ran without a disclaimer,838,1
100221329674479,News Pro,These ads ran without a disclaimer,837,1
101191102680492,iam__shanjones,These ads ran without a disclaimer,835,2
415415318566640,Secret Reporters News,These ads ran without a disclaimer,835,1
109206245241466,Project 35 for PDP Taraba State,These ads ran without a disclaimer,834,4
101293258456832,MAXZY BX,These ads ran without a disclaimer,834,1
2031757680422337,Kalabari TV,These ads ran without a disclaimer,832,1
632332697110646,Divine Dynamic,These ads ran without a disclaimer,831,1
100416642693058,critic_orb,These ads ran without a disclaimer,828,1
33575580843,Microsoft Research,These ads ran without a disclaimer,826,2
110537290867442,Art by Omar Hassib,These ads ran without a disclaimer,826,1
244724525600299,Vision Africa Radio 104.1FM,Sharon Obioha,825,1
105380477804939,ImagePlus Eye Clinic,These ads ran without a disclaimer,824,1
111686968251066,Innocent Elizabeth,These ads ran without a disclaimer,822,4
106500778742497,Eke Ugochukwu,These ads ran without a disclaimer,820,1
1426949024217365,The New Arab,These ads ran without a disclaimer,819,6
104798677756191,MBM Superglobal services LTD.,These ads ran without a disclaimer,818,1
110552238313909,Zainab Abubakar Ibrahim,These ads ran without a disclaimer,817,1
108878958593501,Z£NA,These ads ran without a disclaimer,815,1
2241827319215858,Angel Zuby,These ads ran without a disclaimer,813,1
100409062593499,Team Amakazi Political Grassroot Movement-2023,These ads ran without a disclaimer,812,3
1739003612874804,Fifth Quadrant Realty,These ads ran without a disclaimer,812,1
108618325385416,beu_luxury_hair,These ads ran without a disclaimer,810,1
106591314591458,Legacies Channels,These ads ran without a disclaimer,809,1
108845893849477,Wike 4 Nigeira,These ads ran without a disclaimer,805,2
106892181994024,Osaro Onaiwu Jnr. Support Group,These ads ran without a disclaimer,803,1
107331082025195,annamariedonkor,These ads ran without a disclaimer,802,1
100628252186939,Realtor bisola j,These ads ran without a disclaimer,802,1
1923462681250830,Noak Hill Travels,These ads ran without a disclaimer,802,1
237232729813037,FIGO,These ads ran without a disclaimer,801,1
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,801,11
103239342536398,Career options,These ads ran without a disclaimer,800,1
100646575477837,Sheikh Habeebullahi Amany,These ads ran without a disclaimer,800,1
108572392033183,Babalola,These ads ran without a disclaimer,800,1
104404542562985,Baba tunde,These ads ran without a disclaimer,800,1
110975271800555,Kaduna State Bureau of Interfaith Matters,These ads ran without a disclaimer,799,4
100939374963981,janadamgadzama,These ads ran without a disclaimer,796,1
107442785262466,Minister Ayo,These ads ran without a disclaimer,795,1
589685051692607,diamondartworld_,These ads ran without a disclaimer,794,1
114707869915939,Peace Etop,These ads ran without a disclaimer,794,1
100167679428935,Nnaijafoods_ng,These ads ran without a disclaimer,794,1
1232049263643655,The Tee Jay Dan Show,These ads ran without a disclaimer,794,1
102588549427567,Home Of Richie's and Wealth,These ads ran without a disclaimer,794,5
106531742236577,pawpafrica,These ads ran without a disclaimer,793,1
20556338116,ITUC,These ads ran without a disclaimer,790,2
110580091771904,Youthsforadebayo,Olawale Millz,787,1
102040279188611,Support Ukrainians WW,These ads ran without a disclaimer,785,3
700605850145423,Mathewsview,These ads ran without a disclaimer,785,1
106635724859029,deadzgang.official,These ads ran without a disclaimer,784,1
108323065300691,suraj_santhosh_kumar,These ads ran without a disclaimer,784,4
109214440442089,officialdjwave_,These ads ran without a disclaimer,784,1
110235924954224,Bright Lens Media Network,These ads ran without a disclaimer,783,1
100916152418796,citiecaretaker,These ads ran without a disclaimer,782,1
104315712479802,Luteris.com,These ads ran without a disclaimer,781,2
111992930490254,saucibossy,These ads ran without a disclaimer,780,1
114050487063813,The mayor,These ads ran without a disclaimer,775,1
861645610591662,K-LEG News,These ads ran without a disclaimer,771,1
109475151803530,allcaringhands,These ads ran without a disclaimer,769,2
102877471454350,Kande Gao,These ads ran without a disclaimer,766,1
105678831859031,lianify,These ads ran without a disclaimer,766,1
7248739415,YOOX,These ads ran without a disclaimer,764,1
127118874027114,World Intellectual Property Organization,These ads ran without a disclaimer,764,1
113149550483106,7thavenuefoundation,These ads ran without a disclaimer,762,1
207268042645317,Macquarie Group,These ads ran without a disclaimer,761,6
101836915650800,Veritas MEDIA,These ads ran without a disclaimer,761,1
115858194740175,Untouchable Comedies,These ads ran without a disclaimer,759,2
185139171667,Daymond John,These ads ran without a disclaimer,757,4
109386214835938,ChiChi BBNaija,These ads ran without a disclaimer,751,2
111942694631837,e3homesltd,These ads ran without a disclaimer,751,1
108506578787355,Twin Ajaple,These ads ran without a disclaimer,747,2
113673387046066,m.alarammas_textiles,These ads ran without a disclaimer,745,1
109151592078454,iamadelofficial,These ads ran without a disclaimer,743,1
100201049621690,Amadi Eze,These ads ran without a disclaimer,743,1
108978058328287,Federal Govt. Grant,These ads ran without a disclaimer,743,1
100495929284700,dailyfocusnewsng,These ads ran without a disclaimer,741,1
109703231806517,JOTEX Furnitures,These ads ran without a disclaimer,741,1
288537818512030,Daapril’s kitchen,These ads ran without a disclaimer,739,1
102211979093712,EdHeroes,These ads ran without a disclaimer,739,6
109275075480139,Marketing with David,These ads ran without a disclaimer,738,1
101643048958743,Gbadebo Olamerun,These ads ran without a disclaimer,737,1
108368364135278,Mizzy Banks,These ads ran without a disclaimer,736,2
109960518354383,Presh_Nigeria,These ads ran without a disclaimer,734,2
1988655298080138,The Tales Of MARIS,These ads ran without a disclaimer,734,1
109187398481463,Peter Ndubuisi Mbah,These ads ran without a disclaimer,734,1
103004258030272,Imoh Inyangette,These ads ran without a disclaimer,731,3
108217492125662,Ebonyi APC Women's Campaign Council,These ads ran without a disclaimer,730,1
101095043361,Americans United for Life,These ads ran without a disclaimer,729,9
101824422687155,Forex Portal Africa,These ads ran without a disclaimer,729,1
104926704851373,Young Progressives party - YPP - Abia,These ads ran without a disclaimer,729,1
102345785715505,Atta-ibu Hassan Khalifa,These ads ran without a disclaimer,729,2
102126542194217,Reps Aspirants Forum -RAF,These ads ran without a disclaimer,728,3
232096183960855,Kiwivisuals,These ads ran without a disclaimer,727,1
118735623743523,ashrielmoore,These ads ran without a disclaimer,727,3
103203742445632,Amos Healthcare,These ads ran without a disclaimer,726,3
138571116207236,Jaylene Clark Owens,These ads ran without a disclaimer,725,1
110909684986215,Evangelist Samuel Outreach,These ads ran without a disclaimer,721,1
121307931254043,Econlib,These ads ran without a disclaimer,720,3
189232005248268,CTG,These ads ran without a disclaimer,720,14
104546135002549,Nike Adekunle,These ads ran without a disclaimer,720,1
1975667349129348,Kevin Ezemedolu,These ads ran without a disclaimer,720,1
101397654595015,willysempire,These ads ran without a disclaimer,718,1
110489903969367,JDL music,These ads ran without a disclaimer,718,1
100798674630290,Comr Joseph Oghenerukevwe Edegware,These ads ran without a disclaimer,718,1
106692618271168,Thrift Tee,These ads ran without a disclaimer,717,1
110736294893082,مكتبة للقوانين واللوائح والسوابق القضائية النيجيرية,These ads ran without a disclaimer,717,3
100302065107728,Andre Graphix,These ads ran without a disclaimer,717,1
106424534841973,Sterling One Foundation,These ads ran without a disclaimer,715,1
104746618437072,Treasuregodwin7,These ads ran without a disclaimer,715,2
101285087883590,Hush Homes Ltd,These ads ran without a disclaimer,715,1
105822027470135,Careen General Production Company,These ads ran without a disclaimer,710,1
1725143897749513,Mc FM,These ads ran without a disclaimer,707,1
132881333574604,Omooba Dotun Babayemi,These ads ran without a disclaimer,706,3
106511135584346,Bura-Bari Nwilo II,These ads ran without a disclaimer,706,1
110207274642734,Jinan of China,These ads ran without a disclaimer,706,1
114019941200046,Bilyamin Abdulmumin,These ads ran without a disclaimer,705,3
105684178845282,All Youth walk with Atiku,These ads ran without a disclaimer,705,1
1014406818739519,GREATJOE MEDIA,These ads ran without a disclaimer,704,2
101523598696697,Aminu Dahiru SSA Photography to the Kano State Governor,These ads ran without a disclaimer,702,2
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,701,6
116954804341084,Umar Bago Support Organization - UBSO,Umar Bago Support Organization - UBSO,700,1
473766219322163,A Geeky Nigeria,These ads ran without a disclaimer,700,1
