Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
113452948376451,Youth support,These ads ran without a disclaimer,169,1
348824758855342,House Circle,These ads ran without a disclaimer,169,1
108383992190811,MB Videos,These ads ran without a disclaimer,169,1
1966551210334429,Cre Corn Meal,These ads ran without a disclaimer,169,1
100444065759459,The Renata,These ads ran without a disclaimer,168,1
511359429358554,Oluwatobi Akinpelu,These ads ran without a disclaimer,168,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,168,3
105206622424046,Yankees Textiles,These ads ran without a disclaimer,167,1
116121860302275,standout_homes,These ads ran without a disclaimer,167,1
108201321622710,Loluofficial Concept,These ads ran without a disclaimer,167,1
109853531303323,Arolevoices Gospel Ministry Int'l,These ads ran without a disclaimer,166,1
324253041382779,Xavier Cormier,These ads ran without a disclaimer,166,3
290980968206977,GameDay News,These ads ran without a disclaimer,166,17
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,166,12
100599279278587,Safema.org,These ads ran without a disclaimer,166,1
602430396566663,National Center for Health in Public Housing - NCHPH,These ads ran without a disclaimer,166,1
106612857617297,directorkey,These ads ran without a disclaimer,166,1
103636938104254,Commissioner Dj Wysei,These ads ran without a disclaimer,166,1
103230278606215,360 SMART LINGO,These ads ran without a disclaimer,166,1
778233762219128,Williams Uchemba,These ads ran without a disclaimer,166,1
518441961695706,"Wuxi, China",These ads ran without a disclaimer,166,2
356583431422577,Crowther Lab,These ads ran without a disclaimer,166,2
101584235907584,New Listings - MulGem,These ads ran without a disclaimer,166,1
102815082396671,Tinubu Advocacy Group 2023,These ads ran without a disclaimer,166,1
100252756217389,Future Pathways Development Initiative- FPDI,These ads ran without a disclaimer,165,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,165,12
2200850970150686,Sam Edoho,These ads ran without a disclaimer,164,1
157831199712796,Leksix Homes and Properties,These ads ran without a disclaimer,164,1
447918769373957,CoC Playful Minds,These ads ran without a disclaimer,164,1
271309586327419,Ticiatowns,These ads ran without a disclaimer,163,1
106505064412958,Max Your Life International,These ads ran without a disclaimer,163,1
110073740717823,comedian_iykomo,These ads ran without a disclaimer,163,2
167580079975960,Newnham Associates,These ads ran without a disclaimer,163,2
104500962161355,n.n.a.j.i,These ads ran without a disclaimer,162,1
114278380351390,Professor Ouele,These ads ran without a disclaimer,162,3
214172341930637,DevelopmentAid,These ads ran without a disclaimer,162,1
1408811202692347,Child Online Africa,These ads ran without a disclaimer,162,1
104561505832366,ABAT Media Centre Hausa,These ads ran without a disclaimer,162,1
103679018935014,smiles.naija,These ads ran without a disclaimer,161,1
101688649287077,Nigerian Youths For Peter Obi Imo State,These ads ran without a disclaimer,161,1
116826989700148,Dress Naija,These ads ran without a disclaimer,160,1
124406638188527,Nahfconnects.com,These ads ran without a disclaimer,160,1
102043544867999,Street Tribe,These ads ran without a disclaimer,159,1
175432163048459,Minister Adofu Victor,These ads ran without a disclaimer,159,2
107048055295445,Emem Bob,These ads ran without a disclaimer,159,1
107155224390772,Best Small Chops In Port Harcourt,These ads ran without a disclaimer,159,1
104273561230697,onymous_property_world,These ads ran without a disclaimer,159,1
101241606061519,Micheal Kay Autos & General Merchandise,These ads ran without a disclaimer,158,1
124568487206931,Melody Vibes,These ads ran without a disclaimer,158,2
102513578641910,igaguowongo,These ads ran without a disclaimer,158,1
147054831936,AC Milan,These ads ran without a disclaimer,158,2
109322318192319,ladyfrankie_classicfabrics,These ads ran without a disclaimer,158,1
100737755717390,Juls luxuryhomes,These ads ran without a disclaimer,158,1
230669640302154,HEDA Resource Centre,These ads ran without a disclaimer,157,1
250305668489402,Professor Kenny,These ads ran without a disclaimer,157,9
112673774662622,Intelimax Group Inc.,These ads ran without a disclaimer,157,1
100274846184043,Fabian Tony,These ads ran without a disclaimer,157,3
105476610972687,The Power House Ministries & Apostles Missions,These ads ran without a disclaimer,157,1
108645111787252,Discover Guilin,These ads ran without a disclaimer,157,3
87478906009,Vet Times,These ads ran without a disclaimer,157,2
101359159262463,fumzyenterprises,These ads ran without a disclaimer,157,1
106037038742792,7LuX NFT,These ads ran without a disclaimer,156,1
107866339371589,Mayors Ville Entertainment & Media,These ads ran without a disclaimer,156,1
108801341557076,Heart Taylor,These ads ran without a disclaimer,156,1
2235549633145581,Jhude king,These ads ran without a disclaimer,156,1
225012788071418,Ogboso Ejindu,These ads ran without a disclaimer,156,1
110327527389341,Nalah's queendom,These ads ran without a disclaimer,155,1
109814628200455,Hersandyours_closet,These ads ran without a disclaimer,155,1
178003122302311,Educate Punjab Project,These ads ran without a disclaimer,154,2
397955154090954,Co-Glo Blog,These ads ran without a disclaimer,154,1
208338536239798,This Is Beijing,These ads ran without a disclaimer,154,4
100570856168214,Take back naija amuwo,These ads ran without a disclaimer,154,1
1453997771525853,Impact Guru,These ads ran without a disclaimer,153,8
632228990183262,Chinesische Volkszeitung Online,These ads ran without a disclaimer,153,3
116772558004213,CWN,These ads ran without a disclaimer,153,3
105639788802169,Active Witness,These ads ran without a disclaimer,152,2
132937020053182,Adventist Review,These ads ran without a disclaimer,152,5
102300279228311,MadeinChina,These ads ran without a disclaimer,152,1
81533248839,DJ Crash,These ads ran without a disclaimer,152,1
106528855197213,Yes Please,These ads ran without a disclaimer,152,3
101571898866665,Concept,These ads ran without a disclaimer,152,1
104467102269525,Campus Connect NG,These ads ran without a disclaimer,151,1
102693058696432,The SUNS Basketball Academy,These ads ran without a disclaimer,150,1
231994373490800,Student Energy,These ads ran without a disclaimer,150,1
106853634197559,dubectawears,These ads ran without a disclaimer,150,1
109924353765345,African MPD,These ads ran without a disclaimer,149,1
109291518258243,ExtenC - International Partners,These ads ran without a disclaimer,149,1
100985529283960,Flawless Empires comedy,These ads ran without a disclaimer,149,2
103267491191348,Chequest Tv,These ads ran without a disclaimer,149,1
103870515726436,Hypatia Gender justice هيباتيا للعدالة الجندرية,These ads ran without a disclaimer,148,1
102256345834907,Sosoo wallpaper-zw 5.19,These ads ran without a disclaimer,148,1
1860684820880112,Mina Guli,These ads ran without a disclaimer,148,6
109589867570816,Professional Realtor,These ads ran without a disclaimer,147,1
103491558658830,chi.mezieart,These ads ran without a disclaimer,147,1
118277974473496,MåyørØfÖñdõStåtë,These ads ran without a disclaimer,147,1
106491604026777,Kid's Hub NG,These ads ran without a disclaimer,147,1
106126307642929,samemindprogressive,These ads ran without a disclaimer,147,1
103794505514227,Aljaoharry,These ads ran without a disclaimer,146,1
100732565867315,k__g__k__smart,These ads ran without a disclaimer,146,1
102985898675092,abuja_print_shop,These ads ran without a disclaimer,146,1
391395077685653,MaxiJosh Trendz,These ads ran without a disclaimer,146,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,145,4
103730501658351,Freelance And Independent Broadcasters' Association of Nigeria.,These ads ran without a disclaimer,144,1
103992648649090,Ojevwe's Page,These ads ran without a disclaimer,144,2
113392414702956,SAVE the BOY CHILD initiative,These ads ran without a disclaimer,144,1
621558921559052,Risk & Insurance,These ads ran without a disclaimer,143,1
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,143,3
1883003128429295,Queer Majority,These ads ran without a disclaimer,143,12
107412085366182,whichyart,These ads ran without a disclaimer,143,1
116311181765921,World Grain,These ads ran without a disclaimer,143,2
105915229076498,Rruz Design & Illustration,These ads ran without a disclaimer,143,4
305815172948444,Dominion City Lagos,These ads ran without a disclaimer,143,1
100697685391654,CGTV LIVE_English,These ads ran without a disclaimer,143,2
844386315584131,Volvo Construction Equipment,These ads ran without a disclaimer,143,2
100546104763161,musicfashionrunway,These ads ran without a disclaimer,143,1
113409867508255,Nelly Viano,These ads ran without a disclaimer,143,1
101777382488065,Jfashtv,These ads ran without a disclaimer,142,1
100383154696053,Lukaconfu vocal,These ads ran without a disclaimer,142,1
104564578761340,Feed The World,These ads ran without a disclaimer,142,1
110731610467483,TIZHE MEDIA,These ads ran without a disclaimer,141,1
1089641091059109,Hon. Kelechi Nwogu,These ads ran without a disclaimer,141,1
538521153005356,Odogwu NA NKANU,These ads ran without a disclaimer,140,2
108075302163569,iamtrinityguy,These ads ran without a disclaimer,140,2
103294869043052,Olaniyan Toni,These ads ran without a disclaimer,140,1
106645015210704,Porkus Real Estate,These ads ran without a disclaimer,140,1
1017490151713022,ICOM General Conference,These ads ran without a disclaimer,140,3
100763536102327,CAC NEWS.,These ads ran without a disclaimer,140,1
100984695858281,mahmoud.mansi.hr,These ads ran without a disclaimer,139,1
102710308578723,Comr. Nwisabari Bani,These ads ran without a disclaimer,139,2
107213229021899,Kevin Iwuji,These ads ran without a disclaimer,138,1
845620825830146,Deel,These ads ran without a disclaimer,138,3
100199989426473,Become A Good Ancestor,These ads ran without a disclaimer,138,2
110333931764735,Smile Papers,These ads ran without a disclaimer,138,2
380130412330537,Artist Saldivar del Pino,These ads ran without a disclaimer,138,4
103267776036851,Babyto Bangura,These ads ran without a disclaimer,138,1
102185129160464,Teamsters Local 313,These ads ran without a disclaimer,138,2
111077147281242,modinsnature,These ads ran without a disclaimer,138,2
316886365075129,FITC,These ads ran without a disclaimer,138,1
102897238714513,Mediaex.ng,These ads ran without a disclaimer,138,1
108517061879457,LosslessSecurity,These ads ran without a disclaimer,138,2
1826241344357594,MultiChoice Group,These ads ran without a disclaimer,137,3
107117941220117,Pvcactivism,These ads ran without a disclaimer,137,1
105705798799498,Dumebi Kachikwu,These ads ran without a disclaimer,136,3
112077934926411,24/7 Update Page,These ads ran without a disclaimer,136,2
108766498774946,gambotase,These ads ran without a disclaimer,135,1
106662715244451,Lordianz Comedy,These ads ran without a disclaimer,134,1
1660096207626696,Comedy and movie download,These ads ran without a disclaimer,134,1
9181619833,CES,These ads ran without a disclaimer,134,2
719924228354168,Dr. Sèdami Medegan Fagla,These ads ran without a disclaimer,134,1
100959455341085,Engr Abdullahi Garba Ramat,These ads ran without a disclaimer,134,1
105401362444586,America First News,These ads ran without a disclaimer,134,1
113084254966376,Eddie Maestas,These ads ran without a disclaimer,134,2
1592983857598216,China Eastern Airlines,These ads ran without a disclaimer,134,3
104391852071040,Mosaic Temple,These ads ran without a disclaimer,134,1
101138932638074,AVIC INTL,These ads ran without a disclaimer,134,1
957399140982204,Stories of Beijing,These ads ran without a disclaimer,134,1
423609701387941,Peachbruh,These ads ran without a disclaimer,134,3
2847932505247470,Breteau Foundation,These ads ran without a disclaimer,134,3
2115824998703022,Favourz Diva Cakez Training SCH Port Harcourt,These ads ran without a disclaimer,133,4
104596204751138,Agriseeds Zimbabwe,These ads ran without a disclaimer,133,1
103918045655669,Hon abba-south Gorozon matasa for Bida South SHA 2023 PRP,These ads ran without a disclaimer,133,2
235738103638947,Gida-Gida Northern Women Support Group 4 Tinubu & Shettima,These ads ran without a disclaimer,133,1
101856485592576,SAIN PADDY,These ads ran without a disclaimer,132,2
112869030410159,Pst. Azemhe Azena PhD,These ads ran without a disclaimer,132,1
100896952706693,Wazobia TV,These ads ran without a disclaimer,132,1
216588088800599,Adewale Daniel Academy,These ads ran without a disclaimer,132,1
108634148754703,Sheriff Call Center,These ads ran without a disclaimer,132,2
100100505651926,dr_patrick_ezechukwu,These ads ran without a disclaimer,132,1
50461955643,UNSW,These ads ran without a disclaimer,131,5
103079979066869,Apple of God Fabrics store,These ads ran without a disclaimer,131,1
106442405171715,Kardinals Robin's,These ads ran without a disclaimer,131,1
107054038682097,Living your best life,These ads ran without a disclaimer,131,1
101107085051998,Digital Space Capital,These ads ran without a disclaimer,131,1
101343375544058,Dr. Mrs. Stella Agada,These ads ran without a disclaimer,130,1
100971826216056,Iliya Samuel Laro,These ads ran without a disclaimer,130,1
1266220416860765,Perfect Smile FC,These ads ran without a disclaimer,130,1
101178845893355,WavyBoi Comedy,These ads ran without a disclaimer,130,2
103495044678529,International Peace Corps,These ads ran without a disclaimer,130,1
107000885390355,Hon. Sir Aaron Uzodike-MHA,These ads ran without a disclaimer,129,1
102283542638524,Joe Executive Global  Real Estates,These ads ran without a disclaimer,129,1
108543635359922,KLAYF,These ads ran without a disclaimer,129,2
382232612526903,FreshReporters Media,These ads ran without a disclaimer,129,1
104782418634230,Follow Ekiti,These ads ran without a disclaimer,129,1
111559974783020,Adaza wears,These ads ran without a disclaimer,128,1
111717701722712,KenPelaofficial,These ads ran without a disclaimer,128,1
103392729321190,confluence_summit,These ads ran without a disclaimer,128,1
104384327999356,Lazie Indie,These ads ran without a disclaimer,128,1
102186215796513,daofficialstores,These ads ran without a disclaimer,128,1
100249205936685,Fancy Mini Chops And Cakes,These ads ran without a disclaimer,128,1
116706926839633,Braindom,These ads ran without a disclaimer,128,11
104365281916522,tobechukwuyvonne,These ads ran without a disclaimer,128,1
102202369300252,247 Gist,These ads ran without a disclaimer,128,1
1164694603562682,FastTony.es,These ads ran without a disclaimer,128,2
2384287768470877,מוזיאון ידידי ישראל,These ads ran without a disclaimer,127,1
107757968583490,MVP Mode,These ads ran without a disclaimer,127,1
326770580739640,Tikkun Global,These ads ran without a disclaimer,127,1
106802041266795,Trip Thunder,These ads ran without a disclaimer,127,1
124448147582141,Yusuf Isah Gambo,These ads ran without a disclaimer,126,1
107250901078585,AFKAZ TV,These ads ran without a disclaimer,126,1
104157717911894,Uncle Silent,These ads ran without a disclaimer,126,1
990463864302613,Hon Patrick Ndubueze Campaign Organization,These ads ran without a disclaimer,126,1
1779392949009810,Samantha Muthien,These ads ran without a disclaimer,126,1
105477515319992,verybookishzarri,These ads ran without a disclaimer,126,1
101685991580805,World Utilities Congress,These ads ran without a disclaimer,126,3
103590984808618,PrubabaTv Empowerment Movement for PETER OBI,These ads ran without a disclaimer,126,1
100825722689140,destiny_automobiles_limited,These ads ran without a disclaimer,125,1
113186846818,Nigeria Health Watch,These ads ran without a disclaimer,125,1
107981274931895,Bbnaija 2022 Video Updates 247,These ads ran without a disclaimer,125,1
110367131856162,海南自由貿易港,These ads ran without a disclaimer,125,1
194243164260,Adventist Education Dialogue,These ads ran without a disclaimer,125,1
107574164472383,CSGI,These ads ran without a disclaimer,125,4
100927289337397,Maryam Abubakar,These ads ran without a disclaimer,124,1
108684341870641,Morenike Trends,These ads ran without a disclaimer,124,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,124,11
101300682495899,xcobad_xchange,These ads ran without a disclaimer,124,1
114461034845190,breakingshacklespodcast,These ads ran without a disclaimer,124,1
103117822368462,zealandcontractorsltd,These ads ran without a disclaimer,124,1
102636745641879,JoyGiva Luxury Textile,These ads ran without a disclaimer,123,1
103497538913739,Lindas homes,These ads ran without a disclaimer,123,1
112112500462298,PDP Ward to Ward Aniocha North ward 9,These ads ran without a disclaimer,123,2
106707292190882,Dibuto Africa,These ads ran without a disclaimer,123,1
103588474958343,bolanle__bundle,These ads ran without a disclaimer,123,3
816582735098905,CMG Media - 씨엠지미디어,These ads ran without a disclaimer,122,2
155449571161734,Cities Alliance,These ads ran without a disclaimer,122,6
215029561956548,African Guarantee Fund,These ads ran without a disclaimer,122,1
141966393107529,Boki Blog,These ads ran without a disclaimer,122,1
110151697398524,Queen of vibe,These ads ran without a disclaimer,122,2
114407001560551,Hon Chisom Nwaiwu,These ads ran without a disclaimer,121,1
101664478871864,Ughere Daniel,These ads ran without a disclaimer,121,1
108390783902790,The BagPal,These ads ran without a disclaimer,121,1
111712985158201,Whychooseyou2023,These ads ran without a disclaimer,121,1
104546115164416,The Ethical Dilemma,These ads ran without a disclaimer,120,1
106313165586002,Crowd1 Investment Platform,These ads ran without a disclaimer,120,1
516704568419625,Ubaka TV,These ads ran without a disclaimer,120,1
110189358632507,Daniel Anyanwu,These ads ran without a disclaimer,120,1
167878593236712,UNICEF en español,UNICEF,120,19
112283418029865,Milling & Baking News,These ads ran without a disclaimer,120,1
178931248849602,Pan African University - African Union Commission,These ads ran without a disclaimer,120,3
384668155734362,Rotary Club Of Abuja Maitama,These ads ran without a disclaimer,120,1
101361259030974,MallamMessiah1,These ads ran without a disclaimer,119,6
1514252298664572,The Youth Can Do It,These ads ran without a disclaimer,119,1
104962332073484,The Quest Times,These ads ran without a disclaimer,119,1
106029341955124,Livre - L'Organisation mondiale des douanes,These ads ran without a disclaimer,118,1
106811187842314,Etionary properties management LTD,These ads ran without a disclaimer,118,1
108609632019089,USD Gadget STORE,These ads ran without a disclaimer,117,1
597859916903978,Nomad Africa Magazine,These ads ran without a disclaimer,117,2
102399648012651,Tunde Oladimeji fanpage,These ads ran without a disclaimer,117,1
333246690343865,Emmanuel Corels Tech Blog,These ads ran without a disclaimer,117,1
101978933230493,DHL,These ads ran without a disclaimer,117,2
111019431789198,Young Leaders Actors of Change Lac-Lac Network,These ads ran without a disclaimer,117,1
101412452235676,Ab narinohs property,These ads ran without a disclaimer,117,1
287707325008102,XelebrityNurse,These ads ran without a disclaimer,116,1
100690936023539,Pamzee. Food,These ads ran without a disclaimer,116,1
104510731675834,Soundclub Mag,These ads ran without a disclaimer,116,2
110314248386310,Hadaya.Spot,These ads ran without a disclaimer,115,1
415568195571594,Mwanasikana Wanhasi,These ads ran without a disclaimer,115,1
104342213770,Victor Essiet and The Mandators,These ads ran without a disclaimer,115,1
101530482430348,African Facts,These ads ran without a disclaimer,115,1
104053112514948,dailyprayersanddevotions,These ads ran without a disclaimer,115,1
105894908856673,xdoughonline,These ads ran without a disclaimer,115,1
102356069021515,Borno Youth Development Association BYDA,These ads ran without a disclaimer,115,3
101431801959497,mercyalexanderempire,These ads ran without a disclaimer,114,1
179118645433239,BBC Media Action Arewa,These ads ran without a disclaimer,114,1
112259474589613,Sitrun Limited,These ads ran without a disclaimer,113,1
344725665908856,The MindSet with EMEKA,These ads ran without a disclaimer,113,1
105097969021823,Marcellina Ehidiamen,These ads ran without a disclaimer,113,2
108434695171100,Politics NG,These ads ran without a disclaimer,113,1
109628691312238,Solomon's blog,These ads ran without a disclaimer,112,1
108467417354796,GSM MEDIA,These ads ran without a disclaimer,112,2
114086074376003,Catapult Comedy TV,These ads ran without a disclaimer,111,1
104704439146306,Inside9ja Blog,These ads ran without a disclaimer,111,1
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,111,2
122861212590833,FAW Global,These ads ran without a disclaimer,111,1
316496640057,7iber,These ads ran without a disclaimer,111,64
106999647925066,Phenomenal Woman,These ads ran without a disclaimer,111,4
105554772054684,Thunderbros,These ads ran without a disclaimer,111,2
110543331837459,Abel Enemona Ellah,These ads ran without a disclaimer,110,1
105963665254430,魅力台州 Charm of Taizhou,These ads ran without a disclaimer,110,3
107910771959058,PVC Youth page,These ads ran without a disclaimer,110,1
111460961556616,Pakko tv,These ads ran without a disclaimer,109,1
101467662742204,Drcnwaba1 comedy tv,These ads ran without a disclaimer,109,1
102255729100706,The Company Real Estate Properties,These ads ran without a disclaimer,109,1
103018869332378,BantuPage,These ads ran without a disclaimer,109,1
111292620731224,Mypayfi,These ads ran without a disclaimer,109,2
115158924514931,Brickwood Realtors,These ads ran without a disclaimer,108,1
918911988235970,Sammy Soundwell Hub,These ads ran without a disclaimer,108,1
105371368671009,tradebay.inc,These ads ran without a disclaimer,108,1
116927897944915,Briter's comedy,These ads ran without a disclaimer,108,1
105432024391624,The finisher,These ads ran without a disclaimer,108,1
1875044309476342,世纪大学与学院 SEGi University & Colleges,These ads ran without a disclaimer,107,2
475778355919914,BB - Best Bios,These ads ran without a disclaimer,107,1
106614748587589,Avcin_nigeria,These ads ran without a disclaimer,107,1
108005928838452,anitanwaokoru,These ads ran without a disclaimer,107,1
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,107,1
105523519111789,Impact Imo Project,These ads ran without a disclaimer,107,1
106069558885356,Be inspired AG,These ads ran without a disclaimer,106,1
104495602582335,OsoLife TV,These ads ran without a disclaimer,106,1
100754616181436,Lynda Iroegbu,These ads ran without a disclaimer,106,1
346382892226591,Rassemblement pour la démocratie et le progrès - RDP,These ads ran without a disclaimer,106,1
104102576882,CanadaVisa.com - Cohen Immigration Law,These ads ran without a disclaimer,106,2
152956984574,International Human Rights Art Festival,These ads ran without a disclaimer,106,3
110904727326591,Search engine albert einstein محرك البحث ألبرت أينشتاين,These ads ran without a disclaimer,106,2
104977412153297,Cyril James Omini,These ads ran without a disclaimer,105,3
2221386338099123,WhatDa?,These ads ran without a disclaimer,105,1
106161415084677,Marley Smart,These ads ran without a disclaimer,105,2
331431614147251,Stephen Deegbara Platform,These ads ran without a disclaimer,105,1
100594665055423,Hon. Ishaya Dangana Vanguard,These ads ran without a disclaimer,104,1
103689452619738,RealtyPeace Rc1829118,These ads ran without a disclaimer,103,1
101317846116101,Cloud9trends,These ads ran without a disclaimer,103,1
113619004307656,iam_kingeyoh,These ads ran without a disclaimer,103,1
428748370883204,Bumaks IDEAS LTD,These ads ran without a disclaimer,103,1
105613437779453,Queenbelle_stores,These ads ran without a disclaimer,103,1
102052182449954,Olumbeakinkugbe2023,These ads ran without a disclaimer,103,2
102323566119653,IGBO NDI OMA,These ads ran without a disclaimer,102,1
104754962141953,Averted Disaster Award,These ads ran without a disclaimer,102,2
102993859336909,Largetrays.com C,These ads ran without a disclaimer,102,13
111412484041780,Slice of Culture,These ads ran without a disclaimer,102,1
339453226414466,Douglas Dubois Sebamala,These ads ran without a disclaimer,102,2
1633471043591896,Almighty Word Ministries,These ads ran without a disclaimer,102,1
273289456666905,CCECC,These ads ran without a disclaimer,102,1
100964939425385,geenafoodiesandspice,These ads ran without a disclaimer,102,1
453731691725587,Emaluji Sunday Michael,These ads ran without a disclaimer,101,1
1093653887315985,Matthew Okache,These ads ran without a disclaimer,101,2
1962520040633968,Minister Emman,These ads ran without a disclaimer,101,2
108875141301420,djsquarekid,These ads ran without a disclaimer,≤100,1
105389808442387,empresshouse_,These ads ran without a disclaimer,≤100,1
100339995758192,Stif clothing,These ads ran without a disclaimer,≤100,1
101929581514025,Priesthood orphanage,These ads ran without a disclaimer,≤100,1
248228302450875,official miyake,These ads ran without a disclaimer,≤100,2
14404452903,The King's Singers,These ads ran without a disclaimer,≤100,2
102392509125627,Comrade Musa Guda,These ads ran without a disclaimer,≤100,2
1756534771073983,AbdulAziz Na'ibi Abubakar,These ads ran without a disclaimer,≤100,1
106944565320819,Sommie's MALL,These ads ran without a disclaimer,≤100,1
1562715957107251,Ajulachi Lilian,These ads ran without a disclaimer,≤100,1
100087163514257,,These ads ran without a disclaimer,≤100,1
1429429663968676,Derabi Fashion,These ads ran without a disclaimer,≤100,1
103015289290615,Iyo Israel Harrison,These ads ran without a disclaimer,≤100,3
104312570981946,Uzalendo Afrika Initiative,These ads ran without a disclaimer,≤100,1
108057022105811,John Chun,These ads ran without a disclaimer,≤100,1
111779025183811,Chops by dae,These ads ran without a disclaimer,≤100,1
101741082553401,Taiwan樂購鋪,These ads ran without a disclaimer,≤100,1
1518855074826897,Bex Auto,These ads ran without a disclaimer,≤100,1
160284210649529,Bow Seat Ocean Awareness Programs,These ads ran without a disclaimer,≤100,1
108683118433118,Ismail Alasan Muhammad,These ads ran without a disclaimer,≤100,1
104017072441112,City Boy/ Golden Boy,These ads ran without a disclaimer,≤100,1
102178245968800,Manchester United in pidgin,These ads ran without a disclaimer,≤100,2
102093612735500,Engr Inusa Garba Chamo,These ads ran without a disclaimer,≤100,1
105341681032825,Popgist,These ads ran without a disclaimer,≤100,1
111517988076525,Nollywire,These ads ran without a disclaimer,≤100,1
107571281988401,Z&M Group Turkey,These ads ran without a disclaimer,≤100,1
104421545572115,Minister Afam,These ads ran without a disclaimer,≤100,1
382672421842823,Africa International Housing Show,These ads ran without a disclaimer,≤100,1
581961658564804,Learn Chinese,These ads ran without a disclaimer,≤100,2
114542530459849,Theabujapost,These ads ran without a disclaimer,≤100,1
108609722094643,Peter obi investment,These ads ran without a disclaimer,≤100,2
104763178714577,Gels MDPI,These ads ran without a disclaimer,≤100,1
101323096220392,aderonkeolugbenga,These ads ran without a disclaimer,≤100,1
111499917789386,BioA3,These ads ran without a disclaimer,≤100,1
110317473870244,Oniyoyo,These ads ran without a disclaimer,≤100,1
106153122220715,Fadowbrown,These ads ran without a disclaimer,≤100,1
104663675276514,Qingdao West Coast New Area,These ads ran without a disclaimer,≤100,1
108970188626325,Grounded with Steve Hartland,These ads ran without a disclaimer,≤100,1
102723762108199,Tsikdem Communication,These ads ran without a disclaimer,≤100,1
1633991343479603,DeROK Quality Cafe Liqueur,These ads ran without a disclaimer,≤100,1
104575192468994,Kabiru Umar,These ads ran without a disclaimer,≤100,1
102273645308882,Danny Trader,These ads ran without a disclaimer,≤100,1
101480429442556,styne_ish,These ads ran without a disclaimer,≤100,1
229506630828988,Globe Échos,These ads ran without a disclaimer,≤100,4
713062536142125,Footprints of Urban,These ads ran without a disclaimer,≤100,2
105939118733057,Funny educational movies,These ads ran without a disclaimer,≤100,1
150398642646,INFORSE,These ads ran without a disclaimer,≤100,2
100606452615462,team_ekoalobo,These ads ran without a disclaimer,≤100,1
1558679567570161,West Africa Broadcast  & Media Academy -WABMA,These ads ran without a disclaimer,≤100,2
102150989181204,Engr Sagir Koki E-Campign 2023,These ads ran without a disclaimer,≤100,1
101288425696103,Talk it out Africa,These ads ran without a disclaimer,≤100,1
101233899311317,BBC news Nigeria,These ads ran without a disclaimer,≤100,1
102658929059658,Adageje Lanre Omo-Agege,These ads ran without a disclaimer,≤100,1
103965031288870,SilverMusic,These ads ran without a disclaimer,≤100,1
102201489152357,Senator Dino Meliaye,These ads ran without a disclaimer,≤100,1
214325065430084,ADATA,These ads ran without a disclaimer,≤100,1
105095018124289,everything_pleasure222,These ads ran without a disclaimer,≤100,1
110864797933078,WAW TV,These ads ran without a disclaimer,≤100,1
109855181765402,awesome_lightening_lagos_dc,These ads ran without a disclaimer,≤100,1
114071828294482,Golden Boy Fanatic,These ads ran without a disclaimer,≤100,1
1475017179213298,Worldwide Prayer Family Foundation,These ads ran without a disclaimer,≤100,1
904099079645217,Lisa Cox,These ads ran without a disclaimer,≤100,2
134026800126153,Pray for Afghanistan,These ads ran without a disclaimer,≤100,1
100840149533095,Wisdom Chibuisi,These ads ran without a disclaimer,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
387784464587371,BZain,These ads ran without a disclaimer,≤100,2
1632336936860109,Jabari VOC Podcast,These ads ran without a disclaimer,≤100,1
101559839341780,Khaybliss,These ads ran without a disclaimer,≤100,1
198863424376844,Beulah24realtors,These ads ran without a disclaimer,≤100,1
104927333464668,Hope Beyond Foundation,These ads ran without a disclaimer,≤100,1
1718571971489716,Crock-City Homecoming Group,These ads ran without a disclaimer,≤100,1
107697071652451,Ginger House Ministries,These ads ran without a disclaimer,≤100,1
146853612068126,All-Energy,These ads ran without a disclaimer,≤100,3
104575162566010,De Fearles,These ads ran without a disclaimer,≤100,3
103610801417553,bigbrother_season5ive,These ads ran without a disclaimer,≤100,1
248713005514137,Jean Noel DIONE l'officiel,These ads ran without a disclaimer,≤100,1
260275584174097,Confluence Impact Summit,These ads ran without a disclaimer,≤100,1
291885374985241,Daily Naija Info's,These ads ran without a disclaimer,≤100,1
104016298039752,gateandcarter,These ads ran without a disclaimer,≤100,1
114392983807689,chy_wayers,These ads ran without a disclaimer,≤100,1
106641804529218,Ikeja Bird,These ads ran without a disclaimer,≤100,1
102302212677920,sarah_fxt11,These ads ran without a disclaimer,≤100,1
15549290636,Njacko Backo,These ads ran without a disclaimer,≤100,1
100227399407377,Mr Brightened,These ads ran without a disclaimer,≤100,1
108692555391334,Rt. Hon. Satomi Ahmad Fnse,These ads ran without a disclaimer,≤100,1
101640212489956,D_classic Digital Prints,These ads ran without a disclaimer,≤100,2
105185465371491,jwboflagos,These ads ran without a disclaimer,≤100,1
101648192440953,Don Bee Textiles,These ads ran without a disclaimer,≤100,3
110678481672857,Residar,These ads ran without a disclaimer,≤100,1
