Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
102347424949713,Arturo Fernández Bazán - Alcalde de Trujillo,These ads ran without a disclaimer,161,5
100389451866604,Avanza País Arequipa,David Chumacero Velásquez,161,2
110129033746716,Karem Craff,Gonzalo Ricardo Lagos Gadea,161,2
569706653140722,TUMÁN al día,Aracely Pejerrey Heredia,161,7
112506180443493,Acción Popular,These ads ran without a disclaimer,161,5
781394728567484,Fuerza Popular Base Monsefu,Hillary Gonzales,160,4
106867405571407,KausachunJamocho.pe,Richard Hirpanoca Turpo,160,2
109655931874515,Avanza Pais-REQUE,Yrivin Cesar Reque Alarcón,160,12
164524410285253,GSMA,These ads ran without a disclaimer,160,4
100142212193164,Enrique Lopez Zurita,Yhor Gerklan Velasquez Yace,160,3
105843727570829,Lucy Rebolledo,Jos]e Alexander Vasquez Otiniano,160,13
104383349071172,AceiTÚnate,Vanessa Calderón,160,2
2214007778856477,Judith Laura - Oficial,These ads ran without a disclaimer,160,18
101443235147935,Pio Lavado Espinoza,Pio Sabino Lavado Espinoza,160,10
180594618658612,Lucho Torres Robledo (Página Oficial),Wendy Noemi Yufra Romero,160,2
462790453744032,Sutep,These ads ran without a disclaimer,160,10
106899138796743,Percin Deza,Luigi Jeremy Cumpa Cáceres,160,4
450707365013669,Wayka,Asociación Latinoamericana de Desarrollo y Empoderamiento a Comunidades,160,6
112538570516577,Noticia Municipal,Alejandro Pedro Yañez Quiñonez,160,11
112534000293219,Inmobiliaria DD,Falkenrott,160,2
100435129473032,"Alianza para el progreso ""Bellavista""",Anthony Aymar Villoslada Gamonal,160,4
104182174874689,PALMA DEL RIO  Holding Inmobiliaria sac.,PALMA DEL RIO Holding Inmobiliaria sac.,160,8
104173451795704,Arthur Roldán Consejero Por Huaraz,Arthur Enrique Roldán Suárez,159,3
158365832683100,Jóvenes con Hernando de Soto,Leonardo Chumbes,159,10
103512885847037,Merecemos un Santa Cruz mejor.,Edwin Eder Leon Diaz,159,8
104289132155920,Marion J Lozano - BELÉN 2026,Marion Josue Lozano Hurtado,159,9
1685335108401159,British Council Peru,These ads ran without a disclaimer,159,1
102819499202183,Juanca Baltodano - Hagámoslo juntos,Lady Del Aguila Matos,159,4
1490868654545872,Guido Iñigo Peralta,These ads ran without a disclaimer,159,3
506606309526350,Fredy Vega,Haderrli Marchan Martí,158,5
109531078092265,Fabiola Rojas Caypa,Reynaldo Edwin Valdez Aparicio,158,10
104887161549713,El Reportero del Pueblo/ Josseph Ugarte,These ads ran without a disclaimer,158,34
137760678423990,Sindicato de Trabajadores CAS del Ministerio de Educación,Sindicato de Trabajadores CAS del Ministerio de Educación,158,7
213665419517813,Arturo Ayala,Erick Rolando Diaz Dagnino,158,6
110355720492117,JG - INTEGRIDAD EN ACCIÓN,Jessica Giovanna Gonzalez Luna Victoria,158,5
1157867861008502,Fuerza Tacna,Movimiento Independiente Regional Fuerza Tacna,158,4
179833778739127,QS Quacquarelli Symonds,These ads ran without a disclaimer,158,3
461563887263524,Alberto Borea,These ads ran without a disclaimer,158,3
107940905146811,José Angulo - Somos Peru Rímac,Kevin Anderzon Briones Valenzuela,158,5
489481517889719,Alfredo Barnechea,These ads ran without a disclaimer,158,1
102772457831612,Nacional Callao Tv,Nacional Callao Tv,158,10
108706145308169,Silas Bernabe Medina Minaya,Leonardo Catalan Tamo,157,2
742015869231702,Cedro Perú,Angela Dayana Aguayo Angulo,157,2
103253782357672,Marca Huanuco,Duverly Loayza Santiago,157,9
185080055005173,Asociación de Empresas Inmobiliarias del Perú - ASEI,These ads ran without a disclaimer,157,9
107336911220930,Duber Fernández Al Congreso,Duber Alberto Fernandez Silva,157,10
104084398126008,Segundo Figueroa,Valeriano Soncco Julio Cesar,157,4
101277595945541,Jorge Huaman Alfaro - Tu Alcalde,Ulises Cotrina Angulo,157,4
1685981225021122,Pepón Melgar por Piura,Rafael Moya,157,2
417370398310201,Instituto de Gobierno y de Gestión Pública USMP,These ads ran without a disclaimer,157,2
101171852675022,Hans Gutiérrez Puma  - Regidor Por Parcona 2023.,Hans Gutierrez Puma,157,6
102790851727448,Dr. Aguinaga al Congreso,These ads ran without a disclaimer,157,7
101139878844943,Historia de las Esterilizaciones Perú,Melissa Eilen Abarca Romero,157,7
1497502300316673,Jeff Mosil - Negocios De Elite,These ads ran without a disclaimer,156,6
104393668767677,Johnny Marzano,Juan Cobeñas,156,4
106887938314258,Comité Distrital de La Molina - Unidad Democrática de Centro,Unidad Democrática de Centro,156,4
19746387261,Humane Society International,These ads ran without a disclaimer,156,20
105182602156836,Thais - Provincia de Islay,Lilian Gonzales Alvarez,156,7
1087427024663496,Omar Merino López,These ads ran without a disclaimer,156,5
102128605998411,Biblioteka,These ads ran without a disclaimer,156,1
904225236264664,Municipalidad Distrital de Parcona,Municipalidad Distrital de Parcona,156,4
106574888871808,Pedro Arangoitia Por San Juan - A -,Jepher Enrique Arangoitia Lopez,156,3
104283418928971,Raúl Vásquez - Chao 2023,Roberth Alexander Flores Camacho,156,6
362634630565676,Soy Eduardo Caprile,Italo José Quispe Lévano,155,4
104293391982637,El Sombrero - Diario Digno,These ads ran without a disclaimer,155,16
100578506005771,Jaimito Sevillano,Audiceo Saldaña Sevillano,155,1
118144980106869,Samuel Pillaca,MKProducciones Peru,155,12
247588982033177,Fusión Criolla,These ads ran without a disclaimer,155,2
103749791443959,Comas Informa,Mirko Marino Gonzalez Mendez,155,11
109325020983232,Lescano SI SE PUEDE,These ads ran without a disclaimer,155,6
223575414387660,Synnex Westcon-Comstor,These ads ran without a disclaimer,155,2
107913481497436,Amigos por la democracia,These ads ran without a disclaimer,155,4
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,155,48
112882433783067,VPN Free,These ads ran without a disclaimer,154,7
100279175517949,Escríbe 10 y marca la campana,These ads ran without a disclaimer,154,2
206094672801018,Santiago Cano la Rosa,These ads ran without a disclaimer,153,1
100266446021942,José L Agüero Rivera Alcalde De Urpay,Martin Rene Ortega Villanueva,153,2
104393449079021,Otorongo Memes,Kevin Homero Vásquez Escudero,153,2
109747088438364,Ing. Edmundo Guerrero Velasquez,These ads ran without a disclaimer,153,5
111484570992732,Dr Vicente Morales,These ads ran without a disclaimer,152,4
1513035885445780,Con Memoria Periodistas,Brenda González,152,17
1295038030639483,Los Nonos,These ads ran without a disclaimer,152,8
108760668479039,Cecilia Buleje,Jazmin Stefany Leon Carhuapoma,152,9
102122645146689,Maritza Sánchez,These ads ran without a disclaimer,152,5
108786050805720,Milton Jiménez Salazar,These ads ran without a disclaimer,152,19
102951391632631,Barruntt,These ads ran without a disclaimer,152,10
110031484029994,Mírame cuando te hablo,Carmen del Pilar Magdalena Suárez Pomar,151,9
100159788297853,Tondero Noticias,Tondero Noticias,151,7
262264037727288,Jhony Gómez Hinostroza - Alcalde por Cangallo,Miguel Sergio Gómez Hinostroza,151,3
110801054720960,Confianza Ciudadana,Lampadia,151,2
102597207776591,Juan José Fort,These ads ran without a disclaimer,151,5
101616684650698,Nelson Cerna Alcalde De Jaén,Kevin Osnar Cerna Diaz,151,10
2345452262340598,UPC TV,UPC TV,151,15
113588334575962,César Zapata-Consejero Regional por Lima-Provincias,Ronald Daniel Ormeño Gonzales,151,2
282200218870995,Nación Bustamantina,Mariangela Gabriela Cuellar Manrique,150,3
1533235346996708,Wilmer Valverde,These ads ran without a disclaimer,150,2
281502248605969,Yo soy de la Pedro (Oficial),Jahiro Concepcion Santamaria Carlos,150,2
1561850674067905,Elegir - Defensores del Consumidor,These ads ran without a disclaimer,150,1
1791255554447112,Polemica Municipal,Rosemery Zarela Puente Cuestas,150,3
1703377036399256,La Gazzetta de Arequipa,Milagros Elizabeth Ampuero Huaman,150,3
108085185402736,Victor Segura,Juan Carlos Uchasara Cachicatari,150,1
100250989565360,Aurífera Tres Cruces,Julio César Nima,150,2
105232735631256,GOOL Región,Angel Victor Melo Tapia,150,3
108568831380957,Elisa Pizango Alcaldesa de Belén 2022,Bruno Eduardo Marin Jiga,150,1
1864780010411504,Nibril baby,These ads ran without a disclaimer,150,2
431091220706222,Alberto Zevallos,Alberto Guillerme Zevallos Torres,150,1
100745215340954,Profesor Juan Quispe al Congreso - Marca PPC y Escribe el Nro 3,Juan Carlos Sequeiros Fuentes,150,3
105514975239073,Juntos por el Perú - Pomalca,Christian G. Santa Cruz,150,2
108536688537663,Agrupación Innovación Universitaria,Katterine Ponce,150,1
949372278605399,Robert De La Cruz - Consejero Regional,Robert De La Cruz,150,2
103658858310844,Conciencia Política,Sheyla Rosmery Briones,150,1
340773289739970,Willian Somos Perú/Bellavista,Edinson Villoslada Flores,150,2
202743210233458,Gerardo Delgado - Consejero Regional,Norbil Osiel Bustamante Rafael,150,2
113543014586951,Jadels Collection,These ads ran without a disclaimer,150,2
105700171385885,Dr.ErnestoConcha,Ernesto Concha La Torre,150,3
1259476814174147,Loreto APP,Fernando Melendez Celis,150,2
108533311387911,YA ES HORA,Luis Ricardo Sánchez Fernández,150,8
1429742433962529,Heber Cueva Escobedo,Gabriel Torres,150,1
112278490448264,Otocorp,These ads ran without a disclaimer,150,2
103991879125054,Corrupcion Tarapoto,Julio Ernesto Rodriguez Del Castillo,150,1
105622265272482,Fidel García con Fe,Hibridos Comunicaciones,150,5
789920474727863,Instituto Peruano de Fortalecimiento Profesional,Carlos Alexis Julca Sanchez,150,1
100737568354191,Ayni Huaribamba,Cintia Quispe Yalli,150,4
100554782294827,Pablo Camargo,Fernando Daniel Espinoza Sanchez,150,6
107223978761914,Santiago Alcalde de Yucay 2023,Henrry Duran Masias,150,2
101285355912846,Jhonny Inga,Orlando Gunder Gomez Vega,150,3
108708121636325,Ingenieros por el cambio Arequipa,These ads ran without a disclaimer,150,1
100505198375860,Ancón Página Oficial,Perlys Pusquinn Montesinos Vela,150,6
1851661118427910,La Choza de Oscar - PUNO,These ads ran without a disclaimer,150,1
439738176499703,Isabel Yturrate,Rosa Isabel Yturrate Calderon,150,5
507374922799451,Esperanza Jara,Esperanza Jara,150,3
101777077962868,Dr. Absalon Montoya,Jean Paul Zuñiga Cuneo,150,1
399025037396167,Miguel Fernández,Cma Mannucci,150,1
101645565076595,Enrique Alva,These ads ran without a disclaimer,149,8
101663522809709,Programa Parlamento Mujer,Camila Viviana Vivanco Angel,149,2
111115175044269,Alianza Para el Progreso - Cieneguilla,Abel Ricardo Paredes Lamas,149,3
116063501784689,"David Nostas ""El BuscaPersonas""",These ads ran without a disclaimer,149,2
218106931533613,Asociacion Angeles de los Arenales,These ads ran without a disclaimer,149,2
260201581504101,Ciudad de Tarapoto,Mario Vasques Torres,149,1
119723768043679,Grupo Verona,Jose Leopoldo Verona Baluarte,149,2
200356800505480,MNC Noticias,MNC Medios,149,3
102508196573578,Elizabeth Montenegro,Samantha Fernandez,149,3
295534797500471,Propeterra,These ads ran without a disclaimer,148,4
750245385028675,Centro Amazónico de Antropología y Aplicación Práctica CAAAP,Marcelina Atao Román,148,6
110543824730325,Demócrata Verde - Nuevo Progreso,Jerry Frank Ramirez Silva,148,7
103872181688769,Econ. César Ibáñez - Congresista por Tacna,Cesar Eduardo Ibañez Rodriguez,148,3
116489923549633,Avanza País Apurímac - 2021,Victor Alan Porras Rivera,148,10
100520655863146,Dr. MEGO Ginecólogo,These ads ran without a disclaimer,148,2
134400053262422,UNI Global Union,These ads ran without a disclaimer,148,1
108998903889825,Pichilingue Alcalde del Callao,Anakaren Sofia Aguilar Terrones,148,5
106504785086224,REYNA 2022,Alvaro León,147,4
106787141921904,Fidel Purisaca,These ads ran without a disclaimer,147,3
110979955040902,Lucio Deza,Lucio Deza,147,2
103564009098036,Nicolas Bernal - Arequipa Renace,Berly Brando Bernal Borda,147,6
159759884179379,Praxis Nacional,These ads ran without a disclaimer,147,6
141441056056913,Facultad de Administración - Uniandes,These ads ran without a disclaimer,147,5
106229511442066,Freddy Diaz al Congreso,Tony Fashe Studios,147,4
883165171742476,Philip Morris International,These ads ran without a disclaimer,147,2
103171692391250,Gino Bravo,Valeriano Soncco Julio Cesar,147,6
106194598627824,Fernando Francisco Murga,Oscar André Villar Gonzales,147,2
1894775740751117,Hernando de Soto,Karen Rosita Roman Carrasco,147,2
102278805924597,Ivan Cruz - Adelante con el Agro,Ivan Cruz Briceño,146,18
102290108515319,Sí podemos Unsaac,Gleny Elian Pozo Cusiyupanqui,146,3
106478941516938,Denuncia Chalaca,These ads ran without a disclaimer,146,16
197932143599536,Tradición y Acción por un Perú mayor,Luis Alberto Alejandro Chávez Hartley,146,3
1936040546608807,Abraham Prudencio Sánchez,Johny Raul Leon Sánchez,146,3
1355426087883151,Crypto.com,These ads ran without a disclaimer,146,1
2068437000035510,Beto Montoya al Congreso 2021,Acción Popular,146,15
320263514718356,Guillermo Vasquez Chingo,These ads ran without a disclaimer,146,6
105581644967423,Películas Industriales,These ads ran without a disclaimer,146,2
111836197161429,Dr. Cesar Montoya C.,Guido Alberto Cabezudo Chambi,146,3
153452821672626,Estar Bien - iniciativa RIMAC,These ads ran without a disclaimer,145,1
105133870845156,Impacta - Jóvenes por la Gestión Pública,IMPACTA - Jóvenes por la gestión pública,145,3
101889277961698,Sami Chagua - Alcalde 2023,These ads ran without a disclaimer,145,6
1530342977257204,Marketing TOTAL,Renan Chávez Vilcapoma,145,4
348866759526475,Gemini Gadgets,These ads ran without a disclaimer,145,1
106738511920914,Iván Encarnación,Iván Encarnación Giraldo,145,6
100179891956797,Hola Montana - Leguminosas,These ads ran without a disclaimer,145,2
123259362601990,Lightning Stickers,These ads ran without a disclaimer,145,2
653485665119722,Kevin Alexis Rodríguez Barreto,These ads ran without a disclaimer,145,2
109441227530892,Somos Perú - Lagunas,Fausto Emiliano Fernandez Rufasto,145,5
102116251947681,El Patriota,These ads ran without a disclaimer,145,2
845799555450051,Margarita's Travel,These ads ran without a disclaimer,144,2
201054990627922,Consorcio Textil RCCH,These ads ran without a disclaimer,144,1
1081948938567288,Super-Político,These ads ran without a disclaimer,144,12
108487357649095,Profesor Floro Heredia   al  Congreso,Floro Heredia Chiroque,144,4
282009852662244,CEBA Exitus,These ads ran without a disclaimer,144,1
108061812035062,Perú Libre - Trujillo,Edwin Stiv Ramirez Cruz,144,1
102614282624262,Juan Carlos Cobeñas,Juan Andres Cobeñas Montejo,144,10
765340276941091,Pulpo - Software de gestión de flotas,These ads ran without a disclaimer,143,1
629346123779851,PERU a la LUZ,These ads ran without a disclaimer,143,11
221600391739163,Jesús Hernández - JECHU,Abel Esteban Figueroa Hernandez,143,10
106885707323114,Fundación Santamaria,GOB Analytic,143,3
103382561733258,Ágora: Formación en Humanidades,These ads ran without a disclaimer,143,4
2222166608106921,Universo Digital,These ads ran without a disclaimer,143,3
101944695815348,Julio Rupay,Nemias Richard Ayala Rios,142,2
103613337660107,Apurímac Con Percy Godoy Medina,Ricardo Parona Aparco,142,2
209662889605640,Giovany Rocio,These ads ran without a disclaimer,142,2
104076858799482,Informate,Erik Antonio Muñoz Izquierdo,142,6
101953242054626,Perulibreica,PERU LIBRE ICA,142,3
108307443974654,Perú-Un solo Pueblo,These ads ran without a disclaimer,141,12
332006010573585,Tony Salvatierra por Carmen Alto 2023,Carlos Abel Rondinel Huamancho,141,5
133644486670469,JustoMedio,These ads ran without a disclaimer,141,2
105903155272888,Mary Huaitalla Nuñez - Consejera por Jauja,Christian Enrique Delgado Andrade,141,3
105718511647421,Perú Libre San Martín,Mario Vasques Torres,141,3
109019101027038,ERIKA RUIZ,These ads ran without a disclaimer,141,3
122960896963639,Stefany Lizárraga - Junín,Yael Andony Ramirez Castillo,141,3
106833015238203,Oscar Castillo,Luis Romero,141,8
108062248528965,Chimpum Callao Nunca Más,ChimpumCallaoNuncaMas,141,2
132636931613261,PAPÁ RAMÓN Lácteos,These ads ran without a disclaimer,141,5
104848378570321,Lista Celeste - Morrope,Reyna De Los Angeles Santisteban Bazan,141,9
700747296703613,New York Times Events,These ads ran without a disclaimer,141,1
117327768313563,Pólemos,Jehovany Sebastian Peña Salvador,140,33
278121690652602,Manuel Vera Cerro Colorado,Carlos Hugo Benitez,140,6
107367111424643,Yolanda Quispe,These ads ran without a disclaimer,140,2
903318999727405,Partido Morado - Región Tacna,Angela Feliciano Marca,140,13
2175757719379520,Uñas acrilicas keratan,These ads ran without a disclaimer,140,2
102211712281453,Milagro Noticias,Jhordy Frank Segura Bejarano,140,4
106072257537481,Marketing Chimbote,These ads ran without a disclaimer,140,1
107422608611376,Juan Amaya,Juan Carlos Amaya Bullon,140,5
580834748763288,SEMUA Accesorios,These ads ran without a disclaimer,140,2
106833015238203,Oscar Castillo,Luis Alexander Del Castillo Ponce,140,5
100465565327285,Percymanriquealcongreso,Brayan Edwin Manrique Alanya,140,3
306489266401124,Taller de Derecho Constitucional -  UNMSM,Rodrigo Mariano Arias Velez,140,12
1217651728387538,Diálogo Popular - Chincha,Jesus Alzamora Bendrell,140,6
111249843688546,Robert Alcántara,DEMOCRACIA DIRECTA,140,9
102263205294667,July Garcia y Javier Gallo,Sharon Julissa Garcia Hilbck,140,13
101730318752548,Marketin Digital y venta en redes sociales,Jose Olavid Abanto Melendez,140,3
1659839400936551,Jóvenes por la democracia,These ads ran without a disclaimer,140,3
113010117892418,Movimiento Regional Gana Ayacucho,Cesar Castro Baldeon,139,3
106910492168938,Moises Vizcarra,Moises Vizcarra,139,5
856271744543652,Lumbreras Editores,These ads ran without a disclaimer,139,3
100553672027917,Armida Isia Larico,Jesus Alfredo Isia Larico,139,1
