Page ID,Page name,Disclaimer,Amount spent (PEN),Number of ads in Library
171132542929029,Alfa Laval,These ads ran without a disclaimer,≤100,3
1885286325021339,Beto Peralta 2023,These ads ran without a disclaimer,≤100,2
114735290364102,Unión Por El Perú - Región Callao,These ads ran without a disclaimer,≤100,2
102494754914653,Ronald Ormeño,These ads ran without a disclaimer,≤100,1
297633607658149,Paraíso Entre Valles,These ads ran without a disclaimer,≤100,2
109304825016113,José Palomino-Unión Asháninka,These ads ran without a disclaimer,≤100,4
1275465342519887,Servicios Educativos El Agustino,These ads ran without a disclaimer,≤100,1
2082707208628356,Enrique Beso,These ads ran without a disclaimer,≤100,1
110624674727408,"Acción Regional, Lamas.",Kiler Hidalgo Mori,≤100,1
258557170859924,IUS 360,Raul Sebastian Vergaray Merino,≤100,1
758649894278419,Zaid Producciones,These ads ran without a disclaimer,≤100,1
142883302826310,Solidaridad Latam,These ads ran without a disclaimer,≤100,11
101587148659148,Cosmos English,These ads ran without a disclaimer,≤100,1
109701488271292,Jimmy Ojeda,These ads ran without a disclaimer,≤100,1
112622718082586,Groupchatpod,These ads ran without a disclaimer,≤100,2
101093181819945,Lester Diaz - Chachapoyas,These ads ran without a disclaimer,≤100,1
1904107113187961,The Exponential Life,These ads ran without a disclaimer,≤100,2
100239248988119,Colectivo Civil Democrático Almirante Miguel Grau Seminario,These ads ran without a disclaimer,≤100,2
107437141491876,Escuela de Gobierno y Política - EGOP,Briyitt Seney Parco Gamboa,≤100,2
100979285370646,Juan Torres Polo,Robert Fach,≤100,2
1608698106060781,ADM Portilla - Agencia de Marketing,These ads ran without a disclaimer,≤100,1
104908474834486,Atenas Preuniversitaria - Virtual,These ads ran without a disclaimer,≤100,1
105344511015578,Internacional - USMP,These ads ran without a disclaimer,≤100,2
105078721527754,Defensores de la Democracia Perú,These ads ran without a disclaimer,≤100,1
106868341354633,Clara Salinas al Congreso,Nely Quispe Pauccar,≤100,6
104608780882836,Centro de Medicina Naturopática y Nutricional Dr. Edgardo Zaldivar Arias,These ads ran without a disclaimer,≤100,1
104679411596631,Alberto Morote,These ads ran without a disclaimer,≤100,5
103745591842462,Parque del Recuerdo - Jakeline Gibaja,These ads ran without a disclaimer,≤100,2
115098963270054,Pablo Mendoza,Pablo Mendoza,≤100,3
101169222196049,Rena Ware con Marici Fernández - Asesora Independiente,Rena Ware,≤100,3
100592965563753,Laughable governor,These ads ran without a disclaimer,≤100,1
903577146395715,Toronto Centre,These ads ran without a disclaimer,≤100,3
101054031968306,Avanza País Oficial,These ads ran without a disclaimer,≤100,1
592876447481220,Yo Soy Tingalés,Milthon Muñoz Berrocal,≤100,3
106313238087323,Elmer Limache Sandoval,These ads ran without a disclaimer,≤100,1
108048431496417,CursosTalk,These ads ran without a disclaimer,≤100,3
102104621142918,El hijo de Pamplona,Willie Mejia Rodríguez,≤100,1
104878901841180,Pamela Machaca - Consejera por Caylloma,Ronald Gonzalo Apaza Vilca,≤100,2
1558782954384305,Penguin Perú,These ads ran without a disclaimer,≤100,2
116542486411153,Instituto IIG,These ads ran without a disclaimer,≤100,2
386327841475384,Mundo Digital,Danny Mark Paira Cespedes,≤100,1
279677982097369,Resguarda Latam,These ads ran without a disclaimer,≤100,8
102241265983893,Jaime Vera Huamani,Ana Teresa Sumire Huillcayquipa Sumire,≤100,2
1010624132360350,Casino Montecarlo Iquitos,These ads ran without a disclaimer,≤100,3
247193432357291,Diaspora TV  Switzerland,These ads ran without a disclaimer,≤100,2
101450738335946,Diario El Estado,These ads ran without a disclaimer,≤100,3
2141605589262188,Por Mi Región La Libertad,These ads ran without a disclaimer,≤100,3
196080734631706,Casino Gambinos,These ads ran without a disclaimer,≤100,4
1355485927868846,Pastoral Vocacional Franciscanos TOR - Perú,These ads ran without a disclaimer,≤100,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100,21
144404192292384,Televisión La Luz,These ads ran without a disclaimer,≤100,1
101638625450220,Por la Democracia,These ads ran without a disclaimer,≤100,1
111886851256099,Jean Acevedo - Alcalde Distrital,These ads ran without a disclaimer,≤100,1
103776384794907,womenintimes,These ads ran without a disclaimer,≤100,17
261864833836876,UNICEF Latin America and Caribbean,These ads ran without a disclaimer,≤100,2
267776800813146,Fredy Vilcapaza Mamani,Eder Antonio Quispe,≤100,3
1169830356487676,Juntos Por El Perú San Borja,These ads ran without a disclaimer,≤100,2
100906342139943,Pedro Castillo - Francia,These ads ran without a disclaimer,≤100,1
401226360314390,España Abogados,These ads ran without a disclaimer,≤100,2
184028364877,The Element,These ads ran without a disclaimer,≤100,1
102100065566486,Happy Food,These ads ran without a disclaimer,≤100,1
336120960636736,PABerater,These ads ran without a disclaimer,≤100,2
106610444557659,Ralfo Liendo,Ernesto Manuel Suarez Tamayo,≤100,1
100568658649409,El Diario,These ads ran without a disclaimer,≤100,4
124954977557313,Mercado Negro Publicidad & Marketing - Perú,These ads ran without a disclaimer,≤100,2
105388522197938,WAYU Peru Joshua Arenas.,These ads ran without a disclaimer,≤100,1
110899697058601,Chimbote Informado,Chimbote Informado,≤100,1
104577194295498,Zona Pucallpa Noticias,These ads ran without a disclaimer,≤100,1
597425313724844,Encora Jobs,These ads ran without a disclaimer,≤100,5
101286502339875,Javier Haqquehua / Alcalde por Chanchamayo,Javier Jorge Haqquehua Anco,≤100,2
102443078231765,Pablo Pisconti - Ica - Perú,These ads ran without a disclaimer,≤100,4
101793968618120,Suclupe al Congreso,These ads ran without a disclaimer,≤100,1
104818281938858,Edgar Casani Meza,These ads ran without a disclaimer,≤100,3
104566161289921,pacoaspillaga,These ads ran without a disclaimer,≤100,13
105110794291066,Janeth Quispe Paitan,These ads ran without a disclaimer,≤100,1
1575234682735313,Revista Cocktail,These ads ran without a disclaimer,≤100,1
105741558953539,La Central Noticias,These ads ran without a disclaimer,≤100,2
205652930048954,ILO VENDE,These ads ran without a disclaimer,≤100,1
922336224476254,Masch Group Propiedades,These ads ran without a disclaimer,≤100,1
103683348794718,Renovación y Desarrollo R&D,These ads ran without a disclaimer,≤100,1
109951001835055,Sierra y Selva Contigo Junín - Walther Baltazar,These ads ran without a disclaimer,≤100,3
109582803799901,Edwin Javier Martinez Concha,These ads ran without a disclaimer,≤100,1
103124822090250,VEGAN LIZZ PERÚ,These ads ran without a disclaimer,≤100,1
104816678448995,Cotabambas PERÚ,These ads ran without a disclaimer,≤100,2
101847998393870,enzoelguera,These ads ran without a disclaimer,≤100,1
258557170859924,IUS 360,These ads ran without a disclaimer,≤100,5
1047771668607112,DAEA Centro de Investigación e Intervención Psicosocial A.C.,These ads ran without a disclaimer,≤100,1
100627871724535,Mk Camayoc Fernández,These ads ran without a disclaimer,≤100,2
108129358626971,Leonarda Vasquez - Villa Rica 2023,Roberth Alexander Flores Camacho,≤100,1
103465498361896,Acción Colectiva,These ads ran without a disclaimer,≤100,3
103898502184529,Sj tech,These ads ran without a disclaimer,≤100,2
104456540982401,Jota Gomez,Josue Gomez,≤100,2
110887744088769,Noelia Herrera,Politólogos Digitales,≤100,1
644470012616700,Diploma en Desigualdades y Políticas Públicas Distributivas,These ads ran without a disclaimer,≤100,1
103070479156405,Escuela de soldadores - Cecavg Perú,These ads ran without a disclaimer,≤100,2
348615172673300,Impresiones S&M,These ads ran without a disclaimer,≤100,1
294692821334350,SOCIAL STRATUM TEAM,These ads ran without a disclaimer,≤100,2
106394965482360,Pedro Cardoso,These ads ran without a disclaimer,≤100,1
106448474512262,Yo Apoyo al Vecino Jose Luis Ordoñez,Christian Raul Lupaca Huamani,≤100,1
975350039244736,Panorama Acuícola Magazine,These ads ran without a disclaimer,≤100,2
101561869299958,Sannadent Perú,These ads ran without a disclaimer,≤100,1
2371110533147412,Fundación We Are More,These ads ran without a disclaimer,≤100,1
102704105921163,Región Puno con Antauro,Victor Huaman,≤100,1
106889911550455,Frente por la nutrición de Lima,Jose Miguel De Jesus Cortes Jesfen,≤100,1
1680961435529731,LP Derecho Penal,These ads ran without a disclaimer,≤100,1
422121834909236,Katty Bravo Palma,These ads ran without a disclaimer,≤100,1
102122721901724,Victoria La Cruz,Sofia Del Carmen Garcia Huarcaya,≤100,1
116132483123610,Transportes Seysan,These ads ran without a disclaimer,≤100,1
115098963270054,Pablo Mendoza,Gabriel Frantsha,≤100,1
102707309213479,Renato Carreón Alcalde de Cayma 2023,Misitiopyme,≤100,1
103411005233989,Cieneguilla con Pedro Castillo,These ads ran without a disclaimer,≤100,1
100064726264315,,These ads ran without a disclaimer,≤100,1
121851691173619,MEGA MANUALIDADES INTERNACIONAL,These ads ran without a disclaimer,≤100,1
1422581441320726,Huánuqueños con Educación,Politologos Digitales,≤100,1
207833489990463,Jóvenes con Vero y Elena - Tacna,Anderson Maximiliano Cango Lachira,≤100,1
108118208077370,No a Keiko Lima Norte,These ads ran without a disclaimer,≤100,2
113502463755590,Gigantografia la Merced,These ads ran without a disclaimer,≤100,1
648587888637358,Jhonatan Romaní SJL,These ads ran without a disclaimer,≤100,2
166806880129129,CLT Corporación Logística & Transporte,Luis Ysmael Tenorio Flores,≤100,1
102271254589099,Alianza Universitaria SOMOS UNAP,These ads ran without a disclaimer,≤100,1
108231071529896,Flor Veramendi,Christian Alberto Pisconte Arguedas,≤100,1
283647955155472,Sigrid Bazan,Paulo Billy Felices Camargo,≤100,1
106300112196108,Yo Arequipa - Bella Unión,Julia Pamella Torres Ramirez,≤100,1
111499660986935,Edith Jenny Rodríguez Altamirano,Edith Jenny Rodríguez Altamirano,≤100,5
102910785562390,Rasectrainer,These ads ran without a disclaimer,≤100,1
111349214910022,Confia Caminaca,Miguel Angel Soncco Cahuaya,≤100,1
106170961934037,Jose Salvador Romero,José Orlando Raul Salvador Romero,≤100,1
749257711757154,Foro Justicia y Libertad,These ads ran without a disclaimer,≤100,1
113996082527350,Jorge Marcelo del Castillo,Omar Eduardo Amasifuen Cotrado,≤100,3
102227792475394,MIRA - Ocuviri,Miguel Angel Soncco Cahuaya,≤100,1
100539582903136,Alberto Moreno - Periodista,Victor Enrique Torres Rojas,≤100,1
234614656994914,TRUCO Municipal,Carmen Susana Díaz Méndez,≤100,1
106850752320727,Municipalidad Distrital de Jequetepeque,José Paul Cruz Guarniz,≤100,1
102027672572164,Miguel Ángel Saldaña Juventudes,Brenda Samantha Rodriguez Espinoza,≤100,1
100717442546769,Ana Maria Cenas Peña,Ruth Sofía Damacen Villafana,≤100,1
1570938653129082,Mónica Sánchez,These ads ran without a disclaimer,≤100,1
143531855792749,Miguel Yagi,Yessica Esmeralda Guerrero Fernandez,≤100,1
111453394889958,Roberto Muñoz Socabaya,Renato La Bombonera,≤100,1
105046621250800,SUTEP Chiclayo - valiente y combativo,These ads ran without a disclaimer,≤100,1
101986012143998,Néstor Gonzales Echeandía,Nestor Octavio Gonzales Echeandia,≤100,1
101935135273353,María Pía Salinas - A la Alcaldía Provincial de San Martín,These ads ran without a disclaimer,≤100,1
713716685414647,Municipalidad de San Juan de Lurigancho - Oficial,Aldo Neri Taboada Torpoco,≤100,1
102754891093490,Moqueguano Digital,These ads ran without a disclaimer,≤100,1
108533421739698,Haessler Fernández Trinidad,These ads ran without a disclaimer,≤100,1
106005418306735,Jesus Utani Condori,Diego André Barba Walters,≤100,1
454541211942508,David Altamirano Peralta,These ads ran without a disclaimer,≤100,2
102072848864256,Sharon Kristhell Garcia Madariaga,These ads ran without a disclaimer,≤100,2
107656241829439,Abel Bulnes Rojas - Página Oficial,Abel Grimer Bulnes Rojas,≤100,1
297808501163688,Cusco Post,Jeannette Katherine Mendoza Quintana,≤100,1
240237592708309,Frente Chachani,Frente Chachani,≤100,1
427870160592455,Radio Altura TV,These ads ran without a disclaimer,≤100,1
104725915681035,Enrique Neyra - Avanza País - Provincia de Oyón,Erik Jhon Francisco Mendoza Ramon,≤100,1
267897103690,Unión Estudiantil (UNES - PUCP),These ads ran without a disclaimer,≤100,1
145523092952332,Partido Socialista Maynas,Luis Alberto Vargas Coral,≤100,1
110790364731280,Partido Morado-Huancayo,Cesar Vladimir Vilcas Painado,≤100,1
102255768512742,Nemesio Quispe - Alianza Para el Progreso Andahuaylas,Fabian Moises Rodrigo Quispe,≤100,1
109649927338689,Eventos Curo,Jose Luis Curo Anton,≤100,2
477712225961516,Partido Nuevo Peru- Mujeres Arequipa,These ads ran without a disclaimer,≤100,1
165307723919398,Adelante PUCP,These ads ran without a disclaimer,≤100,1
101042232740202,Zuper Naranjita,Jolvi Leonid Chumbimuni Tenicela,≤100,2
106202548618073,Coronel Gregorio Albarracin Un Nuevo Comienzo,Luis Ayca,≤100,2
102927865232810,Dra. Vanessa Polo,These ads ran without a disclaimer,≤100,1
104022457783397,Noticias en la Region ICA,Luis Felipe Loayza Falcon,≤100,1
105935151127828,Marketplace V.E.S,Enma Rosa Milla Martel,≤100,2
105622265272482,Fidel García con Fe,These ads ran without a disclaimer,≤100,1
100230398948691,Rimac Llaqta TV,Milagro Avril Aldaba Oropeza,≤100,1
102238708539056,Jaime Huarcaya,Andres Jefferson Bendezu Liberato,≤100,1
100423448743603,Betssy Chavez,These ads ran without a disclaimer,≤100,1
106394808907841,Dospuntocero Noticias,Dospuntocero Noticias,≤100,1
253518258580731,Pucallpa 2.0 - Noticias,Juan Jose Torres Lopez,≤100,1
435914640241371,Centro de Liderazgo para Mujeres de las Américas,Hector Venegas Diaz,≤100,1
100619235508460,Libertad y Democracia,Partido Libertario Peruano Libertad y Democracia,≤100,5
104094577735451,En Arequipa Somos Perú,These ads ran without a disclaimer,≤100,1
111662687985402,Contadores que apoyan a Ebert Burgos,These ads ran without a disclaimer,≤100,1
105946375175586,Tu amigo BORJA _ Mov. Reg. El Maicito - Chavín de Huántar,Wilder Wilmer Paucar Caurino,≤100,1
103259088857563,Joel Gonzales,Joel Hermogenes Gonzales Angulo,≤100,1
100584305404940,Hatariy Apurímac,Hatariy Apurímac,≤100,1
105510452039155,Ing. Gabino Angulo,Bryam Alexis Ñahuiña Balbuena,≤100,1
111216208296752,Reynaldo Malpartida,Reynaldo Malpartida,≤100,1
952345074870496,Paul Bendezú 2023 Jesús Nazareno - Gana Ayacucho,Astrid Indira Zapata Quispe,≤100,1
319679118154000,Calimares,Claudia Gabriela Padilla Arenas,≤100,1
100833912432546,Roger Venancio Jorge,These ads ran without a disclaimer,≤100,1
102079905810744,Anghelo Alcalde de Arequipa,Kelly Rospigliosi,≤100,1
113585464573895,"Comisión de Educación, Juventud y Deporte del Congreso Perú",These ads ran without a disclaimer,≤100,1
102568505076143,Dr. Elías Varas Meléndez Congresista por Áncash,Elias Marcial Varas Meléndez,≤100,2
160501657376152,Agencia La Lupa,Elmer Pablo Maguiña Ramírez,≤100,1
104429418737407,Carlos Cortijo,Engelbert Fabian Carranza Zumaran,≤100,1
593247027692875,Zumel Trujillo Gobernador,Mary Elizabeth Perez Pacheco,≤100,1
103352705283813,FE - Tumbes,These ads ran without a disclaimer,≤100,1
100640598327712,GEA cursos,These ads ran without a disclaimer,≤100,2
1463818160585516,Juventud APP CASMA,Juleissi Arlett Llontop Paredes,≤100,3
108474991829732,Jóvenes con Andrés Villar,Carlos Gil Rodriguez,≤100,2
100259156009171,Javier Diez.,Braulio Jose Celis Lopez,≤100,1
104466344785915,Ciudad de Orellana,Luis Alberto Ramos Rojas,≤100,3
100486185569796,Perú Libre - Colectivo Cusco,These ads ran without a disclaimer,≤100,1
351304292002909,Cristianos por la Democracia,Cesar Anibal Cardenas Flores,≤100,1
132150130735834,Comando PLATH,These ads ran without a disclaimer,≤100,1
34440108608,Net Impact,These ads ran without a disclaimer,≤100,23
334229130113548,Paola Gutiérrez - Espíritu Celeste,These ads ran without a disclaimer,≤100,1
104817925714854,Nasario Barreto Tamara,Joel Nasario Barreto Tamara,≤100,1
725975040939879,Cesar Acuña: Cruzada Por El Perú,These ads ran without a disclaimer,≤100,1
112433413492156,La Oportunidad del Cambio Arequipa,Michael Junior Corahua Larico,≤100,1
114749549983224,Yuri Colina,These ads ran without a disclaimer,≤100,5
167568753314373,Los Peruanos Somos Geniales,These ads ran without a disclaimer,≤100,1
106346435070252,UNSA - Libertad Y Democracia,Politologos Digitales,≤100,2
68793499001,UNICEF,UNICEF,≤100,80
100348598594576,Jóvenes Democratas - Ayacucho.,These ads ran without a disclaimer,≤100,2
102063138536386,Prof. Martel  JP 4,These ads ran without a disclaimer,≤100,3
100108698322974,Jordan de Huanchaco,These ads ran without a disclaimer,≤100,2
106467098247373,6 de Junio - Dia D,These ads ran without a disclaimer,≤100,2
227750180701404,Wanrre Reyes,Fabián Jhoel Gutiérrez Sunción,≤100,2
351480252330554,Emergency Medicine Day,These ads ran without a disclaimer,≤100,1
107792384472569,Zully Pinchi- Somos Perú Nro 18,These ads ran without a disclaimer,≤100,3
109800731380084,Frente Plurinacional Constituyente,Dante Morales,≤100,1
102973528450933,Heber Jimenez Mendez,These ads ran without a disclaimer,≤100,3
1778611415701251,Renovación Sanmarquina,These ads ran without a disclaimer,≤100,2
100670969160001,Estudio Villaverde,These ads ran without a disclaimer,≤100,1
213480412576325,César Ibarra a La Victoria,Julio Cesar Jefferson Campos Lara,≤100,2
1859968900977519,Acuerdo Nacional Perú - oficial,These ads ran without a disclaimer,≤100,1
109849081721584,Jose Charles,Sanchez José Charles,≤100,1
1478856295531462,Hardin Abril,These ads ran without a disclaimer,≤100,1
748229268876089,Wilson Chira,These ads ran without a disclaimer,≤100,1
701957273235877,ELECTROPERU S.A.,These ads ran without a disclaimer,≤100,2
1953232044950440,Gobernanza,These ads ran without a disclaimer,≤100,1
102538584779289,Estrategia & Gobernanza,These ads ran without a disclaimer,≤100,1
2138763276196801,Instituto Latinoamericano de Criminología y Desarrollo Social,These ads ran without a disclaimer,≤100,1
105951021534046,Acción Popular apoyo nacional,These ads ran without a disclaimer,≤100,8
108151790803276,Arriba Loreto,These ads ran without a disclaimer,≤100,6
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
186328345391759,Demócrata Verde - TACNA,These ads ran without a disclaimer,≤100,3
284757418904260,SOMOS NASCA,These ads ran without a disclaimer,≤100,1
2014010098899358,Laura Pastor Rocca,These ads ran without a disclaimer,≤100,2
101053675911037,Fabri & Asociados Consultoría Política y de Mercadeo,These ads ran without a disclaimer,≤100,4
1669485489997158,Centro de Altos Estudios Jurídicos,These ads ran without a disclaimer,≤100,1
111814565623,Aapresid,These ads ran without a disclaimer,≤100,5
134221934008,OPECU - Organismo Peruano de Consumidores y Usuarios,These ads ran without a disclaimer,≤100,4
114879566618711,Beto Velarde,These ads ran without a disclaimer,≤100,3
101208405049879,Edwin Espinoza,These ads ran without a disclaimer,≤100,1
1027692830618537,Soul Alchemy by Carolina Israel,These ads ran without a disclaimer,≤100,1
100510421960707,Avanza Pais Ancón,These ads ran without a disclaimer,≤100,2
224333031664894,Arturo Najar -Alcalde Provincial 2023 - 2026,Jacson Eduardo Jones Lozano,≤100,1
1504718626326250,Renovemos Wanchaq - Roberto Pimentel,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,116
101642975136123,Puma Andino,Puma Andino,≤100,1
115513377021766,Centro Cultural Máximo Cárdenas Sulca.,These ads ran without a disclaimer,≤100,1
107756041807121,oxfam_es,These ads ran without a disclaimer,≤100,2
743941342614910,FreshCool,These ads ran without a disclaimer,≤100,1
236432060446357,El Pensador.io,These ads ran without a disclaimer,≤100,8
102961344462907,Jóvenes de Acción Popular - Ancash,Jóvenes de Acción Popular Áncash,≤100,1
357331116154,Conservación Internacional Perú,These ads ran without a disclaimer,≤100,5
108388847687280,Anáhuac Online,These ads ran without a disclaimer,≤100,2
102092318800983,Redesla Sección Cursos,These ads ran without a disclaimer,≤100,4
107519081926705,Raysa Alcántara -  Candidata Consejera Regional,Raysa Jeraldyn Alcántara León,≤100,2
109167861853435,"Recreo deportivo ""Caviro""",These ads ran without a disclaimer,≤100,1
100558538068309,Merly Anampa Regidora Por Ica 2023.,These ads ran without a disclaimer,≤100,1
104043221648755,Richard Lazo,Richard Lazo,≤100,1
103094655721594,Julio Lingán Padilla,Ronald Hinostroza Fortuna,≤100,1
101368519213886,Biólogo Jefry Alcalde 2022,Jeferson Heras Herrera,≤100,2
104398157958903,Sucesos Ayacucho,These ads ran without a disclaimer,≤100,2
107862731822700,Gabriela Paliza - Alcaldesa del Cusco,These ads ran without a disclaimer,≤100,1
507430292660887,Javier Arevalo,These ads ran without a disclaimer,≤100,2
105665971569091,Luisa Coaguila M.,These ads ran without a disclaimer,≤100,9
112185167575560,Simpatizantes con el Profe.AP,These ads ran without a disclaimer,≤100,3
104577065447796,Fermin Yagkitai,Katherine Lizette Espinoza Casabona,≤100,5
1151906584902455,Luxury discounts worldwide No.1,These ads ran without a disclaimer,≤100,2
220153625269958,Perú Democrático,These ads ran without a disclaimer,≤100,1
110409148102552,Nilza Chacón Trujillo,These ads ran without a disclaimer,≤100,3
306441363239262,Jorge Carbajal Pachas 2023,Jorge Carbajal Pachas,≤100,1
100418761472038,Gilia Gutiérrez Gobernadora Regional,These ads ran without a disclaimer,≤100,1
1279899402044965,Rosario Victorio - Pagina  Oficial,Kathia Del Rosario Victorio Cahuana,≤100,1
110030114743981,arca_inversiones,These ads ran without a disclaimer,≤100,1
111706978532874,Entre Líderes,These ads ran without a disclaimer,≤100,1
1497095980557287,Ideario.pe,Gamarra Oquendo Gonzalo Juvenal,≤100,3
193394557345243,Devex,These ads ran without a disclaimer,≤100,15
106444028015350,Institute for the Future of Education,These ads ran without a disclaimer,≤100,3
102798788277438,PT - Uníos Cusco,These ads ran without a disclaimer,≤100,1
104302797740746,Yanely tarot,These ads ran without a disclaimer,≤100,1
110323445015716,espacio.mejor,These ads ran without a disclaimer,≤100,1
103532568671032,Maestra Amarres De AMOR,These ads ran without a disclaimer,≤100,1
105195088392727,Avanza Minero,These ads ran without a disclaimer,≤100,1
100308451706965,Luchitomemes.com.pe,These ads ran without a disclaimer,≤100,1
110965630444750,PERU SIN Censura,These ads ran without a disclaimer,≤100,2
356259204423835,Diario Nuevo Sol,These ads ran without a disclaimer,≤100,5
102664598735273,Okinawa Karate Club Trujillo,These ads ran without a disclaimer,≤100,3
1508267179496876,"Alessandra, Tortas, Cupcakes y Mas",These ads ran without a disclaimer,≤100,1
1729664480454432,Cesar Baldeón al Congreso Junin,Yimmy Camacho Castillo,≤100,1
535532536972539,Fenahid,These ads ran without a disclaimer,≤100,4
115905648420684,Center for International Forestry Research (CIFOR),These ads ran without a disclaimer,≤100,11
104778214417923,Estudio Jurídico Vásquez Boyer & Abogados Asociados,These ads ran without a disclaimer,≤100,2
103684138689706,ElMundo del Caucho,These ads ran without a disclaimer,≤100,2
731521063579274,Exopolitics Peru,These ads ran without a disclaimer,≤100,2
102928552485902,Clinica Municipal Miraflores,These ads ran without a disclaimer,≤100,1
357251385085313,Alliance to End Plastic Waste,These ads ran without a disclaimer,≤100,13
18165933022,Matt Geraghty,These ads ran without a disclaimer,≤100,2
263844357116402,Guillermo Núñez,Guillermo Núñez Velasquez,≤100,1
105651655346411,Cuatrimotos DAKO,These ads ran without a disclaimer,≤100,1
344164993339279,Aldo Santome - Asesor Inmobiliario REMAX,These ads ran without a disclaimer,≤100,1
112434867308064,Paquita Martínez,These ads ran without a disclaimer,≤100,1
341573140367282,Dante Zapata - Al Congreso por PEX # 1,Dante Valle,≤100,1
1625101837544529,Chimbote Informa,These ads ran without a disclaimer,≤100,2
1152895598072619,Radio Líder Chancay Tv,These ads ran without a disclaimer,≤100,1
103122085187620,JP 5 - Sergio Tejada - Campaña Lima Metropolitana,These ads ran without a disclaimer,≤100,1
232397454673976,Centro Dental OLAM,These ads ran without a disclaimer,≤100,1
232723438662423,Empake Perú,These ads ran without a disclaimer,≤100,1
103104001590520,Estela al Congreso,These ads ran without a disclaimer,≤100,1
2033020680109316,Víctor Raúl Cruzado Alcalde Provincial de Pacasmayo,These ads ran without a disclaimer,≤100,1
101931365299506,ANGEL Neyra  Olaychea,These ads ran without a disclaimer,≤100,1
100568152082547,Marco Arevalo Salazar,Marco Antonio Arevalo Salazar,≤100,1
108512875350,The Atlas Society,These ads ran without a disclaimer,≤100,1
1603496526617213,Andrea Narváez Fotografía,These ads ran without a disclaimer,≤100,1
107884554915940,Jovany Chunga,These ads ran without a disclaimer,≤100,1
101919845728431,Juventudes Avanza Pais,Franco Vidal Morales,≤100,1
716932505359000,Fortaleciendo Resiliencia en Ica,These ads ran without a disclaimer,≤100,6
100216921910237,Nuevo Perú USA,These ads ran without a disclaimer,≤100,1
1608751695844203,Global Church Network,These ads ran without a disclaimer,≤100,1
138987186170505,Organización Autolibre,These ads ran without a disclaimer,≤100,1
352545122008296,Galarza & Abogados,These ads ran without a disclaimer,≤100,2
590411701370752,El Poder Noticias,These ads ran without a disclaimer,≤100,1
2286392178253582,Paredes Terry Página Oficial,These ads ran without a disclaimer,≤100,2
1864601407110168,Más Igualdad,These ads ran without a disclaimer,≤100,1
281718562750574,MARTÍN IRIARTE,These ads ran without a disclaimer,≤100,1
114208513552257,Vida Cristiana TV,These ads ran without a disclaimer,≤100,1
103892691284322,La Verdad_Prensa Ventanilla,These ads ran without a disclaimer,≤100,1
103105511704815,Freddy Aréstegui Saavedra,These ads ran without a disclaimer,≤100,3
110493037453173,Tops Tvs,These ads ran without a disclaimer,≤100,1
437616359600178,Fernando Garza Martinez,These ads ran without a disclaimer,≤100,2
2206142272808159,Por un Perú Mejor,These ads ran without a disclaimer,≤100,1
1542919985972196,Feria de Cantón,These ads ran without a disclaimer,≤100,8
333666590425992,La Verdad y Punto Chincha,These ads ran without a disclaimer,≤100,3
1324372764305949,Santiago Paz,These ads ran without a disclaimer,≤100,3
149510962295400,Miluska Olivera a la Región,These ads ran without a disclaimer,≤100,3
108500834059745,Municipalidad  PAITA Tortuga,These ads ran without a disclaimer,≤100,3
103394735463524,Centro Federado de Derecho,Leslie Danae Vega Meza,≤100,1
111791074024887,Trascender Perú,These ads ran without a disclaimer,≤100,1
559991844204539,Dr. José Francisco Parodi - Geriatra,These ads ran without a disclaimer,≤100,1
100525111686481,Academia Preuniversitaria Galileo,These ads ran without a disclaimer,≤100,1
630371157116981,Especonp,These ads ran without a disclaimer,≤100,1
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,19
236162873782376,Podemos Perú-CLG,These ads ran without a disclaimer,≤100,4
1179966768805147,La Molina Somos Todos,These ads ran without a disclaimer,≤100,1
543114665862219,NAVY Trainer Marines SAC,These ads ran without a disclaimer,≤100,1
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,≤100,12
236824097207560,Generación Vegana,These ads ran without a disclaimer,≤100,6
101518664886781,Fenesa,These ads ran without a disclaimer,≤100,3
101297452216904,Andre Gutierrez,These ads ran without a disclaimer,≤100,2
107427518415584,"Pacocha, esta vez vamos todos",Robert Glenn Valdivia Manrique,≤100,2
142765166583389,Edgar Tapia Palacios - Arquitecto,These ads ran without a disclaimer,≤100,1
114401381965766,Sociedad Peruana de Derecho Internacional,These ads ran without a disclaimer,≤100,2
119562214868799,Federación Nacional Trabajadoras y Trabajadores del Hogar Perú Fenttrahop,These ads ran without a disclaimer,≤100,2
535310900216209,ZAPATA TU PATA,These ads ran without a disclaimer,≤100,7
101030799044142,truthfreedomfighter,These ads ran without a disclaimer,≤100,1
110258935668204,Ismael Cala,These ads ran without a disclaimer,≤100,2
108905315120467,Ing. César Zorrilla Rodríguez,Pelayo García Marín,≤100,2
104762008193542,Rosa Heredia Mendoza,These ads ran without a disclaimer,≤100,2
101282745051903,Revista Sorpréndete,These ads ran without a disclaimer,≤100,1
100576083002578,MTC trámite virtual,These ads ran without a disclaimer,≤100,1
1686703524905909,Raúl del Castillo Alatrista,These ads ran without a disclaimer,≤100,4
