Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
102626931932133,Trenzados,These ads ran without a disclaimer,≤100,1
105261907888303,Eco️de MAR,These ads ran without a disclaimer,≤100,2
100636718409153,Di Iorio Estudio Jurídico,These ads ran without a disclaimer,≤100,1
102092318800983,Redesla Sección Cursos,These ads ran without a disclaimer,≤100,3
112422236876606,Aliança pelo Brasil - paulista,These ads ran without a disclaimer,≤100,1
102386009265966,Aline Antunes,These ads ran without a disclaimer,≤100,6
1592184267758930,Round-Table,These ads ran without a disclaimer,≤100,4
110367464529584,Hippo Report,These ads ran without a disclaimer,≤100,4
108070998174402,forodelsur,These ads ran without a disclaimer,≤100,1
103022857785507,AMMDS Academia Mexicana de Medicina Dental de Sueño,These ads ran without a disclaimer,≤100,3
330588664374135,Plus autoventas,These ads ran without a disclaimer,≤100,1
112079280692029,Juanky Pulido por un Nuevo Rumbo,These ads ran without a disclaimer,≤100,1
631545574137114,rocio.vic,These ads ran without a disclaimer,≤100,1
104442192308110,soul___zero,These ads ran without a disclaimer,≤100,2
0,Instagram User 4714274429,These ads ran without a disclaimer,≤100,1
503569446649440,التحالف الدولي,These ads ran without a disclaimer,≤100,2
199069810143176,Canto del Alma,These ads ran without a disclaimer,≤100,1
105340832387795,Psicología Centrada en Mujeres,These ads ran without a disclaimer,≤100,1
101389924993500,Ideas Para El Bosque,These ads ran without a disclaimer,≤100,1
17678507849,Revista Ambientes,These ads ran without a disclaimer,≤100,1
380832441983860,Kikiriki,These ads ran without a disclaimer,≤100,1
112205178274664,ayasketches,These ads ran without a disclaimer,≤100,1
118303650076919,Liberty For LGBTQ,These ads ran without a disclaimer,≤100,11
105433098937696,Fun Magazine Club,These ads ran without a disclaimer,≤100,1
1799630447014585,Empatico,These ads ran without a disclaimer,≤100,1
108483864253060,Education and Employment Around the Globe,These ads ran without a disclaimer,≤100,1
353420328196616,AfternoonSpecial,These ads ran without a disclaimer,≤100,4
173254003362613,WE ARE CHINA,These ads ran without a disclaimer,≤100,3
2145740992150572,Noticias Geek TV - 2,These ads ran without a disclaimer,≤100,1
1877361012493253,China Mosaic,These ads ran without a disclaimer,≤100,5
1853166571637415,RISEI,These ads ran without a disclaimer,≤100,1
105728562826950,Atlantic International University,These ads ran without a disclaimer,≤100,1
274567862646829,Hand Luggage Only,These ads ran without a disclaimer,≤100,1
108479188108818,USA Frijoles,These ads ran without a disclaimer,≤100,1
108019080629216,Jonathan Prado,These ads ran without a disclaimer,≤100,1
108401761986142,Authorised reseller Hrvatska,These ads ran without a disclaimer,≤100,1
108559981628920,Dr-ea-me ZZ,These ads ran without a disclaimer,≤100,4
107162302140784,Coolcaty,These ads ran without a disclaimer,≤100,1
109026697443665,El Joeker,These ads ran without a disclaimer,≤100,8
325336758377936,Josemartininversiones,These ads ran without a disclaimer,≤100,1
750888818623787,المغامر_خليفة_المزروعي,These ads ran without a disclaimer,≤100,5
279395135421721,Share Change,These ads ran without a disclaimer,≤100,2
101885262450166,Гуманітарна допомога Україні,These ads ran without a disclaimer,≤100,1
104455855576503,Fashionary,These ads ran without a disclaimer,≤100,1
338734370188057,Dra Margaret Mateo,These ads ran without a disclaimer,≤100,1
100340744857928,inma_escribano,These ads ran without a disclaimer,≤100,1
101181894764721,Victorplay69HD,These ads ran without a disclaimer,≤100,1
104204665546232,True Info,These ads ran without a disclaimer,≤100,1
102810102487619,Sarah Jones,These ads ran without a disclaimer,≤100,1
109519018895096,Silberkarpfen.com,These ads ran without a disclaimer,≤100,3
452488678557565,O-tek,These ads ran without a disclaimer,≤100,3
217822905228833,Vital Strategies,These ads ran without a disclaimer,≤100,1
106521037944872,actitudhelloworld,These ads ran without a disclaimer,≤100,1
148361108591936,Casetify,These ads ran without a disclaimer,≤100,1
108216198241949,Dr-ea-me DN1,These ads ran without a disclaimer,≤100,2
122095894946011457,Funny Shoes,These ads ran without a disclaimer,≤100,1
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,≤100,4
108148711054082,Tech Ideas for Good,These ads ran without a disclaimer,≤100,3
101512779421553,Global Yo.,These ads ran without a disclaimer,≤100,1
104929039128172,Hoshi Kem Trẻ Hóa Làn Da - Xóa Nám Tàn Nhang,These ads ran without a disclaimer,≤100,3
155669201856139,Giovanna White,These ads ran without a disclaimer,≤100,1
466619873372217,Convenio Andrés Bello,These ads ran without a disclaimer,≤100,3
1523610161269325,Esther Duréus,These ads ran without a disclaimer,≤100,2
105723248728174,Pray for Ukraine,These ads ran without a disclaimer,≤100,3
101186152159016,fatitepano,These ads ran without a disclaimer,≤100,1
76583959748,Tatiana Moya   Art Studio,These ads ran without a disclaimer,≤100,1
102232125112363,Nicole L. Cross,These ads ran without a disclaimer,≤100,2
100473292799458,Karerina.K Nature Photographer,These ads ran without a disclaimer,≤100,1
1556009104670971,SimpliRoute,These ads ran without a disclaimer,≤100,2
103061028818319,Hatria Producciones,These ads ran without a disclaimer,≤100,2
122550474270941,mariela.verzero,These ads ran without a disclaimer,≤100,1
546129978855215,Comunidad RH,These ads ran without a disclaimer,≤100,1
101375981934768,Persida Cheuquenao Consejera a Conadi,These ads ran without a disclaimer,≤100,1
109613724692426,Comando Vecinos de Aysen por Jadue Presidente,These ads ran without a disclaimer,≤100,1
111581008652924,castellandefensajuridica,These ads ran without a disclaimer,≤100,1
401267489943255,Cartas desde Zihuatanejo,These ads ran without a disclaimer,≤100,1
105080675178133,Cristina Souza Campos,These ads ran without a disclaimer,≤100,3
130068066846383,Pedro Henrique,These ads ran without a disclaimer,≤100,3
118325041261734,UBAFILOCursos,These ads ran without a disclaimer,≤100,1
115547754831342,Zettyyziro,These ads ran without a disclaimer,≤100,1
104731681251213,Las cartas de Roberto,These ads ran without a disclaimer,≤100,2
262608907419863,GloorMusic.dk,These ads ran without a disclaimer,≤100,1
198869676842385,British Council Brasil,These ads ran without a disclaimer,≤100,1
102187272839185,VEnde MÁgicamente,These ads ran without a disclaimer,≤100,3
114492270728468,Mónica Henríquez CORE x Chacabuco,These ads ran without a disclaimer,≤100,1
662383317171460,Espacio Terapéutico Alternativo,These ads ran without a disclaimer,≤100,1
100302908938123,AntropoCanal,These ads ran without a disclaimer,≤100,1
102379511727428,Claudia Pailalef Montiel,These ads ran without a disclaimer,≤100,1
102750102212095,Psic. Paola Varela Ituarte,These ads ran without a disclaimer,≤100,1
1914804111896826,Pastor Abraham Garcia,These ads ran without a disclaimer,≤100,1
105862245309178,ideasconimpacto,These ads ran without a disclaimer,≤100,1
103982862530012,mailatamchina,These ads ran without a disclaimer,≤100,1
286149511482110,Institucion Fernando Ulloa,These ads ran without a disclaimer,≤100,2
107510668196961,Fortis Leader - The Pacific & Asia,These ads ran without a disclaimer,≤100,12
852845231759667,Iniciativa FIS,These ads ran without a disclaimer,≤100,8
802090139805877,Tony Marioghae,These ads ran without a disclaimer,≤100,17
114161481641764,borboletajoyas,These ads ran without a disclaimer,≤100,1
102819212436057,Ucrania Último Minuto,These ads ran without a disclaimer,≤100,1
20035144976,Radio Horizonte,These ads ran without a disclaimer,≤100,1
109470960512705,Dj belomix,These ads ran without a disclaimer,≤100,1
0,Instagram User 6638855276,These ads ran without a disclaimer,≤100,1
499413494191734,martinianoterragni,These ads ran without a disclaimer,≤100,1
106455901449808,Verónica Rivera,These ads ran without a disclaimer,≤100,1
105903800950947,CFTE Región Antofagasta,These ads ran without a disclaimer,≤100,1
1164694603562682,FastTony,These ads ran without a disclaimer,≤100,2
105242967999187,Soka Gakkai - español,These ads ran without a disclaimer,≤100,3
101826405332154,booksoverdrinksofficial,These ads ran without a disclaimer,≤100,1
105739388332830,ASEC - Capacitación,These ads ran without a disclaimer,≤100,1
106718111155037,tejidos.lumiere,These ads ran without a disclaimer,≤100,1
110491403891849,ikkaconcepcion,These ads ran without a disclaimer,≤100,1
118174168222010,Electricidad,These ads ran without a disclaimer,≤100,1
900556969977923,Legalim,These ads ran without a disclaimer,≤100,1
9822806858,The Index Project,These ads ran without a disclaimer,≤100,2
134200756439097,Momento de saber,These ads ran without a disclaimer,≤100,1
2221386338099123,WhatDa?,These ads ran without a disclaimer,≤100,1
869663783106067,הצוק-מסעדת שף,These ads ran without a disclaimer,≤100,1
106433909047908,Muri by Todorlando,These ads ran without a disclaimer,≤100,1
101874415544244,Luisa Vidaurre Winje,These ads ran without a disclaimer,≤100,3
105157221698425,MvioBuy 2.5,These ads ran without a disclaimer,≤100,1
104475628163146,Estefaniaquevedom,These ads ran without a disclaimer,≤100,1
115417791490323,fyndulat,These ads ran without a disclaimer,≤100,1
104424385200734,El JORP,These ads ran without a disclaimer,≤100,1
111542721915368,Naturalmente bella,These ads ran without a disclaimer,≤100,2
161707327848308,Violetas CIEIS A.C.,These ads ran without a disclaimer,≤100,1
1038269162917602,CPLED Colegio de Entrenadores,These ads ran without a disclaimer,≤100,1
116631579749087,Transdigital,These ads ran without a disclaimer,≤100,1
104207428615435,Colectivo Transdisciplinario De Ciencias Sociales-CTCS,These ads ran without a disclaimer,≤100,1
2038240592870989,AMATE El Arte de FloreSer,These ads ran without a disclaimer,≤100,1
343817256222320,Social Justice M-Plan,These ads ran without a disclaimer,≤100,1
101848657999544,Congreso Revista Clínica México,These ads ran without a disclaimer,≤100,1
439733729429081,"US UCIA Corporation, Inc.",These ads ran without a disclaimer,≤100,1
102135752669815,colima.112,These ads ran without a disclaimer,≤100,1
116206710188098,Preparatoria SEP Virtual,These ads ran without a disclaimer,≤100,2
532419183534375,Latinamerica Meetings,These ads ran without a disclaimer,≤100,1
398215047633548,Habolt,These ads ran without a disclaimer,≤100,2
193260427505090,Mack Trucks Latinoamérica,These ads ran without a disclaimer,≤100,2
102360976006582,One World,These ads ran without a disclaimer,≤100,1
108130517491829,Iglesia Sabiduría del Rey,These ads ran without a disclaimer,≤100,1
152025034951403,Telemundo Internacional,These ads ran without a disclaimer,≤100,1
106188195631712,"terraplanistas, resistencia al nuevo orden mundial México y latinoamerica",These ads ran without a disclaimer,≤100,1
114258910407794,Esdras Zuñiga,These ads ran without a disclaimer,≤100,1
998882843652282,Enpoli,These ads ran without a disclaimer,≤100,1
111166100680010,Cultura -anti-viral,These ads ran without a disclaimer,≤100,1
114746416841312,Aleatica,These ads ran without a disclaimer,≤100,1
100367152465609,Ninguno,These ads ran without a disclaimer,≤100,1
220540158005037,Asociación Mexicana de Ciencias Políticas,These ads ran without a disclaimer,≤100,2
108240258235528,Fuera Máscaras,These ads ran without a disclaimer,≤100,1
2082915165118413,Hiram Martínez,These ads ran without a disclaimer,≤100,1
830605313805068,FS Scientia Pharma,These ads ran without a disclaimer,≤100,1
651471361958519,constanza.nutri,These ads ran without a disclaimer,≤100,1
781092458583153,AHF South Africa,These ads ran without a disclaimer,≤100,4
111735517171989,SADA asesores,These ads ran without a disclaimer,≤100,1
775615439493166,Sinertegia Academy,These ads ran without a disclaimer,≤100,1
239147806785937,Teresa Magazine,These ads ran without a disclaimer,≤100,5
104453686310202,Dirección de Transferencia de Tecnología del Tecnológico de Monterrey,These ads ran without a disclaimer,≤100,1
430152167715756,Psicóloga Cynthia Garza,These ads ran without a disclaimer,≤100,1
103491428622606,Awesome Gifts A2,These ads ran without a disclaimer,≤100,1
176270938900222,Boletín cerebral,These ads ran without a disclaimer,≤100,1
101544996590055,Rémy Martin,These ads ran without a disclaimer,≤100,1
102938975542297,Zoetis Chile,These ads ran without a disclaimer,≤100,1
154808584688568,Karla Barajas,These ads ran without a disclaimer,≤100,1
102965012187636,gabby.books_,These ads ran without a disclaimer,≤100,1
111184998082607,Saúl Vega,These ads ran without a disclaimer,≤100,1
111795081833541,anibalopina,These ads ran without a disclaimer,≤100,1
158424144180520,"Psicoarte y Café, A.C.",These ads ran without a disclaimer,≤100,1
334422936429906,Voraciouuus Blog,These ads ran without a disclaimer,≤100,2
183053338410715,DIRECTV LatinAmerica,These ads ran without a disclaimer,≤100,1
112781574826609,Chispita De La Verdad,These ads ran without a disclaimer,≤100,1
102197021585262,psicologamagdalenavila,These ads ran without a disclaimer,≤100,1
264924983360117,Más Democracia,These ads ran without a disclaimer,≤100,2
212119158662639,Antonio Hechem,These ads ran without a disclaimer,≤100,1
102419292271960,Pasos y Psicoterapias,These ads ran without a disclaimer,≤100,1
118239244625304,Constanza Aravena Danza,These ads ran without a disclaimer,≤100,1
435723356822775,Manuel Muñoz,These ads ran without a disclaimer,≤100,1
203222430150847,WTE Araucanía,These ads ran without a disclaimer,≤100,2
1635093263193151,Santiago Paz,These ads ran without a disclaimer,≤100,1
967115733476122,Chiledoc,These ads ran without a disclaimer,≤100,1
133104606546627,Millenia Park,These ads ran without a disclaimer,≤100,2
103061592394639,Flor Liz,These ads ran without a disclaimer,≤100,1
250846898301272,Chicos.net,These ads ran without a disclaimer,≤100,4
107924793226971,Última trinchera,These ads ran without a disclaimer,≤100,1
1725770907744175,Dr Naomi Skin,These ads ran without a disclaimer,≤100,1
114404514926433,Lions Hunt Academy,These ads ran without a disclaimer,≤100,1
101236635679218,don.bizarro,These ads ran without a disclaimer,≤100,1
104277234678582,Mariana Sepúlveda,These ads ran without a disclaimer,≤100,2
104565215555500,Café Baron Garden,These ads ran without a disclaimer,≤100,1
153989534471746,accoutting,These ads ran without a disclaimer,≤100,1
104385101840423,espechacon22,These ads ran without a disclaimer,≤100,1
110955950693620,Positivo y con fe en Dios todos es posible:mi nombre es Éxito,These ads ran without a disclaimer,≤100,1
110202868132591,Facing U,Jorge Andres Chuden Bravo,≤100,1
722645624564425,Página: Pulmon Verde Reñaca Alto,These ads ran without a disclaimer,≤100,1
911937678912125,Consejo Noruego para Refugiados - NRC,These ads ran without a disclaimer,≤100,6
2420268291542853,China Resources Group,These ads ran without a disclaimer,≤100,2
110354300594662,CRC México,These ads ran without a disclaimer,≤100,1
109386503839531,Juliana Andrade,These ads ran without a disclaimer,≤100,15
102398462765536,lpgonzalezy,These ads ran without a disclaimer,≤100,1
323231728094569,Vibra Matriz,These ads ran without a disclaimer,≤100,1
101283268228121,Radio Siberia,These ads ran without a disclaimer,≤100,1
111345835179920,Wabi-Sabi Latinoamerica,These ads ran without a disclaimer,≤100,1
0,Instagram User 3040555746,These ads ran without a disclaimer,≤100,1
110307903683876,Geociencia Chile,These ads ran without a disclaimer,≤100,2
104626204421821,Casa del Rechazo,These ads ran without a disclaimer,≤100,1
288176458282566,AAPI - Asociación de Psiquiatría Infantojuvenil,These ads ran without a disclaimer,≤100,5
368602303292153,Falun Info România,These ads ran without a disclaimer,≤100,5
1787885808135649,The Human Aspect,These ads ran without a disclaimer,≤100,2
109741311460661,Pierce_Chile,These ads ran without a disclaimer,≤100,1
102510661732434,laquinta_news,These ads ran without a disclaimer,≤100,1
290943054093655,Guillermo Flores Contreras,These ads ran without a disclaimer,≤100,1
107604728838702,verdadesincomodas_pn,These ads ran without a disclaimer,≤100,2
850076095150435,Partido Humanista - O'Higgins,These ads ran without a disclaimer,≤100,1
753994297967697,Musalem Automotora,These ads ran without a disclaimer,≤100,1
409047069472336,Early Starters International,These ads ran without a disclaimer,≤100,3
800018250057491,Direct Expose,These ads ran without a disclaimer,≤100,1
522679997923941,Christoffer - LinkedKurs,These ads ran without a disclaimer,≤100,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,≤100,4
102043785580786,Libérate habla con confianza,These ads ran without a disclaimer,≤100,1
102622119383880,Juan Esteban González Román,These ads ran without a disclaimer,≤100,1
246657822796277,Manuel Guerra Berenguela,These ads ran without a disclaimer,≤100,1
1721780554728233,What,These ads ran without a disclaimer,≤100,1
755069627941377,Incorporandolaesi,These ads ran without a disclaimer,≤100,1
110469901177005,Triángulos editorial,These ads ran without a disclaimer,≤100,1
1636164456630456,LCB Marketing Político,These ads ran without a disclaimer,≤100,1
106747821655498,Viudxs de Jadue x Boric,These ads ran without a disclaimer,≤100,1
657355227712563,Rueda Internacional,These ads ran without a disclaimer,≤100,1
506904206148702,Agencia CEF PRO,These ads ran without a disclaimer,≤100,1
1652821921636806,Revista Entorno,Revista Entorno,≤100,1
105944818816067,Alma Espiritual,These ads ran without a disclaimer,≤100,1
108218444791003,roccol_admiral,These ads ran without a disclaimer,≤100,2
2016205931728875,Comprometidos,These ads ran without a disclaimer,≤100,1
633246560165629,Fujifilm Global,These ads ran without a disclaimer,≤100,6
313819438677396,Hispanics in Philanthropy,These ads ran without a disclaimer,≤100,1
155771503823,Lumiar Cité,These ads ran without a disclaimer,≤100,2
101052034914542,Lic. Nahuel Griffa Zima,These ads ran without a disclaimer,≤100,1
353976795220386,Yuruma Journeys,These ads ran without a disclaimer,≤100,2
188114631526598,SanandoMe Terapias Integrales,These ads ran without a disclaimer,≤100,1
103630682170294,Secundarios Por La Libertad,These ads ran without a disclaimer,≤100,1
100340228646897,CookStudio - Low & Slow,These ads ran without a disclaimer,≤100,1
100868512299228,Vicuña por Yasna Provoste,These ads ran without a disclaimer,≤100,1
484198219051796,Tve Canal,These ads ran without a disclaimer,≤100,1
172008929507178,Rood Media,These ads ran without a disclaimer,≤100,1
109727914924471,Nb Apps,These ads ran without a disclaimer,≤100,2
110903018170553,inna_tliashinova,These ads ran without a disclaimer,≤100,1
101417555594303,Kernelios Latin America,These ads ran without a disclaimer,≤100,1
1497143207217462,Master Tour,These ads ran without a disclaimer,≤100,1
472230149463364,Los Pasapiola,These ads ran without a disclaimer,≤100,1
100304719371034,Prive Trader,These ads ran without a disclaimer,≤100,1
423777747800434,Radio Familiar 106.9FM,These ads ran without a disclaimer,≤100,1
111594138254937,el_tren_corporacion_,These ads ran without a disclaimer,≤100,1
109815691150329,cindy.ciudadana,These ads ran without a disclaimer,≤100,1
104567421911285,CoinGape Español,These ads ran without a disclaimer,≤100,1
108741068069679,AFC Chile,These ads ran without a disclaimer,≤100,3
155348824983557,Lic. Cristel Analy Fabris,These ads ran without a disclaimer,≤100,3
1681705818787042,Soy NNDX,These ads ran without a disclaimer,≤100,1
109747967277660,Enoch Marshals,These ads ran without a disclaimer,≤100,2
393961804450932,Piscícola Milagro,These ads ran without a disclaimer,≤100,1
974896235961055,UPL-Ltd,These ads ran without a disclaimer,≤100,3
109536494716966,Will,These ads ran without a disclaimer,≤100,3
2324517987785772,"Яхты от 1000 евро, примеры яхт + Практическое руководство",These ads ran without a disclaimer,≤100,1
100117311748329,Núcleo Humanitario,These ads ran without a disclaimer,≤100,1
108732164009289,Somos San Miguel,These ads ran without a disclaimer,≤100,1
455959691181213,Ciudadano Austral,These ads ran without a disclaimer,≤100,1
104941431816770,Ignacio Briones - Presidente,These ads ran without a disclaimer,≤100,1
100573281886903,Jorge Francisco Inostroza Quezada,These ads ran without a disclaimer,≤100,1
103814775405193,Синхронизация Онлайн,These ads ran without a disclaimer,≤100,2
110248940510186,Diplomado Derechos Humanos en protección a la infancia,These ads ran without a disclaimer,≤100,4
112577293643814,Sin Control Parental,These ads ran without a disclaimer,≤100,1
103243741523656,Ecuación Política,These ads ran without a disclaimer,≤100,2
129465603734773,FLACSO Argentina (sitio oficial),These ads ran without a disclaimer,≤100,2
100910306035832,dressup_stgo,These ads ran without a disclaimer,≤100,1
107444114261581,Foro Humanos,These ads ran without a disclaimer,≤100,1
1424507227815262,Internacional de la Educación,These ads ran without a disclaimer,≤100,1
1047973135286624,Constructora Bolívar Valle del Cauca,These ads ran without a disclaimer,≤100,1
101211435018707,atlanticventure.cia,These ads ran without a disclaimer,≤100,1
1027692830618537,Soul Alchemy by Carolina Israel,These ads ran without a disclaimer,≤100,1
2316138265096150,Marcelo.escritos,These ads ran without a disclaimer,≤100,1
106418305551354,Eli Floristika,These ads ran without a disclaimer,≤100,1
133022732713,Fraternidad Teológica Latinoamericana,These ads ran without a disclaimer,≤100,1
1796492897041667,Cesare Villone,These ads ran without a disclaimer,≤100,1
272782365921087,Elizabeth Williams,These ads ran without a disclaimer,≤100,4
110584768117092,BoliviaFederal,These ads ran without a disclaimer,≤100,1
106379345078166,Maunge,These ads ran without a disclaimer,≤100,1
590195648175191,Cipsela Corp.,These ads ran without a disclaimer,≤100,1
103426178127118,Lanotadeportiva,These ads ran without a disclaimer,≤100,1
259617534833622,Aldea Mundial,These ads ran without a disclaimer,≤100,1
112636070279000,laoficina_col,These ads ran without a disclaimer,≤100,2
104079685030170,Milisa Ostojic - CORE 2021,These ads ran without a disclaimer,≤100,1
109221410712014,Fundación Luksic,These ads ran without a disclaimer,≤100,1
114608613313968,Swipe Media Agency,These ads ran without a disclaimer,≤100,2
105559871900445,Cosmos Bíblico,These ads ran without a disclaimer,≤100,2
66391559115,Barrick Gold Corporation,These ads ran without a disclaimer,≤100,1
102265852805205,Warren Green - Agricultores Latinos en Canadá - Global Farm Ranch,These ads ran without a disclaimer,≤100,1
399758823954288,Sabiduría de los Maestros Ascendidos para la Nueva Era,These ads ran without a disclaimer,≤100,2
1676460729306931,Rebeca Asenjo Jaramillo,These ads ran without a disclaimer,≤100,1
109396035407369,Adopción Espiritual de un niño no nacido  peligro de aborto. Costa Rica,These ads ran without a disclaimer,≤100,2
140585672974228,Portuarios Unidos Valparaiso,These ads ran without a disclaimer,≤100,1
569766163438702,Romina Mazzachiodi,These ads ran without a disclaimer,≤100,1
549587335230718,Partido AICO,These ads ran without a disclaimer,≤100,1
1910270089239679,Luis Mesina,These ads ran without a disclaimer,≤100,1
102663091998853,Vida Circular Mx,These ads ran without a disclaimer,≤100,5
111909510650796,Rede Pelicano Brasil de Direitos Humanos,These ads ran without a disclaimer,≤100,3
107516342684659,Fundación Poder Ciudadano,These ads ran without a disclaimer,≤100,1
143805629001433,Bvn_tv,These ads ran without a disclaimer,≤100,2
155438574470276,DW українською,These ads ran without a disclaimer,≤100,4
111882577311917,mariaamilo,These ads ran without a disclaimer,≤100,1
1543176085747324,Герман Захарьяев,These ads ran without a disclaimer,≤100,1
103483551856118,Tengo Luz,These ads ran without a disclaimer,≤100,1
852943411399831,El Ágora,These ads ran without a disclaimer,≤100,1
100642155476334,Cumbre Líderes Cristianos,These ads ran without a disclaimer,≤100,6
1840993842581996,Corciem,These ads ran without a disclaimer,≤100,1
114624311556960,Academia de ingenieros,These ads ran without a disclaimer,≤100,1
106657817789527,Atención Temprana Coronel Suárez,These ads ran without a disclaimer,≤100,2
221154953188388,Progresar hoy 2.0,These ads ran without a disclaimer,≤100,4
104606311810920,Viviendo sin tapujos,These ads ran without a disclaimer,≤100,1
112001677152704,Dominio_intelectual,These ads ran without a disclaimer,≤100,6
104230258981830,castillamel,These ads ran without a disclaimer,≤100,1
448577818540347,Tatiana Schapiro,These ads ran without a disclaimer,≤100,2
956534247873612,Red Iberoamericana de Ciencias Sociales Computacionales,These ads ran without a disclaimer,≤100,1
1337034783073046,Rosalba Wong,These ads ran without a disclaimer,≤100,1
101964765566923,Fernando Cabeza Core Provincia del Ranco,These ads ran without a disclaimer,≤100,1
431969940914095,Hosanna valparaiso Regala Sonrisas,These ads ran without a disclaimer,≤100,1
0,Instagram User 7365672569,These ads ran without a disclaimer,≤100,1
111009421470153,machadoh7,These ads ran without a disclaimer,≤100,4
1623035814584075,Eppendorf do Brasil,These ads ran without a disclaimer,≤100,1
904243949772631,TMBK Satire,These ads ran without a disclaimer,≤100,3
2236871059963655,العين فارسى AlAin Persian,These ads ran without a disclaimer,≤100,2
113139452070430,Iguana Hostel,These ads ran without a disclaimer,≤100,1
101638458779493,norman_torregrosa_,These ads ran without a disclaimer,≤100,1
169815768475077,Leslie Narvaez Zamora,These ads ran without a disclaimer,≤100,1
109121671233632,LISI ropa mayorista,These ads ran without a disclaimer,≤100,1
732388513535422,Cerrillos Merece Más,These ads ran without a disclaimer,≤100,1
380127142044324,BarChip Concrete,These ads ran without a disclaimer,≤100,1
105514081634756,Chill Vibes Daily,These ads ran without a disclaimer,≤100,2
115591005188475,Global Times,These ads ran without a disclaimer,≤100,4
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100,3
124675057404138,"Rudong, Nantong",These ads ran without a disclaimer,≤100,1
1098660906939252,Flavia Palheiros,These ads ran without a disclaimer,≤100,1
1130204643801661,Fronteira Livre,These ads ran without a disclaimer,≤100,1
344183329548516,BMJ Latam,These ads ran without a disclaimer,≤100,1
1681254268795801,Quem tem medo da História?,These ads ran without a disclaimer,≤100,1
102034382841874,lorena.kukurian,These ads ran without a disclaimer,≤100,3
555661568122522,Federación Mexicana de Enfermería Quirúrgica AC,These ads ran without a disclaimer,≤100,1
108334928351432,dieguez_,These ads ran without a disclaimer,≤100,1
111544648114650,pgsalcedook,These ads ran without a disclaimer,≤100,1
111156635100050,hildaayuda,These ads ran without a disclaimer,≤100,1
109570912175181,carlosagudelomontoya,These ads ran without a disclaimer,≤100,1
244415660402,Hortifrut,These ads ran without a disclaimer,≤100,1
108369301325470,contigobienestar,These ads ran without a disclaimer,≤100,1
102021322174224,wiwivamos,These ads ran without a disclaimer,≤100,1
1809305952723482,SJM Perú,These ads ran without a disclaimer,≤100,2
122226337484423,Energía Inti,These ads ran without a disclaimer,≤100,4
1029222740609584,Population Matters Español,These ads ran without a disclaimer,≤100,5
107200797306306,Christopher Córdova,These ads ran without a disclaimer,≤100,1
103382551173423,Lemu Rehue: Pensar como un Bosque,These ads ran without a disclaimer,≤100,1
111544614532431,ifla2022,These ads ran without a disclaimer,≤100,2
122093497376020039,Leonardo Peñaloza Canal Informativo,These ads ran without a disclaimer,≤100,1
105374369286615,Ayudas y Cursos Chile,These ads ran without a disclaimer,≤100,3
101218085680555,Manuel Loncón - Consejero Regional Tierra del Fuego,These ads ran without a disclaimer,≤100,1
112797663713709,Amapola,These ads ran without a disclaimer,≤100,1
101778455474541,Volviendo a Casa,These ads ran without a disclaimer,≤100,1
1147105372059341,Marga Marga TV,These ads ran without a disclaimer,≤100,1
57181133205,ESTELA RAVAL,These ads ran without a disclaimer,≤100,1
301960393281716,Study International,These ads ran without a disclaimer,≤100,2
575427902657234,Espanhol de Verdade,These ads ran without a disclaimer,≤100,4
104929198579247,O escobar Pro,These ads ran without a disclaimer,≤100,2
219150008452535,Gabriel Slavinsky - Comunicación Política,These ads ran without a disclaimer,≤100,8
110408131405941,Parchis Club Game,These ads ran without a disclaimer,≤100,1
100172476278127,Easy Study,These ads ran without a disclaimer,≤100,1
1670848373153766,UDLAP Jenkins Graduate School,These ads ran without a disclaimer,≤100,1
179855312221800,SERNA GROUP,These ads ran without a disclaimer,≤100,4
605447116479685,History 101,These ads ran without a disclaimer,≤100,11
109502347888770,Rosa Catrileo - Diputada,These ads ran without a disclaimer,≤100,1
11317582410,El Repuertero,These ads ran without a disclaimer,≤100,1
107442595626184,Cumorah Bookstore,These ads ran without a disclaimer,≤100,1
110585900590254,erickgamez30,These ads ran without a disclaimer,≤100,4
144863439382995,Dr. Daniel Verdessi,These ads ran without a disclaimer,≤100,1
380449852606673,Arquitectas,These ads ran without a disclaimer,≤100,1
1624327284486526,Grupo Puerto de Cartagena,These ads ran without a disclaimer,≤100,1
115065778091695,mgatactical,These ads ran without a disclaimer,≤100,1
110507318076687,Hoteles y hostales en ruta,These ads ran without a disclaimer,≤100,1
101126378154624,Ceiba Ambiental,These ads ran without a disclaimer,≤100,1
100916165321859,Mystic Strangers,These ads ran without a disclaimer,≤100,2
379967059015012,Sindicato Ripley PERÙ - Sutragrisa Renace,These ads ran without a disclaimer,≤100,1
604270583099558,TLC Magazine México,These ads ran without a disclaimer,≤100,4
496648630475618,Ekal Vidyalaya,These ads ran without a disclaimer,≤100,2
103964088904105,OffHok,These ads ran without a disclaimer,≤100,1
1307304416063284,Fernando Martin,These ads ran without a disclaimer,≤100,1
109121650952237,Fynsa,These ads ran without a disclaimer,≤100,1
100902762328360,Camila Ahumada Core 2022,These ads ran without a disclaimer,≤100,1
