Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
795663433908531,Kayhan Life,These ads ran without a disclaimer,≤100,4
105644922456991,Horus Development,These ads ran without a disclaimer,≤100,1
107090382200300,turfqatar,These ads ran without a disclaimer,≤100,1
1484545941572898,Be Organic,These ads ran without a disclaimer,≤100,1
317133351574,Namal Knowledge City,These ads ran without a disclaimer,≤100,1
880611255347800,Phoenix TV 鳳凰衛視,These ads ran without a disclaimer,≤100,4
109983951893315,Yy smart_2,These ads ran without a disclaimer,≤100,2
109651847558666,Almnii Consulting Management and Training,These ads ran without a disclaimer,≤100,2
122640370931186,faisal.m.g.alsulaiti,These ads ran without a disclaimer,≤100,2
178775278965644,ELLE Arabia,These ads ran without a disclaimer,≤100,2
120828844449996,শেস ডাইরী 10,These ads ran without a disclaimer,≤100,1
337879886620637,نادي الصقور السعودي,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,14
191399134327652,aramco,These ads ran without a disclaimer,≤100,3
184411028242063,Raffles Seychelles,These ads ran without a disclaimer,≤100,3
145726335465699,صحيفة الشرق الأوسط,These ads ran without a disclaimer,≤100,1
1006585369390231,Paradigm Marketing and Advertising,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,8
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,≤100,2
102178702502077,الدكتور محمد الحموري,These ads ran without a disclaimer,≤100,3
325069818308631,Ahmed Salim,These ads ran without a disclaimer,≤100,1
110455918295806,Casa Relators,These ads ran without a disclaimer,≤100,1
121863964566067,Policybazaar,These ads ran without a disclaimer,≤100,1
228073447064109,Arts Of Palestine,These ads ran without a disclaimer,≤100,3
112857077857582,Omo - Weight Loss With Psychology,These ads ran without a disclaimer,≤100,1
108081068820700,Vianos Immigration,These ads ran without a disclaimer,≤100,3
110250768050959,IMPT - The Impact Project,These ads ran without a disclaimer,≤100,2
233494266673787,Afreeq - Assoc. of Filipino Real Estate Executives in Qatar,These ads ran without a disclaimer,≤100,1
439622849543912,Philippine Property & Investment Show Qatar,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
197346850435862,Diplomatic Academy,These ads ran without a disclaimer,≤100,1
102860875465067,New Marco Polo,These ads ran without a disclaimer,≤100,2
103256932028512,Manthara gurukam,These ads ran without a disclaimer,≤100,1
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,≤100,1
147871695085889,CM Mamunul Bahar,These ads ran without a disclaimer,≤100,2
102728436063907,HayyaNews - هيّا نيوز,These ads ran without a disclaimer,≤100,4
110292418844230,الشيخة مهرة بنت محمد بن راشد آل مكتوم,These ads ran without a disclaimer,≤100,1
113848258264200,Gulf Real Estate Hup,These ads ran without a disclaimer,≤100,14
22992739859,ILoveQatar.net - ILQ,These ads ran without a disclaimer,≤100,2
1012447505442500,Arab International Academy,These ads ran without a disclaimer,≤100,1
105087105846343,wedding_lighting_doha_qatar7,These ads ran without a disclaimer,≤100,1
114000231713571,Citra lestari,These ads ran without a disclaimer,≤100,2
1470138486586664,Jawhara Jewellery,These ads ran without a disclaimer,≤100,1
101114709645038,3d,These ads ran without a disclaimer,≤100,1
116287714757713,tabibu,These ads ran without a disclaimer,≤100,1
693235834099554,International Schools Partnership,These ads ran without a disclaimer,≤100,1
118491327913065,AWOKE Apparel,These ads ran without a disclaimer,≤100,2
209260229112443,Greenpeace غرينبيس,These ads ran without a disclaimer,≤100,8
102403711829263,artkorero,These ads ran without a disclaimer,≤100,1
366565276536306,اخوت لون اسکیم,These ads ran without a disclaimer,≤100,1
550280998481446,Rasha Kelej,These ads ran without a disclaimer,≤100,2
101497762645850,OFW Balik Pinas Asenso Project,These ads ran without a disclaimer,≤100,1
171029139416422,Canada Work Visa.,These ads ran without a disclaimer,≤100,1
388440325020984,HaMoked هموكيد - مركز الدفاع عن الفرد,These ads ran without a disclaimer,≤100,1
108130545109803,My Resin,These ads ran without a disclaimer,≤100,1
122094853676016135,Trophy Trivia,These ads ran without a disclaimer,≤100,1
101979465018494,Solmon Gonje سليمان قونجي,These ads ran without a disclaimer,≤100,2
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,3
113744991540470,S M Mohibbullah Mohib,These ads ran without a disclaimer,≤100,1
109394287227673,පිට රටක තනි උනු අපි,These ads ran without a disclaimer,≤100,1
105844838305175,الربيعان للنشر,These ads ran without a disclaimer,≤100,1
1557231747832291,afikra,These ads ran without a disclaimer,≤100,4
104639291389031,Liman Fashion,These ads ran without a disclaimer,≤100,1
116079614787044,الفاصل,These ads ran without a disclaimer,≤100,6
115716056685668,ZEEJ LINE,These ads ran without a disclaimer,≤100,1
379592699288721,Firas Al Nimri - فراس النمري,These ads ran without a disclaimer,≤100,2
394213003764633,PLM,These ads ran without a disclaimer,≤100,1
143708558825634,Habib 61,These ads ran without a disclaimer,≤100,1
103305932088,Aramex,These ads ran without a disclaimer,≤100,3
167018946648283,Arab Health,These ads ran without a disclaimer,≤100,3
19127328079,Suhaib Webb,These ads ran without a disclaimer,≤100,1
103666051769594,සොහෝන් කාලි මෑණියෝ,These ads ran without a disclaimer,≤100,1
143345492198482,SK Manzil,These ads ran without a disclaimer,≤100,1
182188188489113,Trends,These ads ran without a disclaimer,≤100,4
122097369008008475,doaa.qudaih2,These ads ran without a disclaimer,≤100,1
1598373943801358,تطبيق نبأ / Nabaa app,These ads ran without a disclaimer,≤100,2
151038741428902,অনিল গোসাই,These ads ran without a disclaimer,≤100,1
104890145817676,Consulenza Global,These ads ran without a disclaimer,≤100,3
109641448690739,Armnjello / ارمنجيلو,These ads ran without a disclaimer,≤100,1
105276715773544,قطر الأمل,These ads ran without a disclaimer,≤100,1
232723884078472,زهراءباقر�سفيرة الإيجابية,These ads ran without a disclaimer,≤100,1
110395948439396,اسكو تاجا - للخدمات الطلابية والدراسات العليا,These ads ran without a disclaimer,≤100,2
0,Instagram User 2824796592,These ads ran without a disclaimer,≤100,1
102100714904437,Concept Homes Real Estate,These ads ran without a disclaimer,≤100,1
298710386661650,Maymanshow,These ads ran without a disclaimer,≤100,1
133095076561653,Rafi Sarker,These ads ran without a disclaimer,≤100,1
203857292983532,AviationCV.com,These ads ran without a disclaimer,≤100,12
106095054439387,منهجيات,These ads ran without a disclaimer,≤100,1
112027057945778,Kinder Cushion,These ads ran without a disclaimer,≤100,1
104414625923688,Brian Banker Ug,These ads ran without a disclaimer,≤100,1
111315388417300,InFlavour,These ads ran without a disclaimer,≤100,13
104280591352008,Romex Telecom,These ads ran without a disclaimer,≤100,7
138238896040887,Tanzim Niloy,These ads ran without a disclaimer,≤100,1
115599231576729,Juwel Rana,These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,8
125600567301269,GCO Qatar,These ads ran without a disclaimer,≤100,1
106101912299167,الاميره سحاب آل سعود,These ads ran without a disclaimer,≤100,1
107627395144123,الحكومة المغربية,These ads ran without a disclaimer,≤100,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,≤100,4
210740790602,ArchDaily,These ads ran without a disclaimer,≤100,2
100124765103997,deena_mo,These ads ran without a disclaimer,≤100,4
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
128826702693257,Step One,These ads ran without a disclaimer,≤100,1
2389048794663472,fheed7,These ads ran without a disclaimer,≤100,1
245783122707027,Mars Solar Power System Manufacturer,These ads ran without a disclaimer,≤100,2
314849815048046,Mohamed Haseen,These ads ran without a disclaimer,≤100,1
112840984778252,OFW Balik Pamilya Project,These ads ran without a disclaimer,≤100,1
189972080869727,Sadia34,These ads ran without a disclaimer,≤100,1
151341828360741,ANBA News Agency,These ads ran without a disclaimer,≤100,2
246633090881,Alfa-Metal International Bodyguard and Tactical Academy,These ads ran without a disclaimer,≤100,1
115750498213148,Mahin choudhury,These ads ran without a disclaimer,≤100,2
0,Instagram User 1494209939,These ads ran without a disclaimer,≤100,1
136792426348077,Slag Gallery,These ads ran without a disclaimer,≤100,3
112529753796735,Your Real Estate Qatar,These ads ran without a disclaimer,≤100,1
105001065926605,القضية الغامضة,These ads ran without a disclaimer,≤100,2
1830007260613456,Bhutan Khabar,These ads ran without a disclaimer,≤100,1
1057366570960060,Secretaria do Desenvolvimento Econômico do Estado do Ceará,These ads ran without a disclaimer,≤100,1
102114825976458,The novels,These ads ran without a disclaimer,≤100,8
64588666340,Haaretz.com,These ads ran without a disclaimer,≤100,1
119351034600294,Monir Bhai Italy,These ads ran without a disclaimer,≤100,1
110177125112462,Ipon OFW Project,These ads ran without a disclaimer,≤100,1
103287092377080,Doctors Without Borders/Médecins Sans Frontières,These ads ran without a disclaimer,≤100,1
107121855721690,KISAH NYATA SAYA,These ads ran without a disclaimer,≤100,3
148835748322317,Giveaway786,These ads ran without a disclaimer,≤100,1
171395182950435,World Future Energy Summit,These ads ran without a disclaimer,≤100,17
446285795577660,Epic Elevators Pvt Ltd,These ads ran without a disclaimer,≤100,1
148799861816516,Al-Anwar Al-Najafyia Foundation,These ads ran without a disclaimer,≤100,16
295035870362942,Khaled خالد,These ads ran without a disclaimer,≤100,1
114082091715226,Shawon Islam,These ads ran without a disclaimer,≤100,1
103666325225761,Global Strategic Business Consultancy,These ads ran without a disclaimer,≤100,1
110177867131162,Ajman Houses,These ads ran without a disclaimer,≤100,1
101516712788057,DarGlobal,These ads ran without a disclaimer,≤100,1
148788988477345,The National,These ads ran without a disclaimer,≤100,2
119666034725265,Aster DM Healthcare,These ads ran without a disclaimer,≤100,3
1305997972876112,special Oudh in UAE Trust Us,These ads ran without a disclaimer,≤100,2
251037904762707,Dubai realestate,These ads ran without a disclaimer,≤100,1
285767811498137,Fanack.com  عربي,These ads ran without a disclaimer,≤100,6
103165837903577,Twjeih,These ads ran without a disclaimer,≤100,1
104214185642689,Burjeel Holdings,These ads ran without a disclaimer,≤100,1
100857876030792,Adele UKraine,These ads ran without a disclaimer,≤100,2
106705935507742,Billycity,These ads ran without a disclaimer,≤100,8
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,6
464041416970667,مونت كارلو الدولية / Monte Carlo Doualiya,These ads ran without a disclaimer,≤100,9
1616623341939682,جماعة عمان لحوارات المستقبل,These ads ran without a disclaimer,≤100,1
104966198818646,Your store,These ads ran without a disclaimer,≤100,1
117048461393843,SA Sarfaraz,These ads ran without a disclaimer,≤100,1
109262090908516,English-Partner,These ads ran without a disclaimer,≤100,2
180603701799829,Canada Gseak,These ads ran without a disclaimer,≤100,1
232618967558718,Bloomberg New Economy,These ads ran without a disclaimer,≤100,1
103006464693243,وزارة المالية السعودية Saudi Arabia’s Ministry of Finance,These ads ran without a disclaimer,≤100,1
107061818510336,عاصمة العاصمة,These ads ran without a disclaimer,≤100,3
101190992007863,BizInsight with Guan Xin,These ads ran without a disclaimer,≤100,4
144580066134672,Economist Impact,These ads ran without a disclaimer,≤100,5
106487715106644,100% Thai lottery tips and Big win.,These ads ran without a disclaimer,≤100,1
179293651939617,Immigration Canada,These ads ran without a disclaimer,≤100,1
103767282740678,hussein.kurraz8,These ads ran without a disclaimer,≤100,1
117423331329455,Career Goals HQ,These ads ran without a disclaimer,≤100,1
112575821780703,Ensure-mal-slipper,These ads ran without a disclaimer,≤100,4
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,10
212732770186,Tom MacDonald,These ads ran without a disclaimer,≤100,2
1554828554819000,Gate,These ads ran without a disclaimer,≤100,1
105727315943961,Bayt El-hikma,These ads ran without a disclaimer,≤100,1
107499308761299,විශ්ව ශක්තිය - Vishwa Shakthiya,These ads ran without a disclaimer,≤100,2
103469548560948,Madinah.com,These ads ran without a disclaimer,≤100,2
