Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
216311481960,Bill Gates,These ads ran without a disclaimer,175634,101
970101589721702,Josefin Malmqvist,Malmqvist Amanda Josefin Theresia,175490,333
1133304143374162,Tullverket,KSMG,175433,38
151450234896857,Barndiabetesfonden,Barndiabetesfonden,174900,357
309657091388,Svenska Lottakåren,Svenska Lottakåren,174247,95
196038960408258,Feministiskt initiativ Stockholm,Feministiskt initiativ Stockholm,173075,316
329452290816078,Tidningen Market,Tidningen Market,173004,26
189332844828330,Medborgerlig Samling,Medborgerlig Samling,172522,416
184529224341,Mölndal Energi,Mölndal Energi,172149,122
157076904374898,ABF Stockholm,ABF Stockholm,171105,167
175195195896396,Socialdemokraterna Kalmar län,Socialdemokraterna i Kalmar län,170830,63
107081822705414,Småföretagarnas Riksförbund,Småföretagarnas Riksförbund,170565,68
1379292059067347,Länsstyrelsen Östergötland,Länsstyrelsen Östergötland,170303,150
114389738636973,LO Ung,Landsorganisationen i Sverige,170282,49
319452811567113,Aida Hadžialić,Socialdemokraterna i Stockholmsregionen,169909,30
989752884508948,Muharrem Demirok,Centerpartiet,169906,62
601924389861969,Svea Solar Sverige,These ads ran without a disclaimer,168899,4
177342259513521,Otovo,These ads ran without a disclaimer,168833,275
403347429763161,Sverigedemokraterna Helsingborg,Andersson Lars Pontus,166264,58
124892400864698,Företagarna,Företagarna,166043,193
1591202340989596,Bygg Klimatsmart,Informationscentrum för hållbart byggande,166000,207
239855722130,Nyhetsmagasinet Fokus,Nyhetsmagasinet Fokus,165580,177
161513867384504,Giving People,Giving People,165072,359
267558189923974,Estrella,Estrella,163570,8
446180572845931,Kärnfull Energi,Kärnfull Energi,163351,133
397644582089,Boverket,Add Visits,163000,5
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner / Friends of the Earth Sweden,162530,145
115148865168902,Moderaterna i Gävleborg,Moderaterna Gävleborg,161915,487
135855749762398,GodEl,GodEl,161796,174
159701814199732,Business Sweden,Business Sweden,159483,277
177549278946958,KDU Sverige,Kristdemokratiska ungdomsförbundet,159309,37
496067290759872,LRF Jag bryr mig,These ads ran without a disclaimer,159284,1
653072158104424,Emma Wiesner,Emma Wiesner,158723,102
190577763347,Svenska Turistföreningen,Svenska Turistföreningen,157738,13
343591900666,Gröna Lund,The Amazing Society,157680,33
661702230515862,Ebba Busch,Kristdemokraterna,157285,108
799634660143537,Arbetsmarknadsnytt,Arbetsmarknadsnytt,156828,363
329938067056917,Socialdemokraterna Halland,Socialdemokraterna,156800,66
112954049344765,Tom Silverklo - Centerpartiet,Tom Silverklo,156182,167
63489041459,Moderaterna i Region Skåne,Moderaterna i Region Skåne,156180,177
413815351963135,Life-time.se,Kent Göran Björkquist,155388,71
1451330355093804,Myndigheten för delaktighet,Myndigheten för delaktighet,155247,660
112514124537054,Agera för planeten,Greenpeace,154631,65
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,154590,289
1042091032500520,Kvartal,Mediehuset Kvartal AB,153661,250
239855722130,Nyhetsmagasinet Fokus,These ads ran without a disclaimer,153503,372
1705665059649576,Lunar,These ads ran without a disclaimer,153237,4
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,153127,336
176407156115,OLW,These ads ran without a disclaimer,153033,3
1506025182942351,Miljöpartiet de gröna i Malmö,Miljöpartiet i Malmö,152943,210
252516142116820,Abir Al-Sahlani,Abir Al-Sahlani,152791,83
465428396919164,Socialdemokraterna i Sollentuna,Socialdemokraterna i Sollentuna,151440,89
115101541907729,Värmdömoderaterna,Värmdömoderaterna,151158,194
160989331158715,klimatkompensera.se,klimatkompensera.se,150176,185
236534040429095,Valfrihetens Vänner,Valfrihetens Vänner,150000,1
1685121575073280,PostNord Sverige,These ads ran without a disclaimer,149932,3
230671826970236,Uppsala konstmuseum,Uppsala kommun,149610,199
108812400524694,Tidningen Global,Tidningen Global,149329,119
965960173534121,Irene Svenonius,Moderaterna i Region Stockholm,149179,121
193309030695120,UR,UR,148240,128
76472413284,Tidningen Vi,Tidningen Vi,148119,936
149155351773944,SEB,Skandinaviska Enskilda Banken,147887,3
135062563176874,Utrikespolitiska institutet,Utrikespolitiska Institutet,147679,365
1047016558650888,Yrkesdörren,ÖppnaDörren,146849,61
174949672555149,Socialdemokraterna i Uppsala,Socialdemokraterna i Uppsala,146740,129
237952092910326,Diskrimineringsombudsmannen,Diskrimineringsombudsmannen,146209,60
1267325956645384,Bonzi,Bonzi,146075,7
106146814673420,Gotland Originals,These ads ran without a disclaimer,145770,24
175409944016081,Min framtida karriär,Naturvetarna,145744,48
368972829945550,AP7 Statens premiepensionsfonder,AP7,145624,88
158730000804828,Skellefteå kommun,Skellefteå kommun,145608,127
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,145377,438
317719998244926,Mathem.se,Mat.se,144272,44
122512491125750,Ängelholms kommun,Ängelholms kommun,144206,59
213543555380242,Socialdemokraterna i Europaparlamentet,Socialdemokraterna i Europaparlamentet,143620,25
237287320360804,Omtanke.today,Jenny Fors,143561,659
695869687141003,Liberalerna Borås,Liberalerna Borås,143559,104
571084646311141,Schneider Electric,These ads ran without a disclaimer,143446,8
170519996379,Vänsterpartiet Malmö,Vänsterpartiet Malmö,143432,132
112513375470294,Feministiskt initiativ,Feministiskt initiativ,142738,76
197334613725511,Act Svenska kyrkan,These ads ran without a disclaimer,142254,6
687371547986856,Moderaterna i Halland,Moderaterna i Halland,141450,92
295727652090,Moderaterna i Västra Götaland,Moderaterna Västra Götaland,141353,57
306226252825576,Centerpartiet Kalmar län,Centerpartiet Kalmar län,140993,146
655356351168366,SD Västra Götaland Västra,Sverigedemokraterna Västra Götaland Västra,140196,74
229936971031161,S i världen- En rättvis värld är möjlig,Socialdemokraterna,140000,5
332847473459582,Radiohjälpen,Radiohjälpen,139256,34
147547541961576,Council of the European Union,Council of the European Union,138866,1168
119450207545,Almega,Almega AB,137899,123
2265392953716988,Ilan De Basso,Socialdemokraterna i Europaparlamentet,137796,27
24685801107,Jimmie Åkesson,Sverigedemokraterna,137575,17
117200235024372,Sverigedemokraterna Kalmar län,SD Kalmar län,136674,137
369122343101775,e.on,These ads ran without a disclaimer,136058,42
61602439009,NCC,NCC,134556,58
212284955495610,Elektrikerna,Elektrikerna,133789,309
653072158104424,Emma Wiesner,Centerpartiet,133482,60
1884410665176817,Frösunda Personlig Assistans,Quist Martin Wetiono,133445,11
442263832573462,MittJobb,MittJobb,133431,90
310601008979,Liberalerna Göteborg,Liberalerna Göteborg,133361,58
837168576425006,Prins Carl Philips och Prinsessan Sofias stiftelse,Prinsparets Stiftelse,133037,78
178392422290780,Gratis i skolan,Kunskapskraft & Media Sweden AB (KKM),132734,215
1622018661360930,Moderaterna i Örebro län,Moderaterna i Örebro län,132007,112
119432911402994,Socialdemokraterna i Växjö,Socialdemokraterna Växjö,131845,148
303963156401468,Centerpartiet Halland,Centerpartiet Halland,131493,210
239177706143268,Mobility Sweden,Mobility Sweden,131172,12
161302754576832,Magnus Thulin - Toppkandidat för Centerpartiet,Thulin Magnus Nils Oscar,129965,347
588111131243298,Sverigedemokraterna Hässleholm,Sverigedemokraterna Hässleholm,129806,346
107514488041228,Less Plastic Shop,LESS PLASTIC SHOP,129520,16
197903515345,Institute for Security & Development Policy (ISDP),ISDP,129429,65
1440827192814915,Vårdföretagarna,Vårdföretagarna,129309,109
132143480932,Nackamoderaterna,Nackamoderaterna,128901,302
153985509353,Holmgrens Bil,Holmgrens Bil,128770,36
114782395316367,Socialdemokraterna i Västernorrland,Socialdemokraterna i Västernorrland,127836,138
340169928419,Hotell- och restaurangfacket,Hotell- och restaurangfacket,127452,25
153194577050,Kristdemokraterna Solna,Kristdemokraterna i Solna,126749,437
186221904743410,Bliwa,Bliwa,126009,180
371321779600920,EnergiEngagemang,EnergiEngagemang Sverige AB,125931,41
951217261634608,Naturvårdsverket,Naturvårdsverket,125824,259
189886914377536,Socialdemokraterna i Linköping,Socialdemokraterna i Linköping,125790,128
109067724119285,hyllningsklader.se,Frankieboy,125700,93
640780126093378,Norstedts Juridik,Norstedts Juridik,125215,275
117252468302269,Tjejzonen,Tjejzonen,124802,91
303070626373544,Socialdemokraterna i Helsingborg,Socialdemokraterna Helsingborg,124377,213
121702404531696,Islamic Relief Sverige,Islamic Relief Sverige,124348,392
209420749086971,Samhall,Samhall AB,123599,208
123739584343055,Keeparo Ads,Social Media Rekrytering,123451,51
195379633820701,Svenskt Kött,Mårten Rolf Mårre Skånman,122554,249
112248248811677,LO i Stockholms län,LO-distriktet i Stockholms län,122299,164
183257281869053,Nestlé,Nestlé,121822,16
841675695959993,Energiföretagen Sverige,Energiföretagen Sverige,121807,126
1509050235995572,Said till Europaparlamentet,Liberalernas riksorganisation,121693,49
120745044633792,Lunds universitet,Lunds universitet,120955,121
473182566110689,Inre Kraft - Personlig Assistans & Hemtjänst,Inre Kraft - Personlig Assistans & Hemtjänst,120334,8
1591852331028306,Region Östergötland,Region Östergötland,120114,33
116787001729336,Linköpings kommun,Linköpings kommun,120049,11
19746853632,Djurens Rätt,These ads ran without a disclaimer,119202,7
123910440019,Renew Europe,Renew Europe Group,118987,4
101157349311300,En mänskligare värld,Diakonia,118968,79
122769781081764,Vy flygbussarna,These ads ran without a disclaimer,118431,32
1829725353928210,Tomas Tobé,Moderaterna,118345,210
133498356708433,Heidelberg Materials Cement Sverige,Cementa,118333,59
112644953916525,Facklig Vänster,Vänsterpartiet,118202,759
261049637294871,LF Uppsala,Länsförsäkringar Uppsala,117530,55
163273817080319,Max Gustafson - Satirtecknare,ETC Media AB,117311,52
952158124988143,Pinky Pine,These ads ran without a disclaimer,117090,4
460395575572,Kundkraft,These ads ran without a disclaimer,117048,6
101297739746,Etnografiska museet,Världskulturmuseerna,116695,12
355819811185620,Arba Kokalari,Moderaterna,116508,176
229651940519344,Stadsutveckling Stockholm,Stockholms stad,116314,128
1557508081238895,Dagens Samhälle Jobb & Karriär,Dagens Samhälle,115346,134
676354189056401,Henrik Fritzon,Socialdemokraterna i Skåne,115033,71
347852331958080,En Företagares Vardag,Eriksson Mats Ove,114942,300
181174968704638,Kompis Sverige,Kompis Sverige,114671,33
289125034540204,Socialdemokraterna Sörmland,Sörmlands socialdemokratiska partidistrikt,114617,262
109988009048564,Liberalerna Malmö,Liberalerna Malmö,114605,184
100620872651321,Reformen.se,Aqua Dental,114594,9
273402369438867,By Billgren,By Billgren AB,114209,35
107514721572444,Stop Fake Renewables,Stop Fake Renewables,114133,67
159567923898055,Framtidsjobb,Naturvetarna,113965,89
147672065396607,Sverigedemokraterna Linköping,Dahlqvist Chris,113821,112
709317875766999,Judisk Kultur i Sverige,Judisk Kultur i Sverige,113368,134
214856611410,Svenska Postkodlotteriet,These ads ran without a disclaimer,113346,8
163518263723251,Socialdemokraterna i Norrtälje kommun,Socialdemokraterna i Norrtälje kommun,113060,59
294275997335715,Advania Sverige,Advania Sverige,113043,52
154923374536050,LKAB,LKAB,112739,157
110595782090392,Perspetivo,Perspetivo AB,112477,31
388037891351308,Kristdemokraterna Haninge,Kristdemokraterna Haninge,112018,440
361737083865661,Moderaterna i Sundbyberg,Moderaterna i Sundbyberg,111463,176
321456164675366,LUF Storstockholm,Liberala Ungdomsförbundet Storstockholm,111349,95
301055809910083,Luleå Energi,Luleå Energi,110819,123
140319209337418,Twear.se,These ads ran without a disclaimer,110778,1
123514497677888,Liberalerna Västra Götaland,Liberalerna Västsverige,110591,89
101046821819253,Planethjältar,WWF,110387,116
120477444659925,Svensk Handel,Svensk Handel,110255,330
1089666701084947,Timbro förlag,Timbro Förlag,110211,70
114411691995670,Moderatkvinnorna,Moderatkvinnorna,109856,237
101314752343226,Malin Ragnegård,Kommunal,109698,78
216625221784563,Alkompis  الكومبس,Alkompis  الكومبس,109549,111
760092737373457,Liberalerna Region Uppsala,Liberalerna Uppsala,109546,782
540622546006901,Centerpartiet Nacka,Centerpartiet Nacka,109528,390
220619268339132,Centerpartiet i Sundbyberg,Centerpartiet i Sundbyberg,109399,315
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,109137,336
124406344329453,Hyundai Sverige,These ads ran without a disclaimer,108974,17
293503930724894,Hyresgästföreningen västra Sverige,Hyresgästföreningen västra Sverige,108681,131
163291010383123,Uppsala Stadsmission,Uppsala Stadsmission,108655,45
187629381289274,Liberalerna Huddinge,Liberalerna Huddinge,108646,160
120216874723147,Svenskt Sigill,Svenskt Sigill,108534,188
253510692370,Arbetaren,Arbetaren,108225,105
1439778006254125,Evin Incir,Socialdemokraterna i Europaparlamentet,108048,176
633130440100634,Liberalerna i Norrtälje kommun,Liberalerna i Norrtälje kommun,107893,155
127757523931098,Emrahus AB,Emrahus,107708,66
165168156799,Göteborgs-Posten,Göteborgs-Posten,107413,154
518485684936538,Miljöpartiet de gröna i Örebro län,Miljöpartiet de gröna i Örebro län,107042,74
137604056369425,Vänsterpartiet Gävleborg,Vänsterpartiet Gävleborg,106669,121
467374566669046,Moderaterna i Uddevalla,Sundström Claes Henrik,106454,31
111566022258925,Vänsterpartiet Skåne,Vänsterpartiet Skåne,106448,285
1346402725428641,ZWM.co,Wilma of Sweden AB,106328,113
767749640051136,Heléne Fritzon,Socialdemokraterna i Europaparlamentet,106328,81
780698325379963,Liberalerna Varberg,Liberalerna Varberg,106248,127
128695710487112,Socialdemokraterna i Haninge,Socialdemokraterna i Haninge,106145,153
1383867568544212,Socialdemokraterna Falkenbergs kommun,Svensson Per Johan Klas,105970,211
172441106275050,KPA Pension,These ads ran without a disclaimer,105821,5
106117859442264,Chilly's,These ads ran without a disclaimer,105547,17
382066395683576,Dustin,Dustin,104883,29
524292531054040,Hela Sverige skramlar,Vast & Awesome,104809,11
109030109129243,Centerpartiet i Skåne,Centerpartiet i Skåne,104358,129
1722887348013516,Frihet,frihet.se,104208,45
223053457729155,Unga Örnar,Unga Örnars Riksförbund,104185,192
1126288010821198,Stockholms stad,Stockholms stad,103800,32
988106004636766,SAVR,These ads ran without a disclaimer,103628,7
590736644344351,Svenskt Näringsliv Jönköpings län,Svenskt Näringsliv,103545,252
159513904100440,Moderaterna i Kalmar län,Moderaterna i Kalmar län,103460,73
175656912484553,Unionen,These ads ran without a disclaimer,103144,29
445837395612435,Isabel Smedberg-Palmqvist,Liberalerna Stockholm,103065,63
209271425846739,Open Doors Sverige,Open Doors Sverige,102967,71
190125911027266,Akademikernas a-kassa,Akademikernas a-kassa,102925,32
424831340887725,Dalakraft,Dalakraft,102804,46
1414713382104319,Miljöpartiet Österåker,MILJÖPARTIET DE GRÖNA I ÖSTERÅKER org no 802428-0235,102796,144
1139097292843761,Kristdemokraterna Göteborg,Miriam Helena Lilja,102331,196
384761484868830,Liberalerna i Södertälje,Liberalerna Södertälje,101916,233
502186816505247,Mercy Ships Sverige,Mercy Ships Sverige,101669,292
223141487866750,Socialdemokraterna Örebro kommun,Socialdemokraterna Örebro kommun,101171,71
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,100780,116
120653037981614,Örebro universitet,Örebro universitet,100635,19
295727652090,Moderaterna i Västra Götaland,Moderaterna i Västra Götaland,100575,68
268608766607208,Svensk Tidskrift,Svensk Tidskrift,100202,877
100807049105708,"Enkätundersökning, Göteborgs Universitet",University of Gothenburg,100102,6
1516836921924490,Sverigedemokraterna Örebro kommun,SD Örebro kommun,100003,23
162033074541,Södertörns högskola,Södertörns högskola,99743,62
142635305886763,IKEM Innovations- och kemiindustrierna i Sverige,Johan Erik Kinnman,99717,37
341945447403,Socialdemokraterna i Norrköping,Norrköpings Arbetarekommun,99272,11
529270410491237,Liberalerna Botkyrka,Liberalerna Botkyrka,99271,238
304506059702034,Tidningen Fönstret,Tidningen Fönstret,99011,128
149671858392184,Miljöpartiet de gröna i Örebro,Miljöpartiet de gröna i Örebro,98902,67
256148111215223,Länsförsäkringar Älvsborg,Scream Mediabyrå AB,98840,24
7336236196,Piratpartiet,Piratpartiet,98604,51
167847649916608,Friends,Stiftelsen Friends,98146,62
273960452353,Socialdemokraterna Tyresö,Stewen Philip Viktor,97669,81
106471521524377,En ljusare framtid för barn,Rädda Barnen,97485,129
240784704547339,Varannan minut,RFSU,97465,107
1111890735588236,Sverigedemokraterna Gävle,Sverigedemokraterna Gävle,97338,78
397655376946941,Liberalerna Lidingö,Liberalerna Lidingö,97129,215
835842266433861,Miljöpartiet Västra Götaland,Miljöpartiet Västra Götaland,97021,208
430535663641398,Kristdemokraterna i Örebro län,Kristdemokraterna i Örebro län,96872,66
110851222326891,Helsingborgs stad,Helsingborgs stad,96519,109
112243630493418,X3000,These ads ran without a disclaimer,96062,1
124443770929754,Miljöpartiet de gröna i Botkyrka,Miljöpartiet de Gröna i Botkyrka,95936,66
183905751632130,Dagens industri,These ads ran without a disclaimer,95826,64
412192732132640,ECPAT Sverige,Ecpat Sverige,95715,59
671522289558142,Riksidrottsförbundet,Riksidrottsförbundet,95694,23
100283070150569,Sverigedemokraterna Karlskrona,SD Karlskrona,95665,32
961637003879778,Anna König Jerlmyr,Moderaterna i Stockholms stad,95471,130
122291934457124,Handelshögskolan vid Göteborgs universitet,Handelshögskolan vid Göteborgs universitet,94697,58
103997904708356,M-lotten,M-Lotten,94665,71
