Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
108304136037279,Moderaterna i Kävlinge,These ads ran without a disclaimer,≤100,2
588252871551498,RoboMarkets,These ads ran without a disclaimer,≤100,14
510121245831818,Föreningen Kulturcentrum Kvarnhjulet i Tyresö,These ads ran without a disclaimer,≤100,1
1328691567247485,Mustcare Pro AB,These ads ran without a disclaimer,≤100,1
103266751853452,World Greatest News,These ads ran without a disclaimer,≤100,1
442168413253541,Klimatkompensation,These ads ran without a disclaimer,≤100,2
1332268130242539,OKQ8 Bilverkstad Västra Frölunda,Robert Johansson,≤100,1
1607331566011580,"Pia Steensland, KD",Kristdemokraterna,≤100,1
2313127555635306,HelloFresh,These ads ran without a disclaimer,≤100,1
1624944837739452,Vackrakurvigakvinnasshop,These ads ran without a disclaimer,≤100,1
213660152075200,Hela Sverige ska leva - Värmland,These ads ran without a disclaimer,≤100,1
247727101955414,Vänsterpartiet Hägersten,Vänsterpartiet Hägersten,≤100,1
198505643529776,Teknikhistoria,Teknikhistoria,≤100,2
666488120043442,Vänsterpartiet Norrtälje,These ads ran without a disclaimer,≤100,1
119907848821,UJIK - nätkurs i juridik,These ads ran without a disclaimer,≤100,2
690302474328813,Roy Albert Andrade,These ads ran without a disclaimer,≤100,1
834854090045979,Helena Hedman Skoglund Liberalerna,Hjelm Smith Niklas Christopher,≤100,1
133358408203940,Election News Uganda,These ads ran without a disclaimer,≤100,10
607391652607909,Vaccines Today,These ads ran without a disclaimer,≤100,18
303571630153739,Legacy of War Foundation,These ads ran without a disclaimer,≤100,19
349185581620271,وقت الحدث,These ads ran without a disclaimer,≤100,9
2197879210461877,Crump,These ads ran without a disclaimer,≤100,2
722853564439941,Gustav Hemming,These ads ran without a disclaimer,≤100,1
100425305937986,Help Save Children in Ukraine,These ads ran without a disclaimer,≤100,1
7719591155,Moderaterna,These ads ran without a disclaimer,≤100,1
100185976098634,Tysslingens Bokhandel,These ads ran without a disclaimer,≤100,1
109207108804488,Poddavsnitt,These ads ran without a disclaimer,≤100,1
68793499001,UNICEF,These ads ran without a disclaimer,≤100,18
449825258449329,Natur & Kultur Skola,These ads ran without a disclaimer,≤100,1
276363272965985,Centerpartiet Karlshamn,These ads ran without a disclaimer,≤100,1
1436526659909965,Autosped as,These ads ran without a disclaimer,≤100,1
177900505594304,NYC Muslim Center,These ads ran without a disclaimer,≤100,1
100152775150415,Funktion Femmes,These ads ran without a disclaimer,≤100,1
105901735400433,Centerpartiet Region Stockholm,These ads ran without a disclaimer,≤100,1
326952437439121,The Folklore Company,These ads ran without a disclaimer,≤100,3
1449832125252410,Kvinnojouren Västerås,These ads ran without a disclaimer,≤100,2
1686724454932966,Vänsterpartiet Region Västernorrland,These ads ran without a disclaimer,≤100,1
1449052665318446,EU Agency for Asylum - EUAA,These ads ran without a disclaimer,≤100,12
130602030142314,Demi Anis,These ads ran without a disclaimer,≤100,2
116114768127226,Idle Survivor Fortress Tycoon,These ads ran without a disclaimer,≤100,1
193394557345243,Devex,These ads ran without a disclaimer,≤100,27
191246124223614,ICA Maxi Enköping,These ads ran without a disclaimer,≤100,16
109032063945415,Anna Johnson,These ads ran without a disclaimer,≤100,1
257656731794433,The Juggernaut,These ads ran without a disclaimer,≤100,3
110207272067005,Hjälpet när det behövs,These ads ran without a disclaimer,≤100,1
110186525035281,officialcarloslopez,These ads ran without a disclaimer,≤100,1
374742579289874,Jämställd Utveckling Skåne,These ads ran without a disclaimer,≤100,1
215903650419048,GO-d r e a me novel-I,These ads ran without a disclaimer,≤100,10
113271366717186,Klinika Adamczyk,These ads ran without a disclaimer,≤100,1
398602743934369,Centerpartiet i Skövde,These ads ran without a disclaimer,≤100,1
119963966063506,FIfunktionsrätt,These ads ran without a disclaimer,≤100,1
101824571727877,Kattfamiljen Sverige,These ads ran without a disclaimer,≤100,1
111864638825579,Chefen i fokus,These ads ran without a disclaimer,≤100,4
1546825082244108,Solidaritet med de Spanska antifascisterna,These ads ran without a disclaimer,≤100,1
102820215982724,Märsta pastorat,These ads ran without a disclaimer,≤100,1
1042651035763883,Öppna Moderater Väst,These ads ran without a disclaimer,≤100,1
103179841178727,Svenska Epilepsiförbundet,These ads ran without a disclaimer,≤100,1
474330529388223,Sigr,These ads ran without a disclaimer,≤100,2
1929840477275581,Filosofiska kårföreningen,These ads ran without a disclaimer,≤100,2
397232950335909,Lokalpartiet,Marie Ericsson Drotte,≤100,1
412883935437940,Moderaterna i Emmaboda,Moderaterna i Emmaboda,≤100,1
241953306332873,Stöttepelaren - stödförening för ensamkommande unga,These ads ran without a disclaimer,≤100,2
843627745684924,Tillgänglighetsmarschen i Helsingborg,These ads ran without a disclaimer,≤100,1
103538675856093,Мировые новости,These ads ran without a disclaimer,≤100,7
532394383485389,Positiva Pengar,Samuel Orrefur,≤100,1
333265670215113,Ångestpodden,These ads ran without a disclaimer,≤100,1
103852861429612,Movie Fandom,These ads ran without a disclaimer,≤100,1
115067893655995,sweet_leo_the_pomeranian,These ads ran without a disclaimer,≤100,1
517312054962012,Magelungen Utveckling AB,These ads ran without a disclaimer,≤100,1
167744003264537,Ekocentrum,These ads ran without a disclaimer,≤100,1
138393347816625,danne_mendoza,These ads ran without a disclaimer,≤100,1
37117806783,Kista Världsmusikfestival,These ads ran without a disclaimer,≤100,1
102284182121307,Upplevelser i Stockholm,These ads ran without a disclaimer,≤100,1
141567239237218,Help Lightning,These ads ran without a disclaimer,≤100,1
101641578027606,,These ads ran without a disclaimer,≤100,1
106171795058435,Upplevelser i Göteborg,These ads ran without a disclaimer,≤100,1
104528034965259,HOOB STORE,These ads ran without a disclaimer,≤100,3
117697371626661,Stephen Zhang,These ads ran without a disclaimer,≤100,1
464186323601599,Kari Pearce CrossFit Games Athlete,These ads ran without a disclaimer,≤100,1
100712691520754,Filmion,These ads ran without a disclaimer,≤100,1
123259362601990,Lightning Stickers,These ads ran without a disclaimer,≤100,1
251003438610790,Animal Park Київ,These ads ran without a disclaimer,≤100,1
101190795701401,Eco Leaves,These ads ran without a disclaimer,≤100,3
114020471760748,Lаtvijas Ziņas,These ads ran without a disclaimer,≤100,1
307167783099583,Björkmans Bil Erikslund,These ads ran without a disclaimer,≤100,1
213486575337434,B. Braun,These ads ran without a disclaimer,≤100,1
440218126103169,Feminvest,These ads ran without a disclaimer,≤100,5
115329787038014,Svenska kyrkan Kramfors,These ads ran without a disclaimer,≤100,3
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,17
109600864166176,Fantastic read,These ads ran without a disclaimer,≤100,10
169872296400480,gop,These ads ran without a disclaimer,≤100,2
418676961561838,Vilt i Vrena,These ads ran without a disclaimer,≤100,1
167814510259677,SYLF Nordvästra Skåne,These ads ran without a disclaimer,≤100,2
256437264213101,European Life,These ads ran without a disclaimer,≤100,8
378777878850353,5i12-rörelsen,These ads ran without a disclaimer,≤100,2
101441305001417,Islamofobi,These ads ran without a disclaimer,≤100,1
2222458357972180,Madeliene Pierre Consulting,These ads ran without a disclaimer,≤100,2
100714753095902,TL-Info,These ads ran without a disclaimer,≤100,1
688325007909294,Hälsostil,These ads ran without a disclaimer,≤100,1
253230647865948,DalaVind,DalaVind,≤100,1
132210485811,Anna Lindhs Minnesfond - The Anna Lindh Memorial Fund,These ads ran without a disclaimer,≤100,1
474250502780113,24Emmaboda.se,These ads ran without a disclaimer,≤100,7
1484746431743125,Liberalerna Höör,These ads ran without a disclaimer,≤100,2
114033205273395,Svenska Burmakommittén,These ads ran without a disclaimer,≤100,4
138528262889922,Halmstads Naturskyddsförening,These ads ran without a disclaimer,≤100,1
103110248047714,Triangelnail,These ads ran without a disclaimer,≤100,2
1421675261420283,Construction Climate Challenge,These ads ran without a disclaimer,≤100,4
224889107538962,Spånga Centrum,These ads ran without a disclaimer,≤100,1
749667228431128,Pride Varberg,These ads ran without a disclaimer,≤100,4
462552367113314,Audi,These ads ran without a disclaimer,≤100,6
364172220343482,Socialdemokraterna Ekerö,These ads ran without a disclaimer,≤100,2
161752030547022,LBC Frakt i Värmland AB,These ads ran without a disclaimer,≤100,1
427877947756589,Third Edit,These ads ran without a disclaimer,≤100,1
1680542818906154,Stringberry,These ads ran without a disclaimer,≤100,1
100850086207491,Motorhistoriska Riksförbundet - MHRF,These ads ran without a disclaimer,≤100,1
347857845251067,Alf Ericson Elektriska i Lerum AB,These ads ran without a disclaimer,≤100,1
581100458899521,Radisson Collection,These ads ran without a disclaimer,≤100,1
1052513478134652,GreenFeed,These ads ran without a disclaimer,≤100,1
1735027966519444,Föreningen Sveriges Stadsbyggare,These ads ran without a disclaimer,≤100,1
251894758811522,Södertäljejourerna,These ads ran without a disclaimer,≤100,1
158491884708209,Pip Millett,These ads ran without a disclaimer,≤100,2
361737083865661,Moderaterna i Sundbyberg,These ads ran without a disclaimer,≤100,2
142612102593861,الصحفي مصطفى الحسناوي,These ads ran without a disclaimer,≤100,1
407812702944641,Grön Omstart,Wallin Lena Maria,≤100,2
115617148499351,AFRY Sverige,These ads ran without a disclaimer,≤100,2
101325459446876,ufgbg,These ads ran without a disclaimer,≤100,1
121696685889636,Emmasundh.com,Emma Sundh,≤100,1
114309145251327,RTI,These ads ran without a disclaimer,≤100,1
101956229201013,Tesla X,These ads ran without a disclaimer,≤100,1
110315611472463,Nya Babylon,These ads ran without a disclaimer,≤100,1
266170183550491,Nya Kompisbyrån,These ads ran without a disclaimer,≤100,1
179833778739127,QS Quacquarelli Symonds,These ads ran without a disclaimer,≤100,1
197669460665775,Ica Supermarket Bengtsson Strängnäs,These ads ran without a disclaimer,≤100,1
111675408313515,Lisbon Energy Summit,These ads ran without a disclaimer,≤100,2
195034943970554,Irislights,These ads ran without a disclaimer,≤100,2
103797039145925,Fisher Branch,These ads ran without a disclaimer,≤100,3
178264915554076,Danske Bank Sverige,These ads ran without a disclaimer,≤100,3
608024939244646,Moderaterna i Region Östergötland,These ads ran without a disclaimer,≤100,1
908484069281947,Naturturismföretagen,These ads ran without a disclaimer,≤100,1
109044999140694,CAS,These ads ran without a disclaimer,≤100,15
108547695847407,Mindfulnesscenter,These ads ran without a disclaimer,≤100,1
115446233480849,Marketing,These ads ran without a disclaimer,≤100,1
818096958244350,Kristdemokraterna i Region Västmanland,Kristdemokraterna i Västmanlands län,≤100,1
670929359763617,SeDans Skåne,These ads ran without a disclaimer,≤100,2
450873768379850,Liberalerna Åstorp,These ads ran without a disclaimer,≤100,1
374890873129713,Dark Domain,These ads ran without a disclaimer,≤100,7
307163783028075,Call In Dead,These ads ran without a disclaimer,≤100,4
109723482411000,The Body Shop,These ads ran without a disclaimer,≤100,2
202302312977190,News in Europe,These ads ran without a disclaimer,≤100,7
132875757257012,9buy,These ads ran without a disclaimer,≤100,2
305331476620646,Rena Botten,Eriq Agélii,≤100,1
124763017597140,LRF Norrbotten,These ads ran without a disclaimer,≤100,1
373115626176519,VärmdöCentern,These ads ran without a disclaimer,≤100,4
110359858639003,socialorientationineurope,These ads ran without a disclaimer,≤100,3
295682024246828,Industrial Solar GmbH,These ads ran without a disclaimer,≤100,2
2219380021672973,Yamaha Marine,These ads ran without a disclaimer,≤100,2
110752346981144,Your Tip,These ads ran without a disclaimer,≤100,1
100922644613764,Apna News,These ads ran without a disclaimer,≤100,2
374876473706,Yippie,These ads ran without a disclaimer,≤100,2
159632827401559,Marstrom Composite,These ads ran without a disclaimer,≤100,4
1846196185665307,Eurostat,These ads ran without a disclaimer,≤100,25
182111145257945,ICA Maxi Hässleholm,These ads ran without a disclaimer,≤100,14
107770521680526,Lost In Your Eyes,These ads ran without a disclaimer,≤100,1
352359571448680,Omio,These ads ran without a disclaimer,≤100,21
182573221755429,S:t Olofs församling,These ads ran without a disclaimer,≤100,1
687371547986856,Moderaterna i Halland,These ads ran without a disclaimer,≤100,2
100541128464837,memmo.me,These ads ran without a disclaimer,≤100,1
289689727801613,Esska,These ads ran without a disclaimer,≤100,1
196338880852230,Our Fish,These ads ran without a disclaimer,≤100,26
93745060700,CARE,These ads ran without a disclaimer,≤100,7
103485911024304,Konstmuseet,These ads ran without a disclaimer,≤100,1
900974509991958,Kvinnojouren KAK,These ads ran without a disclaimer,≤100,1
180629302131783,Liberalerna Älmhult,These ads ran without a disclaimer,≤100,2
159603581487951,Civilisation,These ads ran without a disclaimer,≤100,1
135169209885911,Futureproofed - part of Sweco,These ads ran without a disclaimer,≤100,1
208189704820,Ellen MacArthur Foundation,These ads ran without a disclaimer,≤100,16
115730423135704,socrojje,These ads ran without a disclaimer,≤100,4
1746069262336603,SQUID App,These ads ran without a disclaimer,≤100,1
103615541364146,dr.d_estetik,These ads ran without a disclaimer,≤100,1
661100070706967,أخبار السويد اليـوم,These ads ran without a disclaimer,≤100,1
169039543132476,Varbergs kommun,These ads ran without a disclaimer,≤100,1
103193471256683,PeaceLine,These ads ran without a disclaimer,≤100,2
422883375186206,Art by Malene Georgsen,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,8
107502905442977,Chronos Care - digital diabetesvård,These ads ran without a disclaimer,≤100,1
279776938803554,Latinamerika i Fokus,These ads ran without a disclaimer,≤100,2
216180865188278,Hyttstens Åkeri i Järpen AB,These ads ran without a disclaimer,≤100,1
127247477329764,Studiefrämjandet,These ads ran without a disclaimer,≤100,3
102213157969126,Animals Need Trees,These ads ran without a disclaimer,≤100,1
115493121851422,Motorkompaniet i Katrineholm,These ads ran without a disclaimer,≤100,1
441717016632433,Kasaba Lagup,These ads ran without a disclaimer,≤100,57
355096771879133,Akillesjouren Nordöstra Skåne,Micke Karlsson,≤100,3
105142747717499,torstrophy,These ads ran without a disclaimer,≤100,1
262695680545557,Moderaterna i Växjö kommun,These ads ran without a disclaimer,≤100,1
117352898288982,Радыё Свабода,These ads ran without a disclaimer,≤100,3
304499062089,7-Eleven Sverige,These ads ran without a disclaimer,≤100,1
139317896139479,Ica Supermarket Nibble,These ads ran without a disclaimer,≤100,1
121685531197445,Gävle Energi,These ads ran without a disclaimer,≤100,1
873175252771148,FloryDay,These ads ran without a disclaimer,≤100,6
1742136669343183,Instax sverige,These ads ran without a disclaimer,≤100,3
137051766452,Purusha People Clothing,These ads ran without a disclaimer,≤100,8
163366218025,IIIEE - International Institute for Industrial Environmental Economics,These ads ran without a disclaimer,≤100,1
394397670629832,ICA Maxi Kumla,These ads ran without a disclaimer,≤100,13
846907472102437,Big Fish officiella,These ads ran without a disclaimer,≤100,2
101124769237463,Kostiantyn Tkachuk,These ads ran without a disclaimer,≤100,8
120332662688636,Vännäs Näringsliv,These ads ran without a disclaimer,≤100,1
225505640849010,Liberalerna Norrköping,These ads ran without a disclaimer,≤100,2
352866288459281,Kajsamaria,These ads ran without a disclaimer,≤100,1
1432793740367357,ICA Supermarket Hammenhög,These ads ran without a disclaimer,≤100,1
492463174241151,Bar Grön - Göteborg,Miljöpartiet de gröna Göteborg,≤100,1
130456876990360,European Youth,These ads ran without a disclaimer,≤100,28
476772695667640,Loot Crate,These ads ran without a disclaimer,≤100,1
658038437649632,Miljöpartiet de gröna i Söderhamn,Miljöpartiet de gröna Söderhamn,≤100,1
260391617897817,Handelsföreningen,These ads ran without a disclaimer,≤100,1
2339667976314367,NEJ till Öland en kommun,These ads ran without a disclaimer,≤100,1
102900607850631,Ex-nazisten & judinnan: En oväntad vänskap,Daniel Lernhede,≤100,2
119007511467894,Rutströms bokhandel,These ads ran without a disclaimer,≤100,1
194465614496382,Magnus Ekblad - Centerpolitiker,Centerpartiet Västmanland,≤100,1
101632464575393,El upproret Södertälje,These ads ran without a disclaimer,≤100,1
106424948513158,Riksorganisationen för fortbildning om Förintelsen,These ads ran without a disclaimer,≤100,1
6756153498,Mike Bloomberg,These ads ran without a disclaimer,≤100,12
101894826563370,Sotheby's,These ads ran without a disclaimer,≤100,2
102393821206111,RainKiss,These ads ran without a disclaimer,≤100,2
1399390476958620,Snacka med Tobbe,These ads ran without a disclaimer,≤100,1
635405983268705,Vi Socialkonservativa,These ads ran without a disclaimer,≤100,1
105592758498072,Endurancekollective.co,These ads ran without a disclaimer,≤100,1
110861658082667,Planet One,These ads ran without a disclaimer,≤100,2
105543917489298,michaelpulley,These ads ran without a disclaimer,≤100,2
106482829406626,Fairphone,These ads ran without a disclaimer,≤100,3
302622200143668,Soextraluxe,These ads ran without a disclaimer,≤100,58
166089953424403,Equmeniakyrkan,These ads ran without a disclaimer,≤100,1
103630702709718,Luleå Industripark,These ads ran without a disclaimer,≤100,3
178925535502983,Matthew Fowler,These ads ran without a disclaimer,≤100,35
1616607471974590,SciVision Medical - Nordic,These ads ran without a disclaimer,≤100,1
106543035551602,Joanna Neri Dela Cruz,These ads ran without a disclaimer,≤100,2
107691357598212,Bris Estrada,These ads ran without a disclaimer,≤100,2
0,Instagram User 6745023861,These ads ran without a disclaimer,≤100,1
1880705058856750,Medborgerlig Samling Borås,Zanno Jerry Jacklin,≤100,1
632820656881469,The World Today With Kay,These ads ran without a disclaimer,≤100,1
100826441892252,Счастливый сценарий,These ads ran without a disclaimer,≤100,10
32104614789,Greenpeace Polska,These ads ran without a disclaimer,≤100,12
301626360787766,Genius Värmland,These ads ran without a disclaimer,≤100,1
115418774994011,Prankbutiken.se,These ads ran without a disclaimer,≤100,1
198239340208740,Svenska kyrkan Kumla,These ads ran without a disclaimer,≤100,1
100577932116708,Melis Rosetter,These ads ran without a disclaimer,≤100,1
0,Instagram User 5692366088,These ads ran without a disclaimer,≤100,2
262085001161630,Predictive Movement,These ads ran without a disclaimer,≤100,1
131028937046110,Umeå Socialdemokratiska högskoleförening - USHF,USHF- Umeå socialdemokratiska högskoleförening,≤100,1
103763584368817,ibrolugonja,These ads ran without a disclaimer,≤100,3
222921655116,Applied Biosystems,These ads ran without a disclaimer,≤100,1
1606101876299179,Philip Chr. Ulrich - analyser og foredrag om amerikansk politik,These ads ran without a disclaimer,≤100,1
102341052904080,Новости Дня,These ads ran without a disclaimer,≤100,3
467356316630930,Framtidens Karriär - Ingenjör / It & Data,These ads ran without a disclaimer,≤100,4
340639072710925,Heroic Public Speaking,These ads ran without a disclaimer,≤100,1
450464618308182,Lisa Hochstein,These ads ran without a disclaimer,≤100,1
174242762663324,SSC - Swedish Space Corporation,These ads ran without a disclaimer,≤100,1
200102813518199,Defined Cars,These ads ran without a disclaimer,≤100,1
107912671492119,RBU Skaraborg,These ads ran without a disclaimer,≤100,1
105847354209034,Protect the Forest - Sweden,These ads ran without a disclaimer,≤100,2
169868329694180,UPF Lund,These ads ran without a disclaimer,≤100,2
297550077120430,ICA Supermarket Smedjebacken,These ads ran without a disclaimer,≤100,1
160653983804213,Festivalhouses,These ads ran without a disclaimer,≤100,20
329347620255821,E-förslag i Nätradalen,These ads ran without a disclaimer,≤100,1
765309313814162,Anna Malmberg,These ads ran without a disclaimer,≤100,1
121269037745943,Wiadomości dnia,These ads ran without a disclaimer,≤100,1
974807755917470,UR Lärare,These ads ran without a disclaimer,≤100,3
766867230145080,Institutet för Demokrati och Dialog/ Institute for Democracy and Dialogue,These ads ran without a disclaimer,≤100,1
101345639439663,صورة وتعليق,These ads ran without a disclaimer,≤100,1
192615060756973,GlasLindberg,These ads ran without a disclaimer,≤100,2
153231531539960,LRF Södermanland,LRF,≤100,2
2061195944161110,TVP World,These ads ran without a disclaimer,≤100,1
106427867424681,Our Solar System - Astronomy,These ads ran without a disclaimer,≤100,2
285431484954632,EasySkinz,These ads ran without a disclaimer,≤100,2
104405645269659,Top Coin,These ads ran without a disclaimer,≤100,2
764538086974573,Kristdemokraterna i Trollhättan,These ads ran without a disclaimer,≤100,2
113188593391160,Ocean UF,These ads ran without a disclaimer,≤100,1
258966159416,Cecilia Malmström,These ads ran without a disclaimer,≤100,1
102459931791514,Scents Etc,These ads ran without a disclaimer,≤100,2
114671131516774,Mustapha Elhasnaoui,These ads ran without a disclaimer,≤100,1
106273557557978,,These ads ran without a disclaimer,≤100,1
301703563217889,FRAME,These ads ran without a disclaimer,≤100,2
0,Instagram User 648020531,These ads ran without a disclaimer,≤100,1
104428655781344,Investment group,These ads ran without a disclaimer,≤100,1
108538172007897,Netdwebpfesti,These ads ran without a disclaimer,≤100,1
703407660061560,Xytro,These ads ran without a disclaimer,≤100,2
462640017135012,Parley for the Oceans,These ads ran without a disclaimer,≤100,1
564066067266279,Genvalues.com,These ads ran without a disclaimer,≤100,1
104445785486437,Receptacle Ohc,These ads ran without a disclaimer,≤100,1
102888252089594,USAGCO_Services,These ads ran without a disclaimer,≤100,3
555425957844246,Grön Ungdom Härnösand,These ads ran without a disclaimer,≤100,1
649099819213149,atefeh_sebdani,These ads ran without a disclaimer,≤100,3
1070906442933943,Centerpartiet Laholm,These ads ran without a disclaimer,≤100,4
1824035574571492,Nordic Kashmir Organisation,These ads ran without a disclaimer,≤100,1
107235068577823,ahmedinho_20,These ads ran without a disclaimer,≤100,1
1847710115476513,Soluret Podcast,These ads ran without a disclaimer,≤100,3
1814818445414669,Voister,These ads ran without a disclaimer,≤100,2
1468572193420223,Ungdomsjouren Animo,These ads ran without a disclaimer,≤100,1
489979544347034,LifeVision,These ads ran without a disclaimer,≤100,1
1304731639560018,All Ears,These ads ran without a disclaimer,≤100,1
919773341399097,Stena Renewable,These ads ran without a disclaimer,≤100,1
163752390427153,Fluke United Kingdom,These ads ran without a disclaimer,≤100,4
102500518635499,ENTR en,These ads ran without a disclaimer,≤100,46
128239547320657,Bollnäs kommun,These ads ran without a disclaimer,≤100,1
1418790411713403,Danderyds Sjukhus AB,These ads ran without a disclaimer,≤100,1
102208975950548,Clements Crawford,These ads ran without a disclaimer,≤100,1
389333258073036,ICA Supermarket Skiljebo,These ads ran without a disclaimer,≤100,1
153078634749171,Teracom Samhällsnät,These ads ran without a disclaimer,≤100,3
218098198063122,Neuro Finance,These ads ran without a disclaimer,≤100,2
1389267004717048,Karlfeldtgymnasiet,These ads ran without a disclaimer,≤100,3
111981763508269,ABI CARE,These ads ran without a disclaimer,≤100,1
121639561324172,Yali Joias,These ads ran without a disclaimer,≤100,5
2637530372927188,The Clean Market,These ads ran without a disclaimer,≤100,11
1845447639031005,Mayor Bradburn,These ads ran without a disclaimer,≤100,2
230033218396747,Bered,These ads ran without a disclaimer,≤100,4
107936621550812,Jessicas,These ads ran without a disclaimer,≤100,1
182675985548698,KD Arvika,These ads ran without a disclaimer,≤100,1
432363893938433,KPOP MUSIC,These ads ran without a disclaimer,≤100,77
1874492812816161,ICA Supermarket Bro,These ads ran without a disclaimer,≤100,1
1549660115270116,Save by Solar,These ads ran without a disclaimer,≤100,1
12597491214,ADRA International,These ads ran without a disclaimer,≤100,3
1402629770011501,Moderaterna i Lycksele,These ads ran without a disclaimer,≤100,2
113055127063515,Earth Our Country,These ads ran without a disclaimer,≤100,7
2129373357153628,Last night in South America,These ads ran without a disclaimer,≤100,1
587804128049475,Moderaterna Karl Johan-Masthugget,These ads ran without a disclaimer,≤100,2
325647068359704,WordProof,These ads ran without a disclaimer,≤100,3
100350695480845,Deep Sea Reporter,These ads ran without a disclaimer,≤100,2
109963990798454,Max's,These ads ran without a disclaimer,≤100,6
100279298059382,Create Flow Sweden,These ads ran without a disclaimer,≤100,2
1040981959292056,StyRa Solskydd,These ads ran without a disclaimer,≤100,1
127351524011269,ICA Supermarket Kisa,These ads ran without a disclaimer,≤100,1
503839819776804,Moderaterna i Oxelösund,These ads ran without a disclaimer,≤100,2
112720461546290,Best World,These ads ran without a disclaimer,≤100,5
1478930005708038,TomorroWoman,These ads ran without a disclaimer,≤100,8
202042516527197,Porta Nova,These ads ran without a disclaimer,≤100,1
100191808929016,Star Pro Training,These ads ran without a disclaimer,≤100,1
272403246971247,Fogelstad,These ads ran without a disclaimer,≤100,1
184879078767802,School of Global Studies,These ads ran without a disclaimer,≤100,3
104071787979835,QC Renewable Energy AB,These ads ran without a disclaimer,≤100,2
7382473689,Al Jazeera English,These ads ran without a disclaimer,≤100,5
110259559044995,Jämtlands läns SSU-distrikt,Jämtlands läns SSU-distrikt,≤100,1
121514924565769,La Opinión Austral,These ads ran without a disclaimer,≤100,5
1950265321942737,Ignacio Navarro Moyano,These ads ran without a disclaimer,≤100,2
15713980389,MTV UK,These ads ran without a disclaimer,≤100,8
108040124993604,miljotvatten_i_mark,These ads ran without a disclaimer,≤100,1
133182516857008,About Hungary,These ads ran without a disclaimer,≤100,2
105254271207122,Ian Lawman,These ads ran without a disclaimer,≤100,5
1866247880357132,Higher Ambition Program,These ads ran without a disclaimer,≤100,2
110580185673508,RF - SISU Västernorrland,These ads ran without a disclaimer,≤100,1
192180434156613,Ica Supermarket Kolsva Handel,These ads ran without a disclaimer,≤100,1
1511979109026285,Socialdemokrater i Ullerud Forshaga,These ads ran without a disclaimer,≤100,1
103397958617617,Again Technology,These ads ran without a disclaimer,≤100,2
467575343346671,Feministisk festival i Malmö,These ads ran without a disclaimer,≤100,1
138303263543086,ICA Supermarket Lunden,These ads ran without a disclaimer,≤100,1
203851519651148,ICA Rajden Jokkmokk,These ads ran without a disclaimer,≤100,1
211935545011,ForskarFredag,These ads ran without a disclaimer,≤100,2
253759524759045,Aurumforum,These ads ran without a disclaimer,≤100,2
102536611313191,ShaMaran Petroleum Corp.,These ads ran without a disclaimer,≤100,7
106186537923766,studiecoacherna_sweden,These ads ran without a disclaimer,≤100,1
572629919901190,Enequi AB,These ads ran without a disclaimer,≤100,3
118417904617996,T-live,These ads ran without a disclaimer,≤100,1
470897293429400,TIER Mobility,These ads ran without a disclaimer,≤100,2
1704401753114953,lillapresentboden,These ads ran without a disclaimer,≤100,5
365685354858,OPUS,These ads ran without a disclaimer,≤100,1
310601008979,Liberalerna Göteborg,These ads ran without a disclaimer,≤100,2
476339942442966,NVS Bevakning AB,Peter Holmström,≤100,1
115081821903414,Geektown kommunikationsbyrå,These ads ran without a disclaimer,≤100,1
102251318064432,Organon,These ads ran without a disclaimer,≤100,4
0,Instagram User 4951869819,These ads ran without a disclaimer,≤100,1
170067923055596,Palladium Malmö,These ads ran without a disclaimer,≤100,2
2271578003158596,Dina Försäkringar,These ads ran without a disclaimer,≤100,1
499550603421291,ICA Maxi Högsbo,These ads ran without a disclaimer,≤100,8
1672921389592737,Bacàn,These ads ran without a disclaimer,≤100,17
356235507563876,Dere,These ads ran without a disclaimer,≤100,1
973076179449858,Simrad Yachting,These ads ran without a disclaimer,≤100,1
128636327000495,PWM,These ads ran without a disclaimer,≤100,2
119824747889308,Jobbguru.se,These ads ran without a disclaimer,≤100,8
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,8
118456611506982,Ekonomiska museet,These ads ran without a disclaimer,≤100,1
111760324036517,elinwashere,These ads ran without a disclaimer,≤100,1
243417232358809,Teater Scratch,These ads ran without a disclaimer,≤100,1
2071424946271110,Industrivänstern - Vänsterns industriarbetarförening,These ads ran without a disclaimer,≤100,1
817669424990264,Liberalerna Lycksele,These ads ran without a disclaimer,≤100,2
379715278829731,Vänsterpartiet Biskopsgården-Torslanda,Patrik Helgeson,≤100,1
106045938935218,Alex Fors,These ads ran without a disclaimer,≤100,1
100931465136615,Samtal om framtiden,Alexander Losjö Dahlström,≤100,1
1924276664509382,POSK i Hudiksvallsbygdens församling,These ads ran without a disclaimer,≤100,1
1795584907319840,Hampus Degramo Moderaterna,These ads ran without a disclaimer,≤100,2
449270825108459,Quality Hotel Sundsvall,These ads ran without a disclaimer,≤100,1
1425655514153330,صداي غرجستان Voice of Gharjistan,These ads ran without a disclaimer,≤100,1
592886330798732,Liberalerna i Vallentuna,Jessica Johnson,≤100,2
266598556789739,Bromma Socialdemokrater,Bromma Socialdemokrater,≤100,1
147453445283414,Svensk Cykling,These ads ran without a disclaimer,≤100,1
1508163162762486,GRUNDIG,These ads ran without a disclaimer,≤100,15
