Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
661875647347599,David Ortega Gómez,Hernel David Ortega Gomez,9021999,80
114953645249865,Erwin Arias Betancur,Daniel Toro Rendón,9021970,349
107221528462893,Felipe Jiménez,Andres Felipe Jimenez Vargas,8932143,124
102033765205165,Misael Cadavid,Misael Cadavid Jaramillo,8859530,17
1527419714234265,Temístocles Ortega Narvaez,Senador Temistocles Ortega,8850471,120
645168172181457,Gobernación de Caldas,Eikon digital,8831811,184
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,8830294,121
988812667979452,Secretaria de Turismo de Buenaventura,Secretaria de buenaventura,8823600,7
101414062445138,Juntos Colombia,Juntos Colombia,8821445,26
108827338788235,Hernando Morales,POR LA DEFENSA DE CALI,8806214,51
100915391804433,Renata Esteves,These ads ran without a disclaimer,8797527,12
105323845359257,Gustavo García Figueroa,Gustavo Garcia Figueroa,8773721,15
108158921672438,Llener Borja,Alvaro Jose Gomez Ramirez,8709990,124
134889777169980,Francia Márquez,Daniel Sebastian Contreras Ortiz,8696734,14
629265973883892,Alcaldía de La Estrella,Alcaldía de La Estrella,8688611,58
319571274777938,Fundación Santo Domingo,Fundación Santo Domingo,8659227,64
154963875122587,Resistencia Colombiana22,Resistencia Colombiana,8617210,54
184284351706738,Lotería de Bogotá,Lotería de Bogotá,8609269,7
416095065845681,Jorge Iván Ramírez Cadavid,Jorge Iván Ramírez Cadavid,8564910,128
789907401124930,Partido Humanista De Colombia,David Nassar Moor,8513017,188
728558617510183,Ariel Ávila Martínez,Ariel Fernando Ávila Martinez,8477223,120
106723758544705,Pello Pello Solano,Cactus Agencia,8440675,147
386174458693627,Cesar Intriago,César Intriago,8437482,84
214167541938411,Juan Pablo Gallo,Andres Felipe Reina Jaramillo,8434691,83
111347087317819,Cash'em All,These ads ran without a disclaimer,8413096,1
356628017799688,Juan Felipe Lemos,Juan Felipe Lemos,8393314,70
1791939697489540,Memoria Colombia,memoria colombia,8356584,7
299886293408102,Secretaría de Infraestructura Física de Antioquia,Secretaría de Infraestructura Física de Antioquia,8342349,32
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía de Barranquilla,8298341,92
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,8287887,78
183025852044152,Secretaría de Desarrollo Económico,Secretaria de Desarrollo Economico,8269238,6
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,8267904,34
185965224778568,Diario Occidente,Nuevo Diario Occidente,8224705,145
675375532494252,Roy Barreras,Roy Barreras,8199561,16
135774089917229,Partido De La  U Institucional,Partido Social de la Unidad Nacional,8178619,163
143739549534348,John Jairo Hoyos,Simon Camino Lopez,8145207,11
102780735654232,Patria primero,Patria primero,8116806,6
306395396145524,Ing. David Reyes C,David Reyes al Senado,8100865,10
519422578258945,Secretaría de Infraestructura del Cauca,Juan Sebastian Fuentes Campos,8089315,91
1541028502886692,Alcaldía de Cúcuta,Lizette Ximena Gil Gonzalez,8087626,13
107838655232033,Santander con Fico,Santander con Fico,8037056,19
238819946276138,Carlos Julio González Villa,Carlos Julio González Villa,8034492,149
308580499200723,Alcaldía de Medellín,These ads ran without a disclaimer,8030906,51
519906878377424,AMO - Atención Médica Ocupacional,Milthon Manuel Riaños Guerrón,8002416,129
530489820777735,Laura María Naranjo,Laura Naranjo,7999769,28
1449947095109265,Karina Espinosa Oliver,Karina Espinosa Oliver,7992285,22
959291374109807,Alipay,These ads ran without a disclaimer,7981455,2
673697196143675,Verdadsinfiltros22,verdadsinfiltros,7972283,6
80400703949,Embajada de los Estados Unidos Colombia,Embajada de los Estados Unidos Colombia,7954647,90
2015806768679741,Wadith Manzur Imbett,Andres Felipe Reina Jaramillo,7921987,158
1115184931884092,Albert Corredor,Albert Corredor,7876646,37
100451933698060,AdVenture Communist,These ads ran without a disclaimer,7867648,6
969143216462972,Felipe Cañizalez,Luisa Fernanda Sanchez Salazar,7865719,62
109091011430956,Ultra Fighter: Supernova,These ads ran without a disclaimer,7845119,11
1185585621571679,Marlon Monsalve,Tuto Gonzalez,7829431,307
157146724439549,Luis Bernardo Vélez,Martha Patricia Giraldo,7825689,82
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sanchez,7816486,284
108589178486052,"Sin humo, Por favor",Sin Humo Por Favor,7799643,91
192669784168,Concejo de Medellín,Concejo de Medellín,7784854,255
73970658023,International Rescue Committee,These ads ran without a disclaimer,7777622,49
1586192348316443,Maicol Lopera Cardona,Maicol Lopera,7757798,934
207832423191171,Emiro Arias,Emiro Arias Bueno,7728014,53
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,7707083,219
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,7681916,71
1408676652744818,Efe Hellman,Gelman Múnera,7660412,26
114778278552099,Octavio Cardona León,Octavio Cardona León,7599082,99
106422131485518,Harbey Hurtado Guerrero,Harbey Hurtado,7597947,49
109536228288634,Nuevo Liberalismo Valle del Cauca,Nuevo Liberalismo Valle del Cauca,7592962,73
1421185864806921,Pedro Durán Barajas,Pedro Durán Barajas,7545112,171
838927469815494,Diana Diago,Diana Marcela Diago,7543872,63
100361692620151,Colombia: Un país real y posible,Un Pais Real y Posible,7540235,38
68793499001,UNICEF,UNICEF with Facebook Ad Credits,7518778,364
1537147279883293,Yefer Vega,Yefer Vega,7469508,340
100347045316829,Abraham Katime,Abraham Antonio Katime Orcasita,7447142,105
12415375791,Fajardo,Cristian Ochoa Goernitz,7395326,10
263044047137195,Ambiente Bogotá,These ads ran without a disclaimer,7384814,22
1231286180224322,Carlos Eduardo Acosta,Carlos Eduardo Acosta Lozano,7361213,37
109468905424655,José Fernando Sánchez,Digital Tech Ideas S.A.S,7321941,10
398699754302550,Jorge Ivan Buitrago Reinosa,These ads ran without a disclaimer,7305475,32
1540668046223335,Somoscolombianos22,Somos colombianos,7270823,52
105020431892208,Viviana Barberena,Hernán DSario Ballén Bohórquez,7268502,41
299568437452046,Carlos Alberto Botero Lopez,Carlos Botero,7193021,13
1119413181474050,El Avispero Mov,Movilizatorio,7181186,46
1513364822297857,German Casagua B,Germán Casagua Bonilla,7172152,20
105432858690458,Cristian Vega Fuentes,Cristian Vega Fuentes,7129383,106
350160788433059,Proclama Cauca y Valle,Proclama Cauca y Valle,7120415,200
110722317172915,Secretaría de Educación de Medellín,Paula Martinez,7117462,15
101659194821107,Fundación Promigas,Fundación Promigas,7101450,203
112155252163421,Sebastián López V.,Simon Quintero Sierra,7092205,45
1796150664023725,Carlos Ignacio Cuervo Valencia,Mauricio Maestre Castañeda,7087689,62
913204845498743,Marcelino Cardenas,Marcelino Cardenas Vanegas,7029189,44
181039625587544,Alcaldía de Floridablanca - Oficial,Alcaldía de Floridablanca,6997784,75
121667137935541,Idartes,IDARTES,6996724,71
2782538445304630,Germán Rozo,Germán Rogelio Rozo Anis,6992336,131
474276366001351,PayPal,These ads ran without a disclaimer,6990294,2
1374523946118551,System Center Oficial,These ads ran without a disclaimer,6975801,24
255251854485427,Erick Velasco,Erick Adrian Velasco Burbano,6970570,40
102396349006245,Bogotá Es Pacto,Daniel Alejandro Ramírez Alonso,6928450,12
460297427472944,Corporación  Educativa Politécnico La Salle,Corporación Educativa Politécnico La Salle,6924630,17
2203948933156649,Oriana Zambrano Montoya,Oriana Teotiste Zambrano Montoya,6918692,145
104328067049129,Niñez YA - Sociedad civil por la niñez y la adolescencia,NiñezYA - Sociedad civil por la niñez y la adolescencia,6915296,68
485751244965916,Sergio D. Rodriguez,Sergio Dario Rodriguez Tabio,6903471,84
915743661945208,Alejandro Eder,Alejandro Eder,6903090,207
1617365031829914,Jhon Hemayr Yepes Animalista,Jhon Hemayr Yepes Cardona,6901717,45
727558320692332,Hoy en Random,Juan Felipe Botero Cadavid,6878240,7
102359124932776,Javier Cuéllar,Bryan Sanchez,6871088,351
321582221272701,UNIMINUTO,These ads ran without a disclaimer,6865402,25
1297387213717948,José Daniel López,Jose Daniel Lopez Jimenez,6863683,59
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,6835913,69
301364506594738,Cumbre Mundial de Comunicación Política,Cumbre Mundial de Comunicación Política,6830477,62
605912556122758,Deiby Martinez Cortes,Deiby Martinez Cortes,6814023,34
204435366254477,IETA - Instituto de Estudios Técnicos Aeronáuticos,William Guillermo Delgado Lopez,6803343,39
105853488326466,ONU Cambio Climático,These ads ran without a disclaimer,6798778,2
174097049789783,Experience Idiomas,These ads ran without a disclaimer,6783528,10
105598124675352,General Juvenal Díaz,General Juvenal Díaz,6765525,12
857701244399732,Irma Luz Herrera,Barrera Vega Andres Felipe,6746847,25
605236949886245,Ferney Silva Idrobo,Ferney Silva Idrobo,6719638,12
273861903433499,Lourdes López Flórez,Lourdes Del Rosario Lopez Flores,6714484,91
181039625587544,Alcaldía de Floridablanca - Oficial,Alcaldía de Floridablanca - Oficial,6706823,53
675375532494252,Roy Barreras,Jaider Andres Villalba Soto,6697550,44
1413402505645117,Luis Vives,Lui Eduardo Vive Gonzalez,6659802,83
269849560166995,Concesionaria Vía 40 Express,Via 40 Express,6653192,159
1445402385674765,Juan Carlos Losada,Juan Carlos Lozada Vargas,6651869,39
856012741442139,Ipas LAC,Neuma,6643393,14
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,6630955,30
480612205430156,Deninson Mendoza,Deninson Mendoza Ramos,6591098,34
100900079275289,lat.oficial,These ads ran without a disclaimer,6559914,24
2280357942291111,Luis Carlos Velásquez,Luis Carlos Velásquez,6535631,309
164499104298953,Terry Hurtado,Patricia Dosman Castillo,6511731,50
1640791072871544,Fabián Rojas,Fabian Mauricio Rojas Garcia,6485109,71
109581228202676,Luis Fernando Velazquez Bueno,Luis Fernando Velazquez Bueno,6454859,224
231483620573206,Edward Rodríguez,Camilo Andres Monroy Pardo,6448788,74
106591338694232,Sandra Torres Paz,Sandra de las Lajas Torres,6432670,18
466445923412524,Miguel Ángel Barreto,Joshua Escobar Rengifo,6424853,113
131666344139609,IFM Noticias,IFMNOTICIAS.COM,6398870,29
117255605587647,Leonardo Huerta,Leonardo Huerta,6364466,130
184558259723155,Wilder Escobar,Wilder Iberson Escobar Ortiz,6354893,49
503408869686307,ERU - Empresa de Renovación y Desarrollo Urbano de Bogotá,Eru - Empresa de Renovación y Desarrollo Urbano de Bogotá,6349125,52
500505030436811,Ingeniero Oscar León,Digital Tech Ideas,6346431,60
107128378517685,Daniel Torres,Daniel Torres,6341120,85
1284509665015813,Saray Robayo Bechara,Getsocial SAS,6330972,8
110256607140478,Gilberto Tobón Sanín,Get Social SAS,6315535,12
120925518113593,Alcaldía de Manizales,TELECAFE LIMITADA,6281685,85
105589235648992,Idolos,Digital Force,6277155,180
1679314522295689,Gente en Movimiento,Oscar Mauricio Lizcano Arango,6251728,4
405557826963532,New Body,These ads ran without a disclaimer,6249542,2
107500798555798,Corazoncolombiano.co,corazón colombiano,6238723,30
105438744600355,Gabriel Parrado,Gabriel Parrado,6218820,41
103753489693220,Acciona,These ads ran without a disclaimer,6204377,21
101555729100319,SOS Colombia movimiento politico,Movimiento SOS Colombia,6196163,16
104496576734422,Ing. Giovany Pinzón,José Giovany Pinzón Báez,6182169,47
117247184669607,Juan Diego Gomez Gobernador,Get Social,6161748,19
216039995254185,Sigifredo Salazar Osorio,Sigifredo Salazar Osorio,6153867,19
233529716661745,Carlos Eduardo Caicedo Omar,AT,6152842,15
111581393578815,Colombia sin miedo,colombia sin miedo,6109898,9
121274481288148,Richard Aguilar,Jorge Enrique Navas Herreño,6106314,67
242293942468799,Ubeimar Delgado,Ubeimar Delgado Blandon,6099198,137
1502980346485413,Juan Pablo Celis Vergel,Juan Pablo Celis,6077257,68
105669256148925,GTech Systems - Venta y Soporte Técnico Computadores,These ads ran without a disclaimer,6076170,3
905973506115720,Alcaldía de Bucaramanga,John Fredy Garcia Enciso,6067124,26
101897165627018,Caterine Ibargüen,Caterine Ibarguen Mena,6064681,17
682149328521386,Santiago Osorio Marín,Santiago Osorio Marin,6032603,22
239158182907898,Pablo Caro,Nata Daniela Caro Guevara,6022660,71
543810628990655,Ministerio de Justicia y del Derecho,These ads ran without a disclaimer,6020796,12
629265973883892,Alcaldía de La Estrella,Melissa Cano Villegas,5999086,44
105121755399113,Mauricio Giraldo,Oscar Mauricio Giraldo Hernandez,5984197,605
419817215217632,Tecnología y Servicios Electorales,Tecnología y Servicios electorales S.A.S,5964513,22
817751791640883,Oscar Apolinar M,Valeria Cantor Londoño,5957515,25
101406354561987,Vida Seguridad Y Salud En El Trabajo,Oscar Jose Daza Mestre,5943718,29
343973882705440,Jesus Ivan Ospina,Jesus Ivan Ospina Atehortua,5936954,52
114317847146525,Alvaro Arias Velez,TORO DIGITAL,5895456,37
381403022031226,Steven Cárdenas,Reynaldo Steven Cardenas Espinosaespinosa,5892712,78
159326370815397,Alcaldía de Itagüí,Joseph Ferney Galvis Gonzalez,5892456,65
107204794960194,Instituto Técnico La Salle,These ads ran without a disclaimer,5877517,9
111746401402669,Iván Osorio,Ivan Dario Osorio Gonzalez,5876577,33
105983795047807,Fundación Nuevo Poder Popular,Fundación Nuevo Poder Popular,5872961,101
790830704619074,Daniel Davila,Daniel Ancizar Davila Sucerquia,5859625,283
104468561432859,Alexander Castro,Alexander Castro,5854327,88
1415721518731435,THỊNH Store,León Fredy Muñoz Lopera,5846468,65
104240908804798,Guillermo Pérez,Guillermo Pérez Flórez,5815864,58
266794667184978,Ana Maria Castañeda,Ana María Castañeda,5813464,4
391023077719693,Jairo Cristo,Jairo Humberto Cristo Correa,5793455,17
479759025523024,Pedro Nilson Amaya,Pedro Nilson Amaya,5779096,20
643513979193133,Justicia para Beatriz,Neuma,5776741,82
414076942012822,Institución Universitaria Pascual Bravo,Institución Universitaria Pascual Bravo,5705492,42
107136498477932,Carlos Castro,Carlos Hernando Castro Arenas,5702490,389
133551518982,Clara Lucía Sandoval,Clara Lucia Sandoval,5695588,16
1926055287680061,Verdad y Libertad 22,Verdad y Libertad,5689644,62
2158318667815480,Nancy Henao Ruiz,Nancy Concejal Verde,5683855,160
377334062304350,Secretaría de Educación de Bogotá,These ads ran without a disclaimer,5678852,9
104841612050702,Johanna González,Camilo Andres Medina Gomez,5664237,24
118961431546715,Ministerio de Ambiente y Desarrollo Sostenible,Ministerio de Ambiente y Desarrollo Sostenible,5653588,30
1669237846679372,Hernan Echeverri Si Se Puede,Larenths Michell Torres Rugeles,5647230,70
1899203220164640,José Dario Salazar Bernal,Jose Dario Salazar Bernal,5647124,28
108907727553513,NESD SAS,NESD S.A.S,5643695,38
496966203694136,Fontur,These ads ran without a disclaimer,5612040,8
245535455917701,Democrats Abroad Colombia,Democrats Abroad,5608211,40
106226905008843,Nata Botero,Nata Botero,5564862,28
179003239458192,Jorge Humberto Rangel,Jorge Rangel,5559868,82
348227052718193,Independientes,Independientes,5545516,5
863279150493556,Mario Bustamante,Mario Bustamante,5532000,61
417060811811167,Juan David Duque García,Juan David Duque Garcia,5531151,28
85132373401,Jose David Name Cardozo,José David Name Cardozo,5496689,25
499976616711322,Richy Gómez,Ricardo Gómez Botero,5471248,94
569486229869639,Juanita Espeleta Noreña,Juanita Espeleta,5464157,17
106207048412528,Secretaría de Desarrollo Económico de Barranquilla,Secretaría de Desarrollo Económico,5436307,2
100312032351328,Alejandro Ospina Angarita,Alejandrospina Angarita,5418494,46
2276008079319088,Cristian Valencia,Cristian Jiovany Valencia Grisales,5399096,24
249851301742119,CIRO RODRIGUEZ. REPRESENTANTE A LA CAMARA,Ciro Antonio Rodriguez Pinzon,5398632,53
645168172181457,Gobernación de Caldas,Eikon Digital SAS,5388444,263
1115184931884092,Albert Corredor,Albert Yordano Corredor Bustamante,5376044,21
1643303432550207,Gustavo Vélez,Gustavo Vélez Cámara de Representantes,5354485,40
447123426141864,Lina Maria Garrido,Ricardo Andrés Peña Alcate,5353232,106
810301545696609,Ciro Fernández,Sean Acosta Angelo Gil,5345738,117
275001785962171,Secretaría de Seguridad y Justicia de Antioquia,Gobernacion de Antioquia,5330186,205
194183143981429,Nicolás Echeverry Alvarán,Nicolás Echeverry Alvarán,5321590,61
1823807254333065,Soy Más País,Soy Mas Pais,5313636,376
279903656250031,Habib Merheg,Juan Sebastian Mosquera,5266181,31
1505617719679277,Cesar Zorro - Congresista,César Zorro,5258655,108
352945775321,Alfredo Deluque,Movil Consultores,5231577,46
947814111947383,Jorge Gómez Gallego,Jorge Gómez Gallego,5224516,9
111136554742486,Karen Manrique,Durcom In SAS,5216994,173
100928889124546,Víctor Andrés Tovar Trujillo,Víctor Andrés Tovar Trujillo,5204671,14
106266351863037,Jose Alfredo Marín,Jose Alfredo Marín,5197858,31
1706795412892261,ICETEX TE ARRUINA,Daniel Torres,5193379,31
324718631509952,Yaneth Quintero,Yaneth Alexandra Quintero Herrera,5185638,67
472904709784824,Jefferson Tuta,Jefferson Tuta,5169861,111
