Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
101315848087098,Releaf PAPER & BAGS,These ads ran without a disclaimer,451,7
665430686928342,Fundación Migres · CIMA  Centro Internacional de Migración de Aves,These ads ran without a disclaimer,446,1
102094592028568,Berglind Harpa Svavarsdóttir,These ads ran without a disclaimer,445,3
105812628046929,VirtualRunners Global,These ads ran without a disclaimer,442,24
107770521680526,Lost In Your Eyes,These ads ran without a disclaimer,440,1
245981458607130,In the midst of society,These ads ran without a disclaimer,437,4
109044999140694,CAS,These ads ran without a disclaimer,435,13
164524410285253,GSMA,These ads ran without a disclaimer,435,4
427810900693420,MF Fire,These ads ran without a disclaimer,433,20
1410738999227336,Norræna félagið / Foreningen Norden Island,These ads ran without a disclaimer,426,2
101335379303236,Koltonblevins,These ads ran without a disclaimer,424,1
93745060700,CARE,These ads ran without a disclaimer,422,7
1468015706558049,Moodys Tax,These ads ran without a disclaimer,421,5
584576818356219,HS Orka,These ads ran without a disclaimer,421,1
108571400965267,Nom Nom's,These ads ran without a disclaimer,418,1
100904822517086,Non-Trivial,These ads ran without a disclaimer,418,12
101466182431858,Just One,These ads ran without a disclaimer,416,4
179080292652702,Asher & Lyric,These ads ran without a disclaimer,416,1
109068871322554,TOL,These ads ran without a disclaimer,416,1
206104336662749,ThreeKingdomsOverlord,These ads ran without a disclaimer,416,3
9814846723,Eric Edmeades,These ads ran without a disclaimer,416,3
208821641772,Unity,These ads ran without a disclaimer,416,1
111233271501256,Art for Ukraine,These ads ran without a disclaimer,416,16
104310428065261,Technology News,These ads ran without a disclaimer,416,1
471365456770167,Lev Haolam - Fans,These ads ran without a disclaimer,416,2
828314957313657,Олена Сотник,These ads ran without a disclaimer,416,2
123259362601990,Lightning Stickers,These ads ran without a disclaimer,416,1
21987463952,McKinsey & Company,These ads ran without a disclaimer,416,4
122091471180248,Sentient Trader,These ads ran without a disclaimer,416,2
103330614770934,Ocean Project,These ads ran without a disclaimer,415,37
101283472186788,Team Hawk,These ads ran without a disclaimer,412,4
1355426087883151,Crypto.com,These ads ran without a disclaimer,412,1
1329741273707017,Creative Fabrica,These ads ran without a disclaimer,410,1
134482564067377,Bloons Adventure Time TD,These ads ran without a disclaimer,407,1
803459933085415,Women Speak,These ads ran without a disclaimer,405,2
824286591279546,Ágúst Bjarni Garðarsson / alþingismaður,Svavar Halldórsson,402,1
425701797497389,Veðurstofa Íslands,These ads ran without a disclaimer,401,1
551158678560402,Epimonia,These ads ran without a disclaimer,398,3
100756439093360,Hommmer,These ads ran without a disclaimer,397,3
101778915382780,Iða Marsibil,These ads ran without a disclaimer,395,1
106554480888599,Kristin stjórnmálasamtök,These ads ran without a disclaimer,394,1
246918948495109,Samwell AI,These ads ran without a disclaimer,394,1
535770106539086,Hljómahöll,These ads ran without a disclaimer,391,1
107698831891057,Cutie.,These ads ran without a disclaimer,390,2
110210588494125,Law.cfd,These ads ran without a disclaimer,390,9
55649180171,Íslandsdeild Amnesty International,These ads ran without a disclaimer,389,1
117556978003623,TS News,These ads ran without a disclaimer,388,1
101586388758694,Animal Land,These ads ran without a disclaimer,384,1
388775931236389,Natural Cycles,These ads ran without a disclaimer,379,4
1363680237011254,Project Ascension,These ads ran without a disclaimer,376,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,373,3
101459205673244,Dream Group,These ads ran without a disclaimer,373,3
615498648933891,Not Just a Patch,These ads ran without a disclaimer,368,4
109538177984669,Ásmundur Friðriksson Alþingismaður,These ads ran without a disclaimer,365,4
305950490392,Fundacja Rak'n'Roll Wygraj Życie,These ads ran without a disclaimer,364,1
91318884630,Árbæjarsafn / Árbær Open Air Museum,These ads ran without a disclaimer,362,1
100654332480746,Rental Estate,These ads ran without a disclaimer,360,1
2254030148173582,Stockholm Fintech Week,These ads ran without a disclaimer,359,8
108281434237351,UBS Financial Services Inc.,These ads ran without a disclaimer,358,2
233796803392709,Executive MBA í Háskóla Íslands,These ads ran without a disclaimer,357,1
368234629706529,EU-News,These ads ran without a disclaimer,357,8
89151782746,Fauna & Flora,These ads ran without a disclaimer,356,8
107207931828456,Next Thing Technologies,These ads ran without a disclaimer,353,2
197737532725,Clipper Round the World Yacht Race,These ads ran without a disclaimer,351,4
104770102231465,YKdb3,These ads ran without a disclaimer,350,2
41445084925,Röskva - stúdentahreyfing,These ads ran without a disclaimer,348,2
104405645269659,Top Coin,These ads ran without a disclaimer,347,2
513010928803215,Sjálfstæðisflokkurinn í Borgarbyggð,These ads ran without a disclaimer,347,1
111445176928554,Líf án ofbeldis,These ads ran without a disclaimer,346,1
7539924726,Psyop,These ads ran without a disclaimer,346,5
288788364593723,FÍH Félag íslenskra hljómlistarmanna,These ads ran without a disclaimer,340,2
196689261011751,Onechoiceapparel,These ads ran without a disclaimer,335,26
167472573272165,Mindvalley на русском,These ads ran without a disclaimer,332,19
109836507820529,CamBuildr,These ads ran without a disclaimer,322,6
315603771494,Milaap,These ads ran without a disclaimer,322,20
175776638942665,Новости Дня,These ads ran without a disclaimer,322,11
102360124757535,Just Wingin it - Vængjavagninn,These ads ran without a disclaimer,318,1
102934454475748,Nukiga,These ads ran without a disclaimer,317,2
112468112146411,JCI Iceland,These ads ran without a disclaimer,316,1
105254271207122,Ian Lawman,These ads ran without a disclaimer,315,3
101837288924546,Muslimi,These ads ran without a disclaimer,314,33
1374826826104281,Sensibo,These ads ran without a disclaimer,311,6
420229461857678,Accelerate Estonia,These ads ran without a disclaimer,308,6
332855003552036,Cambridge Judge Business School: Executive Education,These ads ran without a disclaimer,305,1
228527923940786,IOGT á Íslandi,These ads ran without a disclaimer,305,1
105791617955222,Miðbæjarrottan,These ads ran without a disclaimer,305,1
255809340959234,Europe Today,These ads ran without a disclaimer,305,4
103521361512913,Þorbjörg S. Gunnlaugsdóttir,These ads ran without a disclaimer,304,2
111920887278862,Just J Closet,These ads ran without a disclaimer,303,8
455133101359253,Tax Consulting South Africa,These ads ran without a disclaimer,302,14
102927172327300,Margrét Bjarnadóttir,These ads ran without a disclaimer,300,1
1783915211915991,Valgerður Sigurðardóttir,These ads ran without a disclaimer,300,1
192419543964851,European Life,These ads ran without a disclaimer,300,5
105222484971735,BooshGooble,These ads ran without a disclaimer,297,1
335191666548391,Michel Brasserie,These ads ran without a disclaimer,297,1
290103997820152,Barilla,These ads ran without a disclaimer,297,2
110603022360031,HIAP - Helsinki International Artist Programme,These ads ran without a disclaimer,297,1
106881172170600,News Daily,These ads ran without a disclaimer,297,5
452659814806757,PUSH.,These ads ran without a disclaimer,296,4
108878030885935,Love Unicorn,These ads ran without a disclaimer,296,22
257656731794433,The Juggernaut,These ads ran without a disclaimer,294,2
33208262431,Borgarbókasafnið,These ads ran without a disclaimer,292,1
103997591969065,Raine Concepts,These ads ran without a disclaimer,290,3
108907580675755,Húsnæðis- og mannvirkjastofnun,These ads ran without a disclaimer,290,1
191851397669230,VETO – Tierschutz,These ads ran without a disclaimer,290,7
100608792848311,Wiadomości dnia,These ads ran without a disclaimer,288,1
105628017904994,The Storm Crow,These ads ran without a disclaimer,287,16
152069031521913,Landgræðslan,These ads ran without a disclaimer,284,1
231356071651975,Brisk Cherry,These ads ran without a disclaimer,279,1
1905944246314035,Matchwornshirt,These ads ran without a disclaimer,278,5
105447018574583,Merryior,These ads ran without a disclaimer,278,2
206587709214706,Euro24,These ads ran without a disclaimer,278,7
125890843945297,Tuanekal,These ads ran without a disclaimer,278,2
295874644558257,Fjártækniklasinn,These ads ran without a disclaimer,278,1
101149931673756,Webfic new app,These ads ran without a disclaimer,278,10
109963990798454,Max's,These ads ran without a disclaimer,278,6
104666684678836,Creative Contour,These ads ran without a disclaimer,278,4
105366694678721,Foliolu.shop,These ads ran without a disclaimer,278,1
114556283678335,Alpha Dept,These ads ran without a disclaimer,278,2
100426749524580,Мировые события,These ads ran without a disclaimer,278,1
108763934683761,Time for Romance,These ads ran without a disclaimer,278,2
299925696693131,Farvi,These ads ran without a disclaimer,278,1
113388621278432,Freedom for Norway,These ads ran without a disclaimer,278,2
106452147862296,Autumn Style Page,These ads ran without a disclaimer,278,1
102522511956359,Sorelle Beach Wears,These ads ran without a disclaimer,278,1
111830524657428,Flæði - Vatnsmeðferðir,These ads ran without a disclaimer,277,1
109244204824687,Captive Creator,These ads ran without a disclaimer,276,14
517037508369297,zrzutka.pl,These ads ran without a disclaimer,276,2
112805818310639,Wiаdоmоśсi krаjоwе,These ads ran without a disclaimer,274,4
104468109023992,The Digital Neighborhood,These ads ran without a disclaimer,274,2
101137416415282,Europejskie wiadomości,These ads ran without a disclaimer,273,2
1432176793713865,raidboxes,These ads ran without a disclaimer,272,3
106616288997915,Actual news,These ads ran without a disclaimer,271,1
579848135530446,Porzellanmanufaktur FÜRSTENBERG,These ads ran without a disclaimer,269,5
102393821206111,RainKiss,These ads ran without a disclaimer,269,2
106969792009830,ZJdob4,These ads ran without a disclaimer,268,19
110493207804890,Tygbox,These ads ran without a disclaimer,268,48
1655146611385973,Gordon Ryan,These ads ran without a disclaimer,267,5
434740993571420,Clé Entertainment,These ads ran without a disclaimer,267,1
328401278521682,Online Levelcg,These ads ran without a disclaimer,262,8
104445785486437,Receptacle Ohc,These ads ran without a disclaimer,261,1
101368738938397,Redefined Kindness,These ads ran without a disclaimer,259,9
104479398203320,Aeromag,These ads ran without a disclaimer,257,3
312252492120073,Stofnun stjórnsýslufræða og stjórnmála,These ads ran without a disclaimer,257,1
222801630909735,Echoes Of Palestine,These ads ran without a disclaimer,257,58
109685563998274,Ástandsskoðun fasteigna - Úttekt.is,These ads ran without a disclaimer,254,1
105806708960852,Webfic - Read Romance Story,These ads ran without a disclaimer,253,4
839067462921995,CarbonCloud,These ads ran without a disclaimer,252,2
122409711114194,The Nordic Council of Ministers and The Nordic Council,These ads ran without a disclaimer,250,2
1126060947467307,Scatter HoldEm Poker,These ads ran without a disclaimer,250,2
103824405609903,Eco Beach City,These ads ran without a disclaimer,250,4
537891146230245,Náttúruverndarsamtök,These ads ran without a disclaimer,247,2
104238192067446,Fox'oclock,These ads ran without a disclaimer,246,2
103570065164463,Federxus,These ads ran without a disclaimer,245,2
483993721676417,Félag fagfólks í frístundaþjónustu,These ads ran without a disclaimer,244,2
107474007681615,Donate to Save Yemen Lives,These ads ran without a disclaimer,243,1
129971303736958,Opteon Products,These ads ran without a disclaimer,242,2
204253326267096,SAMLEIK - Samtök foreldra leikskólabarna í Kópavogi,These ads ran without a disclaimer,241,1
1730630540553065,Curio,These ads ran without a disclaimer,240,2
71228899779,SÁÁ,These ads ran without a disclaimer,240,1
541037595922979,World Climate Foundation,These ads ran without a disclaimer,238,7
106898684944814,Lippar Media,These ads ran without a disclaimer,233,1
208189704820,Ellen MacArthur Foundation,These ads ran without a disclaimer,233,4
267264199961398,Change the World Model United Nations,These ads ran without a disclaimer,232,10
1526469364334033,"Justin Brown, Ideapod",These ads ran without a disclaimer,232,1
480305829018059,Badland Brawl,These ads ran without a disclaimer,232,1
235945666565031,Food Yoga International,These ads ran without a disclaimer,232,13
1766411076965796,Mohammed Bin Rashid Centre for Government Innovation,These ads ran without a disclaimer,230,3
233007696711516,SLA,These ads ran without a disclaimer,230,3
177283922428780,Almannarómur,These ads ran without a disclaimer,229,3
383917978305886,KVAST,These ads ran without a disclaimer,228,1
281208875290477,Škoda Motorsport,These ads ran without a disclaimer,227,2
109253394199032,Joyread-Excellent book,These ads ran without a disclaimer,226,15
142336795815250,Specialisterne á Íslandi,These ads ran without a disclaimer,225,1
108937341961976,Новости Дня,These ads ran without a disclaimer,225,5
110961931826618,Аренда,These ads ran without a disclaimer,224,2
107981501123286,GimmeHoop,These ads ran without a disclaimer,223,3
25661343197,Health e-Learning,These ads ran without a disclaimer,222,2
112418863928162,Barja TV,These ads ran without a disclaimer,222,9
403628673054093,Startup Grind Stockholm,These ads ran without a disclaimer,220,1
109675210820281,Det Blaa Kartel,These ads ran without a disclaimer,219,1
100517451789240,The Watch Magazine,These ads ran without a disclaimer,217,3
100573865009935,WHO Foundation,These ads ran without a disclaimer,217,2
852370551453606,GARP,These ads ran without a disclaimer,215,3
104893385063689,Relaxing News,These ads ran without a disclaimer,214,1
101841164900403,Luckstarts,These ads ran without a disclaimer,214,43
106270215428,Wix,These ads ran without a disclaimer,214,3
1065631633538453,Medics Across Continents,These ads ran without a disclaimer,213,17
105039417804164,IZZY - Stream Israel,These ads ran without a disclaimer,213,11
154622044404873,Новости Дня,These ads ran without a disclaimer,213,8
2191933467738825,Dare to be Grey,These ads ran without a disclaimer,210,5
72228529722,British Museum,These ads ran without a disclaimer,209,1
257330274119372,Life in Europe,These ads ran without a disclaimer,208,3
593371571021420,"Findo: Find my Friends, Phone",These ads ran without a disclaimer,207,1
112994554733353,For You 3,These ads ran without a disclaimer,207,6
211928638679961,Palestinelivesmatter,These ads ran without a disclaimer,207,3
