Page ID,Page name,Disclaimer,Amount spent (LBP),Number of ads in Library
126052760507,Mama Cash,These ads ran without a disclaimer,925208,91
102162706125011,abu_samra_jnoubi,These ads ran without a disclaimer,906146,1
111311574885641,د.صالح وهيب الديب / المرشح عن المقعد العلوي في طرابلس,Omran Salloum,895522,4
174029022633065,Samir Kassir Award - جائزة سمير قصير,Samir Kassir Award,895522,1
106156282027634,سـمير عـاكـوم Samir Akoum,Salwa Al Khatib,895522,4
104173279272610,Abdo Cherfan,Michel Gedeon,895374,3
107424440982021,Eekad - إيكاد,These ads ran without a disclaimer,875376,12
105148158806054,Jihad Farah - جهاد نصر فرح,These ads ran without a disclaimer,865822,3
102713504799006,128,Nabil Yazbeck,856866,10
105499698815028,Imad Hage,Wael Mhanna,850746,5
160729029892,Al Jazeera Channel - قناة الجزيرة,These ads ran without a disclaimer,835821,1
1525313027790221,دعم,دعم,835821,7
105039948757131,AIN - Accountability and Integrity Network,These ads ran without a disclaimer,820896,1
106165358710696,Abdul-latif Itani  عبد اللطيف رياض عيتاني,Beirut Badda Aleb,820896,2
1918990294985442,Megaphone - ميغافون,These ads ran without a disclaimer,806866,7
2216691965284315,Faysal Timrawi - فيصل التمراوي,These ads ran without a disclaimer,805970,2
408298119251388,Aghani Aghani,These ads ran without a disclaimer,805970,3
108997781777662,Dr. Wassim Salameh - د. وسيم سلامة,Wadih Ghossein,804777,11
105548031768,Novo Nordisk,These ads ran without a disclaimer,802393,1
105148158806054,Jihad Farah - جهاد نصر فرح,Fajr Yassin,791045,5
110296604948782,Gaby El Azzi,Majed Aoun,787613,1
68793499001,UNICEF,UNICEF,771496,111
150253531687373,أخبار الآن - Akhbar Al Aan,These ads ran without a disclaimer,769559,8
845620825830146,Deel,These ads ran without a disclaimer,769107,18
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,767992,56
210432256016003,Social Workers' Syndicate in Lebanon,Social Workers' Syndicate in Lebanon,761194,2
191810718067178,خفايا,khafaya Lebanon,753732,6
1433209100135835,Ziad Akl,These ads ran without a disclaimer,748863,1
1415405748740902,آغابرس اخبار صيدا,Mohammed Agha,747016,16
1767776816576187,EasyLaws,Adib Sader,746269,1
108638321779829,Chady H. Waked,Chady Waked,746269,1
113843757995180,هيثم زعيتر   Haitham Zaiter,Karim Press,746269,1
101859274632935,Asrar AlWatan - اسرار الوطن,These ads ran without a disclaimer,746269,1
101538412538521,شطرنج / مع محمد صابونجي,These ads ran without a disclaimer,746269,2
196194167587196,Mada - مدى,Mada - مدى,746269,1
379530712212532,USAID Lebanon,These ads ran without a disclaimer,746269,1
102031895817591,Salim El-Jalkh 2022,Anthony Jalkh,746269,1
102579942390185,لؤي ضاهر غندور - Louay Ghandour,Fajr Yassin,745822,2
429393444132520,LEB Now,leb now,732538,3
283024208497487,Chabeb Kesserwen شباب كسروان,jadidouna.com,731343,8
109337921529303,Jadidouna Platform منصة جديدنا,Jadidouna,719404,4
2011758659104320,Antoine Y. Yammine,Antoine Y. Yammine,716418,7
1385565844878168,Lebanese Bloc,its,701493,4
100721942639724,Hani Al Ahmadie I هاني ألأحمدية,Girafic Media,701493,3
403613336419794,Almustachar,Almustachar,701493,1
101097805919573,Kaissar Khlat - قيصر خلاط,kaissar khlat,700001,8
247760305701018,This Is Lebanon,These ads ran without a disclaimer,699404,2
108221813937423,Syriatvnews - أخبار تلفزيون سوريا,These ads ran without a disclaimer,689702,4
189897977739706,Karla Boutros - كارلا بطرس,These ads ran without a disclaimer,686567,2
157660888148152,SY+,These ads ran without a disclaimer,684329,3
155174084508744,Banque mondiale,These ads ran without a disclaimer,680013,75
834890283550973,Tarek Daoud طارق الداوود,Wael Mhanna,661344,10
126798137394091,University Students - Lebanon,These ads ran without a disclaimer,649851,2
2031525193768719,المحامي ماجد دمشقية,These ads ran without a disclaimer,649325,6
205299789608447,محمود فقيه  Mahmoud Fakih,These ads ran without a disclaimer,643284,1
107426064737976,nabilbadrofficial,These ads ran without a disclaimer,641791,3
107024197781465,دعم نفسي لبنان Psychological Support Lebanon,These ads ran without a disclaimer,641791,2
108238355141898,باقون نحمي ونبني,باقون نحمي ونبني,628657,5
1709335856028959,Al Fabraka,These ads ran without a disclaimer,626866,1
108728968627122,Beirut24.org,Beirut 24 Podcast,626866,6
1502687013388650,Media Factory News,These ads ran without a disclaimer,626866,5
106131474392101,ضنيتي دنيتي/dannieyati denyati,Abdlrahmane Chaker,625075,3
101587715833376,almarsadlebanon,These ads ran without a disclaimer,611940,6
264973836909558,The Nawaya Network,These ads ran without a disclaimer,597015,3
103195885697073,لائحة التغيير الحقيقي,Fajr Yassin,597015,3
103832335466245,Blue Light,These ads ran without a disclaimer,597015,2
1799012863456772,صوت المستقبل - Sawt Al Mustaqbal,These ads ran without a disclaimer,595672,1
1433209100135835,Ziad Akl,Roy Metni,595075,2
104001228910201,علي مراد - Ali Mourad,Ali Ahmad Mourad,581045,3
100751022540997,Rage for change,These ads ran without a disclaimer,579702,3
110821581537569,Camille Mourani - كميل موراني,These ads ran without a disclaimer,574777,5
216311481960,Bill Gates,These ads ran without a disclaimer,569090,13
1602010210126956,Lebanon News Now 24/7,Jbeil District,567762,4
194562360560959,Mada Center Qatar,These ads ran without a disclaimer,560473,1
104093387800328,مركز بيروت للاخبار,مركز بيروت للاخبار,553732,16
6013004059,The Economist,These ads ran without a disclaimer,547920,24
113359008741899,انتخابات لبنان,These ads ran without a disclaimer,547463,5
104499662233713,المحامية زينة المصري,These ads ran without a disclaimer,544030,2
273271266139470,الدكتور عماد الحوت,These ads ran without a disclaimer,541642,7
1943538325932547,Sharks Creators,Sharks Creators SARL,537313,2
103253664825946,Souria Post - سوريا بوست,These ads ran without a disclaimer,535776,17
756920464350695,Manart Al Arz - منارة اﻷرز,Wael Mhanna,507463,4
134278719946186,Bayer,These ads ran without a disclaimer,490146,8
394633411339696,fiftyfiftylb,These ads ran without a disclaimer,485075,4
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,478957,32
102486862230008,Georges Abboud - جورج ابراهيم عبود,Georges Abboud,477612,5
101821442049816,Hadath online,Wassim El Adhami,477314,7
603209933449816,Alafdal News  الأفضل نيوز,These ads ran without a disclaimer,474030,3
102885474864193,Souria post - سوريا بوست ميديا,These ads ran without a disclaimer,471045,7
108472971799515,الدكتور عمر حلبلب,Ahmad Halablab,462687,1
142375212503142,EU Neighbourhood & Enlargement,These ads ran without a disclaimer,458723,5
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,453244,25
127187187348820,Kaspersky,These ads ran without a disclaimer,449552,7
108933298437805,Armen Asfahani,These ads ran without a disclaimer,447762,1
825995607608662,Alexandre Abraham Matossian - الكسندر ابراهام ماطوسيان,Yvone A. Souaiby,447761,2
1429912637250593,Alawite Islamic Charity Association - الرابطة الخيرية الإسلامية العلوية,Alawite Islamic Charity Association,447761,1
1419147345026965,Jihad Mourad جهاد مراد,These ads ran without a disclaimer,447761,1
100172525969268,Nasser Jaber - ناصر جابر,These ads ran without a disclaimer,444835,2
103593098956596,Shady Fayad - شادي فياض,These ads ran without a disclaimer,444180,2
107266890756055,Nicolas Chikhani Finance,These ads ran without a disclaimer,432538,3
102570761484258,Asharq Business اقتصاد الشرق,These ads ran without a disclaimer,423433,24
105132244577856,Lebanese Politico,Lebanese Politico,417911,3
100574345974771,almoatassemadham,These ads ran without a disclaimer,402985,1
498781043582858,Hadi Mourad هادي مُراد,These ads ran without a disclaimer,402985,2
1213881948646274,Zeina Kallab - زينه الكلاّب,These ads ran without a disclaimer,402584,5
268165170311328,Beirut news-بيروت نيوز,Beirut news-بيروت نيوز,395373,4
309215313109033,المنتدى  السياسي الإقتصادي الإجتماعي,Ahmad Z Halawani,388060,2
1144223832418372,GoRate,These ads ran without a disclaimer,388060,7
142329112477770,البنك الدولي,These ads ran without a disclaimer,386722,35
2004685423183959,صدى بلس,These ads ran without a disclaimer,382927,1
102023711572671,أساس ميديا -  Asas Media,These ads ran without a disclaimer,377612,18
1618911251725745,Khalil Helou,خليل الحلو,374030,1
107245547395103,Hikmat Abou Zeid,These ads ran without a disclaimer,373134,1
102703195439073,AlJoumhouria TV,These ads ran without a disclaimer,373134,9
106746742017699,نحو الجمهورية الثالثة - عمر حرفوش,These ads ran without a disclaimer,373134,1
108933145088532,Wafaa Jamil - وفاء جميل,The North Life,373134,1
64588666340,Haaretz.com,These ads ran without a disclaimer,368681,14
100126129326486,MSD for Mothers,These ads ran without a disclaimer,366569,2
398475986896098,Elysee Irrigation,These ads ran without a disclaimer,358498,2
109264161694458,Wen Mosriyyete - وين مصرياتي,These ads ran without a disclaimer,358209,1
109580564804818,SuperBoom,These ads ran without a disclaimer,358209,1
105811884575328,ADMIN for Media,Sofia Khoury,358209,3
154029261310643,LADE,These ads ran without a disclaimer,348209,3
105179449143831,Smart Municipality,SMA,343284,2
139911893315804,Jbeil Daily News,Elias Ghanem,343284,2
871573136199326,جهاد مرشد الصمد,These ads ran without a disclaimer,343284,15
1234196636614228,Sabaa - سبعة - ٧,These ads ran without a disclaimer,343284,1
109663134144783,الراقي صالح سعد,These ads ran without a disclaimer,343201,2
21591025194,The University of Melbourne,These ads ran without a disclaimer,335763,5
158714780827513,UNFPA,These ads ran without a disclaimer,329728,154
112182383540819,Lebanese UNITY,These ads ran without a disclaimer,329507,2
105753182074694,Ali Khalife - علي خليفة,These ads ran without a disclaimer,328358,1
106425851213086,L'Orient Today,These ads ran without a disclaimer,328358,1
102627192243682,jackjendo,These ads ran without a disclaimer,328358,1
102023711572671,أساس ميديا -  Asas Media,Rafif Akef Fneich,322985,8
116195469797832,وَعِي,Ali Salameh,321344,1
1669766426631217,Sy24,These ads ran without a disclaimer,316164,3
115293140383415,nawafsalameh,These ads ran without a disclaimer,313433,1
236763870334042,Lebanese Daily,Lebanese Daily,313433,2
770532939816420,ليون سيوفي,Leon Sioufi,313433,4
345843529129,برجا,Milad Lamaa,308806,3
105849222420616,Bel Wasat-بالوسط,belwasat,299105,2
104763925544183,fouani.fitness,These ads ran without a disclaimer,298955,1
766852626772865,Malek Haddad Photography,These ads ran without a disclaimer,298508,1
104001228910201,علي مراد - Ali Mourad,These ads ran without a disclaimer,298507,1
121129357949826,Saida Online,Afif Jardali,298507,2
108362417408506,carolinechaptini,These ads ran without a disclaimer,298507,1
449225178829982,لقمان الكردي عضو هيئة إدارية في جامعة آل الكردي في لبنان,هيثم محمد طالب,298507,2
2334687086765961,Triangle: Policy - Research - Media,Triangle,298507,1
161488540921957,صيدا أون لاين - أخبار صيدا,Afif Jardali,298507,2
106385202045271,Charbel frayha,Charbel Frayha,297015,4
250916298774084,MedWaves,These ads ran without a disclaimer,296557,3
102417092347817,Michel Helou,These ads ran without a disclaimer,291344,2
643647332320553,Orient - أورينت,These ads ran without a disclaimer,290284,8
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,287046,4
1012540132187376,Alafdal News الأفضل نيوز,These ads ran without a disclaimer,283582,4
157793912124,tayyar.org,These ads ran without a disclaimer,283582,5
1857575764514326,Ayoub News,Tala Ghamrawi,283582,16
115895006169,L'Orient-Le Jour,These ads ran without a disclaimer,283582,1
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,283433,12
1126060947467307,Scatter HoldEm Poker,These ads ran without a disclaimer,278223,2
119405895873,Huawei,These ads ran without a disclaimer,272387,11
504306019643042,Tripoli Baptist Church,Tripoli Baptist Church,268657,7
359500190793796,Raseef22  رصيفــ22,These ads ran without a disclaimer,268657,4
707339619408695,Ahrar - حزب الوطنيين الاحرار,These ads ran without a disclaimer,268657,2
112210791228786,Jean-Claude Saab,These ads ran without a disclaimer,268657,2
565108056966122,Curiosity Stream,These ads ran without a disclaimer,266109,7
84508919453,International Rehabilitation Council for Torture Victims,These ads ran without a disclaimer,265254,1
124252504303223,UNICEF (FR),UNICEF,264030,54
510095479058105,تطبيق نبض,These ads ran without a disclaimer,259254,6
344500588997099,Ezzaldeen Photography,Ezzaldeen Photography,253731,3
103988565574479,NO2TA the Feminist Lab,These ads ran without a disclaimer,253731,3
102401319071774,Fadi Fares El Maalouf - فادي فارس المعلوف,These ads ran without a disclaimer,253731,1
317048891745770,Chaouki Daccache - شوقي الدكاش,These ads ran without a disclaimer,253731,1
106894945075568,اخباركم اخبارنا,These ads ran without a disclaimer,245842,6
107495848634081,daizygedeon,These ads ran without a disclaimer,245091,1
226406520645,YSL Beauty,These ads ran without a disclaimer,244374,2
115474131048395,Firas Abi Younes,These ads ran without a disclaimer,241045,4
105952492794073,لبناننا,لبناننا,238806,3
310630374428,Neemat Frem,These ads ran without a disclaimer,238806,1
102378311255517,الرصيف ١٧,Moustafa Fahed Ali,238806,7
104742641833956,Workshop.rm,These ads ran without a disclaimer,238806,2
116195469797832,وَعِي,These ads ran without a disclaimer,238806,1
107207931828456,Next Thing Technologies,These ads ran without a disclaimer,238806,6
103023782359346,Hania H. Zaatari - هانية هاني الزعتري,Hania Zaatari,238806,1
109808577249874,Bachir Gemayel Academy,Alfred Mady,238806,3
112857077857582,Omo - Weight Loss With Psychology,These ads ran without a disclaimer,235670,11
102081546113937,مجموعة نبأ الإعلامية,These ads ran without a disclaimer,233881,1
100577502223874,أخبار غزة,These ads ran without a disclaimer,233281,3
1517088885216557,AIG,These ads ran without a disclaimer,233136,33
654995021266575,Mwatana for Human Rights,These ads ran without a disclaimer,229851,4
100998762562016,Dima Abou Daya ديمه أبو ديّه,These ads ran without a disclaimer,229403,2
105989515802888,Vegan Foamer,These ads ran without a disclaimer,227914,1
100304022662942,شكيب نعيم عبود,These ads ran without a disclaimer,223881,2
105820205231202,Solderie BOB,These ads ran without a disclaimer,223881,1
2319249898311729,National Bloc - الكتلة الوطنيّة,These ads ran without a disclaimer,223881,3
103113579062574,Verena El Amil - فيرينا العميل,جورج الفتى,223881,1
108701850940296,Zeina Mokaddam,These ads ran without a disclaimer,223881,1
103874015509263,Fateh TV قناة فتح,These ads ran without a disclaimer,223881,6
104101742183316,بيروت تقاوم,These ads ran without a disclaimer,223881,1
103624645679746,CleverD,Cendra Youssef,223881,3
468687119859116,مارك ضو - Mark Daou,its,223881,3
