Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
1636724916646958,Manor Real Estate,These ads ran without a disclaimer,≤100,1
104756605581253,"Theatre Royal, Hobart",These ads ran without a disclaimer,≤100,2
274138756817,Architonic,These ads ran without a disclaimer,≤100,2
103122069181153,Rebuild our UMSU,These ads ran without a disclaimer,≤100,1
106545804149227,TNL,These ads ran without a disclaimer,≤100,3
163906680852167,Sustainable Cities,These ads ran without a disclaimer,≤100,1
1691591191068213,HoMie,These ads ran without a disclaimer,≤100,1
106391474715610,Ballarat Roadworthy Centre,These ads ran without a disclaimer,≤100,2
681014288702742,Imad Hirmiz,These ads ran without a disclaimer,≤100,1
108033487298974,UpHarvest,These ads ran without a disclaimer,≤100,1
102362568613269,Prosperous LAND,These ads ran without a disclaimer,≤100,11
105149825120304,Perth Cop Watch,Gregory John Haig,≤100,1
403427196521735,Ben Morton,These ads ran without a disclaimer,≤100,2
1947251795603650,Australian Organic Food Co.,These ads ran without a disclaimer,≤100,4
413162565704057,Can Change Therapy,These ads ran without a disclaimer,≤100,1
1564649163760129,"PVAW, Western Australia",These ads ran without a disclaimer,≤100,1
449834321852071,Launceston Horticultural Society,These ads ran without a disclaimer,≤100,1
101733281582598,Grupa93,These ads ran without a disclaimer,≤100,1
439975359727239,Victorian Farmers Federation Livestock Group,These ads ran without a disclaimer,≤100,1
150377848359323,Early Years Care,These ads ran without a disclaimer,≤100,1
919662414739104,Field Mining Services Group,These ads ran without a disclaimer,≤100,1
107525151865615,Gnalla,These ads ran without a disclaimer,≤100,1
138007779721271,Erfan Daliri,These ads ran without a disclaimer,≤100,2
315065462529768,New Workplace Institute/Minding the Workplace,These ads ran without a disclaimer,≤100,2
1095881023892523,pearler,These ads ran without a disclaimer,≤100,1
101481792158697,Root_Your_Health,These ads ran without a disclaimer,≤100,1
104486655940904,zerowastezen1,These ads ran without a disclaimer,≤100,2
512906712202489,Vivid Smiles Dental Centre,These ads ran without a disclaimer,≤100,1
1689780334636081,OnDeck,These ads ran without a disclaimer,≤100,1
104221968452653,New Page,These ads ran without a disclaimer,≤100,8
225743185499042,The Sydney Sentinel,These ads ran without a disclaimer,≤100,2
102106709070933,Assas International,These ads ran without a disclaimer,≤100,1
115020053631759,Sam A. Alcordo,Samuel Alcordo,≤100,1
111550580323802,It's time we talked,These ads ran without a disclaimer,≤100,1
1654773168068616,Second Chance Chimpanzee Refuge Liberia / Save the Abandoned Chimps,These ads ran without a disclaimer,≤100,1
470573673315875,SIFA - Shooting Industry Foundation of Australia,Shooting Industry Foundation of Australia,≤100,1
152685334909672,Byron Theatre,These ads ran without a disclaimer,≤100,1
102344952328062,خواطر من المهجر - khawaters Min Elmhjar,These ads ran without a disclaimer,≤100,1
104641277587385,100 St Georges Terrace,These ads ran without a disclaimer,≤100,1
108712334342266,Sydney Rotary Club,Anthony Vernon T Benner,≤100,1
102677434895844,VIC PAC,Edward J Bourke,≤100,1
102228886114204,You don’t know what you don’t know,These ads ran without a disclaimer,≤100,1
410730385641059,Collins Booksellers Warrnambool,These ads ran without a disclaimer,≤100,1
112972313830238,Richard Welch,These ads ran without a disclaimer,≤100,2
101257161965901,Alexande shop,These ads ran without a disclaimer,≤100,3
104317804656092,Prism Training and Consulting,These ads ran without a disclaimer,≤100,1
386427678131633,Refugee Action Collective Queensland RAC,These ads ran without a disclaimer,≤100,1
104139354447551,Comms Declare: Climate Crisis,These ads ran without a disclaimer,≤100,1
2421637178112817,Spice Up - Diversify your NUS - Zoe & Vincent for NUS Delegate,These ads ran without a disclaimer,≤100,2
104253158417109,Local,These ads ran without a disclaimer,≤100,3
245090065997204,مادرعروس,These ads ran without a disclaimer,≤100,2
106831611932289,barclay_and_gunn,These ads ran without a disclaimer,≤100,1
190752861048499,Cheeky Scientist,These ads ran without a disclaimer,≤100,1
363593950453623,ColourHide Stationery,These ads ran without a disclaimer,≤100,1
152475538140924,Rosemount Hotel,These ads ran without a disclaimer,≤100,1
106659175513151,Routine of Sydney Train Banda,These ads ran without a disclaimer,≤100,2
405962799503796,Human Nature Adventure Therapy,These ads ran without a disclaimer,≤100,1
107235141945005,David James Connolly,These ads ran without a disclaimer,≤100,1
100251372650640,Conservatives,These ads ran without a disclaimer,≤100,1
101353932148214,Crypto Concreting Australia,These ads ran without a disclaimer,≤100,5
367382610095676,Soil Wealth and ICP: Community of Practice,These ads ran without a disclaimer,≤100,1
442680935838151,Edwardstown Bowling Club,These ads ran without a disclaimer,≤100,1
359473934172039,YourGrocer.com.au,These ads ran without a disclaimer,≤100,1
1345753082187507,The Glass Half Full Community - GHFC,These ads ran without a disclaimer,≤100,1
101798301804570,Rock Star-1,These ads ran without a disclaimer,≤100,5
102342747923923,Researchpod,These ads ran without a disclaimer,≤100,7
131189377574,MDPI,These ads ran without a disclaimer,≤100,37
341897979865786,The Convo Podcast,These ads ran without a disclaimer,≤100,1
115223106534001,Major Mixing,These ads ran without a disclaimer,≤100,1
313294365462854,No Meat May,These ads ran without a disclaimer,≤100,1
2033083610241559,The British Aussie,These ads ran without a disclaimer,≤100,1
103620507738076,Small Business Solar Program,These ads ran without a disclaimer,≤100,1
101609829053882,Alionco.com,These ads ran without a disclaimer,≤100,1
110032174933216,Be A Billionaire：Dream Harbor,These ads ran without a disclaimer,≤100,1
481585022662484,Raising Up,These ads ran without a disclaimer,≤100,1
195509953807454,Sloanebuilt,These ads ran without a disclaimer,≤100,1
109613384505470,Money Starter,These ads ran without a disclaimer,≤100,2
426233830761545,המחלקה לארגון וקשר עם ישראלים בתפוצות,These ads ran without a disclaimer,≤100,4
258718794226814,Burnie City Council,These ads ran without a disclaimer,≤100,1
215651620432840,national_tradies,These ads ran without a disclaimer,≤100,1
105903155011472,Zing Pandora,These ads ran without a disclaimer,≤100,1
107878121816861,sharlenesmpa,These ads ran without a disclaimer,≤100,1
158795537535748,World Bank Vietnam,These ads ran without a disclaimer,≤100,10
972710092923451,Incel Riot Studios,These ads ran without a disclaimer,≤100,5
464876356924599,SBS Kurdish,These ads ran without a disclaimer,≤100,2
163437620365826,Irene Gleeson Foundation,These ads ran without a disclaimer,≤100,1
274541083459790,The Banksia Tree Cafe and Restaurant,These ads ran without a disclaimer,≤100,2
113450865371063,Beat Magazine,These ads ran without a disclaimer,≤100,2
131123836958575,Sisters of Charity Foundation,These ads ran without a disclaimer,≤100,4
595057170547961,American Civil War Round Table Australia,These ads ran without a disclaimer,≤100,1
101031602367003,Independent Lismore,Independent Lismore,≤100,1
269093986434753,Windermere Child and Family Services,These ads ran without a disclaimer,≤100,1
105059658368915,Life With Dignity Campaign,These ads ran without a disclaimer,≤100,2
106486328211304,Regenerate Oklahoma,These ads ran without a disclaimer,≤100,1
362307584815679,ADRA Toowoomba,These ads ran without a disclaimer,≤100,1
105986357803672,Cash For Containers,These ads ran without a disclaimer,≤100,1
100729011791876,Meca Ho,These ads ran without a disclaimer,≤100,2
260784077406206,JHK Legal,These ads ran without a disclaimer,≤100,1
100977592341923,Nativch.sale,These ads ran without a disclaimer,≤100,4
104931998796806,Unrose.com,These ads ran without a disclaimer,≤100,14
197149510779593,Kai Fella Foundation,These ads ran without a disclaimer,≤100,1
973039866419460,Living on the Spectrum - Autism directory and Neurodiversity hub,These ads ran without a disclaimer,≤100,1
694107114036075,North Byron Hotel,These ads ran without a disclaimer,≤100,1
675913062520383,Essendon KIA,These ads ran without a disclaimer,≤100,1
1458058007811064,Chris Webber Drums,These ads ran without a disclaimer,≤100,2
103816959082200,Heaps Good,These ads ran without a disclaimer,≤100,1
884872598309848,Jason Boon,These ads ran without a disclaimer,≤100,1
1703926753024380,Solar NextGen,These ads ran without a disclaimer,≤100,1
107570228541544,Know It All Magazine,These ads ran without a disclaimer,≤100,1
760897877268092,Integra Solar Energy,These ads ran without a disclaimer,≤100,1
101264552191020,Friends of Mt Claremont Fields,These ads ran without a disclaimer,≤100,1
184456598234738,Australian Fabians,These ads ran without a disclaimer,≤100,2
142090264548,David Wilcock,These ads ran without a disclaimer,≤100,1
218674904921604,Foundation and Friends of the Botanic Gardens,These ads ran without a disclaimer,≤100,2
100691105155641,Sydney Rotary Celebrating 100 Years,Anthony Vernon T Benner,≤100,1
104106285169346,Accomplishments,These ads ran without a disclaimer,≤100,1
155299171173356,TEDxMelbourne,These ads ran without a disclaimer,≤100,1
1149943765159427,Sydney University Afghan Society -  SUAS,These ads ran without a disclaimer,≤100,1
558384570966979,Shire of Quairading,These ads ran without a disclaimer,≤100,1
105561412088650,roomobbarber_shop,These ads ran without a disclaimer,≤100,1
105789188296599,Fish Zone,These ads ran without a disclaimer,≤100,1
105833592057336,Fossil Free Arts NT,These ads ran without a disclaimer,≤100,1
100982018450476,Soulspiration,These ads ran without a disclaimer,≤100,1
303979830328044,Très Chic ECO SHAVE  Australia,These ads ran without a disclaimer,≤100,2
125717410801655,Main Roads Western Australia,These ads ran without a disclaimer,≤100,2
103149352639706,hvyaprl,These ads ran without a disclaimer,≤100,1
105016885359360,Up to Us powered by Veolia,These ads ran without a disclaimer,≤100,10
136804716494674,Whats Up Aus,These ads ran without a disclaimer,≤100,1
362102413841788,Australian Science Olympiads,These ads ran without a disclaimer,≤100,1
127413974657795,Westwood Fraser Rise,These ads ran without a disclaimer,≤100,1
100825747992249,Sudanese Community Association of Victoria,These ads ran without a disclaimer,≤100,1
111203660711358,Ans Products,These ads ran without a disclaimer,≤100,2
110487618061943,Possible Lucks - HK,These ads ran without a disclaimer,≤100,7
114317000320894,IReader-Mejores novelas románticas,These ads ran without a disclaimer,≤100,18
102993859336909,Largetrays.com C,These ads ran without a disclaimer,≤100,12
300947757010028,Little Child Big Mind - Learn to Read Learn to Succeed,These ads ran without a disclaimer,≤100,1
1411086062459627,Salisbury City Rotaract Club,These ads ran without a disclaimer,≤100,1
102857355682786,Save Ukraine,These ads ran without a disclaimer,≤100,6
101898579405725,Wiadomości dnia,These ads ran without a disclaimer,≤100,1
63036371389,Craft ACT: Craft + Design Centre,These ads ran without a disclaimer,≤100,1
110019488564180,Tepoloy-US,These ads ran without a disclaimer,≤100,4
324253041382779,Xavier Cormier,These ads ran without a disclaimer,≤100,3
111334597214496,Julianne Wood - The life of an ex candidate,These ads ran without a disclaimer,≤100,1
104577364781256,FAR MORE AGRO,These ads ran without a disclaimer,≤100,1
104443732008089,Aborto seguro,These ads ran without a disclaimer,≤100,1
113008640828132,Bramble Bar,These ads ran without a disclaimer,≤100,1
108068618473671,unitedtegaru_aus,These ads ran without a disclaimer,≤100,1
110068881699129,NYU Tandon’s - Enterprise Cybersecurity,These ads ran without a disclaimer,≤100,1
145977618769478,Epic Hair Designs,These ads ran without a disclaimer,≤100,2
100175821672263,AVM Global Migration And Education Services,These ads ran without a disclaimer,≤100,1
101196035718827,Saazaa Coffee,These ads ran without a disclaimer,≤100,1
112008292219739,More Talent,These ads ran without a disclaimer,≤100,1
105898911830535,Trying To Smarten People Up,These ads ran without a disclaimer,≤100,2
110514054052927,I’m Safe - Women Safety App,These ads ran without a disclaimer,≤100,3
571425133017597,Foundation Housing Ltd,These ads ran without a disclaimer,≤100,1
1695511624052291,Andrew Bock - Independent,These ads ran without a disclaimer,≤100,1
1714739965415864,Abigail Boyd,These ads ran without a disclaimer,≤100,2
1721212351537839,Golem Network,These ads ran without a disclaimer,≤100,1
141453352721036,Warren Golf Club,These ads ran without a disclaimer,≤100,3
20765089728,Readings,These ads ran without a disclaimer,≤100,1
1818097071633736,ICrowdMarketing,These ads ran without a disclaimer,≤100,4
102521262519361,Reformed Shopaholics,These ads ran without a disclaimer,≤100,1
111704860457928,Razors EDGE Salon,These ads ran without a disclaimer,≤100,3
314606488647823,Kellyville Bushrangers JRLFC,These ads ran without a disclaimer,≤100,1
104801041977693,brodieneill,These ads ran without a disclaimer,≤100,2
153656244762283,The Bike Shed,These ads ran without a disclaimer,≤100,1
344984382260435,Pashtuns,These ads ran without a disclaimer,≤100,1
103171681852792,Summerfashion,These ads ran without a disclaimer,≤100,3
104090411700042,Vista Realty,These ads ran without a disclaimer,≤100,1
103186324831228,responsiblefashionagency,These ads ran without a disclaimer,≤100,1
8860325749,Financial Times,These ads ran without a disclaimer,≤100,2
111979980550535,Preet for Tarneit,These ads ran without a disclaimer,≤100,1
109909912388389,Chapel Off Chapel,These ads ran without a disclaimer,≤100,3
105535778241360,Belconnen - A Village for Every Child,These ads ran without a disclaimer,≤100,1
184121886066,worldsteel,These ads ran without a disclaimer,≤100,2
211054236087703,Gabito Lawyers,These ads ran without a disclaimer,≤100,1
291683031664,Team Sadowski/Nevill Geraldton Real Estate,These ads ran without a disclaimer,≤100,2
362553430804720,Ideal Cars,These ads ran without a disclaimer,≤100,1
206586356121918,AGDATA Australia,These ads ran without a disclaimer,≤100,1
188291668381078,We Build Value,These ads ran without a disclaimer,≤100,1
102478231696175,BIOpads,These ads ran without a disclaimer,≤100,2
691448041189903,shweetxsour,These ads ran without a disclaimer,≤100,1
1470952823207303,Andrew O'Connor - Bass Baritone,These ads ran without a disclaimer,≤100,1
121384732017654,evokeAG,These ads ran without a disclaimer,≤100,1
336189604596,CSD Berlin - Berlin Pride,These ads ran without a disclaimer,≤100,1
260977341108183,Seems Legit,These ads ran without a disclaimer,≤100,2
579639162157966,Thandi Adelaide,These ads ran without a disclaimer,≤100,1
743549785813304,Jon Gee MP,These ads ran without a disclaimer,≤100,1
122599329131936,Billee McGinley Greens Candidate for Nightcliff,These ads ran without a disclaimer,≤100,1
265358696895044,Inside Story,These ads ran without a disclaimer,≤100,1
100882522221607,Vabble,These ads ran without a disclaimer,≤100,2
236978766710296,Street Arts,These ads ran without a disclaimer,≤100,1
100956392553794,Ocean Friends.co,These ads ran without a disclaimer,≤100,1
107479630752251,Whites Creek Wildlife Care,These ads ran without a disclaimer,≤100,1
111885991141039,voiceofsmallchange,These ads ran without a disclaimer,≤100,1
451414008233169,bürosüd plus,These ads ran without a disclaimer,≤100,1
220033616097919,YoggArtish,These ads ran without a disclaimer,≤100,1
106945791268594,Mental health app,These ads ran without a disclaimer,≤100,2
275735122453548,Morella Community Centre,These ads ran without a disclaimer,≤100,1
115291260012667,Brandi Salmon Artist,These ads ran without a disclaimer,≤100,1
29142768882,JDRF Australia,These ads ran without a disclaimer,≤100,1
107765158230588,La fabrica ltd,These ads ran without a disclaimer,≤100,1
1049265861864327,Joëlle M.A Kabamba,These ads ran without a disclaimer,≤100,1
107082474314127,Kathryn Jackson - Liberal for Agricultural Region,These ads ran without a disclaimer,≤100,1
112284368050,Center for the Study of Democracy,These ads ran without a disclaimer,≤100,1
977005762399696,Deepgrooves,These ads ran without a disclaimer,≤100,1
196620417135306,The Stockmans Breakfast,These ads ran without a disclaimer,≤100,1
412831998856726,Children's Safety Australia Inc.,These ads ran without a disclaimer,≤100,1
811406135626531,Toormina Gardens,These ads ran without a disclaimer,≤100,1
294934774625422,Waddi Spring Water & Specialty Coffee,These ads ran without a disclaimer,≤100,1
108592178570763,Janebrave,These ads ran without a disclaimer,≤100,26
441998022670413,Ngambri Local Aboriginal Land Council,These ads ran without a disclaimer,≤100,1
106347258283239,Itdp_melbourne,These ads ran without a disclaimer,≤100,1
102482094919213,Horror Movies Lovers,These ads ran without a disclaimer,≤100,3
101323911583234,Wadissen,These ads ran without a disclaimer,≤100,5
106250227852894,Modh,These ads ran without a disclaimer,≤100,1
2102623820038657,Quad Energy,These ads ran without a disclaimer,≤100,5
100687274734065,Black Lives Matter Australia,These ads ran without a disclaimer,≤100,1
256999661479109,Aaron Sawmadal,These ads ran without a disclaimer,≤100,1
109821638390772,Hawlader Express Australia,These ads ran without a disclaimer,≤100,1
170581196339085,Padua Kindergarten,These ads ran without a disclaimer,≤100,1
332084020218766,Sticky Rice Thai Newcastle East,These ads ran without a disclaimer,≤100,1
371642746227383,LJ Hooker Newtown Group,These ads ran without a disclaimer,≤100,1
358260608552039,Yellow Brick Road Leppington,These ads ran without a disclaimer,≤100,1
322836574529376,Allgood nutrition,These ads ran without a disclaimer,≤100,1
127817391646,Emerald Guitars,These ads ran without a disclaimer,≤100,1
225312464219077,Wollongong Workshop Theatre,These ads ran without a disclaimer,≤100,1
109973998601680,takenphoto4fun,These ads ran without a disclaimer,≤100,1
110411594090669,"Isidra Mencos, Writer and Editor",These ads ran without a disclaimer,≤100,1
105740907469507,DUCK OPS,These ads ran without a disclaimer,≤100,1
129188604384226,Heemskerks Nursery,These ads ran without a disclaimer,≤100,1
111163500341189,Climate Emergency Action Alliance,These ads ran without a disclaimer,≤100,1
103393298705883,zacryan_photos,These ads ran without a disclaimer,≤100,1
137924249581603,Maranoa Regional Council,These ads ran without a disclaimer,≤100,1
104287178589637,Dedicated Palliative Care Unit - Nepean Hospital,These ads ran without a disclaimer,≤100,1
1422402021346955,Himalayan Development Foundation Australia - HDFA,These ads ran without a disclaimer,≤100,1
271142270043146,"Councillor Philippa Taylor, City of Joondalup",These ads ran without a disclaimer,≤100,1
106522465050163,Australian Wrongdoing,These ads ran without a disclaimer,≤100,4
100486698765192,Money & Investing,These ads ran without a disclaimer,≤100,8
112075944823249,underonesky.life,These ads ran without a disclaimer,≤100,1
598608833529028,Huon Valley Council,These ads ran without a disclaimer,≤100,1
1840362726219025,Elizabeth Morgan House Aboriginal Women's Service Inc,These ads ran without a disclaimer,≤100,1
2220335308255001,Marketing Hues,These ads ran without a disclaimer,≤100,1
105302465062173,Trust in Telita - Telita Goile for USU,These ads ran without a disclaimer,≤100,1
116622436392101,Cyclonerain,These ads ran without a disclaimer,≤100,1
167288173393358,Handmade Naturals by Corinne,These ads ran without a disclaimer,≤100,1
110237794656061,iripakistan,These ads ran without a disclaimer,≤100,2
101224192629461,BK&Co.,These ads ran without a disclaimer,≤100,1
805748726115356,The Art Space Collective,These ads ran without a disclaimer,≤100,1
102889275590126,Cybersecurity Girl,These ads ran without a disclaimer,≤100,2
147563615345539,ONE Billion Literates Foundation,These ads ran without a disclaimer,≤100,2
102299296061600,Rosali,These ads ran without a disclaimer,≤100,10
1722975264624602,Dimly-lit-Ivy,These ads ran without a disclaimer,≤100,1
103824895884509,communitytransitions,These ads ran without a disclaimer,≤100,1
109917904844407,Vibrant Diverse Cultures Inc,These ads ran without a disclaimer,≤100,1
100835105912853,IndigOz,These ads ran without a disclaimer,≤100,1
190842625079776,Captain Antarctica,These ads ran without a disclaimer,≤100,1
102023358056505,Mannum Mallee Tents,These ads ran without a disclaimer,≤100,1
161900753858688,Craig Beck,These ads ran without a disclaimer,≤100,1
103977924849554,Purity Plant Protein,These ads ran without a disclaimer,≤100,1
104463971456381,helgasalwe,These ads ran without a disclaimer,≤100,1
112759347063933,ReCo,These ads ran without a disclaimer,≤100,1
100261696163300,Sugandhi Chanana JP- Your local candidate for Pedare Ward TTG Council,Sugandhi Chanana,≤100,1
101120038050393,TrioClear Australia & New Zealand,These ads ran without a disclaimer,≤100,1
106380525089300,GeoSecure,These ads ran without a disclaimer,≤100,2
9394693002,Bloomberg,These ads ran without a disclaimer,≤100,8
109497668460335,Churches of Christ - Housing Services,These ads ran without a disclaimer,≤100,1
105921617828203,Australian Community Futures Planning,These ads ran without a disclaimer,≤100,1
470651106383675,Association of Ukrainians in SA,These ads ran without a disclaimer,≤100,1
1410351895844798,Teach For Hong Kong,These ads ran without a disclaimer,≤100,2
188709048330572,Abu Dhabi Sustainability Week - ADSW,These ads ran without a disclaimer,≤100,2
128381069655,Watches.com,These ads ran without a disclaimer,≤100,1
1819012688326020,evee,These ads ran without a disclaimer,≤100,11
102982722727410,mal_mo_ee,These ads ran without a disclaimer,≤100,1
402332373148795,Pandanus Post,These ads ran without a disclaimer,≤100,1
1407176132942984,Changing of the Gods,These ads ran without a disclaimer,≤100,4
315920328542227,imagineer.me,These ads ran without a disclaimer,≤100,1
115597286908949,And Gallery Australia &,These ads ran without a disclaimer,≤100,1
106929725246794,riaohehir,These ads ran without a disclaimer,≤100,1
888126644574672,Worker Assist Tasmania,These ads ran without a disclaimer,≤100,1
109147351591957,Rubel One Agency,These ads ran without a disclaimer,≤100,1
105579804195666,Back Page Business News,These ads ran without a disclaimer,≤100,1
114908574874457,Green Roots,These ads ran without a disclaimer,≤100,8
439385942834643,"Shrimad Rajchandra Mission Dharampur, Australia",These ads ran without a disclaimer,≤100,2
112549984787755,Toowoomba Comrades against Small Business,These ads ran without a disclaimer,≤100,2
113093568391141,Dreame C,These ads ran without a disclaimer,≤100,1
116101581368158,wearecrazyenough,These ads ran without a disclaimer,≤100,2
336304986573919,Sticky Rice Thai Wickham,These ads ran without a disclaimer,≤100,1
100774262023515,3 Steps Away,3 Steps Away,≤100,1
105596254655355,Funnry,These ads ran without a disclaimer,≤100,8
112921573919566,Diminish,These ads ran without a disclaimer,≤100,1
336278470067445,North Brisbane News,These ads ran without a disclaimer,≤100,2
102014065713099,Beauty Shine,These ads ran without a disclaimer,≤100,1
100715776080939,Solar Selector,These ads ran without a disclaimer,≤100,3
154880174575992,Australian and New Zealand Institute of Insurance and Finance (ANZIIF),These ads ran without a disclaimer,≤100,1
950660194970634,Coo-ee Collective,These ads ran without a disclaimer,≤100,1
104293908164345,Skill Samurai Australia,These ads ran without a disclaimer,≤100,1
357867690898049,Gemtek Group,These ads ran without a disclaimer,≤100,2
100709595701277,Australia Enlightened Conciousness,These ads ran without a disclaimer,≤100,1
148309861887689,Onicks Music,These ads ran without a disclaimer,≤100,1
949508028459574,Christ is the Answer Ministries,These ads ran without a disclaimer,≤100,1
106955107903290,Система  акселерации бизнеса,These ads ran without a disclaimer,≤100,18
773664896142586,Cr. Bob Milkovic- City of Greater Dandenong,These ads ran without a disclaimer,≤100,1
111178124387346,braincloud_,These ads ran without a disclaimer,≤100,1
345041963525893,The Hub 6163,These ads ran without a disclaimer,≤100,2
339791889556598,Alana Siddle,These ads ran without a disclaimer,≤100,1
156869710994252,ZEN Energy,These ads ran without a disclaimer,≤100,1
110816726949382,Progressive Educators South Australia,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
282644351856865,Coptic Orthodox Diocese of Sydney & Affiliated Regions,These ads ran without a disclaimer,≤100,2
220810968869458,UNSW Online,These ads ran without a disclaimer,≤100,6
145002538852650,Meningitis Centre Australia,These ads ran without a disclaimer,≤100,2
923721701039919,Quillette,These ads ran without a disclaimer,≤100,1
1500111663533656,Redlands2030,These ads ran without a disclaimer,≤100,1
617535601651747,Richglen Maintenance Services,These ads ran without a disclaimer,≤100,1
871012213005390,The Grand Lodge of Western Australia,These ads ran without a disclaimer,≤100,1
108766834741612,ocean.bodhi,These ads ran without a disclaimer,≤100,2
946274872200970,Wattle Glen Primary School,These ads ran without a disclaimer,≤100,1
107043334359602,Bedouin Games,These ads ran without a disclaimer,≤100,4
116369860488704,The.car.tech,These ads ran without a disclaimer,≤100,1
107483878245204,Divine Freedom Seekers,These ads ran without a disclaimer,≤100,2
1051241948290354,Sociologie Store,These ads ran without a disclaimer,≤100,1
104223231685354,cynthiaaagrant,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
103974518154716,ajaymelton,These ads ran without a disclaimer,≤100,1
101380144975342,AUSRebate.Solar,These ads ran without a disclaimer,≤100,1
512931805514734,Fostering Our Ummah,These ads ran without a disclaimer,≤100,1
111724010452603,Novella,These ads ran without a disclaimer,≤100,2
113243323871567,How's Your Head Space,These ads ran without a disclaimer,≤100,1
1804562383096104,Belle Property Geelong & Torquay,These ads ran without a disclaimer,≤100,1
110222744714280,EnC유학/EnC Education/호주현지유학원,These ads ran without a disclaimer,≤100,1
112869583899970,Zac McDougall for Advocacy Director - BUSA 2020/21,These ads ran without a disclaimer,≤100,1
134001399994207,Gardens Park Golf Links - Darwin,These ads ran without a disclaimer,≤100,1
107528302080502,uranian.astrologer.matt,These ads ran without a disclaimer,≤100,3
920656741323616,Lisa Harper - Real Estate,These ads ran without a disclaimer,≤100,1
103223832320694,Riley Real Estate,These ads ran without a disclaimer,≤100,4
104885028423058,Gasadalur-shop,These ads ran without a disclaimer,≤100,10
110894111366120,Right Choice,These ads ran without a disclaimer,≤100,10
105772495363050,Newbieplus-Beauty/,These ads ran without a disclaimer,≤100,12
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,21
110466077332794,Barry Jones - Liberal for Willagee,These ads ran without a disclaimer,≤100,1
112203881759059,Services Australia,These ads ran without a disclaimer,≤100,2
106736328221104,Imersian,These ads ran without a disclaimer,≤100,1
105193131736664,International Day Against LGBT+ Discrimination - South Australia,These ads ran without a disclaimer,≤100,1
178107650981257,Boehringer Ingelheim Pet Health Australia,These ads ran without a disclaimer,≤100,1
100621265755115,Liberals for Camden Council,These ads ran without a disclaimer,≤100,2
645898498806423,Mary-Anne Thomas MP,These ads ran without a disclaimer,≤100,1
1096520270513961,Australian Natives Association,These ads ran without a disclaimer,≤100,1
106277591733959,WINGS WorldQuest,These ads ran without a disclaimer,≤100,3
257045211013828,San Antonio Spurs Pro,These ads ran without a disclaimer,≤100,7
792747500885236,Politics Video Channel,These ads ran without a disclaimer,≤100,1
106441955547274,Candidate Kerry Hallett,These ads ran without a disclaimer,≤100,1
359714681045532,Friends of Lake Knox Sanctuary,These ads ran without a disclaimer,≤100,1
100493615429321,I survived the jab,These ads ran without a disclaimer,≤100,1
101215642724466,The Spice Merchants Butler,These ads ran without a disclaimer,≤100,1
263935887370072,Stan Sport Rugby,These ads ran without a disclaimer,≤100,2
170608586318343,Hamish McDouall Labour 4 Whanganui,These ads ran without a disclaimer,≤100,3
110616308431689,Funny Baby,These ads ran without a disclaimer,≤100,1
655019211858530,Collectively Rooted,These ads ran without a disclaimer,≤100,1
104485285749664,You Don't Look Like an Engineer,These ads ran without a disclaimer,≤100,1
119971854861891,ASU - Australian Services Union WA Branch,Australian Services Union Western Australian Branch,≤100,1
107762048264760,handup4men,These ads ran without a disclaimer,≤100,4
115633967785241,Ukrainian_children_of_war,These ads ran without a disclaimer,≤100,1
103838894293535,hxthepoet,These ads ran without a disclaimer,≤100,1
106185439068777,Cowboybay,These ads ran without a disclaimer,≤100,10
102411088353887,Loto Hélène BJP,These ads ran without a disclaimer,≤100,1
102967945451525,Omniheroes,These ads ran without a disclaimer,≤100,1
111731990681398,Hoymiles,These ads ran without a disclaimer,≤100,1
1421025771500666,Labor Teachers,These ads ran without a disclaimer,≤100,1
100277559413886,Music Legend Fan,These ads ran without a disclaimer,≤100,1
100216665664576,famefilmagency,These ads ran without a disclaimer,≤100,1
115152741170934,The Human Dilemma,These ads ran without a disclaimer,≤100,3
470445270140747,مجلة عرب أستراليا,These ads ran without a disclaimer,≤100,3
196665427048366,HELP NEPAL Network: One Dollar a Month Fund for Nepal,These ads ran without a disclaimer,≤100,1
1610042965886246,"Onsitedecals, LLC",These ads ran without a disclaimer,≤100,3
102810102487619,Sarah Jones,These ads ran without a disclaimer,≤100,1
118261273947,Project Management Institute,These ads ran without a disclaimer,≤100,2
109264042081718,The way to rich and power,These ads ran without a disclaimer,≤100,1
103954664850551,Why China Leads the World,These ads ran without a disclaimer,≤100,1
106784914533727,growthintent,These ads ran without a disclaimer,≤100,1
100414645664301,Made With Love,These ads ran without a disclaimer,≤100,6
110530438132862,BestdVibe,These ads ran without a disclaimer,≤100,2
768975323167150,Fairy's Touch Cakes,These ads ran without a disclaimer,≤100,1
424018877803371,"Brett Moller - Div. 1 Councillor, Cairns Regional Council",These ads ran without a disclaimer,≤100,1
405660130044489,SavingNature,These ads ran without a disclaimer,≤100,2
102012675638209,Chuyên Review Bí Quyết Hạnh Phúc Dành Cho Phụ Nữ Việt,These ads ran without a disclaimer,≤100,1
100826205098920,Warm Club,These ads ran without a disclaimer,≤100,1
