Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
609336902555154,Senator Jane Hume,Senator Jane Hume,31694,116
173168582700205,SBS中文,SBS Mandarin中文普通话,31690,262
427125817373739,Peter Malinauskas,South Australian Labor,31529,195
665017740294128,Julian Hill MP,Julian Hill MP,31440,266
395201170875812,Colin Boyce MP,Colin Boyce MP - Member for Callide,31417,236
277978972375122,Lizzie Blandthorn,Lizzie Blandthorn,31181,163
552968198133394,Peter Dutton,Peter Dutton,31042,40
218022128795332,Julian Simmonds MP,Julian Simmonds MP,30953,85
107939487783753,Garth Hamilton MP,Garth Hamilton MP,30941,110
103679315330488,Sharn Coombes,Liberal Party of Australia (Victorian Division),30702,181
2123082547982848,ValuEd Voices,Christian Schools Alliance,30445,198
333198880842497,School Strike 4 Climate,School Strike 4 Climate,30375,207
1684084055221338,Coles Express,These ads ran without a disclaimer,30363,12
62266509441,Gordon Rich-Phillips MP,Gordon Rich-Phillips MLC,30224,412
1215200218517465,Port Phillip Publishing,These ads ran without a disclaimer,30189,13
103259978010848,SA Government,These ads ran without a disclaimer,30185,39
2005862956345687,Gary Maas MP,Gary Maas MP,30147,157
110744358433692,Melissa Lowe,Hawthorn Independents,30102,32
126755754702938,Respect Victoria,These ads ran without a disclaimer,30059,59
104234157625422,The Centre For Public Integrity,Tobias W J Halligan,30057,136
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,29980,165
102060059057419,Caz 4 Cowper,caz4cowper,29972,41
2080670615483977,Verve Super,These ads ran without a disclaimer,29899,106
387283804637628,Queensland Environment,Department of Environment and Science,29838,54
194784127232544,SBS Arabic24,SBS Arabic24,29829,258
528397327182348,Senator Matthew Canavan,Senator Matthew Canavan,29825,36
144812088863857,CBM Australia,CBM Australia,29806,394
101160305416982,The Cheap Seats,Network 10,29766,30
1950512498581281,Alicia Payne MP,Alicia Payne MP,29743,131
112972313830238,Richard Welch,Liberal Party of Australia (Victorian Division),29622,97
266116973490583,Territory Labor,Territory Labor,29514,124
135839666586004,Palmerbet,Palmerbet,29510,9
219798558043441,Humpty Dumpty Foundation,Humpty Dumpty Foundation,29256,25
419632568108398,Australian Citizens Party,Australian Citizens Party,29240,54
147373667055,Senator Nick McKim,Senator Nick McKim,29081,53
104936088727424,Sam Birrell MP,The National Party of Australia - Victoria,29000,85
111810787803576,Emergency Action Alliance,Emergency Action Alliance Limited,28879,155
1440988909453928,Terri Butler MP,Terri Butler MP,28645,100
100193969322216,Colleen Harkin,Liberal Party of Australia (Victorian Division),28529,26
100556398800397,Vote Angus Out Now,Vote Angus Out,28357,126
109171465032058,Jane Caro for Reason,Reason Australia,28317,82
191118927584830,Brad Battin MP,Brad Battin MP,28121,239
244628249678839,Senator Jess Walsh,Senator Jess Walsh,28101,126
110106958316248,Andrew Charlton MP,Andrew Charlton,27961,71
160054227468,World Vision Australia,World Vision Australia,27924,22
60562220722,Sydney Opera House,Sydney Opera House,27909,142
445589405460295,Lucy Wicks MP,Lucy Wicks MP,27848,168
104668058588869,Kim For Canberra,Kim For Canberra,27839,96
601388547012748,Ecologi,These ads ran without a disclaimer,27811,368
12173141558,Amanda Rishworth MP,Amanda Rishworth MP,27798,95
143731229625033,Dr Kate Maxfield for Morwell Electorate,Latrobe Valley Labor,27752,48
110456094190032,Changing Aged Care,Health Services Union NSW/ACT/QLD,27729,40
1300759363397798,Terry Young MP,Terry Young MP,27699,110
100783976760286,Volvo Car Australia,These ads ran without a disclaimer,27697,75
204862942932993,Nikkei Asia,These ads ran without a disclaimer,27601,1072
149009814098,Larissa Waters,Larissa Waters,27549,21
265498050194976,School for Life Foundation,School for Life Foundation,27524,535
361306260615393,Susan Templeman MP,Susan Templeman MP,27492,157
209720392384537,City of Melbourne,City of Melbourne,27402,46
221094827977897,WA Forest Alliance,WA Forest Alliance,27385,24
100314522404427,Andrew Willcox MP,Liberal National Party of Queensland,27376,85
110489525102188,Dr Kate Lardner - Independent for Mornington,Kate Lardner,27348,93
110500740696441,Cr Angelica Panopoulos - Greens,Victorian Greens,27306,53
290728284731560,Senator Andrew Bragg,Senator Andrew Bragg,27100,97
256684855281573,James Stevens MP,James Stevens MP,27078,285
102813958520945,Climb it for Climate,Australian Conservation Foundation,26908,459
539309746236829,EnergyAustralia,These ads ran without a disclaimer,26898,6
100479275593410,James Thomson - Seat of Hunter,James Jefferson Thomson,26870,95
164045887863946,Fiona Martin MP,Fiona Martin MP,26842,238
196586557019555,CPA Australia,CPA Australia,26751,85
57576722481,BRITA Water Filters AUS/NZ,These ads ran without a disclaimer,26705,15
105348385388237,Senator Babet,Ralph E D Babet,26674,228
248830975648053,More Affordable Health,"Dr Rachel David, CEO, Private Healthcare Australia",26606,850
103612228325086,Solar Group AU,These ads ran without a disclaimer,26502,134
299753643444311,AEC,AEC,26358,15
1456086371281698,Danny Pearson MP for Essendon,Danny Pearson MP for Essendon,26190,417
114570545240850,Who Gives A Crap,These ads ran without a disclaimer,26155,25
1681355008768255,Country Needs People,Country Needs People,26089,142
139174417547253,The Week on Wednesday,Benjamin John Davison,26010,236
101131435034515,Gabrielle de Vietri,Victorian Greens,25995,106
496808800856611,National Shooting Council,National Shooting Council,25888,92
590302731315349,Russell Robertson - Labor for Capricornia,Russell Robertson - Labor for Capricornia,25815,243
2184813991833616,Little Ripples Wine,These ads ran without a disclaimer,25781,337
339862213029966,DocPlay,DocPlay,25688,149
101801132144619,Mick Denton - Labor for Petrie,Mick Denton - Labor for Petrie,25594,105
107830584835447,Census 21 - Not religious? Mark 'No Religion',The Shape Agency,25568,29
335938960079345,HSBC,These ads ran without a disclaimer,25506,8
367759967036315,Dr David Honey MLA,Dr David Honey MLA,25444,149
210489175648666,Zoe Daniel,"Project IndiGold Pty Ltd, Zoe Daniel's Independent campaign for Goldstein.",25422,277
102562075663730,Nicolette Boele,J. Geraghty,25320,163
328287840654244,Grace Grace MP,Grace Grace MP,25307,200
140527268700,Act for Peace,These ads ran without a disclaimer,25278,108
278403342281472,Cindy McLeish MP,Cindy McLeish MP,25268,375
103943488824397,Zoe McKenzie MP,Liberal Party of Australia (Victorian Division),24926,73
107587478243450,Zaneta Mascarenhas MP,WA Labor,24869,106
160054227468,World Vision Australia,These ads ran without a disclaimer,24846,42
179523605276,City of Adelaide,City of Adelaide,24841,47
913856425373674,WESTERN AUSTRALIA PARTY,Western Australia Party,24814,20
111837652330983,Tony Burke MP,Tony Burke MP,24784,50
161854162881,Greenfleet,These ads ran without a disclaimer,24722,558
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,24720,87
581391495214301,ACT Labor,ACT Labor,24693,372
156271657717715,Nature NSW,Nature Conservation Council,24688,440
226846087441593,BHP,These ads ran without a disclaimer,24682,39
132800873768451,Anne Aly,Anne Aly Labor,24646,695
107971397417172,Scott Edwardes - Liberal for Kingsley,Liberals WA,24594,99
508889262776828,Birchal,These ads ran without a disclaimer,24573,62
112159604288612,Vincere Auto Australia,These ads ran without a disclaimer,24411,272
759518860798507,SA Labor Lies,South Australian Liberals,24316,30
166663303514630,Musicians Australia,Musicians Australia,24304,148
150889950452046,Tracey Roberts - Federal Member for Pearce,WA Labor,24285,70
102336681506217,WorkforClimate,WorkForClimate,24250,188
106065484513801,Merge Friends,These ads ran without a disclaimer,24249,16
801881613339051,Tania Lawrence - WA Labor for Hasluck,WA Labor,24224,94
1532970673514769,Dustin Halse,Office of Dustin Halse MP,24170,112
107922128050808,Impact X,Impact X Pty Ltd,24154,515
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,24099,90
1943258269309425,Equality Australia,Equality Australia,24088,113
143359625694786,Baptist World Aid Australia,Baptist World Aid Australia,24056,238
19746387261,Humane Society International,These ads ran without a disclaimer,24040,181
38505134315,Business Victoria,These ads ran without a disclaimer,24039,6
408893182874576,Amber Electric,These ads ran without a disclaimer,23998,19
117016748342419,Curtin University,These ads ran without a disclaimer,23858,52
114334172620940,Katie Hall MP,Katie Hall MP,23779,77
191414167860517,David Littleproud MP,David Littleproud MP,23741,253
33463928664,International Women's Development Agency - IWDA,These ads ran without a disclaimer,23732,77
102453932266472,Aaron Violi MP,Liberal Party of Australia (Victorian Division),23730,95
411225518941692,Unions NSW,Unions NSW,23628,310
430449423672955,Greg Hunt MP,Greg Hunt MP,23519,134
105074562868386,The Fred Hollows Foundation,These ads ran without a disclaimer,23470,50
154716001389058,Clare O'Neil MP,Clare O'Neil MP,23451,169
103658192478841,Sophie Torney,Sophie Torney,23451,91
495942030479550,Electoral Commission of South Australia,ECSA,23411,24
113830088678537,Rob Mitchell MP - Federal Labor Member for McEwen,Rob Mitchell MP,23334,993
401831286908971,Will Fowles MP,Will Fowles MP,23302,114
108801757597979,Rob Priestly for Nicholls,Rob Priestly for Nicholls,23261,61
61469769328,RSPCA Victoria,RSPCA Victoria,23232,73
423722634317667,Scott Buchholz MP,Scott Buchholz MP,23165,149
41690962883,"ETU - Electrical Trades Union of Australia, Victorian Branch","ETU - Electrical Trades Union of Australia, Victorian Branch",23144,27
101869427978020,Good Empire,Good Empire,23132,222
234902827263288,"Max Chandler-Mather, Federal MP for Griffith",Queensland Greens,23123,38
105157899622430,Samantha Ratnam - Leader of the Victorian Greens,Samantha Ratnam - Leader of the Victorian Greens,23089,245
110510288969199,Weleda,Weleda Australa,22721,16
100119538828047,Madonna Jarrett - Labor for Brisbane,United Workers Union,22638,48
1509842982624646,Dale Last - Member for Burdekin,LNP - Liberal National Party,22268,47
8662337685,Qantas,These ads ran without a disclaimer,22195,19
453750595056,Cancer Council NSW,Cancer Council NSW,22159,230
291151625315,Bush Heritage Australia,These ads ran without a disclaimer,22158,231
872797516196466,Sally McManus,Australian Council of Trade Unions,22155,40
516285871759553,Don Farrell,Don Farrell,22011,74
120782186825,Chubb,These ads ran without a disclaimer,21975,34
590682774314765,Josh Burns,Joshua S Burns,21974,115
103112418899041,Jess Wilson,The Liberal Party of Australia (Victorian Division),21853,88
435267276610362,Ryan Smith MP,Ryan Smith MP,21850,634
1859288844382060,Christian Medical and Dental Fellowship of Australia,Christian Medical and Dental Fellowship of Australia,21840,161
115345286574714,Catholic Health Australia,Catholic Health Australia,21837,22
802981656440514,CCHR Australia,CCHR Australia,21773,44
107728591594744,Sam Rae,Sam Rae,21684,206
387624131383295,Dept of Communities and Justice NSW - stronger together,Department of Communities and Justice,21657,122
250289965916061,Headway,These ads ran without a disclaimer,21588,7
104475658104700,Parliament House of Cards,Parliament House of Cards Pty Ltd,21559,438
263044583818197,Employsure,These ads ran without a disclaimer,21550,1
181303841232,Australian Institute of Management,These ads ran without a disclaimer,21520,4
134096696767824,Norton,These ads ran without a disclaimer,21489,4
494820897261439,Bank Australia,These ads ran without a disclaimer,21440,40
382230668508833,SBS Vietnamese,SBS Vietnamese,21394,100
107339798209531,Saving Money Tips,These ads ran without a disclaimer,21300,3
86681690193,Very Special Kids,Very Special Kids,21222,123
107414908124036,Safe Workplace,Victorian Trades Hall Council,21155,125
100669152449518,Dr Carl Ungerer for McPherson,Dr Carl Ungerer for McPherson,21129,123
290190314438,The West Australian,The West Australian,21090,37
149255515146524,Lock The Gate Alliance,Lock The Gate Alliance,21030,195
112598935458686,UQ Health,The University of Queensland,20991,226
101451638320395,Australian Owned Contractors,Australian Owned Contractors,20970,121
1768283090073459,Senator Matt O'Sullivan,Senator Matt O'Sullivan,20900,184
101202322108149,Tracy Norman for Upper Hunter,Tracy Norman for Upper Hunter,20844,56
215002615202055,Schneider Electric,Schneider Electric,20804,181
208216550045765,United Australia Party - Queensland,Clive Palmer,20800,4
110913831577414,Maria Kovacic - Liberal Candidate Parramatta,Liberal Party of Australia New South Wales Division,20421,90
171046109678677,Powershop Australia,These ads ran without a disclaimer,20393,278
80836222708,Brisbane City Council,Brisbane City Council,20370,55
150531471706491,Tasmanian Electoral Commission,Tasmanian Electoral Commission,20254,18
100246255072755,Hair Cooki,Hair Cooki,20209,195
141517196670,MYOB,MYOB,20151,39
107322365607487,SA Pulse Check,South Australian Opposition Leader,20150,37
1855851714645497,Grata Fund,Grata Fund,20144,61
148286845351826,Women's Forum Australia,Women's Forum Australia,20065,365
279716366207498,Reclaim Kosci,Invasive Species Council,20060,191
845208755576416,Fánk Ördögök,These ads ran without a disclaimer,19952,2
2316662081947948,Sunpro Select,These ads ran without a disclaimer,19896,466
273767159580,Physical Disability Council of NSW,Physical Disability Council of NSW,19889,12
89151782746,Fauna & Flora International,These ads ran without a disclaimer,19862,147
